datetime,SOC_pump,CCA_pump,SOB_pump,HRO_pump,TRP_pump,DEL_SCINDEX,DEL_SJINDEX
10/1/1996,3097,325,184,6524,4122,10.26,4.12
10/2/1996,2548,377,176,6524,4374,10.26,4.12
10/3/1996,2357,58,191,6518,4374,10.26,4.12
10/4/1996,2347,409,208,5885,4259,10.26,4.12
10/5/1996,2217,370,199,6538,4252,10.26,4.12
10/6/1996,1523,312,175,6493,4247,10.26,4.12
10/7/1996,1320,338,208,6126,4154,10.26,4.12
10/8/1996,1397,336,208,6583,3426,10.26,4.12
10/9/1996,1249,293,191,6533,4366,10.26,4.12
10/10/1996,1932,297,167,5899,4319,10.26,4.12
10/11/1996,2103,303,179,5054,4313,10.26,4.12
10/12/1996,1996,249,176,4990,4243,10.26,4.12
10/13/1996,1973,180,178,5592,4243,10.26,4.12
10/14/1996,1356,277,171,5389,4292,10.26,4.12
10/15/1996,805,358,171,5047,4319,10.26,4.12
10/16/1996,1137,314,152,5796,4275,10.26,4.12
10/17/1996,1625,319,198,5919,4339,10.26,4.12
10/18/1996,1141,279,191,5389,4308,10.26,4.12
10/19/1996,1490,224,189,5097,4216,10.26,4.12
10/20/1996,1334,138,198,5053,4180,10.26,4.12
10/21/1996,1452,228,203,5059,4258,10.26,4.12
10/22/1996,1519,130,167,4736,4169,10.26,4.12
10/23/1996,1506,64,164,4026,4225,10.26,4.12
10/24/1996,1504,153,126,5092,4235,10.26,4.12
10/25/1996,1528,163,85,4561,4241,10.26,4.12
10/26/1996,1355,157,80,4386,4262,10.26,4.12
10/27/1996,766,130,86,4406,4405,10.26,4.12
10/28/1996,984,257,80,4416,3057,10.26,4.12
10/29/1996,1529,284,64,5012,4185,10.26,4.12
10/30/1996,1511,35,53,5213,3085,10.26,4.12
10/31/1996,1457,0,80,5796,4319,10.26,4.12
11/1/1996,1406,0,68,5773,4311,10.26,4.12
11/2/1996,922,0,68,5762,4233,10.26,4.12
11/3/1996,0,0,66,5943,4206,10.26,4.12
11/4/1996,791,57,89,5773,4195,10.26,4.12
11/5/1996,1433,36,89,5754,4183,10.26,4.12
11/6/1996,1724,85,96,5761,4196,10.26,4.12
11/7/1996,1724,85,110,5757,4181,10.26,4.12
11/8/1996,1721,85,74,5766,4199,10.26,4.12
11/9/1996,925,85,104,5767,4146,10.26,4.12
11/10/1996,1314,61,67,5171,4186,10.26,4.12
11/11/1996,767,36,62,5066,4195,10.26,4.12
11/12/1996,1319,4,99,5251,4179,10.26,4.12
11/13/1996,1715,12,114,5074,3267,10.26,4.12
11/14/1996,1581,31,144,5241,4297,10.26,4.12
11/15/1996,1739,0,119,4262,4262,10.26,4.12
11/16/1996,722,48,89,5307,4224,10.26,4.12
11/17/1996,0,0,32,5012,4155,10.26,4.12
11/18/1996,417,68,64,6500,4136,10.26,4.12
11/19/1996,1677,0,14,6207,4136,10.26,4.12
11/20/1996,1670,67,21,6198,4171,10.26,4.12
11/21/1996,1424,0,59,6395,4171,10.26,4.12
11/22/1996,1721,24,44,6400,4159,10.26,4.12
11/23/1996,714,9,50,6264,4148,10.26,4.12
11/24/1996,0,0,47,6309,4123,10.26,4.12
11/25/1996,603,0,63,6305,4139,10.26,4.12
11/26/1996,2024,0,61,6303,4305,10.26,4.12
11/27/1996,1991,0,53,6305,4081,10.26,4.12
11/28/1996,2264,0,60,6500,4076,10.26,4.12
11/29/1996,1991,0,53,6300,7080,10.26,4.12
11/30/1996,1200,43,66,6500,4060,10.26,4.12
12/1/1996,1309,0,88,6299,0,10.26,4.12
12/2/1996,491,0,51,5203,4098,10.26,4.12
12/3/1996,1034,49,84,4891,4073,10.26,4.12
12/4/1996,906,54,168,5233,4093,10.26,4.12
12/5/1996,573,78,194,5134,4101,10.26,4.12
12/6/1996,0,53,203,6276,4354,10.26,4.12
12/7/1996,55,52,206,6475,4104,10.26,4.12
12/8/1996,3,60,175,6309,4128,10.26,4.12
12/9/1996,952,37,184,6254,4134,10.26,4.12
12/10/1996,1336,0,208,5996,3912,10.26,4.12
12/11/1996,1721,32,208,2133,4139,10.26,4.12
12/12/1996,1448,0,193,5984,4195,10.26,4.12
12/13/1996,1473,0,199,6483,4136,10.26,4.12
12/14/1996,1036,0,182,5665,4100,10.26,4.12
12/15/1996,1309,0,179,6284,4101,10.26,4.12
12/16/1996,1009,0,197,11328,8191,10.26,4.12
12/17/1996,1345,0,186,2241,4071,10.26,4.12
12/18/1996,1584,0,208,915,3838,10.26,4.12
12/19/1996,1176,0,208,0,4245,10.26,4.12
12/20/1996,1337,0,208,732,4109,10.26,4.12
12/21/1996,1260,57,208,2210,3947,10.26,4.12
12/22/1996,1036,0,184,3022,4129,10.26,4.12
12/23/1996,791,83,167,1233,4115,10.26,4.12
12/24/1996,657,17,113,1860,4099,10.26,4.12
12/25/1996,1309,0,98,1104,4087,10.26,4.12
12/26/1996,711,0,165,918,4094,10.26,4.12
12/27/1996,1552,21,174,740,4112,10.26,4.12
12/28/1996,900,2,188,0,4104,10.26,4.12
12/29/1996,491,40,119,548,4051,10.26,4.12
12/30/1996,600,12,187,737,3869,10.26,4.12
12/31/1996,954,39,156,0,4113,10.26,4.12
1/1/1997,736,0,189,1123,3882,12.17123872,4.861931425
1/2/1997,976,0,103,396,3869,12.47749013,5.215577084
1/3/1997,1721,0,78,1749,3924,12.35264989,5.419773372
1/4/1997,2073,0,89,0,3908,12.36491853,5.107216787
1/5/1997,1309,0,71,6985,4109,12.36176828,5.112820624
1/6/1997,1145,0,89,0,3730,12.34995398,5.107883143
1/7/1997,1227,0,82,1113,3850,12.35599822,5.07941586
1/8/1997,1252,0,89,0,3916,12.39229906,5.079281355
1/9/1997,1172,0,89,278,3774,12.41148845,5.090492413
1/10/1997,1064,0,89,375,7469,12.42423829,5.080839163
1/11/1997,657,0,89,1658,7449,12.43183412,5.088731706
1/12/1997,789,0,89,11460,7434,12.42317626,5.089944837
1/13/1997,709,0,116,5177,5186,12.44069151,5.134689837
1/14/1997,573,0,84,5006,7143,12.45660683,5.163452331
1/15/1997,573,0,85,122,7222,12.43404823,5.192295191
1/16/1997,682,0,88,0,6115,12.45189824,5.247248269
1/17/1997,1579,0,75,0,0,12.45285856,5.284938231
1/18/1997,1609,0,89,0,0,12.4551294,5.300291708
1/19/1997,1445,0,101,0,0,12.45618232,5.333028169
1/20/1997,2209,0,88,0,0,12.45224104,5.388986572
1/21/1997,1991,0,110,0,0,12.49085812,5.499496555
1/22/1997,1418,0,92,0,0,12.5587942,5.53291454
1/23/1997,1964,0,86,1746,0,12.77356631,5.714143514
1/24/1997,1609,0,74,0,0,12.7299013,5.632719808
1/25/1997,706,0,72,0,0,12.81162958,5.720628851
1/26/1997,436,0,74,0,0,13.07932968,5.830053937
1/27/1997,655,0,89,8,0,13.04565979,5.889264609
1/28/1997,982,0,94,2451,0,13.01313471,5.782878558
1/29/1997,1121,0,89,2728,0,12.97843372,5.740961445
1/30/1997,1091,0,107,2264,0,12.98100583,5.744883929
1/31/1997,1200,0,95,1075,0,12.97605855,5.75402179
2/1/1997,1064,0,89,1128,0,12.94984346,5.837198266
2/2/1997,1309,1,101,2226,0,12.94297894,5.713429573
2/3/1997,356,0,102,2462,0,12.99535074,5.758981741
2/4/1997,466,11,107,1151,0,12.93249738,5.749012898
2/5/1997,573,0,105,1151,0,12.92483646,5.748681673
2/6/1997,452,0,115,1144,0,12.93339257,5.746476914
2/7/1997,346,0,101,1136,0,12.92397649,5.756569962
2/8/1997,373,0,137,548,2556,12.8790803,5.770895501
2/9/1997,645,0,122,1106,3778,12.82509997,5.765673393
2/10/1997,510,0,169,1671,1090,12.77513932,5.751464074
2/11/1997,403,0,168,1661,0,12.73100046,5.736371381
2/12/1997,437,0,139,1636,0,12.69367615,5.729261826
2/13/1997,409,0,139,2496,0,12.66438334,5.722217862
2/14/1997,436,0,132,2492,0,12.64287633,5.726243579
2/15/1997,655,0,143,2916,0,12.60804964,5.718851772
2/16/1997,1306,0,119,2741,0,12.5679728,5.723610299
2/17/1997,925,0,119,70,0,12.54042323,5.717048141
2/18/1997,1001,0,171,2712,0,12.50808267,5.693481211
2/19/1997,955,43,199,2938,0,12.49591289,5.684850035
2/20/1997,1145,0,214,2731,0,12.45807003,5.668213831
2/21/1997,764,47,249,3910,0,12.43024534,5.656047505
2/22/1997,1009,59,281,465,0,12.38629113,5.64086584
2/23/1997,1309,0,282,380,0,12.340985,5.621193943
2/24/1997,984,66,259,459,0,12.29922944,5.587916582
2/25/1997,3,75,307,414,610,12.2581249,5.550193189
2/26/1997,19,114,356,419,888,12.21924439,5.507823011
2/27/1997,0,146,309,679,2915,12.18721249,5.476154441
2/28/1997,0,148,292,1245,3720,12.15315445,5.456747494
3/1/1997,0,131,294,831,3716,12.14074555,5.45620045
3/2/1997,712,147,305,1398,3716,12.14193641,5.454629969
3/3/1997,1396,186,347,899,4331,12.14198801,5.449970873
3/4/1997,1879,243,347,208,3819,12.13389732,5.461172932
3/5/1997,1121,209,318,126,4234,12.13152024,5.450937
3/6/1997,875,149,323,372,3715,12.10753208,5.446413864
3/7/1997,1034,130,361,3183,4142,12.05119431,5.441674523
3/8/1997,940,84,334,2779,4138,12.01148585,5.430557469
3/9/1997,1475,97,343,3893,4221,11.98657249,5.421428642
3/10/1997,1211,87,369,2180,4309,11.96250645,5.411527996
3/11/1997,779,112,374,2180,4309,11.92897902,5.40686207
3/12/1997,1865,154,357,2751,4359,11.88094405,5.40088196
3/13/1997,1320,180,377,3605,4348,11.83926202,5.394659225
3/14/1997,2100,204,371,4632,4348,11.78394828,5.388790453
3/15/1997,2455,209,387,4555,4348,11.72986658,5.391267082
3/16/1997,3465,154,387,4454,4348,11.68215509,5.390398786
3/17/1997,2603,244,387,2740,4411,11.64808351,5.387077471
3/18/1997,2840,286,384,3306,4409,11.62113297,5.373841895
3/19/1997,2960,282,377,3559,4449,11.60833277,5.382797875
3/20/1997,2928,260,381,2638,4502,11.58867074,5.364495261
3/21/1997,2664,159,387,2552,4508,11.56907827,5.340325275
3/22/1997,1912,126,195,2242,4501,11.54592357,5.317595011
3/23/1997,3232,81,381,3348,4510,11.5308438,5.307518199
3/24/1997,1688,144,294,2926,4555,11.51156583,5.294623101
3/25/1997,2242,317,247,2238,4559,11.49824374,5.293639418
3/26/1997,2345,170,246,1765,4559,11.47561133,5.284331967
3/27/1997,2603,395,239,2245,4519,11.45862477,5.275311826
3/28/1997,2715,342,273,3231,4537,11.44645141,5.267286649
3/29/1997,3655,373,278,3564,4527,11.43428396,5.258270622
3/30/1997,5073,323,295,5599,4532,11.41904821,5.254760719
3/31/1997,4214,420,286,3265,4532,11.40638828,5.252002073
4/1/1997,3804,466,296,2107,4532,11.37626937,5.278751631
4/2/1997,5391,467,301,1661,4515,11.36591735,5.228859584
4/3/1997,5377,370,311,2112,4520,11.35955622,5.22586782
4/4/1997,5750,345,325,1263,4526,11.35257885,5.217042352
4/5/1997,4706,267,272,2472,4524,11.34425833,5.227541662
4/6/1997,5855,213,257,3936,4322,11.33586152,5.212499692
4/7/1997,5452,392,302,3019,4521,11.32784392,5.203837996
4/8/1997,5210,432,298,2574,4478,11.32285141,5.19308262
4/9/1997,5210,456,298,2706,4540,11.32061268,5.185705576
4/10/1997,5369,469,302,3415,4509,11.31118653,5.17896854
4/11/1997,5357,487,308,2202,4505,11.3064602,5.175177141
4/12/1997,4815,344,305,3941,4497,11.3028886,5.168149789
4/13/1997,6703,258,277,3481,4499,11.29909039,5.162029225
4/14/1997,4754,347,350,1755,4419,11.29451895,5.155090803
4/15/1997,4727,364,352,1054,1767,11.28626521,5.150361078
4/16/1997,4728,371,360,809,746,11.28179958,5.147851973
4/17/1997,5285,401,375,1101,747,11.27825742,5.145987775
4/18/1997,4132,460,346,1148,756,11.26993151,5.136489842
4/19/1997,3924,453,351,1270,921,11.26456859,5.144723811
4/20/1997,3275,479,311,1215,990,11.26421066,5.14317225
4/21/1997,3465,527,312,737,1482,11.26416065,5.139708454
4/22/1997,4641,470,296,557,1694,11.26437325,5.140856035
4/23/1997,4056,375,291,1415,1697,11.2642462,5.131210638
4/24/1997,4107,309,327,1415,1697,11.26382576,5.129049319
4/25/1997,4056,228,333,1088,1190,11.26363412,5.129890277
4/26/1997,4112,284,333,1230,984,11.26125233,5.129588395
4/27/1997,3223,327,150,1235,986,11.25841307,5.128276604
4/28/1997,3647,478,323,1222,979,11.25623599,5.126989127
4/29/1997,4238,535,313,1240,982,11.25404086,5.121991084
4/30/1997,4109,535,322,1234,983,11.24791837,5.100600846
5/1/1997,4244,415,357,1220,978,11.24188046,5.099275506
5/2/1997,4053,425,371,1212,990,11.23983502,5.098220671
5/3/1997,4458,544,367,1226,986,11.23939731,5.096554305
5/4/1997,3894,378,397,1227,986,11.23917881,5.094479804
5/5/1997,2930,493,436,1312,989,11.23620693,5.085918982
5/6/1997,2605,431,484,1294,972,11.23441542,5.081556695
5/7/1997,2949,526,447,1342,936,11.23394677,5.077473582
5/8/1997,2928,425,492,1280,1023,11.23351526,5.076085581
5/9/1997,2613,518,520,1393,969,11.2321526,5.073924108
5/10/1997,2879,604,522,1441,1776,11.22643914,5.064537906
5/11/1997,4507,471,522,1161,1766,11.22457214,5.06082379
5/12/1997,2817,568,491,393,1759,11.22431471,5.058844045
5/13/1997,4236,620,475,2,1207,11.22425177,5.055827128
5/14/1997,4090,507,564,1003,842,11.22425177,5.053661774
5/15/1997,4598,450,591,1400,761,11.22425177,5.053330235
5/16/1997,4090,619,625,1397,920,11.22425177,5.051419227
5/17/1997,4971,594,625,1111,977,11.22425177,5.047409202
5/18/1997,4676,561,602,1622,996,11.22425177,5.060404085
5/19/1997,2640,625,605,880,895,11.22425177,5.056398781
5/20/1997,3357,647,587,391,716,11.22425177,5.061453419
5/21/1997,4056,678,508,0,816,11.22425177,5.059379333
5/22/1997,4222,623,381,281,979,11.22425177,5.056602887
5/23/1997,4381,621,382,1134,1017,11.22425177,5.055130525
5/24/1997,6130,580,347,366,1020,11.22425177,5.054790912
5/25/1997,6903,621,357,2203,2346,11.22425177,5.054602516
5/26/1997,6124,621,348,3718,3958,11.22425177,5.054824019
5/27/1997,4056,669,368,794,4418,11.22425177,5.053759291
5/28/1997,4251,563,361,1071,4493,11.22425177,5.054534659
5/29/1997,4061,599,325,3568,4512,11.22425177,5.052621799
5/30/1997,4037,659,266,2825,4513,11.22425177,5.04954571
5/31/1997,5004,574,119,2976,4561,11.22425177,5.048497425
6/1/1997,4915,479,119,2976,4561,11.22425177,5.048177437
6/2/1997,3798,618,40,1636,4543,11.22425177,5.065188872
6/3/1997,4802,604,169,1705,4534,11.22425177,5.064465755
6/4/1997,4217,639,434,1751,4525,11.22425177,5.063949292
6/5/1997,4297,644,559,1730,4523,11.22425177,5.063308815
6/6/1997,3999,656,601,1691,4500,11.22425177,5.065050097
6/7/1997,4136,792,621,566,4528,11.22425177,5.061904345
6/8/1997,2618,660,604,823,4523,11.22425177,5.05979896
6/9/1997,2563,635,606,722,4531,11.22425177,5.059381552
6/10/1997,1745,667,469,670,4502,11.22425177,5.058898709
6/11/1997,1909,717,381,682,4497,11.22425177,5.056389916
6/12/1997,1715,716,253,1649,4506,11.22425177,5.054011665
6/13/1997,1746,635,194,2234,4460,11.22425177,5.05840294
6/14/1997,2482,603,93,1988,4900,11.22425177,5.059444034
6/15/1997,2455,591,109,3336,4416,11.22425177,5.05937559
6/16/1997,2045,662,1,1899,4339,11.22425177,5.060786131
6/17/1997,1906,747,94,3589,4321,11.22425177,5.061780439
6/18/1997,2266,697,212,4745,4316,11.22425177,5.061460422
6/19/1997,2400,625,366,4260,4296,11.22425177,5.061223286
6/20/1997,2403,730,554,4252,4362,11.22425177,5.061223286
6/21/1997,3411,725,653,4355,4426,11.22425177,5.061223286
6/22/1997,3438,672,652,3940,4422,11.22425177,5.061223286
6/23/1997,2157,764,655,3088,4404,11.22425177,5.061155407
6/24/1997,2326,796,655,3326,4397,11.22425177,5.061155407
6/25/1997,2313,750,655,2039,4387,11.22425177,5.061155407
6/26/1997,2345,635,655,4487,4381,11.22425177,5.060916163
6/27/1997,2871,781,655,2599,4432,11.22425177,5.06081305
6/28/1997,3169,772,655,3444,4415,11.22425177,5.060334412
6/29/1997,2618,707,655,3673,4384,11.22425177,5.060203689
6/30/1997,1983,754,655,3409,4387,11.22425177,5.058007626
7/1/1997,2561,779,655,5097,4441,11.22425177,5.056718476
7/2/1997,2561,713,654,6130,4460,11.22425177,5.056385162
7/3/1997,2564,789,654,5858,4525,11.22425177,5.056325365
7/4/1997,3948,763,654,5908,4482,11.22425177,5.045423832
7/5/1997,3790,742,654,5865,4473,11.22425177,5.045406578
7/6/1997,4512,752,549,5893,4421,11.22425177,5.045334552
7/7/1997,3033,757,496,5844,4283,11.22425177,5.044818176
7/8/1997,2788,765,513,5607,4225,11.22425177,5.0445816
7/9/1997,2688,704,506,3846,4235,11.22425177,5.044471851
7/10/1997,2686,700,506,2490,4244,11.22425177,5.044334542
7/11/1997,2740,733,506,2449,4449,11.22425177,5.043934229
7/12/1997,4915,740,540,2508,4456,11.22425177,5.043817713
7/13/1997,4834,702,554,5400,4685,11.22425177,5.043640804
7/14/1997,2454,717,561,2897,4117,11.22425177,5.043273776
7/15/1997,2850,663,555,1287,4293,11.22425177,5.043102626
7/16/1997,2659,733,562,4706,4281,11.22425177,5.04254436
7/17/1997,2605,589,549,4706,4281,11.22425177,5.042357466
7/18/1997,2482,672,565,5931,4357,11.22425177,5.042308055
7/19/1997,4082,646,554,5020,4464,11.22425177,5.042284816
7/20/1997,4244,624,552,6113,4388,11.22425177,5.042195616
7/21/1997,2605,720,549,5770,4397,11.22425177,5.042195616
7/22/1997,2664,693,538,5378,4364,11.22425177,5.042195616
7/23/1997,2272,747,547,6968,4394,11.22425177,5.042309725
7/24/1997,2375,656,545,6827,4392,11.22425177,5.041107072
7/25/1997,2515,650,579,6278,4437,11.22425177,5.04087837
7/26/1997,4297,706,566,6491,4390,11.22425177,5.040820196
7/27/1997,4512,706,553,6600,4401,11.22425177,5.040796847
7/28/1997,2506,680,575,5783,4971,11.22425177,5.040796847
7/29/1997,2326,705,575,6490,4441,11.22425177,5.040790038
7/30/1997,2264,676,551,6497,4521,11.22425177,5.040924224
7/31/1997,2348,578,539,6048,4428,11.22425177,5.040914112
8/1/1997,2212,636,555,6237,4507,10.82280842,4.129946388
8/2/1997,3438,656,510,6229,4499,10.82280842,4.129946388
8/3/1997,5157,588,536,6275,4475,10.82280842,4.129946388
8/4/1997,2597,587,555,6067,4486,10.82280842,4.129946388
8/5/1997,2209,586,562,5966,4493,10.82280842,4.129946388
8/6/1997,2212,607,580,5665,4495,10.82280842,4.129946388
8/7/1997,2231,581,596,7077,4504,10.82280842,4.129946388
8/8/1997,2234,630,585,3818,4364,10.82280842,4.129946388
8/9/1997,3279,626,598,205,4548,10.82280842,4.129946388
8/10/1997,3650,535,640,372,4523,10.82280842,4.129946388
8/11/1997,2446,582,565,349,4536,10.82280842,4.129946388
8/12/1997,2895,561,563,49,4555,10.82280842,4.129946388
8/13/1997,2766,567,578,413,4547,10.82280842,4.129946388
8/14/1997,2927,612,575,651,4467,10.82280842,4.129946388
8/15/1997,2844,644,592,1601,4459,10.82280842,4.129946388
8/16/1997,3357,572,593,3170,4454,10.82280842,4.129946388
8/17/1997,5022,535,586,1991,4453,10.82280842,4.129946388
8/18/1997,2704,575,560,3225,4455,10.82280842,4.129946388
8/19/1997,2952,585,583,3426,4433,10.82280842,4.129946388
8/20/1997,2680,555,538,4232,4432,10.82280842,4.129946388
8/21/1997,2504,540,494,5171,4422,10.82280842,4.129946388
8/22/1997,2534,601,519,5549,4409,10.82280842,4.129946388
8/23/1997,2737,547,497,6621,4402,10.82280842,4.129946388
8/24/1997,4593,443,500,6733,4386,10.82280842,4.129946388
8/25/1997,2485,521,518,5365,4312,10.82280842,4.129946388
8/26/1997,2874,401,522,6118,4431,10.82280842,4.129946388
8/27/1997,2490,370,536,6546,4415,10.82280842,4.129946388
8/28/1997,2490,371,531,6460,3812,10.82280842,4.129946388
8/29/1997,2490,397,539,6595,4404,10.82280842,4.129946388
8/30/1997,2018,366,566,6421,4329,10.82280842,4.129946388
8/31/1997,4512,333,549,6539,4332,10.82280842,4.129946388
9/1/1997,4512,280,552,6029,4293,10.82280842,4.129946388
9/2/1997,2168,199,447,6499,4327,10.82280842,4.129946388
9/3/1997,2100,206,420,6046,4316,10.82280842,4.129946388
9/4/1997,1939,261,370,4338,4315,10.82280842,4.129946388
9/5/1997,1991,274,290,6432,4362,10.82280842,4.129946388
9/6/1997,1964,202,294,6489,4337,10.82280842,4.129946388
9/7/1997,3868,188,268,6231,4361,10.82280842,4.129946388
9/8/1997,1994,220,268,6564,4360,10.82280842,4.129946388
9/9/1997,2269,175,250,6441,4282,10.82280842,4.129946388
9/10/1997,2591,148,265,6451,4345,10.82280842,4.129946388
9/11/1997,2291,152,240,6467,4347,10.82280842,4.129946388
9/12/1997,2788,194,269,6425,4293,10.82280842,4.129946388
9/13/1997,2179,213,275,6181,4343,10.82280842,4.129946388
9/14/1997,4497,167,254,6470,4327,10.82280842,4.129946388
9/15/1997,2976,202,267,6452,4306,10.82280842,4.129946388
9/16/1997,3823,206,260,5014,4275,10.82280842,4.129946388
9/17/1997,3623,259,260,5639,4283,10.82280842,4.129946388
9/18/1997,3599,336,268,5693,4309,10.82280842,4.129946388
9/19/1997,3553,318,268,6124,4326,10.82280842,4.129946388
9/20/1997,5130,261,227,6146,4312,10.82280842,4.129946388
9/21/1997,4351,266,245,5929,4290,10.82280842,4.129946388
9/22/1997,3626,272,255,5686,4324,10.82280842,4.129946388
9/23/1997,3443,302,276,2149,4337,10.82280842,4.129946388
9/24/1997,3647,359,269,2572,4330,10.82280842,4.129946388
9/25/1997,3602,359,211,2607,4330,10.82280842,4.129946388
9/26/1997,2694,395,221,5658,4322,10.82280842,4.129946388
9/27/1997,2345,375,199,5815,4299,10.82280842,4.129946388
9/28/1997,2820,433,213,6224,4302,10.82280842,4.129946388
9/29/1997,2324,444,219,6261,4286,10.82280842,4.129946388
9/30/1997,2748,464,232,6261,4286,10.82280842,4.129946388
10/1/1997,2723,439,222,5595,4303,10.82280842,4.129946388
10/2/1997,2804,322,218,5083,4320,10.82280842,4.129946388
10/3/1997,2721,501,250,5679,4283,10.82280842,4.129946388
10/4/1997,3001,450,170,6402,4226,10.82280842,4.129946388
10/5/1997,2605,332,196,5925,4293,10.82280842,4.129946388
10/6/1997,2427,390,162,5704,4358,10.82280842,4.129946388
10/7/1997,2640,246,134,6013,4109,10.82280842,4.129946388
10/8/1997,1721,272,161,5083,4320,10.82280842,4.129946388
10/9/1997,769,224,138,5147,4271,10.82280842,4.129946388
10/10/1997,766,308,123,6573,4295,10.82280842,4.129946388
10/11/1997,766,319,140,6544,4207,10.82280842,4.129946388
10/12/1997,1418,292,121,6581,4167,10.82280842,4.129946388
10/13/1997,2209,382,149,6505,4253,10.82280842,4.129946388
10/14/1997,2261,304,148,6438,4286,10.82280842,4.129946388
10/15/1997,2850,315,149,6377,4198,10.82280842,4.129946388
10/16/1997,2839,236,191,5060,4348,10.82280842,4.129946388
10/17/1997,2618,229,208,3569,4295,10.82280842,4.129946388
10/18/1997,1691,191,208,2910,4235,10.82280842,4.129946388
10/19/1997,1636,215,220,3651,4302,10.82280842,4.129946388
10/20/1997,1691,192,208,2934,4210,10.82280842,4.129946388
10/21/1997,2618,174,194,2196,4235,10.82280842,4.129946388
10/22/1997,2791,197,238,2532,4213,10.82280842,4.129946388
10/23/1997,2734,124,237,2875,4244,10.82280842,4.129946388
10/24/1997,3919,170,232,2875,4244,10.82280842,4.129946388
10/25/1997,4996,110,193,2875,4244,10.82280842,4.129946388
10/26/1997,6329,106,265,2413,4438,10.82280842,4.129946388
10/27/1997,3083,116,260,2018,4223,10.82280842,4.129946388
10/28/1997,1334,126,248,1500,4234,10.82280842,4.129946388
10/29/1997,1402,214,238,1535,4306,10.82280842,4.129946388
10/30/1997,1424,300,238,2593,4295,10.82280842,4.129946388
10/31/1997,1369,317,236,4096,3006,10.82280842,4.129946388
11/1/1997,1309,213,170,3623,4219,10.82280842,4.129946388
11/2/1997,1309,203,132,3417,4258,10.82280842,4.129946388
11/3/1997,1309,234,44,3183,4220,10.82280842,4.129946388
11/4/1997,1958,229,30,3372,4305,10.82280842,4.129946388
11/5/1997,3808,223,30,3206,4250,10.82280842,4.129946388
11/6/1997,3784,136,30,3260,4254,10.82280842,4.129946388
11/7/1997,3680,45,217,3738,4311,10.82280842,4.129946388
11/8/1997,3868,0,349,3145,4174,10.82280842,4.129946388
11/9/1997,4405,0,364,3254,4290,10.82280842,4.129946388
11/10/1997,2075,0,367,3316,4265,10.82280842,4.129946388
11/11/1997,2209,75,374,4638,4237,10.82280842,4.129946388
11/12/1997,2236,89,371,4605,4214,10.82280842,4.129946388
11/13/1997,2242,59,358,4940,4124,10.82280842,4.129946388
11/14/1997,2135,70,363,4940,4124,10.82280842,4.129946388
11/15/1997,2024,30,332,4940,4124,10.82280842,4.129946388
11/16/1997,1961,31,313,4940,4124,10.82280842,4.129946388
11/17/1997,2073,50,289,3913,4248,10.82280842,4.129946388
11/18/1997,2127,54,316,5920,4230,10.82280842,4.129946388
11/19/1997,2138,25,323,5846,4201,10.82280842,4.129946388
11/20/1997,2138,59,314,5644,4189,10.82280842,4.129946388
11/21/1997,2138,156,289,6494,4170,10.82280842,4.129946388
11/22/1997,1975,175,297,6460,4180,10.82280842,4.129946388
11/23/1997,1917,116,298,6709,4115,10.82280842,4.129946388
11/24/1997,2138,43,298,6763,4184,10.82280842,4.129946388
11/25/1997,2138,121,298,6497,4039,10.82280842,4.129946388
11/26/1997,2133,73,256,6654,4086,10.82280842,4.129946388
11/27/1997,2182,85,274,6548,3987,10.82280842,4.129946388
11/28/1997,2236,131,293,6515,4085,10.82280842,4.129946388
11/29/1997,2182,85,295,7521,4109,10.82280842,4.129946388
11/30/1997,2632,106,282,6419,4034,10.82280842,4.129946388
12/1/1997,2291,250,297,6444,4084,10.82280842,4.129946388
12/2/1997,2296,311,270,6541,3981,10.82280842,4.129946388
12/3/1997,2287,285,269,6581,1207,10.82280842,4.129946388
12/4/1997,2204,270,276,6527,4050,10.82280842,4.129946388
12/5/1997,2266,194,266,6501,4053,10.82280842,4.129946388
12/6/1997,2176,79,258,6474,4096,10.82280842,4.129946388
12/7/1997,2564,107,215,6297,4061,10.82280842,4.129946388
12/8/1997,2370,97,56,6473,4036,10.82280842,4.129946388
12/9/1997,2217,149,36,6599,4061,10.82280842,4.129946388
12/10/1997,1915,214,103,6775,4084,10.82280842,4.129946388
12/11/1997,1857,193,210,6749,4084,10.82280842,4.129946388
12/12/1997,1863,133,211,6766,4058,10.82280842,4.129946388
12/13/1997,2187,106,208,6655,4108,10.82280842,4.129946388
12/14/1997,2740,89,205,6520,4061,10.82280842,4.129946388
12/15/1997,2427,212,211,4258,4083,10.82280842,4.129946388
12/16/1997,2367,248,217,7285,4136,10.82280842,4.129946388
12/17/1997,2485,218,242,7177,4168,10.82280842,4.129946388
12/18/1997,2485,138,238,7166,4039,10.82280842,4.129946388
12/19/1997,1860,74,243,6539,4026,10.82280842,4.129946388
12/20/1997,2070,57,223,7069,4030,10.82280842,4.129946388
12/21/1997,2686,59,222,6830,1518,10.82280842,4.129946388
12/22/1997,2185,106,133,6695,4012,10.82280842,4.129946388
12/23/1997,2127,102,77,6878,4114,10.82280842,4.129946388
12/24/1997,2158,49,183,7165,4089,10.82280842,4.129946388
12/25/1997,2115,49,197,7352,4032,10.82280842,4.129946388
12/26/1997,2163,78,220,7099,4046,10.82280842,4.129946388
12/27/1997,2158,90,184,6996,4002,10.82280842,4.129946388
