datetime,SOC_pump,CCA_pump,SOB_pump,HRO_pump,TRP_pump,DEL_SCINDEX,DEL_SJINDEX
9/6/2007,6510,539,620,6125,4405,6.185042563,1.971584736
9/7/2007,6787,513,595,6080,4386,6.185042563,1.971584736
9/8/2007,6566,516,615,6026,4361,6.185042563,1.971584736
9/9/2007,7190,431,593,6038,4406,6.185042563,1.971584736
9/10/2007,6149,418,624,6029,4319,6.185042563,1.971584736
9/11/2007,6207,530,638,5956,4407,6.185042563,1.971584736
9/12/2007,6239,527,609,4901,4352,6.185042563,1.971584736
9/13/2007,2707,629,596,4885,4358,6.185042563,1.971584736
9/14/2007,3958,468,534,4799,4328,6.185042563,1.971584736
9/15/2007,6639,557,465,4805,4363,6.185042563,1.971584736
9/16/2007,7223,375,296,4803,4328,6.185042563,1.971584736
9/17/2007,5987,393,208,4597,4005,6.185042563,1.971584736
9/18/2007,5452,433,208,4179,4157,6.185042563,1.971584736
9/19/2007,5417,357,208,4380,4342,6.185042563,1.971584736
9/20/2007,5809,261,0,4264,4300,6.185042563,1.971584736
9/21/2007,6102,331,208,4221,4356,6.185042563,1.971584736
9/22/2007,6817,317,208,4932,4271,6.185042563,1.971584736
9/23/2007,7735,225,208,5508,4287,6.185042563,1.971584736
9/24/2007,6698,193,190,4494,4294,6.185042563,1.971584736
9/25/2007,6704,176,272,5788,4325,6.185042563,1.971584736
9/26/2007,6156,204,285,6369,4340,6.185042563,1.971584736
9/27/2007,5699,240,298,4000,4358,6.185042563,1.971584736
9/28/2007,4757,263,306,6308,4318,6.185042563,1.971584736
9/29/2007,5106,339,327,3644,4300,6.185042563,1.971584736
9/30/2007,6199,315,339,5500,4303,6.185042563,1.971584736
10/1/2007,4920,282,372,5115,4322,6.185042563,1.971584736
10/2/2007,4985,291,357,4606,4331,6.185042563,1.971584736
10/3/2007,4571,316,357,4142,4323,6.185042563,1.971584736
10/4/2007,4362,265,357,3274,4274,6.185042563,1.971584736
10/5/2007,4007,296,357,3431,4263,6.185042563,1.971584736
10/6/2007,4340,348,357,2872,4357,6.185042563,1.971584736
10/7/2007,4601,337,357,3264,4345,6.185042563,1.971584736
10/8/2007,4475,243,357,3259,4270,6.185042563,1.971584736
10/9/2007,3940,141,357,2862,4276,6.185042563,1.971584736
10/10/2007,4405,213,256,2892,4257,6.185042563,1.971584736
10/11/2007,4018,271,357,2893,4259,6.185042563,1.971584736
10/12/2007,3846,266,272,3459,4230,6.185042563,1.971584736
10/13/2007,3349,288,267,2474,4181,6.185042563,1.971584736
10/14/2007,5130,199,268,4204,4202,6.185042563,1.971584736
10/15/2007,4394,136,300,4178,4290,6.185042563,1.971584736
10/16/2007,3889,194,356,3412,4222,6.185042563,1.971584736
10/17/2007,3688,172,346,2721,4225,6.185042563,1.971584736
10/18/2007,3505,157,353,3265,4212,6.185042563,1.971584736
10/19/2007,3236,153,336,3302,4251,6.185042563,1.971584736
10/20/2007,3153,198,341,2867,4247,6.185042563,1.971584736
10/21/2007,5350,199,385,3068,4238,6.185042563,1.971584736
10/22/2007,3105,130,416,3066,4209,6.185042563,1.971584736
10/23/2007,3089,142,408,2810,4220,6.185042563,1.971584736
10/24/2007,3188,154,431,2424,4278,6.185042563,1.971584736
10/25/2007,3475,163,395,2437,4242,6.185042563,1.971584736
10/26/2007,3760,186,466,2390,4253,6.185042563,1.971584736
10/27/2007,3962,218,481,2394,4202,6.185042563,1.971584736
10/28/2007,6897,122,479,2525,4207,6.185042563,1.971584736
10/29/2007,4120,104,473,2556,4253,6.185042563,1.971584736
10/30/2007,4077,144,466,1856,4257,6.185042563,1.971584736
10/31/2007,4074,117,418,2821,4200,6.185042563,1.971584736
11/1/2007,3986,66,292,2324,4254,6.185042563,1.971584736
11/2/2007,3347,55,383,2537,4198,6.185042563,1.971584736
11/3/2007,4042,77,490,1881,4275,6.185042563,1.971584736
11/4/2007,6194,56,506,2344,4376,6.185042563,1.971584736
11/5/2007,3894,0,487,1959,4253,6.185042563,1.971584736
11/6/2007,2010,0,484,1795,4268,6.185042563,1.971584736
11/7/2007,2198,0,476,1768,4250,6.185042563,1.971584736
11/8/2007,3607,0,476,1431,3758,6.185042563,1.971584736
11/9/2007,2425,0,476,1582,3534,6.185042563,1.971584736
11/10/2007,2425,1,476,1434,2977,6.185042563,1.971584736
11/11/2007,3231,1,417,1632,2749,6.185042563,1.971584736
11/12/2007,2629,1,385,1416,2758,6.185042563,1.971584736
11/13/2007,2670,1,386,3007,2737,6.185042563,1.971584736
11/14/2007,2616,0,424,3238,2739,6.185042563,1.971584736
11/15/2007,2627,0,426,4428,2731,6.185042563,1.971584736
11/16/2007,2692,51,455,4588,2738,6.185042563,1.971584736
11/17/2007,2906,108,447,4086,2728,6.185042563,1.971584736
11/18/2007,4700,104,460,4086,2723,6.185042563,1.971584736
11/19/2007,2812,63,447,4251,2734,6.185042563,1.971584736
11/20/2007,2960,140,470,5153,2739,6.185042563,1.971584736
11/21/2007,2989,106,423,4182,3439,6.185042563,1.971584736
11/22/2007,4241,71,422,3868,3755,6.185042563,1.971584736
11/23/2007,2933,63,428,2741,3746,6.185042563,1.971584736
11/24/2007,3046,152,445,2967,3739,6.185042563,1.971584736
11/25/2007,4781,173,459,3239,3760,6.185042563,1.971584736
11/26/2007,3124,112,464,2873,3762,6.185042563,1.971584736
11/27/2007,2860,83,420,2817,3738,6.185042563,1.971584736
11/28/2007,2976,75,427,2920,3722,6.185042563,1.971584736
11/29/2007,2976,143,438,3413,3722,6.185042563,1.971584736
11/30/2007,2592,117,423,2622,3716,6.185042563,1.971584736
12/1/2007,4727,180,417,2751,3707,6.185042563,1.971584736
12/2/2007,4700,112,417,2391,3722,6.185042563,1.971584736
12/3/2007,1590,84,417,2313,3713,6.185042563,1.971584736
12/4/2007,1797,116,407,3080,3710,6.185042563,1.971584736
12/5/2007,1587,66,286,2090,3714,6.185042563,1.971584736
12/6/2007,1686,64,362,3338,3727,6.185042563,1.971584736
12/7/2007,1585,66,357,4726,3733,6.185042563,1.971584736
12/8/2007,1470,49,357,5737,3708,6.185042563,1.971584736
12/9/2007,1620,89,363,5973,3721,6.185042563,1.971584736
12/10/2007,1568,74,352,4585,3968,6.185042563,1.971584736
12/11/2007,1416,55,250,4326,4316,6.185042563,1.971584736
12/12/2007,1533,65,303,4322,4236,6.185042563,1.971584736
12/13/2007,1555,63,345,4245,4252,6.185042563,1.971584736
12/14/2007,2381,70,341,4974,4231,6.185042563,1.971584736
12/15/2007,2523,59,327,3128,3761,6.185042563,1.971584736
12/16/2007,3441,72,327,3380,3553,6.185042563,1.971584736
12/17/2007,3438,40,338,3065,3687,6.185042563,1.971584736
12/18/2007,3438,64,325,3363,3727,6.185042563,1.971584736
12/19/2007,3438,57,298,3466,3746,6.185042563,1.971584736
12/20/2007,3188,65,305,3399,3734,6.185042563,1.971584736
12/21/2007,3706,78,309,3386,3769,6.185042563,1.971584736
12/22/2007,3596,57,311,3360,3282,6.185042563,1.971584736
12/23/2007,6438,77,319,2124,2634,6.185042563,1.971584736
12/24/2007,3733,33,266,2213,2657,6.185042563,1.971584736
12/25/2007,3398,53,306,3208,2632,6.185042563,1.971584736
12/26/2007,2925,43,291,2423,2623,6.185042563,1.971584736
12/27/2007,2441,63,275,3988,2623,6.185042563,1.971584736
12/28/2007,3121,75,313,2022,1485,6.185042563,1.971584736
12/29/2007,3126,53,298,1327,1025,6.185042563,1.971584736
12/30/2007,6202,61,222,1344,1035,6.185042563,1.971584736
12/31/2007,5487,68,313,1325,1024,6.185042563,1.971584736
1/1/2008,5407,55,279,1670,1028,6.241216648,2.321743801
1/2/2008,5412,39,268,1421,1026,6.162135249,2.297228622
1/3/2008,5098,28,290,1640,1599,6.124066432,2.30211217
1/4/2008,4969,34,268,1916,1835,6.154596322,2.373264518
1/5/2008,4980,54,89,1456,1900,6.382936887,2.524670313
1/6/2008,6736,44,296,2823,2322,6.473578499,2.584863514
1/7/2008,5041,51,197,2966,2700,6.495357142,2.677638061
1/8/2008,4918,45,272,3072,3473,6.499838701,2.675687275
1/9/2008,4988,53,210,2961,3808,6.580046956,2.697544199
1/10/2008,3878,58,208,3117,3779,6.59834576,2.688590061
1/11/2008,3860,56,236,5193,3784,6.607323062,2.685876319
1/12/2008,5125,79,246,3801,3803,6.588142561,2.672924281
1/13/2008,7735,33,255,3819,3782,6.587480186,2.660076022
1/14/2008,4754,49,252,2856,3153,6.57754079,2.652241549
1/15/2008,4824,65,238,2964,2864,6.570214683,2.64880577
1/16/2008,4960,66,243,2411,2399,6.56018806,2.633037734
1/17/2008,4990,46,257,3021,1920,6.552341892,2.622503221
1/18/2008,4988,58,301,2954,2606,6.549514956,2.618668555
1/19/2008,5022,91,357,3085,2897,6.543571794,2.602579605
1/20/2008,7297,62,326,2929,2876,6.525659156,2.575033444
1/21/2008,3467,52,288,2909,2880,6.510556423,2.558172899
1/22/2008,3486,64,302,3387,2893,6.513828098,2.533876476
1/23/2008,3116,24,313,3487,2891,6.5088181,2.535257513
1/24/2008,3215,39,302,3750,3441,6.482678063,2.554441251
1/25/2008,2659,32,306,3672,3685,6.49945335,2.56679004
1/26/2008,2174,49,321,2963,3669,6.562405179,2.550575894
1/27/2008,3183,41,334,3086,3707,6.586704975,2.589536197
1/28/2008,1945,42,220,2917,4096,6.70880125,2.762059502
1/29/2008,1309,22,119,2508,4184,6.707653768,2.768365562
1/30/2008,1309,40,119,2440,4199,6.760466873,2.782966778
1/31/2008,1309,46,119,3978,4153,6.764272949,2.786819001
2/1/2008,1309,40,98,3954,4183,6.899450823,2.835518594
2/2/2008,1309,59,103,3937,4182,6.895174256,2.82315233
2/3/2008,2256,70,89,4012,4179,7.043001201,2.915024039
2/4/2008,927,35,89,3251,3807,7.022911275,2.972386394
2/5/2008,567,33,89,3508,3391,7.000632648,2.964918165
2/6/2008,753,28,89,3478,3360,6.988099849,2.965773568
2/7/2008,796,60,89,3433,3365,6.962279418,2.961042273
2/8/2008,325,63,89,3309,3592,6.907842652,2.948779631
2/9/2008,322,50,89,2910,3668,6.859478729,2.927764605
2/10/2008,1146,73,89,2990,3662,6.813024215,2.901061848
2/11/2008,1116,42,89,3485,3668,6.775927212,2.880150531
2/12/2008,1855,77,89,3561,3664,6.746544162,2.865494804
2/13/2008,1500,118,89,3647,0,6.71768228,2.85160087
2/14/2008,1460,125,89,3616,3673,6.692106852,2.83633969
2/15/2008,2348,102,102,3439,3498,6.659718663,2.816592594
2/16/2008,2351,64,170,4011,3390,6.632043867,2.806766238
2/17/2008,4477,63,149,4019,2950,6.608477164,2.79188974
2/18/2008,2370,66,148,3429,2593,6.577917801,2.767524056
2/19/2008,1476,71,149,3446,2568,6.560121173,2.753653604
2/20/2008,1058,65,149,3474,2947,6.537611455,2.7541393
2/21/2008,993,72,149,3607,3487,6.518054771,2.751130569
2/22/2008,878,88,149,3580,3588,6.511205372,2.79823872
2/23/2008,903,99,149,3497,3203,6.51256585,2.83793683
2/24/2008,1743,89,149,3760,2741,6.572469277,2.931593005
2/25/2008,854,49,149,3431,2742,6.652329872,3.031852666
2/26/2008,693,54,149,2949,2730,6.633094322,3.012820383
2/27/2008,406,85,149,2529,2733,6.6042354,2.988440837
2/28/2008,513,81,149,2731,2383,6.573520525,2.960639336
2/29/2008,1500,102,133,1951,1954,6.55096506,2.939846094
3/1/2008,1576,103,119,1441,1957,6.537054382,2.932326754
3/2/2008,1721,127,119,1169,1489,6.529119343,2.920744164
3/3/2008,1503,83,119,1049,1308,6.516487108,2.906128701
3/4/2008,873,85,119,1072,1796,6.509406457,2.885861357
3/5/2008,1448,100,119,2030,2068,6.486353495,2.874427546
3/6/2008,1293,143,129,1918,2876,6.450230166,2.861011062
3/7/2008,1486,133,119,1917,3485,6.417991605,2.846596043
3/8/2008,1497,176,119,2493,3550,6.39648543,2.837717506
3/9/2008,2258,109,114,2646,3200,6.376129505,2.828855749
3/10/2008,2048,89,119,1967,2649,6.350084032,2.822184928
3/11/2008,2106,94,119,1970,2061,6.318600459,2.815994199
3/12/2008,2545,136,119,2016,1438,6.288296616,2.812470346
3/13/2008,2490,177,119,1440,775,6.252679476,2.806719877
3/14/2008,2520,135,119,1412,944,6.224296731,2.807485579
3/15/2008,2526,195,119,1072,865,6.207702047,2.800736135
3/16/2008,4082,195,119,970,866,6.19399368,2.798785443
3/17/2008,2523,137,109,981,927,6.181242651,2.803450217
3/18/2008,2523,281,56,1907,993,6.175430705,2.797930033
3/19/2008,2332,307,92,1950,992,6.169107938,2.788367019
3/20/2008,2332,250,77,1986,993,6.159963313,2.758292207
3/21/2008,4176,129,90,1522,1551,6.147247874,2.741367721
3/22/2008,4144,144,90,1449,1776,6.138459399,2.732885355
3/23/2008,5785,141,91,1032,1786,6.131495044,2.717606364
3/24/2008,3774,99,103,1320,2153,6.122682944,2.705557437
3/25/2008,4058,133,119,1537,2612,6.110806825,2.690387332
3/26/2008,4029,148,142,1460,2617,6.105888811,2.68254142
3/27/2008,4168,205,151,1526,2283,6.101885419,2.672063669
3/28/2008,4464,123,172,1457,1874,6.097276357,2.661272394
3/29/2008,4475,140,179,1451,1377,6.086687784,2.654514604
3/30/2008,5785,126,179,1317,978,6.077671394,2.650044182
3/31/2008,5339,93,141,897,944,6.06982919,2.648766002
4/1/2008,4058,148,41,1400,974,6.056925764,2.637918842
4/2/2008,4029,301,96,1904,1008,6.050866644,2.630246723
4/3/2008,4027,163,207,2568,1384,6.043470809,2.618269584
4/4/2008,4030,201,198,2819,1835,6.035500977,2.606327439
4/5/2008,4029,231,223,2611,1847,6.026844665,2.592572078
4/6/2008,3583,199,208,1890,1837,6.019326565,2.585682702
4/7/2008,3403,147,231,1988,1846,6.015717293,2.578440637
4/8/2008,3580,187,208,1644,1835,6.013909095,2.570819966
4/9/2008,4005,200,221,1117,1844,6.007119674,2.564435447
4/10/2008,4031,190,195,1428,1131,6.00258831,2.564054959
4/11/2008,4029,227,233,952,841,5.998572765,2.562287203
4/12/2008,4029,306,249,488,839,5.992765293,2.558377765
4/13/2008,4853,281,267,488,840,5.985166522,2.550794854
4/14/2008,3927,240,263,763,840,5.976002363,2.538903285
4/15/2008,3991,285,225,1007,839,5.970328315,2.534255993
4/16/2008,3282,266,237,988,837,5.965234564,2.532313857
4/17/2008,3290,251,253,1346,845,5.956604295,2.525099326
4/18/2008,3642,312,255,3043,820,5.951592994,2.520712558
4/19/2008,4023,548,247,45,841,5.951003563,2.517486417
4/20/2008,5785,238,254,913,838,5.950931025,2.51320799
4/21/2008,4891,249,256,928,839,5.950728136,2.505994892
4/22/2008,4512,422,294,695,839,5.950424665,2.50016034
4/23/2008,4125,472,326,666,838,5.950065446,2.498056666
4/24/2008,4458,302,312,449,829,5.949713906,2.49668518
4/25/2008,4467,278,338,756,837,5.947293251,2.492903746
4/26/2008,4467,301,357,1311,839,5.944152352,2.487339865
4/27/2008,5342,211,357,674,840,5.942239925,2.48173896
4/28/2008,4458,142,373,660,834,5.940791709,2.478013153
4/29/2008,4488,179,373,660,841,5.93654846,2.469458789
4/30/2008,4394,200,373,660,832,5.932600445,2.46799054
5/1/2008,5146,291,357,924,537,5.93112141,2.465815098
5/2/2008,5108,245,337,517,835,5.93079328,2.464343545
5/3/2008,5106,473,277,645,837,5.930533913,2.462347413
5/4/2008,6075,437,182,596,838,5.928220102,2.457214645
5/5/2008,4671,250,190,550,842,5.926845812,2.454639284
5/6/2008,3927,311,208,550,844,5.926479092,2.453319518
5/7/2008,4724,450,224,663,843,5.926153501,2.452122161
5/8/2008,4942,390,250,507,842,5.925159775,2.449503231
5/9/2008,4679,396,306,647,843,5.920537275,2.445590305
5/10/2008,4668,486,310,719,843,5.919206741,2.444115817
5/11/2008,5039,452,299,688,842,5.919052207,2.443147074
5/12/2008,3338,371,307,633,840,5.918983128,2.442629662
5/13/2008,2726,437,325,677,838,5.918983128,2.442179925
5/14/2008,2858,539,345,614,839,5.918983128,2.442015758
5/15/2008,2185,570,346,618,843,5.918983128,2.443086788
5/16/2008,2111,440,373,497,835,5.918983128,2.44322215
5/17/2008,2182,396,336,92,840,5.918983128,2.437300215
5/18/2008,6030,433,349,1050,843,5.918983128,2.436687928
5/19/2008,2520,568,374,801,847,5.918983128,2.436146544
5/20/2008,2406,445,339,548,846,5.918983128,2.434366267
5/21/2008,2228,389,337,712,847,5.918983128,2.431552747
5/22/2008,2223,394,344,377,847,5.918983128,2.430583959
5/23/2008,2664,354,455,975,976,5.918983128,2.43016452
5/24/2008,2629,490,388,1334,1052,5.918983128,2.429662217
5/25/2008,4249,437,389,1570,1045,5.918983128,2.43307052
5/26/2008,4491,475,352,1478,1048,5.918983128,2.438050043
5/27/2008,2624,389,334,541,1044,5.918983128,2.457369311
5/28/2008,2348,528,243,1182,1045,5.918983128,2.461232794
5/29/2008,2060,549,183,1187,1040,5.918983128,2.461882514
5/30/2008,1710,417,313,1370,1047,5.918983128,2.463633747
5/31/2008,1732,483,290,586,1043,5.918983128,2.463177588
6/1/2008,4988,493,295,1575,1054,5.918983128,2.452061359
6/2/2008,2520,504,295,1014,1042,5.918983128,2.450890231
6/3/2008,3607,461,251,641,1048,5.918983128,2.44986722
6/4/2008,3975,565,222,734,979,5.918983128,2.449817198
6/5/2008,3991,617,260,827,858,5.918983128,2.448706176
6/6/2008,3986,441,313,827,858,5.918983128,2.44898493
6/7/2008,3959,653,275,791,851,5.918983128,2.448372118
6/8/2008,7808,650,287,621,853,5.918983128,2.448333447
6/9/2008,5079,512,325,443,851,5.918983128,2.44908115
6/10/2008,4802,442,335,440,424,5.918983128,2.448023451
6/11/2008,3964,670,349,0,427,5.918983128,2.447803008
6/12/2008,4209,585,338,201,423,5.918983128,2.447635039
6/13/2008,3712,706,345,367,854,5.918983128,2.447913373
6/14/2008,3986,703,372,377,859,5.918983128,2.447431183
6/15/2008,7891,728,363,357,857,5.918983128,2.447356645
6/16/2008,5361,690,383,802,857,5.918983128,2.447310656
6/17/2008,5796,706,390,806,856,5.918983128,2.447089078
6/18/2008,5592,731,358,920,853,5.918983128,2.446931073
6/19/2008,5460,773,315,509,928,5.918983128,2.446931073
6/20/2008,4824,747,454,724,1018,5.918983128,2.446931073
6/21/2008,4939,761,566,724,1019,5.918983128,2.446931073
6/22/2008,7407,762,567,907,1024,5.918983128,2.44688196
6/23/2008,5022,737,571,714,1018,5.918983128,2.44688196
6/24/2008,4673,707,561,805,1491,5.918983128,2.44688196
6/25/2008,4856,737,565,1166,1014,5.918983128,2.446711779
6/26/2008,4754,772,576,1027,1013,5.918983128,2.457174721
6/27/2008,4292,748,579,921,1020,5.918983128,2.457546354
6/28/2008,4692,749,595,924,1021,5.918983128,2.45742838
6/29/2008,7061,737,588,1337,1020,5.918983128,2.457722252
6/30/2008,4434,749,511,1082,1535,5.918983128,2.457682252
7/1/2008,4552,789,459,2053,2557,5.918983128,2.457603008
7/2/2008,4222,728,368,2029,2874,5.918983128,2.584941235
7/3/2008,4227,789,365,3010,2841,5.918983128,2.576313373
7/4/2008,6860,701,451,3011,2856,5.918983128,2.576273376
7/5/2008,4133,709,425,3021,2870,5.918983128,2.576059794
7/6/2008,6921,708,425,3022,2770,5.918983128,2.575873093
7/7/2008,4864,709,446,3051,2900,5.918983128,2.575448736
7/8/2008,4534,714,467,3093,3221,5.918983128,2.575256466
7/9/2008,5009,703,509,2251,3683,5.918983128,2.575047952
7/10/2008,5168,692,531,2263,3656,5.918983128,2.575074434
7/11/2008,5049,684,515,2158,3726,5.918983128,2.575016008
7/12/2008,1740,700,463,2575,3661,5.918983128,2.574902122
7/13/2008,6631,725,425,2482,3690,5.918983128,2.574459793
7/14/2008,5103,720,466,2406,3748,5.918983128,2.586828066
7/15/2008,4378,723,462,2418,3782,5.918983128,2.590414277
7/16/2008,5052,722,455,2681,3786,5.918983128,2.591189462
7/17/2008,4765,714,468,2559,3772,5.918983128,2.591620266
7/18/2008,4888,681,469,1957,3797,5.918983128,2.592137264
7/19/2008,4539,679,450,1642,3787,5.918983128,2.592052175
7/20/2008,7950,664,442,2022,3803,5.918983128,2.592052175
7/21/2008,4335,611,458,2129,3804,5.918983128,2.59274103
7/22/2008,4195,678,459,1890,3780,5.918983128,2.592596794
7/23/2008,4555,715,454,1826,3787,5.918983128,2.591527557
7/24/2008,4252,712,458,1430,3596,5.918983128,2.591925538
7/25/2008,5041,682,453,1436,3443,5.918983128,2.592418152
7/26/2008,4751,695,435,1402,3423,5.918983128,2.592384215
7/27/2008,7950,716,437,1478,3470,5.918983128,2.592384215
7/28/2008,4370,721,449,1426,3588,5.918983128,2.592280989
7/29/2008,4595,722,450,1624,3694,5.918983128,2.592229398
7/30/2008,4622,684,453,1630,3701,5.918983128,2.592224694
7/31/2008,4587,666,426,1617,3701,5.918983128,2.592193382
8/1/2008,4598,650,459,1896,3689,5.172181841,2.062166649
8/2/2008,4552,680,452,1902,3682,5.172181841,2.062166649
8/3/2008,7644,666,428,1825,3675,5.172181841,2.062166649
8/4/2008,4488,668,446,1931,3694,5.172181841,2.062166649
8/5/2008,4322,628,515,1742,3683,5.172181841,2.062166649
8/6/2008,4461,540,605,1560,3681,5.172181841,2.062166649
8/7/2008,4714,609,591,1560,3682,5.172181841,2.062166649
8/8/2008,4166,529,574,1489,3688,5.172181841,2.062166649
8/9/2008,4064,525,570,1594,3131,5.172181841,2.062166649
8/10/2008,7053,626,577,1598,2751,5.172181841,2.062166649
8/11/2008,4311,683,565,1535,2762,5.172181841,2.062166649
8/12/2008,4265,584,493,1628,2758,5.172181841,2.062166649
8/13/2008,4295,627,562,1525,2776,5.172181841,2.062166649
8/14/2008,3892,664,559,1532,2779,5.172181841,2.062166649
8/15/2008,3647,599,576,1522,2772,5.172181841,2.062166649
8/16/2008,3680,692,465,1532,2773,5.172181841,2.062166649
8/17/2008,7158,701,549,1183,2790,5.172181841,2.062166649
8/18/2008,3752,622,420,0,2762,5.172181841,2.062166649
8/19/2008,3983,640,194,834,3416,5.172181841,2.062166649
8/20/2008,3986,654,484,2472,3648,5.172181841,2.062166649
8/21/2008,3945,638,582,1555,3673,5.172181841,2.062166649
8/22/2008,3556,656,498,1656,3675,5.172181841,2.062166649
8/23/2008,3091,657,471,1498,3682,5.172181841,2.062166649
8/24/2008,6253,616,481,1609,3695,5.172181841,2.062166649
8/25/2008,3755,586,484,2271,4076,5.172181841,2.062166649
8/26/2008,3427,608,469,2884,4356,5.172181841,2.062166649
8/27/2008,3169,673,503,2506,4356,5.172181841,2.062166649
8/28/2008,3183,650,515,2423,4429,5.172181841,2.062166649
8/29/2008,3304,492,522,2427,4403,5.172181841,2.062166649
8/30/2008,3355,519,539,2419,4405,5.172181841,2.062166649
8/31/2008,6768,466,522,2412,4378,5.172181841,2.062166649
9/1/2008,3470,566,555,1948,4376,5.172181841,2.062166649
9/2/2008,3422,504,484,1950,4353,5.172181841,2.062166649
9/3/2008,2946,449,303,2037,4372,5.172181841,2.062166649
9/4/2008,2995,602,274,1647,4369,5.172181841,2.062166649
9/5/2008,2697,433,438,1875,4390,5.172181841,2.062166649
9/6/2008,2697,420,453,1856,4398,5.172181841,2.062166649
9/7/2008,6978,470,417,1946,4402,5.172181841,2.062166649
9/8/2008,2632,452,442,1951,4380,5.172181841,2.062166649
9/9/2008,2608,524,472,1569,4373,5.172181841,2.062166649
9/10/2008,2914,485,469,1465,3941,5.172181841,2.062166649
9/11/2008,2632,467,489,759,3724,5.172181841,2.062166649
9/12/2008,2729,417,494,556,3280,5.172181841,2.062166649
9/13/2008,3054,353,467,556,2832,5.172181841,2.062166649
9/14/2008,7735,405,461,556,2818,5.172181841,2.062166649
9/15/2008,3035,312,469,541,2817,5.172181841,2.062166649
9/16/2008,2185,388,473,550,3468,5.172181841,2.062166649
9/17/2008,1953,358,488,596,3708,5.172181841,2.062166649
9/18/2008,1664,269,487,598,3715,5.172181841,2.062166649
9/19/2008,1664,275,459,553,3714,5.172181841,2.062166649
9/20/2008,1767,258,465,0,3714,5.172181841,2.062166649
9/21/2008,4297,250,457,1120,3713,5.172181841,2.062166649
9/22/2008,1582,207,469,556,3307,5.172181841,2.062166649
9/23/2008,1467,185,457,640,3902,5.172181841,2.062166649
9/24/2008,2024,206,462,565,4342,5.172181841,2.062166649
9/25/2008,1369,210,470,563,4301,5.172181841,2.062166649
9/26/2008,1446,237,475,547,4282,5.172181841,2.062166649
9/27/2008,1440,323,468,547,4303,5.172181841,2.062166649
9/28/2008,4402,357,462,544,4292,5.172181841,2.062166649
9/29/2008,2078,243,474,561,4289,5.172181841,2.062166649
9/30/2008,2463,316,453,562,4311,5.172181841,2.062166649
10/1/2008,2737,379,427,561,4269,5.172181841,2.062166649
10/2/2008,2860,431,434,461,3942,5.172181841,2.062166649
10/3/2008,2602,371,426,562,3805,5.172181841,2.062166649
10/4/2008,2737,539,163,573,3803,5.172181841,2.062166649
10/5/2008,6094,507,381,542,3801,5.172181841,2.062166649
10/6/2008,2777,395,383,635,3802,5.172181841,2.062166649
10/7/2008,1716,349,363,542,3782,5.172181841,2.062166649
10/8/2008,1296,341,407,539,4268,5.172181841,2.062166649
10/9/2008,2879,270,436,554,4286,5.172181841,2.062166649
10/10/2008,3003,224,481,565,4264,5.172181841,2.062166649
10/11/2008,3274,158,466,540,4252,5.172181841,2.062166649
10/12/2008,7091,358,470,820,3941,5.172181841,2.062166649
10/13/2008,2799,237,421,551,3244,5.172181841,2.062166649
10/14/2008,2346,220,387,551,3473,5.172181841,2.062166649
10/15/2008,1658,317,375,543,3504,5.172181841,2.062166649
10/16/2008,1470,277,429,628,3593,5.172181841,2.062166649
10/17/2008,1473,214,481,592,4220,5.172181841,2.062166649
10/18/2008,1726,350,488,549,4227,5.172181841,2.062166649
10/19/2008,5022,307,476,545,3807,5.172181841,2.062166649
10/20/2008,1418,262,520,551,3640,5.172181841,2.062166649
10/21/2008,1260,289,281,541,3635,5.172181841,2.062166649
10/22/2008,1503,330,415,541,3603,5.172181841,2.062166649
10/23/2008,1473,208,469,541,3634,5.172181841,2.062166649
10/24/2008,1454,201,476,379,3632,5.172181841,2.062166649
10/25/2008,1448,77,463,379,3633,5.172181841,2.062166649
10/26/2008,5157,144,419,456,3656,5.172181841,2.062166649
10/27/2008,1612,61,426,393,3624,5.172181841,2.062166649
10/28/2008,1669,0,409,394,3473,5.172181841,2.062166649
10/29/2008,1432,0,360,394,3402,5.172181841,2.062166649
10/30/2008,1246,0,335,394,3511,5.172181841,2.062166649
10/31/2008,1478,0,332,392,3064,5.172181841,2.062166649
11/1/2008,1645,0,310,397,2848,5.172181841,2.062166649
11/2/2008,5181,0,333,420,2975,5.172181841,2.062166649
11/3/2008,1808,0,328,446,2836,5.172181841,2.062166649
11/4/2008,2171,0,310,1957,3500,5.172181841,2.062166649
11/5/2008,2343,0,271,1956,3743,5.172181841,2.062166649
11/6/2008,2403,0,248,2955,3720,5.172181841,2.062166649
11/7/2008,2509,0,269,2687,4185,5.172181841,2.062166649
11/8/2008,2506,0,273,2924,4214,5.172181841,2.062166649
11/9/2008,5554,1,294,2453,4211,5.172181841,2.062166649
11/10/2008,2545,1,268,2374,4202,5.172181841,2.062166649
11/11/2008,2081,1,230,1996,4171,5.172181841,2.062166649
11/12/2008,2136,0,176,2051,4142,5.172181841,2.062166649
11/13/2008,2084,0,76,3783,3782,5.172181841,2.062166649
11/14/2008,2018,0,0,2967,3603,5.172181841,2.062166649
11/15/2008,1923,170,0,2983,3607,5.172181841,2.062166649
11/16/2008,6446,0,0,2901,3611,5.172181841,2.062166649
11/17/2008,2193,32,0,2865,2961,5.172181841,2.062166649
11/18/2008,1656,56,0,2891,2696,5.172181841,2.062166649
11/19/2008,1770,134,0,2077,2711,5.172181841,2.062166649
11/20/2008,1928,157,0,1975,2715,5.172181841,2.062166649
