datetime,realization,ORO_snow,SHA_snow,FOL_snow,YRS_snow,MHB_snow,PAR_snow,NHG_snow,NML_snow,DNP_snow,EXC_snow,MIL_snow,PFT_snow,KWH_snow,SUC_snow,ISB_snow,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_storage,SHA_storage,FOL_storage,YRS_storage,MHB_storage,PAR_storage,NHG_storage,NML_storage,DNP_storage,EXC_storage,MIL_storage,PFT_storage,KWH_storage,SUC_storage,ISB_storage,ORO_inf,SHA_inf,FOL_inf,YRS_inf,MHB_inf,PAR_inf,NHG_inf,NML_inf,DNP_inf,EXC_inf,MIL_inf,PFT_inf,KWH_inf,SUC_inf,ISB_inf,ORO_otf,SHA_otf,FOL_otf,YRS_otf,MHB_otf,PAR_otf,NHG_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,PFT_otf,KWH_otf,SUC_otf,ISB_otf,ORO_evap,SHA_evap,FOL_evap,YRS_evap,MHB_evap,PAR_evap,NHG_evap,NML_evap,DNP_evap,EXC_evap,MIL_evap,PFT_evap,KWH_evap,SUC_evap,ISB_evap,ORO_precip,SHA_precip,FOL_precip,YRS_precip,MHB_precip,PAR_precip,NHG_precip,NML_precip,DNP_precip,EXC_precip,MIL_precip,PFT_precip,KWH_precip,SUC_precip,ISB_precip,ORO_fci,SHA_fci,FOL_fci,YRS_fci,MHB_fci,PAR_fci,NHG_fci,NML_fci,DNP_fci,EXC_fci,MIL_fci,PFT_fci,KWH_fci,SUC_fci,ISB_fci,ORO_gains,SHA_gains,FOL_gains,YRS_gains,MHB_gains,PAR_gains,NHG_gains,NML_gains,DNP_gains,EXC_gains,MIL_gains,PFT_gains,KWH_gains,SUC_gains,ISB_gains,SAC_gains,SJ_gains,EAST_gains,delta_depletions,OMR,SL_storage,SLS_storage,SLF_storage,SLS_out,SLF_out,CCC_pump,BRK_pump,HRO_pump,TRP_pump,delta_inflow,vernalis_inflow,EDM_pump,LAP_pump,SOB_pump
10/1/1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150.2,16008,625.69,434.81,0,318.86,66.82,486.59,230.7,67.36,2817.6,602.57,150.57,26.015,555.94,2.74E+06,3.09E+06,7.24E+05,6.94E+05,0,1.88E+05,1.48E+05,1.99E+06,1.69E+06,6.99E+05,2.36E+05,3.34E+05,10684,11079,2.87E+05,1768,4957,1521,0,13,342,19,1134,0,0,1100,626,59,22,225,1678,4739,2648,0,13,328,134,1062,1272,1504,1857,1620,40,71,791,102,89,48,0,0,11.801,5.292,15,15.6,8.5764,26.248,31.98,17.161,21.616,100.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.00E+05,187.4,0,0,0,0,0,0,0,85,83560,0,0,0,-410,2887,0,-132,14,-203,0,-718,-840,-953,-59.917,0,0,0,0,3736,2055,532,-2115,0,9.20E+05,8.43E+05,3.32E+05,2303.7,605.24,204,44,6524,4122,17788,2110,3097,325,184
10/2/1996,1,0,0,0,0,0.12,0.12,0.12,0.36,1.78,3.92,0,0.02,0,0,0.06,2917.8,11496,560.76,434.81,0,99.743,66.82,432.46,119.1,47.427,1607.3,715.19,141.03,24.112,562.73,2.73E+06,3.09E+06,7.22E+05,6.94E+05,0,1.88E+05,1.48E+05,1.99E+06,1.69E+06,6.97E+05,2.34E+05,3.32E+05,10719,10969,2.86E+05,2213,4683,1488,0,13,282,19,1282,0,5,1093,743,61,17,240,2655,5013,2613,0,13,327,114,950,1503,565,1715,1513,40,69,775,136,85,48,0,0,11.801,5.292,15,15.6,8.5764,32.424,39.505,9.8061,12.352,86.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.04E+05,188.73,0,0,0,0,0,0,0,85,83560,0,0,0,-1392,2497,0,-298,14,-213,0,-574,-852,-703,63.29,0,0,0,0,3841,2734,489,-2071,0,9.27E+05,8.43E+05,3.32E+05,2303.7,605.24,213,43,6524,4374,17538,2120,2548,377,176
10/3/1996,1,0,0,0,0,0.24,0.24,0.24,0.36,1.78,3.92,0,0.02,0,0,0.18,3768.9,3981.2,495.83,200.03,0,85.606,66.82,462.34,181.93,37.117,973.31,699.79,127.41,23.477,342.9,2.73E+06,3.09E+06,7.18E+05,6.94E+05,0,1.88E+05,1.48E+05,1.99E+06,1.69E+06,6.95E+05,2.33E+05,3.31E+05,10758,10861,2.84E+05,2904,4522,820,10.083,13,343,18,1092,1051,0,1204,727,63,19,234,1178,4826,2632,2718.7,13,326,93,962,1618,1400,1807,1431,40,69,762,163,66,45,0,0,11.801,5.292,15,15.6,8.5764,29.336,35.742,11.645,14.668,93.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.08E+05,189.79,0,0,0,0,0,0,0,85,83560,0,0,0,93,2519,0,-296,15,-216,0,-583,-664,-647,18.42,0,0,0,0,1361.3,-1026.7,475,-2026,0,9.35E+05,8.43E+05,3.32E+05,2303.7,605.24,206,46,6518,4374,17667,2160,2357,58,191
10/4/1996,1,0,0,0,0,0.24,0.24,0.24,0.75,1.78,3.92,0,0.02,0,0,0.18,2833.1,3512.8,553.87,200.03,0,176.71,0,393.55,25.321,54.988,720.04,619.9,122.64,165.61,689.19,2.73E+06,3.09E+06,7.15E+05,6.94E+05,0,1.88E+05,1.48E+05,1.99E+06,1.69E+06,6.93E+05,2.32E+05,3.30E+05,10793,10753,2.83E+05,2904,5373,1110,10.083,13,299,16,1296,0,0,921,644,62,17,265,2910,4106,2677,2661.7,13,327,77,950,1665,558,1722,1018,41,67,732,102,98,42,0,0,11.801,5.292,15,15.6,8.5764,27.792,33.861,12.871,16.212,69.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.13E+05,191,0,0,0,0,0,0,0,85,83560,0,0,0,-1472,3128,0,-297,16,-229,0,-572,-1560,-573,-122.04,0,0,0,0,1021.3,675.3,432,-1988,0,9.43E+05,8.43E+05,3.32E+05,2303.7,605.24,191,57,5885,4259,17307,2140,2347,409,208
10/5/1996,1,0,0,0,0,0.44,0.44,0.44,1.42,1.78,3.92,0,0.02,0,0,0.18,2852.4,10363,699.47,200.03,0,164.93,27.842,393.55,138.79,68.735,1059.4,498.61,119.91,153.55,520.29,2.73E+06,3.09E+06,7.12E+05,6.94E+05,0,1.88E+05,1.47E+05,1.99E+06,1.69E+06,6.91E+05,2.30E+05,3.31E+05,10824,10651,2.82E+05,2904,3464,1240,10.083,14,220,27,1006,870,0,960,518,60,12,265,0,4869,2788,2346.9,14,327,70,976,1436,1121,1493,158,40,63,663,109,144,54,0,0,11.801,5.292,15,15.6,8.5764,15.44,18.812,1.2258,1.544,100.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.15E+05,192.23,0,0,0,0,0,0,0,85,83560,0,0,0,1655,2289,0,-293,15,-219,0,-598,-1588,-682,-316.67,0,0,0,0,1273.1,564.1,472,-1959,0,9.52E+05,8.43E+05,3.32E+05,2303.7,605.24,184,43,6538,4252,17540,2140,2217,370,199
10/6/1996,1,0,0,0,0,0.44,0.44,0.44,1.54,1.78,3.92,0,0.02,0,0,0.84,3229,11156,881.47,200.03,0,168.86,30.626,348.45,330.11,54.3,422.93,455.3,124,89.467,520.29,2.73E+06,3.09E+06,7.08E+05,6.94E+05,0,1.88E+05,1.47E+05,1.99E+06,1.69E+06,6.90E+05,2.29E+05,3.31E+05,10867,10555,2.81E+05,2904,4489,986,10.083,13,316,30,794,457,19,813,473,66,17,242,2927,4237,2668,2080.3,13,325,71,635,1587,707,1529,159,40,61,685,136,145,67,0,0,11.801,5.292,15,15.6,8.5764,18.528,22.574,13.483,16.984,93.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.18E+05,192.56,0,0,0,0,0,0,0,85,83560,0,0,0,-1030,2687,0,-294,14,-216,0,-252,-1313,-923,-372.5,0,0,0,0,1449.7,1195.7,456,-1966,0,9.59E+05,8.43E+05,3.32E+05,2303.7,605.24,173,47,6493,4247,17311,2130,1523,312,175
10/7/1996,1,0,0,0,0,0.56,0.56,0.56,1.54,1.78,3.92,0,0.02,0,0,0.84,3411.8,13449,493.86,200.03,0,146.87,25.058,305.03,0,49.489,340.94,609.31,118.55,72.97,487.19,2.73E+06,3.09E+06,7.06E+05,6.65E+05,0,1.79E+05,1.47E+05,1.99E+06,1.67E+06,6.88E+05,2.28E+05,3.32E+05,10895,10444,2.80E+05,2904,4326,1303,10.083,13,271,2,1214,115,0,1348,633,59,20,249,3110,4588,2547,2079.9,13,324,74,1004,2372,996,1679,160,40,71,763,204,141,64,0,0,11.801,5.292,15,15.6,8.5764,30.88,37.624,13.483,16.984,103.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.20E+05,192.56,0,0,0.37,0,0,0,0,85,83560,0,0,0,-1154,2249,0,-301,14,-218,0,-622,-835,-529,-49.167,0,0,0,0,927.1,46.1,432,-1918,0,9.67E+05,8.43E+05,3.32E+05,2303.7,605.24,178,44,6126,4154,16618,2140,1320,338,208
10/8/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,0.02,0,0,0.84,3051,14736,465.33,200.03,0,173.57,30.626,178.73,3.7512,38.491,280.06,540.97,109.01,65.355,494.83,2.73E+06,3.08E+06,7.02E+05,6.65E+05,0,1.79E+05,1.47E+05,1.99E+06,1.67E+06,6.88E+05,2.27E+05,3.33E+05,10914,10324,2.79E+05,3061,4134,1006,10.083,12,238,31,1310,753,76,1159,562,55,14,261,3385,4629,2480,2081.1,12,327,72,1280,1880,1209,1729,236,40,70,865,204,136,70,0,0,11.801,5.292,15,15.6,8.5764,32.424,39.505,14.096,17.756,93.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.23E+05,193.68,0,0,0.37,0,0,0,0,85,83560,0,0,0,-1450,2140,0,-294,15,-223,0,-900,-831,-518,1.21,0,0,0,0,772.9,-241.1,435,-1912,0,9.70E+05,8.43E+05,3.32E+05,2303.7,605.24,179,46,6583,3426,16259,2080,1397,336,208
10/9/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,0.02,0,0,8.04,2162.3,15051,439.75,200.03,0,138.23,167.05,180.43,653.65,0,557.68,620.86,110.37,57.741,501.62,2.73E+06,3.08E+06,7.01E+05,6.65E+05,0,1.79E+05,1.47E+05,1.99E+06,1.67E+06,6.88E+05,2.25E+05,3.33E+05,10930,10209,2.77E+05,1922,3685,1823,10.083,12,259,2,1251,647,0,851,645,53,16,286,2701,3947,2413,2082.7,12,326,71,1233,1773,1419,1879,305,40,69,940,204,141,86,0,0,11.801,5.292,15,15.6,8.5764,29.336,35.742,13.483,16.984,124.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.24E+05,194.13,0,0,0.37,0,0,0,0,85,83560,0,0,0,-772,2622,0,-300,13,-221,0,-853,-806,-625,-144.96,0,0,0,0,639.3,-450.7,424,-1925,0,9.81E+05,8.43E+05,3.32E+05,2303.7,605.24,171,50,6533,4366,15757,2000,1249,293,191
10/10/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,0.49,0,0,8.04,3322.2,1667.8,430.9,205.95,0,173.57,334.1,164.07,270.09,31.618,377.47,620.86,108.33,51.396,465.12,2.73E+06,3.09E+06,6.98E+05,6.65E+05,0,1.79E+05,1.47E+05,1.99E+06,1.67E+06,6.88E+05,2.25E+05,3.34E+05,10946,10080,2.76E+05,1692,4770,1163,10.083,11,259,2,962,647,0,851,645,53,16,286,2847,3751,2715,2085.7,11,326,71,543,1773,1419,1879,305,40,69,940,204,108,89,0,0,11.801,5.292,15,15.6,8.5764,29.336,35.742,13.483,16.984,124.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.27E+05,194.46,0,0,0.37,0,0,0,0,85,83560,0,0,0,-921,2638,0,-1563,13,-223,0,-158,-1635,-520,-244.33,0,0,0,0,2081.3,195.3,442,-1858,0,9.91E+05,8.43E+05,3.32E+05,2303.7,605.24,173,47,5899,4319,16006,1930,1932,297,167
10/11/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,0.61,0,0,8.04,2858.5,2798.1,590.27,205.95,0,178.28,33.41,130.81,0,48.114,360.42,581.4,108.33,49.492,465.12,2.72E+06,3.09E+06,6.94E+05,6.65E+05,0,1.79E+05,1.46E+05,1.99E+06,1.67E+06,6.88E+05,2.21E+05,3.35E+05,10962,9968,2.74E+05,2491,4850,937,10.083,11,243,2,1167,616,0,664,604,52,15,230,3255,3816,2810,2087.2,11,335,71,1408,1740,1313,1711,213,40,67,1022,102,89,47,0,0,11.801,5.292,15,15.6,8.5764,29.336,35.742,12.871,16.212,100.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.30E+05,194.9,0,0,0.37,0,0,0,0,85,83560,0,0,0,-1326,2297,0,-296,14,-222,0,-708,-1644,-450,-228.29,0,0,0,0,898.8,23.8,436,-1857,0,9.97E+05,8.43E+05,3.32E+05,2303.7,605.24,170,32,5054,4313,16008,2030,2103,303,179
10/12/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,0.61,0,0,8.04,2307.6,7915.6,667.99,205.95,0,147.65,52.899,188.32,140.67,57.05,490.31,492.84,108.33,46.32,465.12,2.72E+06,3.09E+06,6.91E+05,6.65E+05,0,1.79E+05,1.46E+05,1.99E+06,1.67E+06,6.88E+05,2.19E+05,3.35E+05,10978,9861,2.72E+05,2808,4022,1222,10.083,11,253,0,726,0,0,635,512,51,14,245,3576,3694,2894,2084.3,11,331,69,2179,1469,1359,1439,149,39,65,939,95,85,54,0,0,11.801,5.292,15,15.6,8.5764,15.44,18.812,11.032,13.896,72.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.32E+05,195.45,0,0,0.37,0,0,0,0,85,83560,0,0,0,-1643,2048,0,-362.4,14,-214,0,-974,-1927,-649,-218.17,0,0,0,0,524.1,257.7,457,-1873,0,1.00E+06,8.43E+05,3.32E+05,2303.7,605.24,168,33,4990,4243,15602,2330,1996,249,176
10/13/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,0.61,0,0,8.04,2778.6,6746.7,714.23,205.95,0,125.66,0,154.49,279.47,50.864,600.71,254.12,104.24,43.147,443.05,2.72E+06,3.09E+06,6.87E+05,6.65E+05,0,1.79E+05,1.46E+05,1.98E+06,1.67E+06,6.88E+05,2.17E+05,3.35E+05,10993,9745,2.71E+05,1777,2884,952,238.19,12,233,30,711,701,0,618,264,46,12,194,3605,3693,2779,1365.5,12,333,69,2215,1822,1225,1479,149,36,68,914,122,75,41,0,0,11.801,5.292,15,15.6,8.5764,38.6,47.03,8.5803,10.808,86.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.31E+05,195.78,0,0,0.37,0,0,0,0,85,83560,0,0,0,-1669,1680,0,-362.4,14,-224,0,-1011,-226,-808,-126.58,0,0,0,0,1908.9,329.5,482,-1867,0,1.01E+06,8.43E+05,3.32E+05,2303.7,605.24,164,37,5592,4243,16572,3090,1973,180,178
10/14/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,0.61,0,0,8.04,3869.4,11200,446.64,205.95,0,150.01,0,266.69,300.1,23.37,322.27,480.33,108.33,38.071,490.58,2.71E+06,3.08E+06,6.83E+05,6.50E+05,0,1.69E+05,1.46E+05,1.98E+06,1.66E+06,6.68E+05,2.15E+05,3.36E+05,11009,9650,2.69E+05,1819,3466,935,238.19,12,474,19,1021,225,0,597,499,46,29,252,3616,3713,2776,1375.6,12,328,69,2596,1904,1864,1528,147,35,74,942,102,103,63,0,0,11.801,5.292,15,15.6,8.5764,21.616,26.337,8.5803,10.808,72.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.31E+05,196.33,0,0,4.544,0,0,0,0,85,83560,0,0,0,-1691,1341,0,-361.4,15,-219,0,-1398,-199,-788,-30.62,0,0,0,0,1534.8,-70.6,476,-1835,0,1.02E+06,8.43E+05,3.32E+05,2303.7,605.24,147,41,5389,4292,16160,3380,1356,277,171
10/15/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,0.61,0,0,8.04,2497.7,11764,384.66,205.95,0,175.92,36.194,131.94,28.134,67.36,271.94,502.47,107.65,39.975,390.43,2.71E+06,3.09E+06,6.80E+05,6.50E+05,0,1.69E+05,1.46E+05,1.98E+06,1.66E+06,6.68E+05,2.13E+05,3.37E+05,11029,9536,2.69E+05,2204,4046,1123,238.19,22,629,0,1001,296,0,484,522,49,18,229,3485,3726,2694,1380.5,22,323,69,1945,1972,1882,1443,148,36,73,938,204,94,47,0,0,11.801,5.292,15,15.6,8.5764,27.792,33.861,8.5803,10.808,93.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.33E+05,196.88,0,0,4.544,0,0,0,0,85,83560,0,0,0,-1555,1090,0,-196.37,5,-209,0,-811,-537,-1048,131.67,0,0,0,0,1098.9,678.5,456,-1841,0,1.02E+06,8.43E+05,3.32E+05,2303.7,605.24,144,36,5047,4319,15669,3490,805,358,171
10/16/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,0.61,0,0,8.04,2297.9,10359,298.09,205.95,0,95.816,36.194,213.69,825.27,60.487,336.07,431.23,118.55,37.437,477,2.71E+06,3.09E+06,6.77E+05,6.50E+05,0,1.69E+05,1.46E+05,1.98E+06,1.66E+06,6.68E+05,2.11E+05,3.37E+05,11049,9413,2.66E+05,1953,4438,1375,238.19,27,705,16,1071,661,0,228,448,49,14,176,4082,3733,2894,1380.5,27,325,69,1547,2335,1973,1326,140,36,74,898,122,94,47,0,0,11.801,5.292,15,15.6,8.5764,27.792,33.861,5.5159,6.9481,121.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.35E+05,197.32,0,0,4.544,0,0,0,0,85,83560,0,0,0,-2191,929,0,-41.37,1,-209,0,-750,-713,-711,129.21,0,0,0,0,940.87,773.5,462,-1842,0,1.04E+06,8.43E+05,3.32E+05,2303.7,605.24,162,32,5796,4275,15689,3500,1137,314,152
10/17/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,0.61,0,0,8.04,3363.3,11593,291.2,1053.2,0,35.342,11.137,213.69,359.18,68.047,410.75,517.87,112.42,35.533,499.07,2.70E+06,3.09E+06,6.74E+05,6.50E+05,0,1.69E+05,1.45E+05,1.98E+06,1.66E+06,6.68E+05,2.10E+05,3.38E+05,11069,9301,2.65E+05,2727,4248,1234,238.19,27,731,16,954,60,0,543,538,48,19,315,4271,3742,2794,1383.3,27,325,69,1341,2287,2133,1301,121,36,72,854,156,89,47,0,0,11.801,5.292,15,15.6,8.5764,18.528,22.574,9.1932,11.58,58.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.37E+05,197.87,0,0,4.544,0,0,0,0,85,83560,0,0,0,-2345,690,0,228.63,1,-210,0,-871,-719,-657,-1.71,0,0,0,0,741.07,889.7,487,-1832,0,1.05E+06,8.43E+05,3.32E+05,2303.7,605.24,168,31,5919,4339,15492,3500,1625,319,198
10/18/1996,1,0,0.1,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,0.61,0,0,8.04,1498.9,11549,364.99,1053.2,0,92.675,64.036,252.6,359.18,31.618,485.44,448.56,112.42,36.802,481.25,2.70E+06,3.09E+06,6.71E+05,6.50E+05,0,1.69E+05,1.45E+05,1.98E+06,1.66E+06,6.68E+05,2.08E+05,3.39E+05,11085,9194,2.63E+05,2216,4052,1414,238.19,28,710,0,928,685,0,333,466,47,14,172,3703,4457,2596,1380.2,28,325,69,972,2352,1895,1201,115,36,65,766,61,79,47,0,0,11.801,5.292,15,15.6,8.5764,18.528,22.574,9.8061,12.352,83.188,0.2657,0.075625,0.019242,0,0,0.016527,0.024032,0,0,0.036033,0,0,0,0,0,3.6607,1.38E+05,198.3,0,0,4.544,0.11727,0,0,0,85,83560,0,0,0,-1711,-109,0,186.63,1,-199,0,-588,-3142,-615,-154.08,0,0,0,0,585.17,3557.8,478,-1764,0,1.05E+06,8.43E+05,3.32E+05,2303.7,605.24,165,30,5389,4308,15026,3460,1141,279,191
10/19/1996,1,0,0.4,0,0,0.68,0.68,0.68,2.14,2.55,3.92,0.1,0.61,0,0,8.04,3076.4,11799,571.58,1053.2,0,196.34,25.058,168.02,47.828,0,316.59,433.16,106.97,35.533,483.79,2.70E+06,3.09E+06,6.68E+05,6.50E+05,0,1.69E+05,1.45E+05,1.98E+06,1.66E+06,6.68E+05,2.08E+05,3.39E+05,11109,9099,2.62E+05,3270,4259,1251,238.19,32,627,0,543,381,0,333,450,50,14,175,3703,4615,2894,1381.3,32,327,69,861,2046,1392,1201,116,36,60,635,109,24,9,0,0,11.801,5.292,15,15.6,8.5764,18.528,22.574,7.3546,9.2641,55.459,0,0.17646,0.019242,0,0,0.016527,0,0,0,0,0,0,0,0,0,3.5509,1.39E+05,198.73,0,0,4.544,0.11258,0,0,0,85,83560,0,0,0,-1772,-212,0,180,1,-200,0,-476,-3057,-685,-189.96,0,0,0,0,1192.7,3793.7,494,-1782,0,1.06E+06,8.43E+05,3.32E+05,2303.7,605.24,161,28,5097,4216,15686,3210,1490,224,189
10/20/1996,1,0,0.4,0,0,0.68,0.68,0.68,2.14,2.56,3.92,0.1,0.61,0,0,8.04,1009.7,11371,597.16,1053.2,0,92.675,0,103.18,583.31,47.427,267.88,341.71,104.24,36.168,485.49,2.70E+06,3.08E+06,6.66E+05,6.50E+05,0,1.69E+05,1.45E+05,1.98E+06,1.66E+06,6.68E+05,2.05E+05,3.40E+05,11141,9027,2.62E+05,2092,3259,1667,227.46,41,723,13,704,563,56,395,355,53,26,218,3526,4179,2750,1382,41,326,69,533,2226,1012,1125,116,35,61,632,34,65,43,0,0,11.801,5.292,15,15.6,8.5764,24.704,30.099,7.3546,9.2641,62.391,0,0.037813,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.39E+05,199.17,0,0,4.544,0.10808,0,0,0,85,83560,0,0,0,-1602,335,0,134,1,-202,0,-155,-654,-205,-179,0,0,0,0,1172,1257,526,-1765,0,1.08E+06,8.43E+05,3.32E+05,2303.7,605.24,158,27,5053,4180,15572,3170,1334,138,198
10/21/1996,1,0,0.5,0,0,0.68,0.68,0.68,2.14,2.56,3.92,0.1,0.61,0,0,8.04,3419,10496,366.95,1053.2,0,50.264,47.331,139.27,277.59,68.047,331.2,514.02,104.92,36.168,466.82,2.70E+06,3.08E+06,6.64E+05,6.33E+05,0,1.64E+05,1.45E+05,1.98E+06,1.63E+06,6.45E+05,2.03E+05,3.41E+05,11169,8942,2.61E+05,3010,2777,1692,227.46,43,687,13,989,549,44,232,534,50,12,309,3619,4339,2669,1383,43,325,69,818,2209,998,1125,116,34,53,615,68,75,56,0,0,11.801,5.292,15,15.6,8.5764,16.984,20.693,6.7417,8.4921,97.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.37E+05,199.6,0,0,16.328,0.10376,0,0,0,85,83560,0,0,0,-1666,224,0,106,1,-199,0,-442,-108,-485,-57.667,0,0,0,0,908,966,538,-1789,0,1.08E+06,8.43E+05,3.32E+05,2303.7,605.24,158,31,5059,4258,15250,3130,1452,228,203
10/22/1996,1,0,0.7,0,0,0.68,0.68,0.68,2.14,2.56,3.92,0.1,0.61,0,0,8.04,2718,10646,357.12,1053.2,0,21.991,0,134.76,90.967,32.993,362.86,533.27,101.52,34.898,471.06,2.69E+06,3.08E+06,6.60E+05,6.33E+05,0,1.64E+05,1.45E+05,1.98E+06,1.63E+06,6.45E+05,2.02E+05,3.41E+05,10914,8909,2.60E+05,2416,4572,1056,227.46,40,677,1,911,0,53,466,554,33,29,179,3579,4238,2980,1384,40,328,69,851,1088,1005,1150,116,158,43,552,102,70,46,0,0,11.801,5.292,15,15.6,8.5764,20.072,24.455,8.5803,10.808,62.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.40E+05,200,0,0,16.328,0.099605,0,0,0,85,83560,0,0,0,-1587,255,0,89,0,-201,0,-476,-108,-507,1.708,0,0,0,0,754,771,523,-1782,0,1.09E+06,8.43E+05,3.32E+05,2303.7,605.24,164,48,4736,4169,15135,2920,1519,130,167
10/23/1996,1,0,1,0,0,0.68,0.68,0.68,2.14,2.56,3.92,0.1,0.61,0,0,8.04,3290.7,12314,301.04,1053.2,0,32.201,52.899,218.2,88.154,52.238,500.86,454.34,103.56,36.168,492.28,2.69E+06,3.08E+06,6.58E+05,6.33E+05,0,1.64E+05,1.44E+05,1.98E+06,1.63E+06,6.45E+05,2.00E+05,3.42E+05,10462,8871,2.59E+05,2982,4223,1842,227.46,37,768,14,829,1023,0,461,472,48,23,256,3758,4388,2857,1384.8,37,325,69,436,1023,939,1225,117,273,40,545,68,70,59,0,0,11.801,5.292,15,15.6,8.5764,21.616,26.337,6.1288,7.7201,69.323,0,0.037813,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.41E+05,200,0,0,16.328,0.095621,0,0,0,85,83560,0,0,0,-1801,49,0,84,0,-189,0,-57,-112,-587,-52.042,0,0,0,0,864.2,836.2,502,-1736,0,1.10E+06,8.43E+05,3.32E+05,2303.7,605.24,161,48,4026,4225,14926,2840,1506,64,164
10/24/1996,1,0,1.3,0,0,0.68,0.68,0.68,2.14,2.56,3.92,0.1,0.61,0,0,8.04,13656,14398,370.89,1496.3,0,36.127,0,183.25,688.35,5.4988,409.13,508.24,102.2,30.457,434.57,2.69E+06,3.08E+06,6.55E+05,6.33E+05,0,1.64E+05,1.44E+05,1.98E+06,1.63E+06,6.45E+05,1.99E+05,3.43E+05,9991,8843,2.58E+05,3376,4176,1730,227.46,37,627,3,735,449,8,515,528,56,26,168,3766,4293,3081,1386.8,37,325,69,286,1002,956,1179,115,291,38,546,0,61,46,0,0,11.801,5.292,15,15.6,8.5764,29.336,35.742,6.7417,8.4921,10.399,0.02657,0.32771,0.014432,0,0,0.012395,0.0036972,0,0,0.015014,0,0.040132,0.0098061,0,0.064702,3.5,1.42E+05,200,0,0,16.328,0.17907,0,0,0,85,83560,0,0,0,-1770,160,0,64,0,-188,0,102,-104,-527,-126.92,0,0,0,0,603.2,750.2,490,-1736,0,1.10E+06,8.43E+05,3.32E+05,2303.7,605.24,166,40,5092,4235,14924,2850,1504,153,126
10/25/1996,1,0,1.7,0,0,0.68,0.68,0.68,2.14,3.33,3.92,0.71,0.61,0.65,0.65,8.04,7718.3,9249.5,313.83,1496.3,0,32.201,136.42,144.34,351.68,89.355,595.84,666.1,102.2,34.264,434.57,2.69E+06,3.08E+06,6.52E+05,6.33E+05,0,1.64E+05,1.44E+05,1.98E+06,1.63E+06,6.45E+05,1.98E+05,3.44E+05,9544,8824,2.58E+05,3049,2707,1776,227.46,39,638,49,949,484,178,607,692,64,25,248,3682,4337,3267,1387.9,39,326,70,0,1036,899,1033,99,287,34,510,0,18,46,0,0,11.801,5.292,15,15.6,8.5764,61.761,75.247,2.4515,3.088,10.399,0.02657,0.025208,0.048106,0,0,0.041317,0.036972,0,0,0.081074,0,0.062706,0.010623,0.012352,0.046216,3.5,1.40E+05,200,0,0,16.328,0.36282,0,0,0,85,83560,0,0,0,-1706,209,0,43,1,-192,0,379,2,-738,-252.04,0,0,0,0,947.1,1040.1,417,-1700,0,1.11E+06,8.43E+05,3.32E+05,2303.7,605.24,163,39,4561,4241,15554,2970,1528,163,85
