datetime,ORO_cdf_snow,SHA_cdf_snow,FOL_cdf_snow,YRS_cdf_snow,MHB_cdf_snow,PAR_cdf_snow,NHG_cdf_snow,NML_cdf_snow,DNP_cdf_snow,EXC_cdf_snow,MIL_cdf_snow,PFT_cdf_snow,KWH_cdf_snow,SUC_cdf_snow,ISB_cdf_snow,ORO_cdf_inf,SHA_cdf_inf,FOL_cdf_inf,YRS_cdf_inf,MHB_cdf_inf,PAR_cdf_inf,NHG_cdf_inf,NML_cdf_inf,DNP_cdf_inf,EXC_cdf_inf,MIL_cdf_inf,PFT_cdf_inf,KWH_cdf_inf,SUC_cdf_inf,ISB_cdf_inf,
1/10/1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150.2,16008,625.69,621.98,0,318.86,66.82,486.59,230.7,67.36,2817.6,602.57,150.57,26.015,555.94
2/10/1996,1,0,0,0,0,0.12,0.12,0.12,0.36,1.78,3.92,0,3.08,0,0,0.06,2917.8,11496,560.76,570.47,0,99.743,66.82,432.46,119.1,47.427,1607.3,715.19,141.03,24.112,562.73
3/10/1996,1,0,0,0,0,0.24,0.24,0.24,0.36,1.78,3.92,0,3.08,0,0,0.18,3768.9,3981.2,495.83,549.48,0,85.606,66.82,462.34,181.93,37.117,973.31,699.79,127.41,23.477,342.9
4/10/1996,1,0,0,0,0,0.24,0.24,0.24,0.75,1.78,3.92,0,3.08,0,0,0.18,2833.1,3512.8,553.87,576.19,0,176.71,0,393.55,25.321,54.988,720.04,619.9,122.64,165.61,689.19
5/10/1996,1,0,0,0,0,0.44,0.44,0.44,1.42,1.78,3.92,0,3.08,0,0,0.18,2852.4,10363,699.47,591.45,0,164.93,27.842,393.55,138.79,68.735,1059.4,498.61,119.91,153.55,520.29
6/10/1996,1,0,0,0,0,0.44,0.44,0.44,1.54,1.78,3.92,0,3.08,0,0,0.84,3229,11156,881.47,618.16,0,168.86,30.626,348.45,330.11,54.3,422.93,455.3,124,89.467,520.29
7/10/1996,1,0,0,0,0,0.56,0.56,0.56,1.54,1.78,3.92,0,3.08,0,0,0.84,3411.8,13449,493.86,634.38,0,146.87,25.058,305.03,0,49.489,340.94,609.31,118.55,72.97,487.19
8/10/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,3.08,0,0,0.84,3051,14736,465.33,632.47,0,173.57,30.626,178.73,3.7512,38.491,280.06,540.97,109.01,65.355,494.83
9/10/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,3.08,0,0,8.04,2162.3,15051,439.75,637.24,0,138.23,167.05,180.43,653.65,0,557.68,620.86,110.37,57.741,501.62
10/10/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,3.08,0,0,8.04,3322.2,1667.8,430.9,643.92,0,173.57,334.1,164.07,270.09,31.618,377.47,620.86,108.33,51.396,465.12
11/10/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,3.08,0,0,8.04,2858.5,2798.1,590.27,656.32,0,178.28,33.41,130.81,0,48.114,360.42,581.4,108.33,49.492,465.12
12/10/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,3.08,0,0,8.04,2307.6,7915.6,667.99,734.55,0,147.65,52.899,188.32,140.67,57.05,490.31,492.84,108.33,46.32,465.12
13/10/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,3.08,0,0,8.04,2778.6,6746.7,714.23,651.55,0,125.66,0,154.49,279.47,50.864,600.71,254.12,104.24,43.147,443.05
14/10/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,3.08,0,0,8.04,3869.4,11200,446.64,585.73,0,150.01,0,266.69,300.1,23.37,322.27,480.33,108.33,38.071,490.58
15/10/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,3.08,0,0,8.04,2497.7,11764,384.66,573.33,0,175.92,36.194,131.94,28.134,67.36,271.94,502.47,107.65,39.975,390.43
16/10/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,3.08,0,0,8.04,2297.9,10359,298.09,600.04,0,95.816,36.194,213.69,825.27,60.487,336.07,431.23,118.55,37.437,477
17/10/1996,1,0,0,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,3.8,0,0,8.04,3363.3,11593,291.2,634.38,0,35.342,11.137,213.69,359.18,68.047,410.75,517.87,112.42,35.533,499.07
18/10/1996,1,0,0.1,0,0,0.68,0.68,0.68,1.54,1.9,3.92,0,3.8,0,0,8.04,1498.9,11549,364.99,685.9,0,92.675,64.036,252.6,359.18,31.618,485.44,448.56,112.42,36.802,481.25
19/10/1996,1,0,0.4,0,0,0.68,0.68,0.68,2.14,2.55,3.92,0.65,3.8,0,0,8.04,3076.4,11799,571.58,788.92,0,196.34,25.058,168.02,47.828,0,316.59,433.16,106.97,35.533,483.79
20/10/1996,1,0,0.4,0,0,0.68,0.68,0.68,2.14,2.56,3.92,0.65,3.8,0,0,8.04,1009.7,11371,597.16,835.67,0,92.675,0,103.18,583.31,47.427,267.88,341.71,104.24,36.168,485.49
21/10/1996,1,0,0.5,0,0,0.68,0.68,0.68,2.14,2.56,3.92,0.85,3.8,0,0,8.04,3419,10496,366.95,846.16,0,50.264,47.331,139.27,277.59,68.047,331.2,514.02,104.92,36.168,466.82
22/10/1996,1,0,0.7,0,0,0.68,0.68,0.68,2.14,2.56,3.92,0.85,3.8,0,0,8.04,2718,10646,357.12,853.79,0,21.991,0,134.76,90.967,32.993,362.86,533.27,101.52,34.898,471.06
23/10/1996,1,0,1,0,0,0.68,0.68,0.68,2.14,2.56,3.92,1.04,3.8,0,0,8.04,3290.7,12314,301.04,856.65,0,32.201,52.899,218.2,88.154,52.238,500.86,454.34,103.56,36.168,492.28
24/10/1996,1,0,1.3,0,0,0.68,0.68,0.68,2.14,2.56,3.92,1.24,3.8,0,0,8.04,13656,14398,370.89,858.56,0,36.127,0,183.25,688.35,5.4988,409.13,508.24,102.2,30.457,434.57
25/10/1996,1,0,1.7,0,0,0.68,0.68,0.68,2.14,3.33,3.92,1.24,4.45,0,0,8.04,7718.3,9249.5,313.83,846.16,0,32.201,136.42,144.34,351.68,89.355,595.84,666.1,102.2,34.264,434.57
26/10/1996,1,2.04,2.16,1.04,1.04,1.18,1.18,1.18,2.38,31.67,3.92,2.74,4.45,0,0,8.04,3296.8,12691,639.46,842.34,0,39.269,325.75,166.33,162.24,85.231,661.59,609.31,120.59,34.264,446.45
27/10/1996,1,2.04,2.16,1.28,1.28,1.28,1.28,1.28,2.97,31.79,3.92,3.59,5.1,0,0,8.04,2339.1,12363,583.39,848.07,0,54.976,194.89,87.394,0,131.97,437.54,458.19,130.81,34.264,519.44
28/10/1996,1,2.64,2.16,1.28,1.28,1.28,1.28,1.28,3.41,32.44,3.92,3.59,5.1,0,0,8.04,2300.3,10832,280.38,841.39,0,40.054,662.63,103.18,472.65,73.546,323.89,519.79,117.19,36.168,491.43
29/10/1996,1,2.68,3.04,1.28,1.28,1.4,1.4,1.4,4.06,32.44,3.92,3.59,5.1,0,0,8.04,4269,11632,293.17,841.39,0,29.844,487.23,96.979,639.58,76.983,551.19,796.05,106.29,32.36,471.06
30/10/1996,1,3.36,6.26,2.15,2.15,3.34,3.34,3.34,7.28,35.85,3.92,8.83,9.03,0,0,8.04,3095.8,11766,253.82,835.67,0,33.771,250.58,131.94,338.55,40.553,336.88,692.09,113.78,32.36,470.21
31/10/1996,1,3.48,6.46,2.59,2.59,3.88,3.88,3.88,7.96,36.74,3.92,9.88,10.99,0,0,8.04,3917.8,15320,230.21,835.67,0,32.986,108.58,41.724,125.67,123.72,379.91,680.54,137.63,30.457,482.1
1/11/1996,1,3.48,6.46,2.71,2.71,4.12,4.12,4.12,8.16,36.86,3.92,10.72,10.99,0,0,8.04,4784.3,10811,8569.1,2774.6,201.06,1069.4,363.12,1571.9,70.667,254.49,2631.5,1016.7,43.843,16.778,187.62
2/11/1996,1,4.2,6.46,2.83,2.83,4.24,4.24,4.24,8.28,36.86,3.92,10.92,10.99,0,0,8.04,4183.8,6359,7035.1,2766.7,160.37,1069.4,306.38,1134.8,2747.2,274.69,2926.8,1105.6,41.473,19.829,166.9
3/11/1996,1,4.2,6.46,2.83,2.83,4.24,4.24,4.24,8.94,36.86,3.92,10.92,10.99,0,0,8.04,4032.7,6710.8,5438.9,2774.6,138.83,961.88,181.56,845.03,1142.4,238.33,3405.7,1041.4,43.843,19.829,187.62
4/11/1996,1,4.2,6.46,2.83,2.83,4.24,4.24,4.24,8.94,36.86,3.92,10.92,10.99,0,0,8.04,3942.5,8369.5,3901.5,2778.5,129.25,1038.7,340.42,1015,1151.3,88.869,3286.4,1146.7,40.288,24.405,139.63
5/11/1996,1,4.2,6.46,2.83,2.83,4.24,4.24,4.24,8.94,36.86,3.92,10.92,10.99,0,0,8.04,4109.5,8947.1,3387.3,2782.4,122.07,1055.6,204.25,649.15,2758.9,250.45,3216,1258.6,46.213,19.829,146.17
6/11/1996,1,4.2,6.46,2.84,2.84,4.54,4.54,4.54,8.94,36.86,3.92,10.92,10.99,0,0,8.04,4186.4,11106,3659.9,2758.8,119.68,1055.6,510.63,862.84,1104.2,189.86,2443.3,1148.3,45.028,18.304,182.17
7/11/1996,1,4.2,6.46,2.84,2.84,4.9,4.9,4.9,8.94,36.86,3.92,10.92,12.26,0,0,8.04,5273.5,18572,3703,2758.8,114.89,986.46,510.63,1201.2,1142.4,169.66,3261.9,1148.3,53.323,21.354,243.26
8/11/1996,1,4.2,6.46,2.84,2.84,5.14,5.14,5.14,9.54,36.86,3.92,10.92,12.26,0,0,8.04,5247,11218,3378.6,2782.4,114.89,1040.2,363.12,1201.2,2764.8,123.21,2475.5,1192.7,11181,5674.2,9196.8
9/11/1996,1,4.2,6.46,2.84,2.84,5.14,5.14,5.14,9.54,36.86,3.92,10.92,12.26,0,0,8.04,4032.7,11230,3088.7,2806,114.89,1040.2,431.2,403.09,1133.6,282.77,3225.2,1013.4,7364.5,7486.3,11242
10/11/1996,1,4.2,6.46,2.84,2.84,5.14,5.14,5.14,9.54,36.86,3.92,10.92,12.91,0,0,8.04,4007.5,14730,3192.3,2813.9,117.29,948.05,442.55,632.96,1142.4,234.29,3437.8,959.13,1770.3,1485.7,3498.3
11/11/1996,1,4.2,6.46,2.84,2.84,5.14,5.14,5.14,9.54,36.86,3.92,10.92,12.91,0,0,8.04,7068.4,11949,2334.7,2813.9,112.5,1101.7,385.81,552.02,1136.6,185.82,3450.1,1169.7,1055.8,762.66,2079.1
12/11/1996,1,4.2,6.46,2.84,2.84,5.14,5.14,5.14,9.54,36.86,3.92,10.92,12.91,0,0,8.04,5432.6,9262.6,3037,4163.8,107.71,980.31,465.24,778.66,2764.8,369.62,3580.1,1242.1,825.91,518.61,1278.5
13/11/1996,1,4.2,6.46,2.84,2.84,5.14,5.14,5.14,9.54,36.86,3.92,10.92,12.91,0,0,8.04,5586.3,8383.3,3480.4,4173.6,102.92,534.72,329.07,888.74,1136.6,395.87,3779,1306.3,697.94,411.84,1050.5
14/11/1996,1,4.2,6.46,2.84,2.84,5.14,5.14,5.14,9.54,36.98,3.92,10.92,12.91,0,0,8.04,5004.4,7738.4,2886.8,4165.8,102.92,1089.4,340.42,475.94,1142.4,137.34,3445.5,954.2,607.88,353.87,944.66
15/11/1996,1,4.2,6.46,2.84,2.84,5.14,5.14,5.14,9.54,36.98,3.92,10.92,12.91,0,0,8.04,4936.8,7905.7,3035.2,4128.4,102.92,1074,578.72,885.5,1142.4,169.66,3205.3,1220.7,524.93,332.52,771.22
16/11/1996,1,4.2,6.46,2.84,2.84,5.14,5.14,5.14,9.54,37.63,3.92,10.92,12.91,0,0,8.04,4179.8,9343.7,3787.6,4112.6,100.53,998.75,635.45,1457,1148.3,1092.7,2157.2,1329.3,433.69,291.34,691.59
17/11/1996,1,4.2,7.26,2.84,2.84,6.54,6.54,6.54,11.85,42.1,3.92,13.93,16.18,0,0,8.04,5856.8,12606,3627.1,4122.5,146.01,1373.7,2825.5,3841.5,7682,4209.2,4016.1,6394.8,382.74,277.61,691.59
18/11/1996,1,4.2,7.26,3.62,3.62,9.78,9.78,9.78,20.67,48.54,5.88,19.1,20.75,0,0,8.04,5611.5,9236.8,2871.3,4118.5,1429,2664.4,2825.5,3268.4,7670.3,4772.7,2281.2,6394.8,364.97,251.68,618.5
19/11/1996,1,4.2,7.26,3.62,3.62,9.78,9.78,9.78,22.23,48.54,5.88,19.3,21.41,0,0,8.04,4971.2,8060.9,4189.6,4124.5,1177.6,1831.6,2519.1,2693.7,4390.2,2686.3,3336.8,2536.8,366.15,237.95,618.5
20/11/1996,1,4.2,7.26,3.62,3.62,10.12,10.12,10.12,23.48,49.19,5.88,19.95,21.41,0,0,8.68,5221.8,11394,7268,4130.4,751.58,1773.2,1929.1,2410.4,4351.9,2532.8,2913,2556.6,372.08,234.9,637.05
21/11/1996,1,4.2,7.26,3.62,3.62,10.46,10.46,10.46,23.84,49.19,5.88,19.95,23.37,0,0,8.68,5030.9,19282,6168.9,4134.3,653.45,1545.8,2382.9,2836.2,4390.2,9654.4,3356.7,5187.2,344.82,237.95,566.14
22/11/1996,1,4.2,7.26,3.74,3.74,12.16,12.16,12.16,25.19,51.46,6.54,23.87,29.25,0,0,9.34,8398.1,14499,5247.4,4124.5,1541.5,2950.2,7591.4,4733.5,15879,11814,3093.6,14201,451.47,208.97,546.51
23/11/1996,1,4.2,7.26,4.34,4.34,13.72,13.72,13.72,31.89,55.32,7.19,25.17,30.56,0,0,10.64,20248,44589,5002.4,4134.3,2628.1,2321.7,5537.5,3024,11027,4831.3,5432.9,5063.8,401.7,175.41,574.87
24/11/1996,1,4.2,7.26,4.34,4.34,14.18,14.18,14.18,32.13,55.32,7.19,25.37,30.56,0,0,10.64,14134,27136,5561.5,4154,1280.6,1638,2541.8,1541.1,6068.5,3025.6,3876.9,3861.2,363.78,163.21,479.97
25/11/1996,1,4.2,7.26,4.34,4.34,14.3,14.3,14.3,32.37,55.32,7.19,25.37,31.21,0,0,10.64,8891.2,22501,5475.2,4169.7,792.27,1614.9,1282.3,2146.6,6103.8,2239.9,4374.2,3316.7,334.16,167.78,571.6
26/11/1996,1,4.2,7.26,4.46,4.46,14.78,14.78,14.78,32.97,55.32,7.19,25.56,32.52,0,0,10.64,8424.6,25012,6194.7,4161.8,600.79,1319.9,1282.3,2836.2,4493.2,1852.1,3756.1,3316.7,306.9,152.53,415.61
27/11/1996,1,4.2,7.26,4.58,4.58,14.78,14.78,14.78,32.97,55.32,7.19,25.76,32.52,0,0,10.64,10626,23784,8253.3,4171.7,493.08,1370.6,851.05,1936.1,2794.3,1452.2,3194.6,2411.8,284.39,154.06,437.42
28/11/1996,1,4.2,7.26,4.6,4.6,15.18,15.18,15.18,33.33,55.32,7.19,25.76,32.52,0,0,10.64,9299.5,20574,7525.1,4482.6,430.84,1307.6,771.62,1316.1,4452,1442.1,3580.1,2186.4,265.43,144.91,433.06
29/11/1996,1,4.2,7.26,4.6,4.6,15.18,15.18,15.18,33.57,55.32,7.19,25.76,33.17,0,0,10.64,10311,26865,5930.7,5781.3,404.51,1307.6,998.57,1505.5,4460.8,1098.7,3378.2,2184.8,254.76,146.43,451.6
30/11/1996,1,4.2,7.26,4.6,4.6,15.28,15.28,15.28,34.22,55.32,7.84,25.76,33.17,0,0,13.26,29943,66673,5592.5,7261.1,382.97,1344.5,680.84,1173.7,4478.5,1185.6,2882.4,2099.2,246.47,143.38,450.51
1/12/1996,1,4.2,7.46,4.6,4.6,15.64,15.64,15.64,34.58,55.97,7.84,25.76,33.17,0,0,13.26,8956.8,13554,5427.7,4661,301.2,1661,258.64,1982.6,2901.4,1501.6,4325.9,879.01,290,120.46,491.7
2/12/1996,1,4.2,7.46,5.06,5.06,15.64,15.64,15.64,36.08,55.97,7.84,25.76,33.17,0,0,13.91,6410.8,10963,7459.5,4867.5,430.86,1810.6,216.53,3359.8,2194.3,987.81,4256.3,1503.1,331.2,129.87,565.09
3/12/1996,1,4.2,7.66,5.06,5.06,15.64,15.64,15.64,36.2,56.62,7.84,25.96,34.48,0,0,13.91,7410,17011,6156.1,5280.4,404.93,1655.9,216.53,3102.5,3024.1,898.55,4096.4,563.47,372.41,135.52,562.15
4/12/1996,1,4.2,7.86,5.06,5.06,15.64,15.64,15.64,36.44,56.62,7.84,25.96,34.48,0,0,13.91,8002.3,30394,5157.5,5276.6,351.07,1906.9,246.61,3747,3913.3,1719.7,3552.6,1686.2,381.92,156.23,569.49
5/12/1996,1,4.32,8.76,7.39,7.39,18.7,18.7,18.7,39.66,57.28,7.84,27.28,34.48,0,0,13.91,41831,23475,44870,6263.1,6030.1,2208.7,6276.5,12280,15632,11874,5430.4,2532.8,404.1,191.99,613.53
6/12/1996,1,5.28,9.06,9.43,9.43,22.08,22.08,22.08,47.89,64.19,9.15,31.85,40.36,0,0,13.91,23466,19748,26892,11934,4548,2642.3,2523.2,7092.1,8451.3,4227,5554.6,2158.1,776.51,368.92,824.88
7/12/1996,1,6.12,9.56,11.23,11.23,22.74,22.74,22.74,52.6,64.31,9.8,31.85,40.36,0,0,13.91,18457,44906,18183,12224,2661,2720.9,1377.4,4506.7,5639.9,2622.3,2560.9,2137,519.79,255.98,657.56
8/12/1996,1,6.6,15.81,12.07,12.07,23.22,23.22,23.22,54.41,64.31,9.8,32.05,40.36,0,0,13.91,19130,79791,13153,11999,1839.1,2911.1,778.92,4251.8,4509.3,2209.7,4267.6,1777.7,423.12,193.87,543.07
9/12/1996,1,6.96,15.81,12.55,12.55,23.56,23.56,23.56,56.12,64.31,9.8,33.03,40.36,0,0,13.91,40738,1.7501e+05,14558,11964,1669.6,3922.9,1323.3,5803.1,6707.4,4034.6,4800.1,1913,362.9,173.17,528.4
10/12/1996,1,9.72,16.81,14.42,14.42,26.5,26.5,26.5,62.66,66.92,11.11,35.64,44.28,0,0,13.91,97868,1.6803e+05,30562,13386,5766.8,4412.3,11654,15476,26690,31392,13017,2142.6,486.51,175.05,723.61
11/12/1996,1,16.56,17.41,20.63,20.63,26.8,26.8,26.8,79.22,75.44,15.03,47.42,55.39,0,0,14.57,78222,89924,35532,15413,6070,4409.8,5178.8,11631,24095,13337,16167,2191.9,503.94,184.46,719.21
12/12/1996,1,20.64,18.01,24.33,24.33,32.56,32.56,32.56,87.82,78.7,15.03,48.47,57.36,0,0,14.57,67850,77347,1.0064e+05,31166,13305,3877.3,13729,21695,21709,12169,7871,2322.9,486.51,176.93,653.16
13/12/1996,1,21.12,18.21,25.97,25.97,33.74,33.74,33.74,91.44,80.66,15.03,48.47,57.36,0,0,14.57,55140,75118,59480,21798,11127,3819,7064.4,12608,17155,7091.2,4179.1,1860.9,480.17,176.93,648.75
14/12/1996,1,23.16,18.31,26.45,26.45,33.98,33.98,33.98,93.04,80.78,15.03,48.67,57.36,0,0,15.22,37003,54537,36040,15757,6101.9,3963.5,4372.8,8398.3,11713,4734.8,4702.2,1670.7,456.4,167.52,519.59
15/12/1996,1,23.88,18.31,26.57,26.57,33.98,33.98,33.98,93.16,81.56,15.03,48.86,57.36,0,0,15.22,27941,43089,24581,12878,4135.1,5736,3151.8,6031,8380.4,3600.2,4354.1,1917.2,462.74,163.76,647.29
16/12/1996,1,24.12,18.31,26.57,26.57,34.08,34.08,34.08,93.94,81.8,15.03,49.06,58.01,0,0,15.22,23240,38981,20522,11023,3081.9,4042.1,2691.6,5487,7357,2856.3,4999.5,1953.8,451.64,184.46,683.98
17/12/1996,1,24.12,18.31,26.57,26.57,34.48,34.48,34.48,94.78,81.92,15.03,49.06,58.66,0,0,15.22,18895,33712,18056,15088,2475.5,3996.5,2421,5496.8,8117.8,2535,3595.8,2868.1,554.65,244.69,964.32
18/12/1996,1,24.48,18.31,26.57,26.57,34.48,34.48,34.48,94.78,82.04,15.69,49.06,58.66,0,0,15.22,15372,29735,16199,15057,2052.6,10519,1897.7,6099.6,6931.6,2209.7,5345.8,13567,4904.7,2633.3,4720.3
19/12/1996,1,24.48,18.31,26.57,26.57,34.58,34.58,34.58,95.55,82.04,15.69,49.06,58.66,0,0,15.22,13772,26340,15516,15061,1739.4,15365,1049.6,5170.8,7232.4,2110.5,6314.8,35206,16956,14781,18912
20/12/1996,1,24.84,19.21,26.57,26.57,34.58,34.58,34.58,95.55,82.16,15.69,49.26,58.66,0,0,15.22,0,30188,13951,15061,1518,11794,793.96,4604.7,6224.4,2804.8,6711.9,16758,8045.6,7331.3,13050
21/12/1996,1,27.24,20.11,27.96,27.96,37.56,37.56,37.56,98.06,83.82,15.69,49.45,58.66,0,0,15.22,0,28221,31602,15084,13720,7531.4,20637,12871,20034,17872,6314.8,9090.2,3526,3149,4947.8
22/12/1996,1,34.2,20.31,34.61,34.61,42.2,42.2,42.2,114.72,92.64,19.61,59.55,69.11,0,0,15.22,17482,25115,35322,15115,13239,6311.7,19656,11199,19808,15313,10524,7628,3053.7,2904.3,4080.4
23/12/1996,1,38.28,20.8,38.98,38.98,45.16,45.16,45.16,121.92,97.76,21.57,64.91,72.39,0,0,18.91,18361,29172,24797,15027,5756.8,5571.2,6796.7,7437.7,11098,6125.2,8768.5,6213.7,2350.1,2158.9,3415.5
24/12/1996,1,39.48,21.3,40.1,40.1,45.38,45.38,45.38,122.51,97.76,21.57,65.5,73.69,0,0,19.27,13190,24657,17872,15034,3464.8,4982.9,4688.5,5129.2,8328.6,4074.2,7118.3,5167,1727.3,1423,2643.4
25/12/1996,1,42.6,21.79,40.65,40.65,45.6,45.6,45.6,122.75,97.76,21.57,65.7,73.69,0,0,19.27,14321,25887,14971,15038,2597.1,4911.9,3831.4,3832.8,7868.7,3231.2,6384.4,4819.1,1530.8,1212.2,2166.4
26/12/1996,1,43.68,22.09,41.72,41.72,46.08,46.08,46.08,123.47,97.76,21.57,66.09,73.69,0,0,19.39,34211,31022,19292,15073,2525.3,5616.9,4090.1,6565.2,8876.7,5268.3,6213.2,5012.1,1958.7,1763.7,2181.1
27/12/1996,1,46.6,22.69,46.22,46.22,48.76,48.76,48.76,132.46,101.99,23.53,70.67,78.92,0,0,19.87,62724,43523,61637,50908,9483,4683.7,6456.9,9302.6,14760,7521.7,11262,4126,1358.1,1121.8,1721.7
28/12/1996,1,48.16,23.68,49.9,49.9,50.48,50.48,50.48,135.29,102.76,24.18,72.5,80.22,0,0,21.12,67432,1.0082e+05,54311,95155,7506.2,4967.7,4923.1,6810.3,9888.6,4877.6,0,4399.3,1288.4,1022.1,1602.8
29/12/1996,1,48.76,23.7,51.26,51.26,51.62,51.62,51.62,138.7,102.76,24.18,72.5,80.22,0,0,21.24,97570,2.033e+05,42447,89698,6243.5,12197,4574.3,9221.7,14704,7577.2,10153,11610,6903,7376.5,4831.9
30/12/1996,1,49.84,23.7,53.3,53.3,54.38,54.38,54.38,146.75,107.1,26.14,77.35,84.81,0,0,21.6,1.9146e+05,2.6755e+05,89173,1.1799e+05,13933,6446.1,9037.3,20933,38724,26861,16811,6127.7,3023.6,3060.5,3192.4
31/12/1996,1,52.74,23.7,53.5,53.5,56.3,56.3,56.3,153.41,109.01,27.45,77.74,86.11,0,0,21.72,3.7984e+05,4.376e+05,1.1959e+05,2.1123e+05,17055,5396.2,10078,23259,34468,16362,12889,4909.2,2011,1767.4,2398.3
1/1/1997,1,52.74,23.7,53.5,53.5,56.9,56.9,56.9,154.2,109.79,27.45,78.4,86.11,0,0,21.84,5.7898e+05,6.4342e+05,2.5878e+05,5934,48718,985.76,42709,74587,1.2619e+05,80842,0,20053,3885.7,2324.7,4065.3
2/1/1997,1,52.74,23.7,53.8,53.8,85.58,85.58,85.58,172.09,115.15,27.45,80.69,86.11,0,0,22.32,3.8491e+05,3.5674e+05,4.2933e+05,5927.3,0,918.34,76950,1.5631e+05,2.0353e+05,1.3694e+05,76797,85942,35600,12994,16213
3/1/1997,1,53,23.8,54,54,85.68,85.68,85.68,174.84,199.46,27.45,197.67,113.56,0,0,23.52,2.1155e+05,2.1078e+05,1.8599e+05,8102,46204,953.96,28172,65112,10239,52293,1.0991e+05,74384,33418,19192,37242
4/1/1997,1,53.34,23.8,55.58,55.58,85.88,85.88,85.88,175.44,202.07,27.45,197.67,113.56,0,0,23.52,1.4831e+05,1.6972e+05,98408,38020,22946,2655.8,14565,28666,81173,24063,9920.4,28548,11403,6700.3,17314
5/1/1997,1,54.4,23.8,55.7,55.7,86.08,86.08,86.08,177.36,206.65,27.45,197.67,114.87,0,0,23.88,86928,1.3078e+05,66034,52053,15892,5050.9,10974,20114,48586,16043,22610,19487,8037.1,5365.4,11190
6/1/1997,1,54.4,23.8,55.7,55.7,86.38,86.38,86.38,178.8,213.19,27.45,197.67,116.18,0,0,24,63745,1.0577e+05,45228,40649,11983,2893.7,8638.1,14906,35054,12089,14711,14268,5996.1,3931.3,8271.3
7/1/1997,1,54.4,23.8,55.82,55.82,86.48,86.48,86.48,180,215.15,27.45,197.67,117.49,0,0,24,53844,87512,35032,33356,9669.6,3733.2,7580.1,12029,23122,10436,15927,11997,5014.3,3312.4,6839.6
8/1/1997,1,54.4,23.9,55.82,55.82,86.88,86.88,86.88,180.36,221.03,27.45,197.67,118.79,0,0,24.12,48927,62854,29805,1.183e+05,8242,17642,6810.6,10961,13704,9102.3,13501,10705,4355.8,2862.2,5947.2
9/1/1997,1,54.4,24,55.82,55.82,86.88,86.88,86.88,180.6,227.57,27.45,197.67,118.79,0,0,24.24,43846,64797,15894,2.1381e+05,7157.3,17642,5922.1,9596.9,17423,8207.6,13535,9836.8,3901.5,2610.3,5360.2
10/1/1997,1,54.52,24,55.94,55.94,86.88,86.88,86.88,180.84,227.57,27.45,197.67,119.44,0,0,24.24,40399,55611,23181,1.9503e+05,6400.4,17642,5395.4,8446,12407,7206.6,14089,9057.3,3610,2328.6,4916
11/1/1997,1,54.52,24,55.94,55.94,86.98,86.98,86.98,181.56,227.57,27.45,197.67,119.44,0,0,24.24,34576,49501,21722,1.551e+05,5852.3,17642,4438.1,7744.2,11748,6930.9,13518,8220.3,3342.2,2219.5,3926.5
12/1/1997,1,54.52,24,55.94,55.94,87.78,87.78,87.78,181.92,227.57,28.1,197.67,119.44,0,0,24.24,33095,46043,20617,1.0102e+05,6057.4,17642,4209.1,6569.4,14675,6775.6,12827,8160.8,3298.6,2568.6,4981.4
13/1/1997,1,54.52,24,55.94,55.94,87.88,87.88,87.88,182.16,228.22,28.76,197.67,122.06,0,0,24.72,28710,38151,19455,58733,5927.1,17642,2748.1,8986.6,8527.7,6162.8,12217,8296.2,3883.7,3738.9,4247.7
14/1/1997,1,54.52,24,56.17,56.17,88.08,88.08,88.08,182.4,228.22,29.41,197.67,122.06,0,0,24.72,27794,34866,17714,51118,5338.8,17642,2051.9,8805.7,8462.5,5838,12753,7073.5,2995.1,2231.4,3617.1
15/1/1997,1,54.6,24,56.8,56.8,88.08,88.08,88.08,183,228.22,29.41,197.67,122.06,0,0,25.08,29056,26744,16006,47415,5001.5,17642,2033.6,7428.2,9747.9,6653.1,13986,9133.2,3982.9,3260.9,4555.1
16/1/1997,1,54.94,24,58.03,58.03,88.48,88.48,88.48,183.12,228.22,30.06,197.67,122.71,0,0,25.68,25723,30086,16217,30412,4790.7,17642,1703.8,6501.8,8970.1,5178.2,11712,7676.6,3360,2689.6,3767.8
17/1/1997,1,55.92,24,58.34,58.34,88.78,88.78,88.78,183.12,228.22,30.06,197.67,122.71,0,0,25.68,0,27193,14918,16678,4489.9,17642,1584.7,8175.8,8632.4,6346.7,12263,7370.9,3046.7,2257.2,3694.4
