datetime,BND_fnf,ORO_fnf,YRS_fnf,FOL_fnf,NML_fnf,TLG_fnf,MRC_fnf,MIL_fnf,SHA_in,SHA_out,SHA_storage,SHA_evap,SHA_tocs_obs,SHA_precip,SHA_in_fix,ORO_in,ORO_out,ORO_storage,ORO_evap,ORO_tocs_obs,ORO_precip,ORO_in_fix,FOL_in,FOL_out,FOL_storage,FOL_evap,FOL_tocs_obs,FOL_precip,FOL_in_fix,DeltaOut,HRO_pump,TRP_pump,DeltaIn,SAC_in,SAC_gains,Delta_gains,FMD_storage,UNV_storage,HHL_storage,THA_out,WY,SR_WYI,SR_WYT,SR_WYT_rolling,SJR_WYT,8RI,SHA_fci,ORO_fci,FOL_fci,ORO_snowpack,SHA_snowpack,FOL_snowpack
10/1/1999,6183,1199,1676,1183,777,477,11,138,4015,4871,3325.561,121,,0,4015,1916,4438,2422.221,164,,0,1916,2236,2494,720.941,84,,0,2236,4796,6503,4169,15468,14733,2930,3665,92.345,149.155,136.278,3500,2000,8.795255891,AN,AN,AN,0.630684296,100000,0,195.377,0,0,0
10/2/1999,4164,799,820,1137,833,477,56,300,2454,5379,3319.505,128,,0,2453.766662,1173,2168,2419.924,162,,0,1171.929165,1680,2786,718.613,68,,0,1680.299998,4407,6670,4131,15208,14340,4007,4875,91.772,148.166,136.448,3500,2000,8.795255891,AN,AN,AN,0.630684296,97453.76666,0,195.78,0,0,0
10/3/1999,3551,1168,799,370,616,317.5,0,462,2022,5543,3312.238,142,,0,2021.220827,1752,2522,2418.111,83,,0,1690.945832,718,2773,714.453,42,,0,717.6666631,4157,6627,4129,14913,14472,3634,4075,91.772,147.181,136.448,3500,2000,8.795255891,AN,AN,AN,0.630684296,94602.29916,0,195.78,0,0,0
10/4/1999,5683,915,778,275,422,158,81,380.5,4385,5861,3309.099,107,,0,4385.420831,1168,3576,2413.161,87,,0,1167.374996,1098,2750,711.081,48,,0,1097.949997,4307,6627,4196,15130,14096,1909,2943,91.772,146.314,136.355,3500,2000,8.795255891,AN,AN,AN,0.630684296,94257.60503,0,195.873,0,0,0
10/5/1999,5485,201,128,530,784,258,0,299,4237,6153,3305.002,149,,0,4236.429163,512,3940,2406.291,96,,0,572.3749942,1315,2769,708.094,51,,0,1314.054164,4576,6604,4181,15361,13988,1126,2499,91.772,145.732,136.263,3500,2000,8.795255891,AN,AN,AN,0.630684296,93781.15394,0,195.965,0,0,0
10/6/1999,7686,1648,850,785,887,358,0,218,5373,4809,3305.966,78,,0.22,5373.016667,1019,5270,2397.632,52,,0,956.420826,1495,2756,705.499,48,,0,1495.687498,3812,6285,4275,14372,13864,1029,1537,91.772,144.48,136.263,4000,2000,8.795255891,AN,AN,AN,0.630684296,94465.11291,0,195.965,0.09,0.27,0.14
10/7/1999,6664,1310,5021,848,870,458,68,267,4304,4904,3304.761,36,,0.01,4332.479166,1422,5577,2389.234,78,,0,1421.008326,1306,2766,702.532,35,,0.01,1305.137497,3925,6561,4312,14798,14131,884,1551,91.658,143.07,136.171,4500,2000,8.795255891,AN,AN,AN,0.630684296,94074.33643,0,196.171,0.21,0.28,0.14
10/8/1999,5856,1272,710,512,834,314,59,635.3333333,4525,5427,3302.352,192,,0,4404.462498,1014,8352,2374.528,134,,0,1071.724988,1317,2633,699.852,35,,0.01,1316.833331,4134,6574,4251,14959,14269,-2143,-1453,91.544,142.056,136.263,4500,2000,8.795255891,AN,AN,AN,0.630684296,93775.08211,0,196.193,0.21,0.28,0.14
10/9/1999,6456,704,365,552,647,102,19,1003.666667,4933,5398,3301.148,142,,0,4932.983332,562,2296,2370.832,129,,0,561.5999969,1328,2616,697.172,63,,0,1327.833331,4199,6555,4230,14984,14388,4078,4674,90.8,140.937,136.911,4500,2000,8.795255891,AN,AN,AN,0.630684296,94019.31133,0,195.689,0.21,0.28,0.14
10/10/1999,5848,1395,817,686,585,265,98,1372,4221,5280,3298.737,156,,0,4220.454165,1189,4280,2364.139,150,,0,1055.612494,1393,2612,694.603,76,,0,1392.795831,4320,6555,4227,15102,14349,2177,2930,90.065,139.662,137.468,4500,2000,8.795255891,AN,AN,AN,0.630684296,93538.79993,0,195.132,0.21,0.28,0.14
10/11/1999,6260,1828,418,240,902,205,7,29,4976,5392,3297.291,107,,0,4769.974999,1037,5296,2355.73,111,,0,1167.462493,1647,2686,692.417,63,,0,1646.891665,4345,6550,4222,15117,14093,719,1743,89.386,138.81,138.121,4500,2000,8.795255891,AN,AN,AN,0.630684296,93631.83493,0,194.479,0.21,0.28,0.14
10/12/1999,4741,2261,685,83,664,145,9,252,3552,5597,3292.954,142,,0,3552.429163,1352,4194,2349.802,146,,0,1351.299995,1348,2474,690.041,73,,0,1349.099998,6486,3360,4229,14075,13916,1651,1810,88.823,138.431,138.683,3750,2000,8.795255891,AN,AN,AN,0.630684296,92502.67235,0,193.917,0.21,0.28,0.14
10/13/1999,4964,1665,155,469,738,287.5,68,475,3769,5535,3289.098,199,,0,3789.93333,1868,3997,2345.186,197,,0,1866.766663,1237,2649,687.095,72,,0,1235.724998,4690,6635,4231,15556,13188,1007,3375,88.037,137.46,139.246,3000,2000,8.795255891,AN,AN,AN,0.630684296,91667.47206,0,193.354,0.21,0.28,0.14
10/14/1999,4058,472,343,327,893,430,72,406.5,2540,5398,3283.079,177,,0,2540.420828,541,5859,2334.204,158,,0,480.2416573,987,2628,683.697,72,,0,986.8416638,3473,6559,4207,14239,12204,-1681,354,87.255,136.386,139.718,2500,2000,8.795255891,AN,AN,AN,0.630684296,89624.51929,0,192.882,0.21,0.28,0.14
10/15/1999,5199,371.5,350,784,861,100,0,338,3861,5275,3279.95,198,,0,3895.462497,911,2709,2330.551,102,,0,969.2791636,948,2652,680.205,56,,0,947.449997,1793,6571,4261,12625,11509,873,1989,86.587,136.404,139.718,2300,2000,8.795255891,AN,AN,AN,0.630684296,89038.75582,0,192.882,0.21,0.28,0.14
10/16/1999,5499,271,707,580,289,561,36,143,4689,5834,3277.062,248,,0,4625.966664,2782,3778,2328.079,191,,0,2722.699998,1427,2645,677.658,66,,0,1426.887498,2184,5908,4280,12372,11046,-1211,115,85.81,136.404,138.778,2300,2000,8.795255891,AN,AN,AN,0.630684296,89212.78469,0,193.822,0.21,0.28,0.14
10/17/1999,8998,1450,1064,562,559,386.5,43,349,7905,5644,3281.153,198,,0,7904.545837,3282,2225,2329.844,225,,0,3339.854168,1529,2651,675.314,59,,0,1528.233331,2717,5007,4239,11963,10597,77,1443,85.037,136.529,138.027,2300,2000,8.795255891,AN,AN,AN,0.630684296,92656.6913,0,194.573,0.21,0.28,0.14
10/18/1999,5723,1028,345,445.6666667,471,212,0,18,4332,5518,3278.506,149,,0,4332.470831,3032,3154,2328.903,115,,0,2794.579166,1048,2653,672.034,50,,0,1049.333331,4355,3177,4241,11773,10625,-700,448,84.377,136.672,137.003,2300,2000,8.795255891,AN,AN,AN,0.630684296,92356.32756,0,195.597,0.21,0.28,0.14
10/19/1999,4563,1673,474,329.3333333,383,357.5,0,272,3215,5600,3273.452,155,,0,3206.941662,2991,4507,2325.608,85,,0,2930.770831,1130,2646,668.941,44,,0,1130.612497,4572,2975,4238,11785,10689,-2064,-968,83.5,137.012,136.171,2450,2000,8.795255891,AN,AN,AN,0.630684296,90945.45285,0,196.429,0.21,0.28,0.14
10/20/1999,5199,238,812,213,708,503,31,230,3851,5573,3269.602,134,,0,3765.95833,2677,4247,2322.435,89,,0,2736.279164,1075,2575,665.866,50,,0,1074.687497,4070,3418,4243,11731,10817,-1578,-664,82.845,137.316,135.526,2450,2000,8.795255891,AN,AN,AN,0.630684296,90164.13853,0,197.074,0.21,0.28,0.14
10/21/1999,5478,1493,679.5,214,650,426,21,188,4478,5572,3267.194,120,,0,4477.966665,3020,6283,2315.862,110,,0,3079.112494,1068,2555,662.795,62,,0,1068.704164,4101,3432,4255,11788,10866,-3544,-2622,82.084,137.406,135.159,2450,2000,8.795255891,AN,AN,AN,0.630684296,90133.89827,0,197.441,0.21,0.28,0.14
10/22/1999,6202,1839,547,256,472,349,36,358,4723,4846,3266.712,120,,0,4722.991666,3666,5134,2312.581,127,,0,3606.829164,982,2556,659.537,68,,0,981.4249972,4062,3463,4294,11819,10597,-1939,-717,81.327,137.711,134.61,2450,2000,8.795255891,AN,AN,AN,0.630684296,90350.19503,0,197.99,0.21,0.28,0.14
10/23/1999,6286,786,547,382,327,298.5,85,403.5,4784,5292,3265.509,99,,0,4784.487499,3018,5525,2307.431,89,,0,3017.541662,918,2553,656.208,43,,0,917.6291638,3379,3477,4301,11157,10423,-2947,-2213,80.573,137.927,133.61,2450,2000,8.795255891,AN,AN,AN,0.630684296,90617.17277,0,198.99,0.21,0.28,0.14
10/24/1999,5971,937,252,508,560,248,55,449,4492,5334,3263.824,7,,0,4491.479165,2673,1464,2309.771,89,,0,2732.750002,1377,2604,653.713,31,,0,1377.104165,3764,3524,4286,11574,10881,1479,2172,79.822,138.395,132.976,2450,2000,8.795255891,AN,AN,AN,0.630684296,90577.7933,0,199.624,0.21,0.28,0.14
10/25/1999,5742,570,392,184,288,270,0,452,4985,6387,3260.946,49,,0,4985.008331,2521,4635,2305.327,68,,0,2462.48333,1059,2647,650.479,43,,0,1059.524997,4134,3402,4276,11812,10831,-2838,-1857,79.076,138.792,132.256,2450,2000,8.795255891,AN,AN,AN,0.630684296,91033.91197,0,200,0.21,0.28,0.14
10/26/1999,5898,1200,514,199,456,193.5,0,360.5,4542,4820,3260.229,99,,0,4557.512499,2866,5006,2300,97,,0,2417.304162,990,2660,647.082,43,,0,990.3458304,4037,3444,4288,11769,10923,-1563,-717,78.331,139.118,131.897,2450,2000,8.795255891,AN,AN,AN,0.630684296,91039.72887,0,200,0.21,0.35,0.14
10/27/1999,7382,5225,1053,575,208,117,54,269,5319,5234,3260.229,85,,0,5319,4515,7110,2295.99,50,,0,5138.291663,1110,2546,644.147,43,,0,1109.270831,4127,3418,4285,11830,11117,-3773,-3060,77.696,139.844,131.45,2450,2000,8.795255891,AN,AN,AN,0.630684296,91806.74242,0,200,3.93,1.3,2.5
10/28/1999,10620,3480,1930,1665,337,684,31,1441,8441,5393,3266.232,21,,1.75,8440.512505,5030,5357,2295.057,25,,2.04,4911.612499,1588,2676,641.946,21,,0.34,1587.329165,4281,3448,4294,12023,11281,-2145,-1403,77.274,140.901,131.45,2450,2000,8.795255891,AN,AN,AN,0.630684296,95656.91781,2.04,200,7.83,3.8,5.45
10/29/1999,8022,1660,1290,840,329,408,42,316,6536,5395,3268.397,49,,0,6535.520835,3526,6745,2288.655,67,,1.02,3584.324995,1395,2535,639.662,12,,0,1395.483331,5403,3198,4272,12873,11814,-2861,-1802,76.539,141.358,130.915,2450,2000,8.795255891,AN,AN,AN,0.630684296,97409.59275,2.9988,200,7.83,3.8,5.45
10/30/1999,9114,2333,524,659,243,347,73,48,7651,5347,3272.729,134,,0,7665.050004,3581,1377,2292.844,34,,0,3522.95417,1281,2530,637.113,36,,0,1280.879165,6226,3446,4246,13918,12134,2880,4664,75.807,142.24,130.292,2450,2000,8.795255891,AN,AN,AN,0.630684296,100204.1631,2.908836,200,7.83,3.8,5.45
10/31/1999,7950,1768,515,905,248,238,0,264,6976,5691,3275.136,71,,0,6975.529169,2630,1623,2294.707,67,,0,2629.262502,1190,2289,634.837,48,,0,1189.516665,6751,3033,4431,14215,12172,2569,4612,75.39,142.608,129.407,2552,2000,8.795255891,AN,AN,AN,0.630684296,102169.4841,2.82157092,200,7.83,3.8,5.45
11/1/1999,7021,802,201,484,492,129,186,480,5176,4984,3275.377,120,,0,5225.504167,3590,4173,2293.426,63,,0,3590.162499,1166,2559,632.015,30,,0,1166.241664,7244,2957,4248,14449,12239,523,2733,75.39,143.329,128.173,2450,2000,8.795255891,AN,AN,AN,0.801199337,102286.5141,2.736923792,200,7.83,3.8,5.45
11/2/1999,6891,682,178,740,56,357,37,339,5255,5363,3274.896,134,,0,5254.495833,3258,2729,2294.475,59,,0,3316.870834,1067,2256,629.573,42,,0,1066.824998,6772,3401,4251,14424,11628,1280,4076,75.39,143.96,126.948,2450,2000,8.795255891,AN,AN,AN,0.801199337,102426.6842,2.654816079,200,7.83,3.8,5.45
11/3/1999,5684,1526,198,639.5,450,585,66,301,4184,5312,3272.49,85,,0,4183.974998,3600,2238,2296.922,70,,0,3541.695835,937,2552,626.32,24,,0,935.9458306,4270,4554,4254,13078,11417,1315,2976,75.39,144,125.643,2450,2000,8.795255891,AN,AN,AN,0.801199337,101489.325,2.575171596,200,7.83,3.8,5.45
11/4/1999,4833,1435,115,539,634,129,60,268,4141,6241,3268.156,85,,0,4140.941663,3393,3282,2297.038,52,,0,3392.483333,954,2561,623.068,33,,0,954.4499972,4072,4529,4268,12869,11370,-714,785,75.39,144.741,124.434,2450,2000,8.795255891,AN,AN,AN,0.801199337,100555.8004,2.497916448,200,7.83,3.8,5.45
11/5/1999,5206,875,150.5,154,357,129,0,212.5,3568,5574,3264.065,56,,0,3567.454163,3072,3372,2296.339,52,,0,3071.587499,890,2571,619.657,39,,0,890.2874971,4126,3914,4241,12281,11766,249,764,75.39,145.115,123.147,2450,2000,8.795255891,AN,AN,AN,0.801199337,99095.46456,2.422978955,200,7.83,3.8,5.45
11/6/1999,4175,889,186,432,264,304,13,157,2898,5991,3257.834,49,,0,2898.537495,2071,3541,2302.236,56,,0.34,3513.745833,997,2558,616.519,21,,0,996.9249973,4660,3760,4236,12656,11516,-574,566,75.39,145.8,121.953,2450,2000,8.795255891,AN,AN,AN,0.801199337,97039.22883,2.690289586,200,7.83,3.8,5.45
11/7/1999,4768,2819,599,19920,408,679.5,359,166,3162,5434,3253.284,21,,0,3161.041663,3739,4093,2308.133,30,,0.68,3955.904166,1232,2570,613.829,18,,0,1231.791664,4633,3589,4172,12394,11474,-623,297,75.39,146.2,120.68,2450,2000,8.795255891,AN,AN,AN,0.801199337,95348.30905,3.289580899,200,8.9,3.8,6.36
11/8/1999,6260,4421,936,1161,1064,1055,181,1172,4650,5658,3251.131,77,,1.12,4649.529165,4458,4645,2307.548,48,,0.52,4398.0625,1203,2340,611.515,30,,0.83,1203.358331,6447,4225,4248,14920,12357,-286,2277,75.494,146.766,119.749,2450,2000,8.795255891,AN,AN,AN,0.801199337,95230.42276,3.710893472,200,12.93,5.92,9.14
11/9/1999,6330,2484,820,821,75,694,106,436,4837,5433,3249.934,7,,0,4836.512499,3524,5822,2302.99,0,,0,3524.008329,784,2120,608.846,9,,0,783.3791644,5812,4714,4295,14821,12836,-539,1446,75.494,147.389,119.074,2450,2000,8.795255891,AN,AN,AN,0.801199337,95305.41412,3.599566668,200,12.93,6.02,9.19
11/10/1999,12102,121,287,171,364,333,110,0,9249,5025,3258.313,0,,0,9249.412507,3813,6439,2297.738,22,,0.12,3813.116662,1156,2655,605.822,27,,0,1157.399997,6314,5735,4235,16284,13010,-1109,2165,75.494,147.711,117.813,2450,2000,8.795255891,AN,AN,AN,0.801199337,99789.55592,3.611579668,200,13.13,7.3,9.23
11/11/1999,9366,3796,132,62,68,74,100,475,7365,6166,3260.468,113,,1.36,7365.479169,2147,7722,2286.678,0,,0,2145.916657,1235,2654,602.989,9,,0,1234.695831,7082,4825,4276,16183,13403,-3139,-359,75.494,148.166,116.724,2450,2000,8.795255891,AN,AN,AN,0.801199337,102165.5573,3.503232278,200,13.16,9.06,9.23
11/12/1999,7794,2157,42,64,331,371,39,368,5663,5585,3260.468,78,,0,5663,3379,8376,2276.699,35,,0,3379.920825,1120,2698,599.813,24,,0,1120.766664,9987,4930,4252,19169,13808,-2851,2510,75.494,148.299,115.639,2450,2000,8.795255891,AN,AN,AN,0.801199337,102720.2794,3.398135309,200,13.16,9.07,9.23
11/13/1999,7978,1004,730,66,24,396.6666667,0,261,5809,5312,3261.426,14,,0,5808.991667,2347,4926,2271.605,47,,0,2404.774996,1281,2993,596.371,23,,0,1280.65833,4946,5696,4259,14901,14174,943,1670,75.494,147.408,114.725,2450,2000,8.795255891,AN,AN,AN,0.801199337,103393.2571,3.29619125,200,13.16,9.07,9.23
11/14/1999,6392,1764,50,68,299,422.3333333,62,166,4730,5490,3259.75,85,,0,4730.016665,2966,2736,2271.952,56,,0,2966.945834,1306,2432,594.092,23,,0,1306.004165,5471,5356,4271,15098,14088,3430,4440,75.494,145.564,113.896,2450,2000,8.795255891,AN,AN,AN,0.801199337,102953.6109,3.197305512,200,13.16,9.07,9.23
11/15/1999,8188,2094,452,1667,440,448,78,547,6591,5810,3261.186,56,,0.25,6589.983335,3632,5256,2268.598,9,,0.12,3574.024997,1583,2421,592.43,0,,0.05,1583.074999,5632,4885,4263,14780,14460,973,1293,75.494,144.127,112.574,2450,2000,8.795255891,AN,AN,AN,0.801199337,104395.9137,3.221386347,200,13.83,10.03,9.91
11/16/1999,6801,2343,1169,1580,437,502,187,221,5715,6191,3260.229,7,,0.26,5715.512499,3961,4617,2267.212,43,,0.52,3961.224999,2288,2479,591.992,29,,0,2287.175,7813,3405,4272,15490,13782,495,2203,75.598,143,111.669,2450,2000,8.795255891,AN,AN,AN,0.801199337,104891.6305,3.644744757,200,15.05,11.18,10.78
11/17/1999,8386,3711,499,1383,122,740,111,306,5966,6328,3259.51,0,,0.85,5965.504166,3972,2503,2269.986,13,,0.08,3914.558336,2022,2552,590.942,0,,0.57,2022.624999,7589,5836,4165,17590,14400,3017,6207,75.598,142.074,110.931,2450,2000,8.795255891,AN,AN,AN,0.801199337,105612.5532,3.615402414,200,17.14,12.06,12.69
11/18/1999,7511,1627,133,4440,414,525,145,283,5525,6363,3257.834,0,,0.01,5518.016665,3694,2514,2272.415,13,,0,3751.620835,1552,2164,589.717,6,,0,1552.395832,7667,5778,4172,17617,14133,3092,6576,75.598,140.828,110.277,2450,2000,8.795255891,AN,AN,AN,0.801199337,105849.9422,3.506940342,200,17.22,12.07,12.69
11/19/1999,10526,4179,775,1358,856,857,165,560,7366,5918,3260.706,0,,0.07,7365.966669,4644,3805,2273.572,22,,1,4410.320834,2574,3133,588.579,15,,0,2574.258332,6942,5774,4190,16906,14368,1512,4050,75.807,140.171,109.787,2450,2000,8.795255891,AN,AN,AN,0.801199337,107923.4117,4.401732131,200,19.78,13.1,14.26
11/20/1999,11637,5190,1379,2257,402,1138,209,473,6993,4895,3264.547,0,,1.65,6831.50417,5376,4313,2276.12,13,,0,5610.616669,1758,1664,588.754,6,,0.66,1758.229167,8789,6223,4175,19187,15495,4623,8315,75.911,139.916,109.298,2450,2000,8.795255891,AN,AN,AN,0.801199337,109358.7453,4.269680167,200,21.43,14.8,15.78
11/21/1999,8907,3424,607,1911,27,762,131,203,5389,5146,3265.029,0,,0.01,5389.008334,4062,155,2283.774,48,,0.04,4061.891673,2505,2370,589.017,3,,0.01,2505.595834,10205,6078,4162,20445,15609,7938,12774,75.911,139.208,108.214,2450,2000,8.795255891,AN,AN,AN,0.801199337,109279.8164,4.181589762,200,21.68,14.81,16.03
11/22/1999,8051,1407,1685,1331,306,646,102,351,5226,4792,3265.75,71,,0,5226.504167,2768,5086,2279.249,22,,0,2826.645829,2520,2547,588.929,17,,0,2519.633333,8796,6044,4205,19045,16447,4022,6620,76.016,138.865,107.35,2450,2000,8.795255891,AN,AN,AN,0.801199337,109042.3297,4.056142069,200,22.38,14.81,16.03
11/23/1999,7825,3235,1111,1761,584,530,77,87,5090,4955,3265.991,14,,0,5090.504167,3775,2696,2281.337,26,,0,3774.700002,2754,2546,589.279,32,,0,2754.458334,9170,6162,4167,19499,17072,6875,9302,76.016,138.287,106.462,2450,2000,8.795255891,AN,AN,AN,0.801199337,108680.7174,3.934457807,200,22.38,14.81,16.03
11/24/1999,7771,1747,537,605,263,463.5,68,421,5033,4911,3266.232,64,,0,5096.504167,3125,4268,2278.322,26,,0,2773.937497,2076,2955,587.529,3,,0,2075.708332,9290,6404,4596,20290,16440,4306,8156,76.016,137.083,105.577,2450,2000,8.795255891,AN,AN,AN,0.801199337,108343.1857,3.816424073,200,22.38,14.81,16.03
11/25/1999,7563,2609,442,777,326.5,397,163,254,5242,5714,3265.268,14,,0,5241.983333,2883,3,2284.703,13,,0,3233.087505,1504,2492,585.53,20,,0,1504.170832,7178,6406,4048,17632,15775,7566,9423,76.016,136.172,105.095,2450,2000,8.795255891,AN,AN,AN,0.801199337,108168.0098,3.701931351,200,22.38,14.81,16.03
11/26/1999,7355,1048,107,1258,390,415,305,77,5017,5188,3264.788,71,,0,5017,1965,4634,2279.597,22,,0,2081.724996,1493,2260,583.968,20,,0,1492.491665,5817,6390,4016,16223,15114,3032,4141,76.016,135.568,104.695,2450,2000,8.795255891,AN,AN,AN,0.801199337,107776.6093,3.59087341,200,22.38,14.85,16.03
11/27/1999,7147,2331,373,921,264,333,0,330,5333,6033,3263.344,28,,0,5332.983332,2802,624,2283.774,13,,0,2742.90417,1444,2564,581.711,17,,0,1443.095831,4913,6426,4048,15387,14902,5681,6166,76.016,135.071,104.375,2450,2000,8.795255891,AN,AN,AN,0.801199337,107720.7621,3.483147208,200,22.44,14.85,16.03
11/28/1999,6939,1913,262,1122,4,363.5,66,333,5012,6100,3261.186,0,,0.01,5012.008332,3180,2695.5,2290.866,17,,0,3122.550006,1292,1895,580.496,9,,0,1291.437499,2978,6408,4056,13442,14598,3907.5,2751.5,76.016,135.532,103.975,2450,2000,8.795255891,AN,AN,AN,0.801199337,107346.7324,3.378652792,200,22.44,14.86,16.03
11/29/1999,9235,1648,128,1536,413,394,38,191,7308,6563,3262.622,0,,0,7286.983335,3368,4767,2288.06,9,,0,3361.308331,2128,2198,580.322,17,,0,2127.275,4929,6279,4132,15340,14452,924,1812,76.018,134.629,103.177,2450,2000,8.795255891,AN,AN,AN,0.801199337,109266.3791,3.277293208,200,22.74,15.05,16.08
11/30/1999,13685,4987,1155,861,280,425.5,90,110,8768,5857,3268.397,0,,1.55,8768.562505,4660,4764,2287.841,13,,1.12,4666.5875,2280,2362,580.149,6,,0.34,2280.779167,5201,6006,4176,15383,14903,1920,2400,73.12,134.629,102.541,2350,2000,8.795255891,AN,AN,AN,0.801199337,112571.6226,4.298974412,200,25.71,19.28,18.16
12/1/1999,11940,2840,1471,2340,852,457,21,252,7230,5289,3272.248,0,,0.86,7230.545837,4163,5217,2285.516,0,,0,4044.812498,1980,1761,580.583,0,,0.14,1979.808334,6889,5898,4175,16962,15898,3631,4695,76.12,132.155,101.747,2250,2000,8.795255891,AN,AN,AN,0.745574875,114173.5873,4.17000518,200,26.55,20.42,19.33
12/2/1999,10108,2907,1289,2312,419,63,20,253,7460,6596,3273.933,14,,0.12,7459.520835,3793,4827,2283.658,20,,0.04,3910.258332,2639,2368,581.104,9,,0,2639.670834,7572,6356,4093,18021,17144,3353,4230,76.225,131.547,101.035,2250,2000,8.795255891,AN,AN,AN,0.745574875,115924.4288,4.084905024,200,26.86,20.85,19.72
12/3/1999,8437,1736,927,1261,271,277,45,172,6312,7283,3272.008,0,,0.11,6312.479165,2910,5463,2278.438,20,,0,2851.249996,1930,2610,579.715,20,,0,1929.712499,9036,5313,4042,18391,19055,3699,3035,76.12,129.837,100.167,2250,2000,8.795255891,AN,AN,AN,0.745574875,116440.6865,3.962357873,200,26.86,20.96,20.12
12/4/1999,7530,2170,841,1443,576,222,30,192,5672,7279,3268.638,134,,0,5713.95833,3694,3308,2279.017,36,,0,3635.9125,2366,2550,579.281,35,,0,2366.191666,10914,5321,4017,20252,18790,5653,7115,76.12,128.331,99.224,2250,2000,8.795255891,AN,AN,AN,0.745574875,116332.6105,3.843487137,200,26.86,20.96,20.12
12/5/1999,8722,2272,798,1193,93,206,79,182,6411,6861,3267.676,35,,0,6410.991666,3569,862,2284.355,16,,0,3569.241671,2116,2487,578.5,23,,0,2116.245833,10593,5308,4024,19925,18186,7976,9715,76.12,126.838,98.753,2250,2000,8.795255891,AN,AN,AN,0.745574875,116926.9717,3.728182523,200,26.86,20.96,20.12
12/6/1999,7974,1822,444,498,42,278,12,207,6313,7626,3265.029,21,,0,6312.470831,3047,4607,2281.568,20,,0,3221.887498,1905,2504,577.295,9,,0,1905.479166,7650,6742,4016,18408,17676,2939,3671,76.12,124.8,97.971,2250,2000,8.795255891,AN,AN,AN,0.745574875,117393.0939,3.616337047,200,26.86,20.96,20.12
12/7/1999,8525,2201,1020,346,445,350,76,219,6177,6542,3264.306,0,,0,6177.487499,3448,4539,2278.554,20,,0,3039.441664,1607,2458,575.574,17,,0,1607.329165,7131,6411,4023,17565,17379,3840,4026,76.12,122.8,97.19,2250,2000,8.795255891,AN,AN,AN,0.745574875,117700.9267,3.507846936,200,26.98,21.08,20.29
12/8/1999,8320,1641,1236,1722,655,289,50,177,6028,6599,3263.103,35,,0,6027.487499,2924,4369,2276.815,16,,0,3508.254165,2247,2412,575.229,9,,0,2247.0625,6788,6385,4027,17200,17080,3700,3820,76.12,122.965,96.257,2350,2000,8.795255891,AN,AN,AN,0.745574875,117843.3679,3.402611528,200,27.13,21.09,20.48
12/9/1999,8458,2796,335,1306,536,337,61,177,6312,6291,3263.103,21,,0.4,6312,3590,3565,2276.12,24,,0.24,3238.604166,2119,2276,574.885,17,,0,2119.566666,6476,6226,4022,16724,16753,4621,4592,76.12,121.749,95.405,2617,2000,8.795255891,AN,AN,AN,0.745574875,118263.1995,3.540533182,200,28.45,21.89,20.98
12/10/1999,7079,1906,599,1394,417,365.5,61,221,4863,6291,3260.229,21,,0.21,4863.024998,3177,3382,2275.888,28,,0,3293.033333,2338,2503,574.541,9,,0.09,2338.566666,12921,3237,1739,17897,17018,4842,5721,76.12,120.754,94.555,3500,2000,8.795255891,AN,AN,AN,0.745574875,117213.0645,3.434317187,200,28.99,22.1,21.29
12/11/1999,7648,2813,681,1714,90,394,11,130,5359,6389,3258.073,56,,0,5358.016665,3373,3566,2273.572,40,,0,2438.349998,1212,1597,573.766,6,,0,1212.270833,14090,3235,828,18153,17755,6203,6601,76.12,120.104,94.093,3500,2000,8.795255891,AN,AN,AN,0.745574875,116710.428,3.331287671,200,28.99,22.1,21.34
12/12/1999,7186,1219,742,849,315,45,202,275,5119,6546,3255.2,21,,0,5118.529164,3185,4865,2284.006,16,,0,4119.475009,1571,2682,571.528,17,,0,1570.674998,14833,3309,828,18970,17907,3814,4877,76.12,118.797,93.631,3500,2000,8.795255891,AN,AN,AN,0.745574875,115993.4357,3.231349041,200,29.06,22.1,21.43
12/13/1999,7643,2382,936,653,535,1054,30,284,5877,6928,3253.046,35,,0.15,5877.024998,3264,6164,2277.974,24,,0,3146.866662,1768,2610,569.808,26,,0,1768.833332,17615,2461,678,20754,17786,2084,5052,76.225,117.485,92.787,3500,2000,8.795255891,AN,AN,AN,0.745574875,116070.7889,3.13440857,200,29.67,22.35,21.9
12/14/1999,8268,1196,684,1492,54,666,23,175,5747,5846,3252.807,21,,0,5746.504166,1860,4759,2272.415,20,,0,1976.337495,245,501,569.296,3,,0,245.8666662,17471,781,714,18966,17780,6674,7860,76.225,116.485,92.023,3500,2000,8.795255891,AN,AN,AN,0.745574875,116013.7537,3.040376313,200,29.67,22.35,21.9
12/15/1999,7762,1143,807,1490,206,278,31,1022,5781,5966,3252.328,56,,0,5780.504166,2818,3661,2270.679,32,,0,2817.766665,2276,2477,568.869,14,,0,2275.720833,16251,674,716,17641,17788,5684,5537,75.807,115.868,91.565,3500,2000,8.795255891,AN,AN,AN,0.745574875,115993.5701,2.949165023,200,29.67,22.35,21.9
12/16/1999,7596,2513,810,2185,258,301,90,198,5320,5902,3251.131,21,,0,5319.512499,2263,3654,2267.789,8,,0,2204.958331,5767,5976,568.442,6,,0,5766.720833,16255,764,708,17727,17512,1980,2195,75.598,115.616,91.489,3500,2000,8.795255891,AN,AN,AN,0.745574875,115513.4041,2.860690072,200,29.67,22.35,21.9
