datetime,BND_fnf,ORO_fnf,YRS_fnf,FOL_fnf,NML_fnf,TLG_fnf,MRC_fnf,MIL_fnf,SHA_in,SHA_out,SHA_storage,SHA_evap,SHA_tocs_obs,SHA_precip,SHA_in_fix,ORO_in,ORO_out,ORO_storage,ORO_evap,ORO_tocs_obs,ORO_precip,ORO_in_fix,FOL_in,FOL_out,FOL_storage,FOL_evap,FOL_tocs_obs,FOL_precip,FOL_in_fix,DeltaOut,HRO_pump,TRP_pump,DeltaIn,SAC_in,SAC_gains,Delta_gains,FMD_storage,UNV_storage,HHL_storage,THA_out,WY,SR_WYI,SR_WYT,SR_WYT_rolling,SJR_WYT,8RI,SHA_fci,ORO_fci,FOL_fci,ORO_snowpack,SHA_snowpack,FOL_snowpack
8/5/2001,3257,1542,760,84.25,185,12,15,298,1581,10842,2643.328,183,4552.1,0,1580.445817,1160,1332,1702.114,113,3538,0,1349.7125,713,1844,477.799,73,977,0,712.5458313,3621,4807,4172,12600,13970,-48,-1418,73.528,101.461,71.639,2400,2001,5.656417291,D,D,D,0.446888925,82521.45682,0.195968256,200,80.48,48.19,75.08
8/6/2001,3257,970,602,85.5,336,309,0,298,4318,10150,2631.303,231,4552.1,0,4318.395823,1189,5759,1692.52,125,3538,0,1047.024992,711,1726,475.642,72,977,0,710.5124982,4065,3982,4197,12244,13608,-4027,-5391,72.912,100.935,70.805,2400,2001,5.656417291,D,D,D,0.446888925,82713.7798,0.190089208,200,80.48,48.19,75.08
8/7/2001,4147,951,579,86.75,411,441,31,182,4359,10739,2618.276,188,4552.1,0,4359.220822,1554,6515,1682.498,140,3538,0,1602.241658,832,1860,473.485,59,977,0,831.5124982,4186,4051,4241,12478,13362,-5752,-6636,72.299,99.504,70.044,2402,2001,5.656417291,D,D,D,0.446888925,82937.31163,0.184386532,200,80.48,48.19,75.08
8/8/2001,4699,1347,247,88,581,214,0,181,4428,10654,2605.518,206,4552.1,0,4427.841656,2015,5913,1675.777,148,3538,0,2672.495828,1425,1791,472.637,62,977,0,1425.466666,3952,4032,4225,12209,13220,-5138,-6149,71.892,98.645,69.217,2400,2001,5.656417291,D,D,D,0.446888925,83218.28771,0.178854936,200,80.48,48.19,75.08
8/9/2001,5242,1347,370,109,242,400.5,0,180,3402,9034,2593.809,271,4552.1,0,3401.71249,998,6426,1663.32,148,3538,0,293.5958228,1357,1873,471.491,62,977,0,1357.224999,3660,3408,4250,11318,13106,-4227,-6015,71.283,97.909,68.326,2400,2001,5.656417291,D,D,D,0.446888925,82459.08581,0.173489288,200,80.48,48.19,75.08
8/10/2001,4786,828,410,174,91,587,57,288,3980,10029,2581.334,240,4552.1,0,3979.520823,1591,5106,1656.099,126,3538,0,1591.412494,1116,1932,469.736,69,977,0,1116.187499,3957,2986,4258,11201,13443,-3624,-5866,70.676,97.909,67.507,2400,2001,5.656417291,D,D,D,0.446888925,82315.65234,0.168284609,200,80.48,48.19,75.08
8/11/2001,4494,1135,328,131,249,165,58,293,3595,9483,2569.131,264,4552.1,0,3594.654156,1361,1294,1655.914,113,3538,0,1313.729167,1029,1865,467.981,49,977,0,1029.187499,4288,3308,4237,11833,13733,1091,-809,70.575,97.715,66.896,2400,2001,5.656417291,D,D,D,0.446888925,81794.52388,0.163236071,200,80.48,48.19,75.08
8/12/2001,2331,1118,259,132,156,338,0,277,2163,9924,2553.335,203,4552.1,0,2163.18332,1121,1235,1655.544,119,3538,0,1167.458333,741,1759,465.844,59,977,0,740.5958315,4697,3116,4262,12075,12916,-2,-843,70.575,97.081,66.152,2400,2001,5.656417291,D,D,D,0.446888925,79867.98101,0.158338989,200,80.48,48.19,75.08
8/13/2001,4333,1125,260,131.5,94,370,0,245,3584,9350,2541.546,178,4552.1,0,3584.379157,1511,6477,1645.492,102,3538,0,1511.116658,646,1781,463.492,51,977,0,646.199998,3650,3376,4187,11213,13676,-3932,-6395,70.072,97.081,65.278,2300,2001,5.656417291,D,D,D,0.446888925,79458.96112,0.153588819,200,80.48,48.19,75.08
8/14/2001,5336,1204,450,131,208,202,0,278,5981,10843,2531.421,243,4552.1,0,5981.312491,1471,6594,1635.118,107,3538,0,1470.774991,1043,1782,461.83,99,977,0,1043.074999,3548,4369,4178,12095,13270,-5949,-7124,69.571,96.615,64.409,2100,2001,5.656417291,D,D,D,0.446888925,81467.32555,0.148981155,200,80.48,48.19,75.08
8/15/2001,5523,1205,258,35,284.5,34,0,225,6265,10382,2522.772,243,4552.1,0,6264.462493,1599,5713,1626.705,127,3538,0,1598.445826,830,2067,459.261,58,977,0,829.7958312,2900,4450,4136,11486,13200,-4962,-6676,68.871,95.918,64.077,2000,2001,5.656417291,D,D,D,0.446888925,83658.42177,0.14451172,200,80.48,48.19,75.08
8/16/2001,4354,1027,503,54,361,148,7,226,3966,9008,2512.327,224,4552.1,0,3965.979158,1979,5611,1619.415,136,3538,0,2071.624994,850,1694,457.447,71,977,0,850.4416651,3434,4399,4216,12049,13398,-2915,-4264,68.275,95.754,63.148,2000,2001,5.656417291,D,D,D,0.446888925,83441.47984,0.140176368,200,80.48,48.19,75.08
8/17/2001,5195,467,296,64,554,292,0,100,3896,8169,2503.326,265,4552.1,0,3895.995826,987,6407,1608.16,162,3538,0,894.6041571,1041,1763,455.875,71,977,0,1041.449999,2971,4677,3763,11411,13463,-2876,-4928,67.681,94.671,62.226,2000,2001,5.656417291,D,D,D,0.446888925,83165.40167,0.135971077,200,80.48,48.19,75.08
8/18/2001,2998,931,430,64,258,465,0,152,2047,8196,2490.746,193,4552.1,0,2046.583323,1229,3293,1603.908,126,3538,0,1275.28333,1256,1852,454.528,83,977,0,1255.887499,3012,5207,3467,11686,13447,106,-1655,67.188,94.415,61.441,2000,2001,5.656417291,D,D,D,0.446888925,81053.71491,0.131891945,200,80.48,48.19,75.08
8/19/2001,2402,1201,544,63,236,43,0,151,1555,7745,2478.015,228,4552.1,0,1554.454156,1529,1580,1603.366,132,3538,0,1438.741666,899,1854,452.508,63,977,0,898.5833316,2992,5173,3524,11689,13270,2091,510,66.795,94.039,61.049,2000,2001,5.656417291,D,D,D,0.446888925,78555.48332,0.127935187,200,80.48,48.19,75.08
8/20/2001,4900,726,250,174,199,9,0,152,7651,11421,2470.086,227,4552.1,0,7650.462493,1201,4938,1595.699,129,3538,0,1201.55416,806,2059,449.89,67,977,0,806.0916644,3100,3597,3949,10646,12809,-5609,-7772,66.109,94.039,60.141,2000,2001,5.656417291,D,D,D,0.446888925,82278.17165,0.124097131,200,80.48,48.19,75.08
8/21/2001,4263,1217,405,175,139,207,0,215,3875,7190,2463.163,175,4552.1,0,3874.654161,1457,4846,1588.866,102,3538,0,1503.029161,859,1631,448.26,50,977,0,859.2083319,3832,4194,4144,12170,13040,-627,-1497,65.524,94.025,59.175,2000,2001,5.656417291,D,D,D,0.446888925,82038.91722,0.120374217,200,80.48,48.19,75.08
8/22/2001,5078,752,405,22,200,181.5,0,197,4179,6997,2457.229,174,4552.1,0,4179.274995,1307,4702,1581.874,84,3538,0,1260.866661,917,1394,447.224,45,977,0,916.6833325,3282,4072,4126,11480,12607,-486,-1613,64.942,93.583,58.344,2000,2001,5.656417291,D,D,D,0.446888925,82116.24636,0.116762991,200,80.48,48.19,75.08
8/23/2001,5068,1673,404,57.66666667,424,156,0,235,4031,6627,2451.907,87,4552.1,0,4030.824995,2144,2826,1580.353,84,3538,0,2143.162499,790,2134,444.484,37,977,0,789.583331,3011,3865,4159,11035,12890,1303,-552,64.362,93.21,57.772,1800,2001,5.656417291,D,D,D,0.446888925,82041.25904,0.113260101,200,80.48,48.19,75.08
8/24/2001,4645,1072,300,93.33333333,293,315,0,226,3676,6775,2445.415,174,4552.1,0,3675.949994,1550,7084,1569.2,89,3538,0,1550.029157,841,1780,442.559,32,977,0,841.479165,2601,4243,4127,10971,12296,-3343,-4668,63.688,93.143,56.823,1600,2001,5.656417291,D,D,D,0.446888925,81615.14608,0.109862298,200,80.48,48.19,75.08
8/25/2001,3236,1054,362,129,13850,442,8,227,2395,7575,2434.797,173,4552.1,0,2394.758324,676,3756,1562.979,100,3538,0,719.5791614,1021,1901,440.727,44,977,0,1021.366665,2426,4428,4126,10980,11728,-1504,-2252,63.21,92.864,56.133,1400,2001,5.656417291,D,D,D,0.446888925,79929.1471,0.106566429,200,80.48,48.19,75.08
8/26/2001,2603,2128,404,229,165,559,0,203,2410,8340,2422.669,184,4552.1,0,2409.466656,1884,17,1566.443,120,3538,0,1883.433336,970,1886,438.823,44,977,0,970.0666651,2759,3675,4126,10560,11849,1606,317,62.732,92.705,55.508,1200,2001,5.656417291,D,D,D,0.446888925,78342.1564,0.103369436,200,80.48,48.19,75.08
8/27/2001,4696,1083,248,176,372,676,50,204,3407,7419,2414.266,224,4552.1,0,3406.487493,1483,4358,1560.496,124,3538,0,1483.720828,1040,1874,437.066,52,977,0,1040.179165,3060,3424,4141,10625,12043,-1608,-3026,62.162,92.612,54.639,1200,2001,5.656417291,D,D,D,0.446888925,77831.53607,0.100268353,200,80.48,48.19,75.08
8/28/2001,4878,962,486,176,287,564.6666667,15,319,3718,6996,2407.252,258,4552.1,0,3717.774994,358,4551,1551.913,135,3538,0,358.7374927,1374,1864,435.968,64,977,0,1374.424999,3322,3000,4158,10480,11766,-1645,-2931,61.594,92.891,53.96,1200,2001,5.656417291,D,D,D,0.446888925,77657.73426,0.097260302,200,80.48,48.19,75.08
8/29/2001,5652,1244,631,92,198,453.3333333,0,279,4629,6716,2402.771,172,4552.1,0,4628.829163,469,2397,1547.767,117,3538,0,423.7249965,916,1814,434.075,56,977,0,915.6124984,3001,3327,4185,10513,11962,1035,-414,60.935,93.343,53.04,1200,2001,5.656417291,D,D,D,0.446888925,78403.67671,0.094342493,200,80.48,48.19,75.08
8/30/2001,4637,861,631,89,227.5,342,0,113,3808,7068,2395.761,274,4552.1,0,3807.791661,420,3557,1541.429,103,3538,0,464.5916613,1013,1661,432.699,46,977,0,1013.266666,3133,4015,4240,11388,12460,174,-898,60.372,93.53,52.067,1200,2001,5.656417291,D,D,D,0.446888925,78291.28454,0.091512219,200,80.48,48.19,75.08
8/31/2001,4882,1164,448,227.5,257,170,32,294.5,4299,7316,2389.562,108,4552.1,0,4298.670828,647,1586,1539.321,80,3538,0,603.2166649,982,2036,430.527,41,977,0,981.9499982,4050,3011,4262,11323,12439,1501,385,59.719,93.117,51.102,1200,2001,5.656417291,D,D,D,0.446888925,78675.39114,0.088766852,200,80.48,48.19,75.08
9/1/2001,4060,623,265,366,174,504,0,476,2973,6859,2381.425,216,4552.1,0,2972.595826,356,1016,1537.917,93,3538,0,401.1499988,942,1741,428.861,41,977,0,942.0583319,4576,2670,4211,11457,12218,2602,1841,59.255,93.103,50.563,1200,2001,5.656417291,D,D,D,0.41715471,77714.21741,0.086103846,200,80.48,48.19,75.08
9/2/2001,3937,1766,438,142,287,18,1,262,2438,6931,2372.155,181,4552.1,0,2438.374992,1152,1324,1542.66,99,3538,0,1107.262504,847,1765,426.916,63,977,0,847.3958317,4355,2531,4179,11065,12213,2193,1045,58.792,92.705,50.145,1200,2001,5.656417291,D,D,D,0.41715471,76266.88153,0.083520731,200,80.48,48.19,75.08
9/3/2001,3968,1191,298,290,248,365,0,332,2577,7052,2362.908,187,4552.1,0,2576.970825,369,1632,1539.936,110,3538,0,368.6499977,897,1809,424.982,63,977,0,896.941665,4536,2531,4164,11231,12336,1843,738,58.331,92.122,49.729,1200,2001,5.656417291,D,D,D,0.41715471,75030.50828,0.081015109,200,80.48,48.19,75.08
9/4/2001,4434,299,406,256,258,230,5,345,3644,7517,2354.836,197,4548.76875,0,3644.36666,403,3885,1531.87,102,3530.1875,0,403.4458297,713,1846,422.619,58,975.71875,0,712.6541647,3865,3526,4180,11571,12298,-950,-1677,57.78,91.596,49.137,1200,2001,5.656417291,D,D,D,0.41715471,74923.34953,0.078584656,200,80.48,48.19,75.08
9/5/2001,5086,563,347,222,312,95,0,262,4081,7206,2348.324,158,4545.4375,0,4080.866661,437,3306,1525.928,128,3522.375,0,438.2416616,689,1785,420.331,58,974.4375,0,689.4666647,3798,3303,4297,11398,12698,401,-899,57.14,91.675,48.665,1200,2001,5.656417291,D,D,D,0.41715471,75258.04871,0.076227116,200,80.48,48.19,75.08
9/6/2001,4724,660,144,73,149,147,0,179,3675,7194,2340.854,247,4542.10625,0,3674.874994,248,4250,1518,83,3514.5625,0,335.9666599,861,1807,418.349,53,973.15625,0,860.741665,3552,3856,4269,11677,12765,-486,-1574,56.594,91.346,48.021,1200,2001,5.656417291,D,D,D,0.41715471,75170.02127,0.073940303,200,80.48,48.19,75.08
9/7/2001,5500,1032,300,72,1320,385,25,117.5,4102,6465,2335.89,140,4538.775,0,4102.316662,212,4075,1510.174,77,3506.75,0,206.39166,930,1870,416.366,60,971.875,0,930.2374983,3606,3942,4209,11757,12676,266,-653,56.051,91.438,47.264,1200,2001,5.656417291,D,D,D,0.41715471,75513.83687,0.071722094,200,80.48,48.19,75.08
9/8/2001,4450,958,532,106,736.5,388,0,56,3515,6568,2329.224,308,4535.44375,0,3515.224994,369,921,1508.961,103,3498.9375,0,412.4458323,697,1894,413.888,52,970.59375,0,696.6749979,3582,3933,4236,11751,12551,3168,2368,55.6,91.425,46.743,1200,2001,5.656417291,D,D,D,0.41715471,75253.37002,0.069570431,200,80.48,48.19,75.08
9/9/2001,2197,1232,280,91.66666667,153,391,35,251,1027,6532,2317.807,251,4532.1125,0,1026.929157,1023,17,1509.48,88,3491.125,0,366.6625004,651,1831,411.435,57,969.3125,0,651.2791646,3975,3384,4247,11606,12528,4148,3226,55.151,91.412,46.224,1200,2001,5.656417291,D,D,D,0.41715471,72517.63067,0.067483318,200,80.48,48.19,75.08
9/10/2001,5141,1539,514,77.33333333,174,432.5,0,252,3782,6136,2312.883,128,4528.78125,0,3781.483329,491,2298,1506.883,71,3483.3125,0,1059.679164,688,1871,408.985,52,968.03125,0,687.7916646,4624,3022,4184,11830,12915,2610,1525,54.703,90.914,45.537,1200,2001,5.656417291,D,D,D,0.41715471,72673.23247,0.065458818,200,80.48,48.19,75.08
9/11/2001,5425,1291,280,63,369,474,0,107,3803,5438,2309.475,83,4525.45,0,3802.799997,992,5530,1496.868,77,3475.5,0,557.7708248,854,1776,407.095,31,966.75,0,854.1249984,4036,3891,4254,12181,12680,-64,-563,54.168,91.124,44.742,1200,2001,5.656417291,D,D,D,0.41715471,72842.37084,0.063495054,200,80.48,48.19,75.08
9/12/2001,5218,895,205,198,349,86,1,332,3678,5386,2305.877,106,4522.11875,0,3678.00833,7,1940,1493.684,65,3467.6875,0,399.7333306,869,1843,405.083,40,965.46875,0,868.616665,3871,3984,4179,12034,12751,3582,2865,53.636,91.111,44.233,1200,2001,5.656417291,D,D,D,0.41715471,72878.26063,0.061590202,200,80.48,48.19,75.08
9/13/2001,5267,1217,298,60,296,132,23,206,4193,5895,2302.28,111,4518.7875,0,4192.512497,481,1798,1491.019,70,3459.875,0,524.3958311,644,1893,402.523,42,964.1875,0,644.3333312,4868,3474,4236,12578,13323,3737,2992,53.194,91.281,43.504,1200,2001,5.656417291,D,D,D,0.41715471,73426.8601,0.059742496,200,80.48,48.19,75.08
9/14/2001,5107,1243,393,74.5,351,178,6,71,3976,5891,2298.317,83,4515.45625,0,3975.987497,1178,1570,1490.246,85,3452.0625,0,1265.279166,835,1351,401.416,42,962.90625,0,834.8874991,5348,3443,3814,12605,12928,4116,3793,52.7,90.797,42.8,1200,2001,5.656417291,D,D,D,0.41715471,73731.50459,0.057950221,200,80.48,48.19,75.08
9/15/2001,4734,1244,289,89,215,409,24,165,3679,6741,2291.915,166,4512.125,0,3679.324995,453,582,1489.731,88,3444.25,0,410.3541662,852,1663,399.755,26,961.625,0,851.5791653,4736,3962,3560,12258,12403,3417,3272,52.2,90.914,42.1,1200,2001,5.656417291,D,D,D,0.41715471,73724.25435,0.056211715,200,80.48,48.19,75.08
9/16/2001,4534,1265,289,73.5,248,134,0,2,3743,6363,2286.455,133,4508.79375,0,3743.249995,980,21,1491.363,93,3436.4375,0,936.8000014,767,1783,397.634,53,960.34375,0,766.6624982,4277,3967,3576,11820,12336,4169,3653,51.7,91.071,41.4,1200,2001,5.656417291,D,D,D,0.41715471,73781.29163,0.054525363,200,80.48,48.19,75.08
9/17/2001,4130,1374,456,58,141,266,46,158,3298,6660,2279.502,143,4505.4625,0,3297.529161,1380,1784,1491.105,73,3428.625,0,1726.925,965,2190,395.104,51,959.0625,0,965.4583312,3970,4264,3578,11812,12505,1871,1178,51.186,91.241,41.241,1200,2001,5.656417291,D,D,D,0.41715471,73389.75621,0.052889602,200,80.48,48.19,75.08
9/18/2001,4658,947,183,59,117,398,0,287,3245,6200,2273.324,160,4502.13125,0,3245.258328,1982,1776,1490.074,76,3420.8125,0,1332.204166,1374,2016,393.736,48,957.78125,0,1374.299999,3951,3898,4068,11917,12427,2435,1925,50.668,91.241,40.481,1200,2001,5.656417291,D,D,D,0.41715471,72965.52673,0.051302914,200,80.48,48.19,75.08
9/19/2001,4581,1434,37,133,758,337,0,288,3128,6750,2265.835,154,4498.8,0,3128.295827,1851,1509,1491.105,82,3413,0,2110.795834,1138,1768,392.441,23,956.5,0,1138.104166,3783,3956,4235,11974,12223,2196,1947,50.067,91.24,39.728,1200,2001,5.656417291,D,D,D,0.41715471,72445.54622,0.049763827,200,80.48,48.19,75.08
9/20/2001,4088,415,274,244.5,359,276,0,247.5,3209,7149,2257.63,197,4495.46875,0,3209.312493,934,1325,1490.246,85,3405.1875,0,976.9208326,763,1705,390.481,46,955.21875,0,762.8333317,4062,3407,4170,11639,11910,1731,1460,49.64,91.24,39.141,1200,2001,5.656417291,D,D,D,0.41715471,72032.5814,0.048270912,200,80.48,48.19,75.08
9/21/2001,4092,823,176,356,180,215,31,207,3277,7148,2249.626,164,4492.1375,0,3276.649993,1751,1851,1489.817,117,3397.375,0,1751.7125,1001,1719,388.994,32,953.9375,0,1001.304165,4045,3391,4132,11568,12255,1537,850,49.045,91.202,39.611,1200,2001,5.656417291,D,D,D,0.41715471,71707.60232,0.046822785,200,80.48,48.19,75.08
9/22/2001,4040,1522,314,264,357,403,1,212,2791,6676,2241.639,142,4488.80625,0,2791.220827,2324,807,1492.652,88,3389.5625,0,2324.312502,622,1885,386.426,32,952.65625,0,622.2999978,4486,2927,4135,11548,12098,2730,2180,48.454,91.071,38.558,1200,2001,5.656417291,D,D,D,0.41715471,70913.44303,0.045418101,200,80.48,48.19,75.08
9/23/2001,4408,852,74,172,210,329,8,315,2980,6581,2234.236,131,4485.475,0,2979.65416,1820,257,1495.577,88,3381.75,0,1819.687502,527,2035,383.35,43,951.375,0,527.1833307,4180,3732,4146,12058,11624,2751,3185,47.95,91.058,38,1200,2001,5.656417291,D,D,D,0.41715471,70347.42504,0.044055558,200,80.48,48.19,75.08
9/24/2001,5288,1314,74,362,153,384.6666667,0,316,3853,6582,2228.499,163,4482.14375,0,3852.595828,1424,2860,1492.738,82,3373.9375,0.28,1510.670831,592,1656,381.146,47,950.09375,0,591.8166648,3728,2761,4097,10586,11842,744,-512,47.388,91.045,38.347,1200,2001,5.656417291,D,D,D,0.41715471,70682.64962,0.322733891,200,80.73,48.19,75.08
9/25/2001,5686,1315,255,452,471,440.3333333,38,118,4153,6665,2223.333,92,4478.8125,0.65,4152.474996,1808,3497,1489.13,44,3366.125,0.12,1721.966664,652,1787,378.816,40,948.8125,0.44,652.2916647,6340,3332,4268,13940,12354,405,1991,46.619,91.124,38.347,1200,2001,5.656417291,D,D,D,0.41715471,71300.99213,0.433051875,200,82.24,48.84,76
9/26/2001,5026,1084,149,438,180,496,55,149,3336,6234,2217.445,70,4475.48125,0.3,3335.466662,1706,2187,1488.015,82,3358.3125,0,1706.854166,686,1626,376.901,25,947.53125,0,685.5208317,6795,3488,3771,14054,11920,1873,4007,45.96,91.124,38.137,1200,2001,5.656417291,D,D,D,0.41715471,71071.40919,0.420060318,200,82.24,49.14,76
9/27/2001,4638,1297,139,343,271,205,0,25,2893,5339,2212.476,59,4472.15,0,2892.795829,2324,4115,1484.416,67,3350.5,0,2367.504164,761,1762,374.855,31,946.25,0,761.4749983,5459,4892,3599,13950,11924,708,2734,45.143,91.124,37.822,1200,2001,5.656417291,D,D,D,0.41715471,70410.63456,0.407458509,200,82.24,49.14,76
9/28/2001,4998,1298,288,119,31,140,0,204,3012,5087,2208.06,151,4468.81875,0,3011.599996,2001,1804,1484.586,67,3342.6875,0,1956.708333,754,1788,372.743,31,944.96875,0,754.1999982,4865,3791,4034,12690,12000,3321,4011,44.414,91.111,37.561,1200,2001,5.656417291,D,D,D,0.41715471,69901.70283,0.395234754,200,82.24,49.14,76
9/29/2001,4593,1347,187,119,241,242,17,205,3011,5259,2203.302,151,4465.4875,0,3011.174996,1846,2121,1483.902,70,3334.875,0,1846.149999,1138,1733,371.502,31,943.6875,0,1138.329166,4490,3934,4201,12625,11900,2787,3512,44.334,91.097,37.614,1200,2001,5.656417291,D,D,D,0.41715471,69417.79268,0.383377711,200,82.24,49.14,76
9/30/2001,5078,871,308,109,365,28,0,179,3485,5152,2199.643,178,4462.15625,0,3485.254164,1971,17,1487.5,96,3327.0625,0,1926.99167,4,1877,367.582,103,942.40625,0,3.666663339,4115,4042,4196,12353,11600,4554,5307,44.253,91.294,37.561,1200,2001,5.656417291,D,D,D,0.41715471,69432.15721,0.37187638,200,82.24,49.14,76
10/1/2001,4745,912,112,99,564,449,24,153,3130,5074,2195.436,177,4458.825,0,3129.97083,2060,5285,1480.651,143,3319.25,0,1974.962494,469,1644,365.113,70,941.125,0,469.2124979,3741,3853,4175,11769,11100,-903,-234,44.253,92.36,37.509,1200,2002,6.263111725,D,D,D,0.424302148,100000,0,200,0,0,0
10/2/2001,5118,395,237,280,6,169,0,142,3573,4556,2193.241,124,4455.49375,0,3573.354165,1716,2775,1478.6,148,3311.4375,0,1888.954165,429,1825,362.271,37,939.84375,0,429.1583309,3660,3917,4184,11761,10750,1594,2605,44.253,92.731,37.457,1200,2002,6.263111725,D,D,D,0.424302148,98573.35416,0,200,0,0,0
10/3/2001,4624,630,373,74,184,191.25,79,53,3613,5015,2190.131,166,4452.1625,0,3613.041664,2181,3336,1476.04,136,3303.625,0,2181.333331,254,1841,359.049,37,938.5625,0,253.5749973,3514,3671,4200,11385,10405,213,1193,44.173,92.917,37.405,1200,2002,6.263111725,D,D,D,0.424302148,97257.72812,0,200,0,0,0
10/4/2001,3370,543,101,55,165,213.5,0,109,2350,4951,2180.85,150,4448.83125,0,421.8291588,2124,2582,1475.016,101,3295.8125,0,2166.733332,303,1846,355.918,36,937.28125,0,303.454164,3368,2493,4138,9999,9447,68,620,44.173,93.13,37.301,1200,2002,6.263111725,D,D,D,0.424302148,92816.67087,0,200,0,0,0
10/5/2001,3371,986,217,56,648,235.75,0,373,3715,4115,2179.759,150,4445.5,0,3714.954166,2786,2507,1475.272,65,3288,0,2701.066667,153,1724,352.731,36,936,0,153.2208306,2832,1950,4240,9022,9848,1502,676,44.092,93.13,37.249,1200,2002,6.263111725,D,D,D,0.424302148,91890.7915,0,200,0,0,0
10/6/2001,3931,986,255,86,648,258,78,134,2858,3879,2177.576,80,4381.6,0,2858.404165,2067,767,1477.746,52,3250.5,0,2066.308335,325,1638,350.077,25,911.4,0,324.9416644,5381,1024,4169,10574,9793,3509,4290,44.012,93.477,37.197,1200,2002,6.263111725,D,D,D,0.424302148,90154.65609,0,200,0,0,0
10/7/2001,4050,835,132,121,34,291.6666667,0,33,2851,3505,2176.121,80,4361.440541,0,2851.437499,2134,13,1481.848,52,3248.135135,0,2133.09167,222,1535,347.424,25,903.6459459,0,222.4458311,4893,577,4164,9634,9216,4163,4581,43.932,93.463,37.094,1200,2002,6.263111725,D,D,D,0.424302148,88498.36078,0,200,0,0,0
10/8/2001,4389,988,273,156,308,325.3333333,31,199,3110,3397,2175.393,80,4341.281081,0,3109.966666,1962,1744,1482.19,46,3245.77027,0,1962.425,349,1472,345.109,44,895.8918919,0,348.8541647,4502,571,4153,9226,8802,2189,2613,43.852,93.637,37.042,1200,2002,6.263111725,D,D,D,0.424302148,87183.40941,0,200,0,0,0
10/9/2001,4572,118,258,138,81,359,11,99,3043,2974,2175.212,160,4321.121622,0,3042.745833,1087,2005,1480.309,74,3243.405405,0,1130.662498,265,1460,342.673,33,888.1378378,0,264.8499979,4150,550,4197,8897,8157,1718,2458,43.771,93.838,36.99,1200,2002,6.263111725,D,D,D,0.424302148,85866.98477,0,200,0,0,0
10/10/2001,4390,921,121,121,295,386,0,99,3514,3661,2174.666,128,4300.962162,0,3513.725,1894,2589,1478.771,80,3241.040541,0,1893.591665,219,1415,340.182,60,880.3837838,0,219.1208312,3488,544,4234,8266,8142,477,601,43.691,94.186,36.887,1200,2002,6.263111725,D,D,D,0.424302148,85087.36053,0,200,0,0,0
10/11/2001,4185,603,153,104,306,413,39,210,3152,3407,2173.938,112,4280.802703,0,3151.966666,1949,3506,1475.442,77,3238.675676,0,1904.629164,293,1745,337.22,41,872.6297297,0,292.6583308,3612,400,4187,8199,7647,-1011,-459,43.612,94.469,36.835,1400,2002,6.263111725,D,D,D,0.424302148,83984.95917,0,200,0,0.01,0
10/12/2001,4895,965,247,60,289,191,0,77,3422,3094,2174.302,144,4260.643243,0,3421.516667,2888,3870,1473.482,92,3236.310811,0,2973.833332,266,1534,334.628,39,864.8756757,0,266.1999978,3061,348,4141,7550,7968,-530,-948,43.532,94.576,36.784,1500,2002,6.263111725,D,D,D,0.424302148,83207.22788,0,200,0,0.01,0
10/13/2001,5300,690,247,16,241,89,22,77.5,3573,2759,2175.757,80,4240.483784,0,3572.562501,1820,2798,1471.098,138,3233.945946,0,1734.066665,270,1238,332.676,16,857.1216216,0,269.866665,3362,351,4100,7813,7719,924,1018,43.452,94.563,36.732,1500,2002,6.263111725,D,D,D,0.424302148,82619.42899,0,200,0,0.01,0
10/14/2001,4259,653,262,21,99,226.5,0,78,2731,2872,2175.212,134,4220.324324,0,2731.229166,2987,3615,1469.907,101,3231.581081,0,3115.537499,231,1598,329.932,16,849.3675676,0,230.5666643,3220,406,4107,7733,7542,-543,-352,43.372,94.819,36.681,1500,2002,6.263111725,D,D,D,0.424302148,81219.6867,0,200,0,0.01,0
10/15/2001,5335,653,257,22,227,364,31,217,3729,3100,2176.121,171,4200.164865,0,3729.287501,1809,3388,1466.423,49,3229.216216,0,1680.48333,243,1578,327.204,40,841.6135135,0,242.633331,2943,344,4248,7535,7115,-951,-531,43.308,94.927,36.609,1500,2002,6.263111725,D,D,D,0.424302148,80887.98987,0,200,0,0.01,0
10/16/2001,5016,697,284,53,208,106,34,175,3091,2736,2176.667,80,4180.005405,0,3091.275,2920,2595,1467.442,68,3226.851351,0,3176.745834,234,1571,324.492,30,833.8594595,0,233.6999977,1015,348,3676,5039,7075,173,-1863,43.244,95.252,36.537,1500,2002,6.263111725,D,D,D,0.424302148,79934.86538,0,200,0,0.01,0
10/17/2001,4894,697,226,90,274,326.5,0,133,3531,3257,2177.03,91,4159.845946,0,3531.0125,2700,3800,1464.641,55,3224.486486,0,2442.829164,164,1546,321.731,10,826.1054054,0,163.995831,2245,366,3527,6138,7389,-1214,-2465,43.181,95.483,36.465,1500,2002,6.263111725,D,D,D,0.424302148,79469.13461,0,200,0,0.01,0
10/18/2001,4766,1356,294,127,288,547,0,107,3614,3394,2177.212,128,4139.686486,0,3613.758333,3472,3799,1463.029,58,3222.121622,0,3044.283332,157,1479,319.053,28,818.3513514,0,156.8416644,3495,0,3443,6938,7381,-1291,-1734,43.117,95.618,36.393,1500,2002,6.263111725,D,D,D,0.424302148,79109.43621,0,200,0,0.01,0
