datetime,SHA_storage,SHA_tocs,SHA_available_storage,SHA_flood_storage,SHA_out,FOL_storage,FOL_tocs,FOL_available_storage,FOL_flood_storage,FOL_out,ORO_storage,ORO_tocs,ORO_available_storage,ORO_flood_storage,ORO_out,YRS_storage,YRS_tocs,YRS_available_storage,YRS_flood_storage,YRS_out,NML_storage,NML_tocs,NML_available_storage,NML_flood_storage,NML_out,DNP_storage,DNP_tocs,DNP_available_storage,DNP_flood_storage,DNP_out,EXC_storage,EXC_tocs,EXC_available_storage,EXC_flood_storage,EXC_out,DEL_TRP_pump,DEL_HRO_pump,DEL_total_outflow,DEL_SWP_allocation,DEL_CVP_allocation,DEL_X2,DEL_SCINDEX,DEL_SJINDEX
1905-10-11,4449.82352852529,4335.333333333333,2552.141648232566,1716.0166744088683,23.913447301144323,934.2686346029419,895.0,1134.9462103561393,1123.9265194720324,8.88333248653534,3310.227207965089,3225.1666666666665,996.5043626832586,660.5011932326431,18.051962803387855,899.9289575199939,874.3333333333334,632.6672471094289,676.0986197403872,5.251343018927628,2275.7109093338904,2170.0,0.0,0.0,15.867768568319999,2029.8762314051671,1690.0,0.0,0.0,26.058049542895294,838.9115501801498,791.2666666666667,0.0,0.0,9.544011810109328,8.528925605472,13.249586754547199,139.54893121336875,2885.6553846169686,2414.6947152055573,69.65437390769979,10.26,4.12
1905-10-12,4430.363172125738,4313.666666666667,2532.8206108490995,1697.9452817397196,24.61935794916268,926.9625781468083,887.0,1123.4280987959303,1113.0732582945031,8.991124469146314,3296.079707965043,3212.733333333333,979.1403134659263,662.1261881014495,17.787734428590678,895.3387054090439,870.5666666666667,626.8856924144155,670.741587086378,5.086625930070955,2261.522129192495,2160.0,0.0,0.0,15.867768568319999,2029.8762314051671,1690.0,0.0,0.0,36.71127266545086,829.374668948541,785.4333333333334,0.0,0.0,8.78826712304151,8.528925605472,13.249586754547199,132.46395230299197,2823.9717556693367,2405.337642707959,68.77544728628023,10.26,4.12
1905-10-13,4411.559748051079,4292.0,2498.9966555696683,1665.1271066746049,25.011913244726987,919.455625575989,879.0,1110.179092879062,1100.3807908200665,9.036938881749421,3282.810320636281,3200.3,958.4546975499763,618.8264935055684,17.17642445669911,890.9131703869506,866.8,620.8334517047974,665.0395889212252,4.954852258985648,2247.1879407868814,2150.0,0.0,0.0,15.867768568319999,2029.8762314051671,1690.0,0.0,0.0,37.05838010288285,820.5183568669364,779.6,0.0,0.0,8.192152695687037,8.528925605472,13.249586754547199,132.59554708295332,2805.2071456986278,2397.318987764052,67.97851066320955,10.26,4.12
1905-10-14,4391.265322401713,4270.333333333333,2474.13731007763,1641.1035017968825,25.529989216372083,911.6749776012148,871.0,1097.7380236395345,1088.5101701976728,9.052192725917555,3267.816706093262,3187.866666666667,939.8267720900061,614.077781822223,16.98335003240656,886.6194090359426,863.0333333333333,615.4196088248613,659.9221640271579,4.849433322117375,2233.0463275875554,2140.0,0.0,0.0,15.867768568319999,2029.8762314051671,1690.0,0.0,0.0,36.88383464863132,812.3005658241851,773.7666666666667,0.0,0.0,7.706779831503695,8.528925605472,13.249586754547199,124.0367766411946,2776.200952351365,2390.3438109654817,67.22476431441578,10.26,4.12
1905-10-15,4371.502672018604,4248.666666666667,2446.3190519807767,1613.9696317143462,25.881492638422124,903.7601865262744,863.0,1099.1187415396198,1090.56710338651,9.33825761897269,3254.5932238231185,3175.4333333333334,922.000776527057,601.1174345848833,16.761938426969515,882.4310666218028,859.2666666666667,613.0633209565997,657.8231255066669,4.805985445281158,2217.1008168706057,2130.0,0.0,0.0,15.867768568319999,2029.8762314051671,1690.0,0.0,0.0,47.477553639056126,804.5257410341184,767.9333333333334,0.0,0.0,7.330432746748443,8.528925605472,13.249586754547199,126.76833177646294,2771.9024815733387,2381.678544040475,66.55556499654635,10.26,4.12
1905-10-16,4351.3905016845165,4227.0,2416.2012701615085,1584.4311082093955,26.14562760749601,896.875085927964,855.0,1092.5621491715376,1084.6129444970268,9.410153500623272,3241.3529382827805,3163.0,905.8823198444854,602.1959818804446,16.74607525805073,878.4906084477913,855.5,611.1872067228668,656.167114426304,4.771227143812189,2201.6603078056983,2120.0,0.0,0.0,15.867768568319999,2029.8762314051671,1690.0,0.0,0.0,36.73507431830326,797.1870193617641,762.1,0.0,0.0,7.030511442578677,8.528925605472,13.249586754547199,129.5699567107596,2779.922224348303,2373.544650959594,65.90910416975771,10.26,4.12
1905-10-17,4330.800179852789,4205.333333333333,2391.317036072659,1560.0288579348626,26.45582351647292,889.1809125897403,847.0,1086.0149834559043,1078.778804876145,9.496216321598137,3228.971887810767,3163.0,890.8565749748363,604.0330395007893,14.300807312356264,874.5849085752487,851.7333333333333,607.3409970915825,652.5161190474101,4.743420502637014,2187.7230516308214,2110.0,0.0,0.0,15.867768568319999,2029.8762314051671,1690.0,0.0,0.0,47.2792065319522,790.1540008117516,756.2666666666667,0.0,0.0,6.777466829016999,8.528925605472,13.249586754547199,126.96215905403346,2762.2748003967695,2366.7553302961664,65.28408179675883,10.26,4.12
1905-10-18,4310.36438938403,4183.666666666667,2370.4930513075797,1539.6160637841003,26.768268508008802,881.5374565956006,839.0,1065.528069472441,1058.9876083840438,9.51194525615343,3219.119411069432,3163.0,874.3162136471117,577.3986898561004,11.87833642766029,870.7070153438814,847.9666666666667,602.0880122288328,647.4327826096915,4.721175189696874,2173.432083059846,2100.0,0.0,0.0,14.919863223146331,2029.8762314051671,1690.0,0.0,0.0,46.90631397059674,783.3084890241715,750.4333333333334,0.0,0.0,6.5750311381676285,8.528925605472,13.249586754547199,122.0649867191836,2755.959110549496,2360.315219220003,64.70656588578963,10.26,4.12
1905-10-19,4289.89800516293,4162.0,2346.3802465703266,1515.8463800611635,26.817899873475884,873.6543179482744,831.0,1045.492158963872,1039.538091791524,9.417524106457202,3209.2840498449427,3163.0,863.6359347062263,592.4590544769715,10.494722033019592,866.8513674254542,844.2,597.4557829330122,642.9542136849128,4.703378939344771,2159.560444628323,2090.0,0.0,0.0,14.206447933433356,2029.8762314051671,1690.0,0.0,0.0,36.661685888674995,776.6654129274408,744.6,0.0,0.0,6.413082585488155,8.528925605472,13.249586754547199,119.40126773740155,2745.6423133606813,2356.4255906608523,64.1862160549285,10.26,4.12
1905-10-20,4268.400171396198,4140.333333333333,2324.0355449610433,1493.7967970661975,26.919883974009252,865.3008268978766,823.0,1020.2122766554248,1014.8036427616269,9.193762393561405,3203.6781873078226,3163.0,851.0996899752176,569.7969363020527,8.916186881737653,863.0135157573791,840.4333333333334,593.4919619063108,639.1249069104865,4.689141939063075,2146.706783469471,2080.0,0.0,0.0,13.643970908260599,2029.8762314051671,1690.0,0.0,0.0,36.88383464863132,770.1842853833896,738.7666666666667,0.0,0.0,6.283523743344586,8.528925605472,13.249586754547199,119.02116078043247,2739.279878214328,2351.230824782788,63.708734151986064,10.26,4.12
1905-10-21,4247.319626255331,4118.666666666667,2300.140892792854,1470.1455508123254,27.018711584985077,856.4240231814674,815.0,1013.1829490461892,1008.3116025877412,9.175263436197604,3197.497603727263,3163.0,842.441804065327,575.6757992174028,7.879442727273537,859.1899010895856,836.6666666666666,589.4890022519185,635.2451646363417,4.677752338837741,2134.45687536878,2070.0,0.0,0.0,13.201847800505858,2029.8762314051671,1690.0,0.0,0.0,26.27821483178055,763.8327166814819,732.9333333333334,0.0,0.0,6.179876669629698,8.528925605472,13.249586754547199,110.49454550969543,2745.6896462210148,2347.209935618268,63.25957288649604,10.26,4.12
1905-10-22,4225.860187388257,4097.0,2277.488490200478,1447.6993515342656,27.02315350860245,848.3861217268255,807.0,1020.4472454281263,1016.0275583711625,9.320205096483836,3193.273896531023,3163.0,833.5878063195244,569.7611427643528,6.971995833585636,855.3776760220176,832.9,584.2914401079582,630.1573894274852,4.641764625644874,2122.688382937761,2060.0,0.0,0.0,12.834788653167562,2029.8762314051671,1690.0,0.0,0.0,24.793388388,757.5847950532891,727.1,0.0,0.0,6.096959010657816,8.528925605472,13.249586754547199,114.93338841463977,2748.932532107186,2344.3226664417675,62.88312081958716,10.26,4.12
1905-10-23,4204.122190895549,4075.3333333333335,2255.961442523734,1426.349800771838,27.118460435771517,841.009916627068,799.0,1010.9538979250563,1007.3005126237854,9.275632143991434,3189.611718873682,3122.977641025641,827.0322940802973,614.1150360167806,14.424944493378836,851.4670585025794,829.1333333333333,579.4805155297886,625.4489453667588,4.61297445509058,2111.220146348408,2050.0,0.0,0.0,12.560004145182575,2020.826644643547,1690.0,0.0,0.0,32.81474374639261,751.4197910840683,721.2666666666667,0.0,0.0,6.030624883480323,8.528925605472,13.249586754547199,127.46224917645625,2747.5836023961842,2341.7925992991377,62.50193793016173,10.26,4.12
1905-10-24,4182.7476643344025,4053.6666666666665,2226.2311742341226,1396.765113196543,27.116091101606152,832.8558183654856,791.0,1022.9756227022967,1019.8243651549094,9.51423229393236,3179.204691728909,3129.4446698901097,817.0163035280488,622.4761959248629,11.374549819909705,847.5852311536956,825.3666666666667,572.9661135565074,619.0250668765865,4.589942318647149,2100.121008316468,2040.0,0.0,0.0,12.259611910831063,2029.8762314051671,1690.0,0.0,0.0,41.850446210515614,745.3211212420249,715.4333333333334,0.0,0.0,5.977557581738302,8.528925605472,13.249586754547199,130.8811777673266,2738.708312215503,2338.732022311901,62.07490120873408,10.26,4.12
1905-10-25,4161.002217851852,4032.0,2197.380273648242,1368.0373638249803,27.249071667104495,825.9117678854069,783.0,1038.8169052430765,1036.2525549400632,9.892986793734009,3173.6744394198186,3135.7160154578755,804.2976932444295,594.7482448649664,8.749655038372433,843.7264359412553,821.6,566.6245174673893,612.7687653228578,4.571516609492415,2088.9194393790617,2030.0,0.0,0.0,11.924190685493432,2029.8762314051671,1690.0,0.0,0.0,36.6478015911775,739.2755187017235,709.6,0.0,0.0,5.935103740344698,8.528925605472,13.249586754547199,123.46681546528137,2736.088491313023,2336.4860687565447,61.65425752486611,10.26,4.12
1905-10-26,4139.818005678667,4010.333333333333,2179.168207313024,1349.920201004079,27.538792317541578,819.3855248876562,775.0,1020.6032503327028,1018.1843975692893,9.95817221215761,3169.359627349184,3141.796698901099,793.2139471731103,571.763831784803,6.331923870055454,839.8860664379697,817.8333333333334,560.6084122266358,606.8296716782836,4.556776042168622,2077.577754477711,2020.0,0.0,0.0,11.664497672150901,2029.8762314051671,1690.0,0.0,0.0,36.54862803762576,733.2723700028157,703.7666666666667,0.0,0.0,5.901140667229811,8.528925605472,13.249586754547199,126.53265882685486,2707.749759884016,2335.1278585931123,61.294410414935584,10.26,4.12
1905-10-27,4119.310221613749,3988.6666666666665,2155.2747304844816,1326.110464089853,27.379285532765056,811.6526088700983,767.0,1003.5001931009003,1002.0884656072653,9.864872613257116,3165.9797034741573,3147.6967536263737,788.3420276796376,575.9539068467145,5.929309080924135,836.0604375020079,814.0666666666666,553.8346713933765,600.1282423010335,4.544983588309606,2066.538982424341,2010.0,0.0,0.0,11.439844087951679,2029.8762314051671,1690.0,0.0,0.0,36.75887597115566,727.3031843770228,697.9333333333334,0.0,0.0,5.873970208737887,8.528925605472,13.249586754547199,124.08496595345898,2699.414391912122,2333.649884853978,60.93851479619184,10.26,4.12
1905-10-28,4097.035200535199,3967.0,2135.151534522046,1306.0451698417346,27.513307873098206,803.333356088949,759.0,1005.7982785623287,1004.3860366188226,9.990384999915372,3165.7092373589103,3153.4161875457876,783.3550902076283,567.5857105988234,3.809954373749326,832.246601019905,810.3,547.6035330482349,593.9621570776424,4.53554962522237,2055.640368087544,2000.0,0.0,0.0,11.2420438652508,2029.8762314051671,1690.0,0.0,0.0,26.522181773518657,721.3611692097219,692.1,0.0,0.0,5.852233841944372,8.528925605472,12.61228484172375,113.1666733825174,2694.6821287896137,2331.5820558875907,60.61480835351058,10.26,4.12
1905-10-29,4075.8451984365756,3945.333333333333,2118.7490468584983,1289.6899815925035,27.897553182914674,795.8893512500348,751.0,1001.0612018007291,999.707523514393,10.052751934099438,3165.341200334736,3158.970045714286,777.4708736172172,555.9428398867562,3.887982142212968,828.4421985008894,806.5333333333333,542.5035418612065,588.9231412548265,4.563415347254909,2044.8491671967408,1990.0,0.0,0.0,11.095593439136383,2029.8762314051671,1690.0,0.0,0.0,26.286148716064833,715.4408904092145,686.2666666666667,0.0,0.0,5.834844748509568,8.528925605472,7.922368457324524,120.15856374723714,2689.7706558793116,2329.665832941583,60.368386681472856,10.26,4.12
1905-10-30,4055.7155130091746,3923.6666666666665,2100.650634723789,1271.618588072111,28.163078356458154,788.1332604690925,743.0,994.4500077380324,992.6787782282961,10.10026531616145,3164.0021768659167,3161.6917876923076,774.7090725579949,563.8987045615215,5.952178502373226,824.7869947223529,802.7666666666667,537.631621598946,584.1090753724899,4.5857079248809445,2034.2633654922831,1980.0,0.0,0.0,10.971752767677572,2029.8762314051671,1690.0,0.0,0.0,48.09838008429138,709.5380007021419,680.4333333333334,0.0,0.0,5.860642564603904,8.528925605472,4.459417747789303,130.23780437678968,2687.2723002203857,2328.6074615555362,60.096802403360385,10.26,4.12
1905-10-31,4035.1802693506147,3902.0,2091.554822840395,1262.5469361030332,29.040405601611198,780.3415571325146,735.0,992.8912480313047,990.9490296929957,10.209126568204525,3163.5850727343877,3163.0,773.886987153596,577.7410839026934,5.085282636064482,821.1094983661905,799.0,532.3422893167844,578.8724725125273,4.6035419869817815,2023.7680028064478,1970.0,0.0,0.0,10.886437585859268,2029.8762314051671,1690.0,0.0,0.0,37.01672721039127,703.8078586331859,674.6,0.0,0.0,5.841571726637176,8.528925605472,4.559805727838807,123.4493557589472,2706.0501647754877,2328.5166947683147,59.78813652476442,10.26,4.12
