datetime,SMI_SOC_leiu,SMI_SOB_leiu,SMI_rate,ARV_SOC_leiu,ARV_OXV_leiu,ARV_LWT_leiu,ARV_KRT_leiu,ARV_rate
1996-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1996-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062398665792871
1997-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214910825897726
1997-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469121526789998
1997-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48128269435751986
1997-04-01,0.0,0.8696982809727821,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-02,0.0,1.7351075851058464,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-03,0.0,2.596227912399193,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-04,0.0,3.453059262852822,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-05,0.0,4.305601636466733,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-06,0.0,5.1538550332409265,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-07,0.0,5.997819453175402,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-08,0.0,6.83749489627016,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-09,0.0,7.6728813625252,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-10,0.0,8.503978851940523,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-11,0.0,9.330787364516128,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-12,0.0,10.153306900252016,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-13,0.0,10.971537459148186,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-14,0.0,11.785479041204637,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-15,0.0,12.59513164642137,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-16,0.0,13.400495274798386,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-17,0.0,14.201569926335685,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-18,0.0,14.998355601033266,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-19,0.0,15.790852298891128,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-20,0.0,16.579060019909274,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-21,0.0,17.362978764087703,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-22,0.0,18.14260853142641,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-23,0.0,18.917949321925402,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-24,0.0,19.689001135584675,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-25,0.0,20.45576397240423,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-26,0.41056284768145157,21.62880068006552,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-27,0.8188162462953628,22.795238961819553,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-28,1.2247601958417338,23.955078817666326,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-29,1.6283946963205644,25.108320247605846,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-04-30,2.0297197477318547,26.254963251638102,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-01,2.4385133111439905,27.422944861387062,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-02,2.854775386556972,28.612265076852726,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-03,3.2785059739707987,29.822923898035086,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-04,3.7097050733854706,31.05492132493415,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-05,4.1483726848009885,32.30825735754991,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-06,4.594508808217352,33.582931995882376,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-07,5.048113443634561,34.87894523993155,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-08,5.5091865910526145,36.19629708969742,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-09,5.977728250471515,37.53498754517999,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-10,6.45373842189126,38.89501660637926,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-11,6.93721710531185,40.276384273295236,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-12,7.428164300733286,41.679090545927906,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-13,7.926580008155567,43.10313542427728,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-14,8.432464227578695,44.548518908343354,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-15,8.945816959002668,46.01524099812614,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-16,9.466638202427486,47.503301693625616,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-17,9.99492795785315,49.0127009948418,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-18,10.53068622527966,50.543438901774685,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-19,11.073913004707013,52.09551541442427,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-20,11.624608296135213,53.668930532790554,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-21,12.182772099564257,55.26368425687353,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-22,12.748404414994148,56.87977658667322,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-23,13.321505242424884,58.517207522189615,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-24,13.902074581856466,60.17597706342271,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-25,14.490112433288893,61.8560852103725,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-26,15.085618796722166,63.55753196303899,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-27,15.688593672156284,65.28031732142219,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-28,16.299037059591246,67.02444128552207,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-29,16.916948959027057,68.78990385533868,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-30,17.54232937046371,70.57670503087198,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-05-31,17.930615737833918,71.58146476812331,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-01,18.320897160572404,72.58747640817175,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-02,18.713169050483394,73.59475825356435,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-03,19.107581156072442,74.60433827734172,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-04,19.504351590976764,75.61767049192608,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-05,19.90321861081502,76.6330734991602,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-06,20.304017772858444,77.64952325546287,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-07,20.706948220230597,78.6683396397978,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-08,21.111791591929716,79.68816524422547,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-09,21.51839564738511,80.70808824455706,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-10,21.92736505821187,81.73195006025571,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-11,22.3382921712307,82.75722193485564,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-12,22.75139054704874,83.78526433583849,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-13,23.16646437227944,84.8148938686382,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-14,23.58356976772732,85.84648909022255,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-15,24.002513951068398,86.87890860616915,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-16,24.423239326905556,87.91184944627186,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-17,24.846112916577436,88.94755834651134,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-18,25.271025512605075,89.9854036850898,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-19,25.69811767167346,91.02624600605739,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-20,26.127658214717346,92.07169363716297,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-21,26.559344337301386,93.11996515620528,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-22,26.9928149731057,94.16896184825148,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-23,27.427875686455067,95.21759487567465,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-24,27.865215074535094,96.26989872527656,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-25,28.305119156771212,97.32753580957554,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-26,28.74764821151255,98.39085632380502,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-27,29.192599490792954,99.45869304737053,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-28,29.64016594575994,100.53216065690592,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-29,30.08940289757138,101.60584843004813,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-06-30,30.540513956922982,102.68095716093774,0.0,0.0,0.0,0.0,0.0,0.4235287710346175
1997-07-01,30.98873934465756,103.74448204461132,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-02,31.434496010832447,104.79882459868796,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-03,31.878285095469913,105.84681145031749,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-04,32.320177545281254,106.88884664654097,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-05,32.75896470655446,107.9182603536112,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-06,33.19482797637671,108.93613602364633,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-07,33.627333125252534,109.94020530410054,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-08,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-09,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-10,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-11,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-12,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-13,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-14,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-15,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-16,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-17,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-18,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-19,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-20,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-21,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
1997-07-22,34.05691565550205,110.93291455515123,0.0,0.0,0.0,0.0,0.0,0.7513190069992416
