,SLS,SLF,MIL,ISB,SLS_stor,FR1_stor,FR2_stor,KN_stor
86,1308.5613463470231,725.7086840388164,408.15299789721035,145.06504903882157,1589.9781506396384,249.98521524407528,274.45016569168746,228.6031516344302
87,1305.159974112378,729.6404252594497,412.8064258696073,143.3631948755716,1588.6488256623393,251.00725496000442,285.2022165344431,232.4012448511747
88,1300.3565321788626,733.572166480083,422.76007168469346,143.79542861676967,1588.1912013979218,250.98800436060492,284.94584399381097,235.9708362501222
89,1297.0811004355771,737.5039077007162,420.66400519248185,144.00034527257762,1587.0772676561564,268.8224811115899,277.21052339110827,238.40971426254407
90,1293.5886063708847,741.4356489213495,428.94271882480865,143.0757326206553,1585.5240867584507,270.1938264751676,291.29933638750276,241.32845898490163
91,1290.232023414842,745.3673901419828,443.9344629474202,142.53057372436322,1583.395747596154,273.52530843826804,297.14732082488376,244.79464172286623
92,1286.1759269600677,749.2991313626161,453.11392934790166,143.44441082677048,1581.3917636679982,250.2506841568391,314.2362189449919,248.8241302450062
93,1282.478411356567,753.2308725832494,446.92820318658084,144.9829048079681,1579.15355412271,237.36920623599573,371.98209447323615,265.0043625483372
94,1278.395697276811,757.1626138038827,491.79260079398165,158.65753490034805,1577.0663174365443,231.86588988391884,406.1928100313314,297.0518988239048
95,1273.9541470150766,761.094355024516,520.5,190.70507117591566,1575.4888897914798,234.69509404700625,390.4067698890477,306.7375324993219
96,1269.6585580399412,765.0260962451492,507.5431640208037,200.39070485133274,1574.2753099009174,232.7231873660978,390.3085028888402,309.6066982247319
97,1266.50799859695,768.9578374657825,505.4729903396878,203.2598705767427,1572.280548232713,230.26272615465004,386.0929206767531,309.5387948420974
98,1262.72141235731,772.8895786864158,498.796946916153,203.19196719410823,1570.1406315835152,230.86740535447407,381.0256627123367,308.3388192453571
99,1258.7138254709491,776.8213199070491,494.3343681515605,201.99199159736796,1568.076560600045,229.86756107032394,376.9696245911286,306.67166389312274
100,1254.7492440018461,780.7530611276824,489.27848574620225,200.32483624513358,1566.0453298650446,229.16545704927552,373.72207714278346,304.8338781245808
101,1250.8966618129011,784.6848023483157,485.32883427680883,198.48705047659163,1563.9349400983558,228.87983243876496,371.31005691635187,302.99446207235235
102,1247.0720698488938,788.6165435689489,482.63118943986666,196.64763442436322,1561.7174010750412,229.04130553954909,368.70583863295144,300.7380022897427
103,1243.5464625980887,792.5482847895822,480.18844425725035,194.39117464175357,1559.093728081898,230.5632905705078,364.8703385561862,299.8388757183276
104,1239.4818204092558,796.4800260102155,477.87492921144377,193.4920480703384,1556.602956056955,224.54035456372645,368.73550726288414,298.53246702416754
105,1235.602168365059,800.4117672308488,475.7171619113604,192.18563937617841,1554.0600948555752,225.08192176484084,366.90031984958154,296.98274502836705
106,1231.8374912780735,804.3435084514821,474.4235416991722,190.63591738037786,1551.3501695205478,222.3579057027028,369.4696157162012,296.4935128850081
107,1227.903777139211,808.2752496721154,474.2688215036537,190.14668523701894,1548.6422171037495,216.73209892634685,373.6025821819308,295.43780161772065
108,1223.8590296831442,812.2069908927486,472.77598119302746,189.09097396973152,1546.047270922385,214.6661376139774,374.9133232538321,294.5207724387235
109,1219.042258088153,816.1387321133819,472.0207609525593,188.17394479073437,1544.3373551153782,217.385559228809,374.264545847588,293.71627174027327
110,1215.0655234171422,820.0704733340152,474.09140516114684,187.3694440922841,1542.6724327587488,215.32450336868428,377.21488544828344,292.9187558098714
111,1211.2847543773312,824.0022145546485,474.9806889017175,186.57192816188228,1540.856538221297,216.44222485925712,379.1729588557842,292.6631562880465
112,1206.600918704018,827.9339557752818,478.05648379979107,186.31632864005732,1539.7927381365253,217.86474693022765,381.66499525505094,292.26032123290395
113,1202.8640109441749,831.8656969959151,481.97104227002836,185.91349358491482,1538.5341045909634,219.08286005873174,383.7989391260138,292.69970608006935
114,1199.5739330476783,835.7974382165484,485.3230992694953,186.3528784320802,1536.6338077212647,223.56832497068797,391.6567727978686,295.07964873124524
115,1195.1606896871415,839.7291794371816,497.66639785330636,188.7328210832561,1535.2150129914698,223.9423423315929,392.31199277396144,295.9961000439316
116,1191.5967624838963,843.6609206578149,498.69563519030413,189.64927239594243,1533.4284042442866,228.1636109790198,399.70699587102723,299.39821342016467
117,1188.5707859495492,847.5926618784482,510.3119069347968,193.0513857721755,1530.7360308108173,231.86588988391884,406.1928100313314,304.3858214727072
118,1184.9087304553166,851.5244030990815,520.5,198.03899382471806,1527.7739716509473,231.86477700120747,406.190860434709,305.69425502669515
119,1180.750636282745,855.4561443197148,520.4969375206663,199.34742737870602,1525.0382654430155,230.87197699334916,404.4516299459425,305.3806088804409
120,1176.487114695373,859.3878855403481,517.7649070240413,199.03378123245173,1522.6343396018224,229.7708778062927,402.52267621696757,304.2479716343438
121,1172.4215934347642,863.3196267609814,514.73485410801,197.90114398635464,1520.3641938006049,228.27794423839177,399.90728987687515,303.10490844943536
122,1168.5020727912013,867.2513679816146,510.6265342000167,196.75808080144623,1518.081827422317,226.85438058474807,397.41342878751226,301.85935707562
123,1164.4700105870447,870.6905537324437,506.70910945701013,195.51252942763082,1516.3923374973565,225.69560478118964,395.3834346383972,306.86644334817976
124,1160.976619646491,874.1297394832728,503.5203395043367,197.88774959302611,1514.7570527621208,224.9973451527908,394.16019287250936,311.77633953825864
125,1157.2758655788375,877.5689252341019,501.59883811005,200.16991027874164,1513.3833363437093,224.72685035912514,393.6863282588186,316.22672696878067
126,1154.789213958589,881.008110984931,500.85447870269354,201.98910669972827,1511.0570857947173,224.2772597271104,392.898715720065,320.34244332548616
127,1151.224210687961,884.4472967357601,499.61727553192515,203.4696878680079,1508.8566527655244,223.87402071895082,392.1923039838644,324.4715084424998
128,1147.6913731489851,887.8864824865892,498.50762478756496,204.96029832323788,1506.7498715244783,223.46650759637416,391.47840466703553,328.49743306381924
129,1144.363596376667,891.3256682374183,497.38621234815946,206.34513454019338,1504.5316813049212,223.33573331393845,391.24930855768986,332.22200297490247
130,1141.044854053113,894.7648539882474,497.026341956378,207.42763084874906,1502.1930476580887,222.19517891589945,389.2512354639502,335.84924991094294
131,1137.5431601980108,898.2040397390765,493.8877144645995,208.4134489833101,1499.9169221155294,220.67938889111625,386.5958081827214,339.3715057727801
132,1133.8475170842887,901.6432254899056,489.71649715858734,209.29476621921964,1497.8972539358629,218.67716108215873,383.08821790952294,342.6032505607262
133,1130.496884290202,905.0824112407347,484.2066790764315,209.88602956453337,1495.7890327994544,217.53178498142012,381.0816979460447,345.7694079107663
134,1127.1662562141885,908.5215969915638,481.05478301221467,210.41215558638984,1493.5722539882302,216.44299626279386,379.1743102342487,348.75996063300295
135,1123.7226314106856,911.9607827423929,478.0586065817924,210.76312555528528,1491.3599142296796,215.83623475693364,378.1113588824669,351.86264690876976
136,1120.3120085719759,915.399968493222,476.38889372415036,211.2266772922337,1489.1190115590098,215.434358400135,377.4073342985365,354.9376974821038
137,1116.853387953626,918.8391542440511,475.2829927834213,211.66304143240941,1486.8975437558609,215.21114003902892,377.0162906077475,357.9524545018203
138,1113.1600299910842,922.2783399948802,474.57632089136155,211.99618865639172,1484.9302481644245,215.0067112641143,376.65816333609325,360.73897747233434
139,1109.0345146014924,925.7175257457093,473.8236378093754,212.05224350956348,1483.6492822117505,214.63840907276096,376.01295544405957,363.74791697139955
140,1105.90122009259,929.1567114965384,472.50456471603735,213.203076135834,1482.0624250171502,214.82152217257698,376.3337409835154,366.80802407368435
141,1102.296047997976,932.5958972473675,472.66443686663234,214.24749261894806,1480.641554166335,215.3965341946095,377.3410722004879,369.09153679711153
142,1098.823285725275,936.0350829981966,473.916315228821,214.74604328560682,1479.2542598373916,215.34974844043964,377.25911086945644,372.1500630729527
143,1095.173245691053,939.4742687490257,473.33127614608554,215.58089488430676,1478.0778197918407,216.48814616617094,376.69564566613576,374.808854473434
144,1092.000228862421,942.9134544998548,473.360255724606,216.03284579656722,1476.635210824093,218.228852237803,376.5803228675171,377.8739876914128
145,1088.263956133692,946.3526402506839,474.4152958776828,216.72096491393964,1475.4896888342455,221.14355141506522,375.6979619633344,380.5092452076361
146,1084.617481424795,949.791826001513,475.87835253013253,217.12727927255594,1474.5514558024656,223.83091438374885,375.6796304550008,383.16248883953176
147,1081.477959858141,953.231011752342,478.0232784333952,217.60614107137908,1473.3135585865105,226.75031506643725,376.3076779575633,385.58048883545985
148,1079.0034756574871,956.6701975031712,481.155629018417,218.07539202220295,1471.1109598203802,232.99594369478174,374.48290493905836,388.0619599056612
149,1075.5241675588677,960.1093832540002,485.33491194166476,218.81799980751697,1468.9484834020404,240.0461820822831,371.04342781503726,390.8261430415021
150,1072.1645959084806,963.5485690048293,488.8276985792438,219.91208532189464,1466.7063928832586,241.1530973373522,373.081314899164,393.61160683846435
151,1068.7875307877712,967.4803102254626,491.97237574911827,221.1832452454187,1463.909626264553,231.6011073811694,385.79658517136477,396.11911691688624
152,1064.9201512470954,971.4120514460959,495.1356560651363,222.4770861714985,1461.0484979658895,230.64324611231348,390.20633025213147,398.21144088030496
153,1060.2745208051967,975.3437926667292,498.587539877047,223.56741755919333,1458.9012588884916,234.5349607420829,389.0459827615146,400.53330996730404
154,1055.5811806141887,979.2755338873625,501.3189070161996,224.77687572077826,1457.5156187814684,234.58548068360474,391.82505027269553,403.10455888859383
155,1051.1065284690637,983.1108887274893,504.1484944689023,226.11894891801992,1456.7692759794436,236.89889637095928,391.8142050998208,405.62649078517336
156,1048.0401165419316,986.8272740549556,506.45106498338214,227.37976601800088,1455.3729597770844,238.99327707101986,391.69665461969873,408.0415830125113
157,1044.5704176356778,990.4246898697617,508.42789520332065,228.51733035690134,1453.848926666173,239.6501734332113,392.99039472075685,410.4326058184021
158,1040.7229654591358,993.9031361719072,510.37853166657027,229.58797859051927,1452.693899429658,243.6647372865079,390.9924518293446,412.99619060747347
159,1037.3101478596168,997.2626129613924,512.3951526284545,230.72064946111345,1451.5922130031765,244.97889590343428,391.72286871540086,415.4569026694453
160,1033.285604526125,1000.5031202382171,514.4397281314372,231.73387558377652,1451.2745626333624,247.2949336496266,391.17534498160524,418.2399962184776
161,1030.183245749223,1003.6246580023814,516.2082421438339,232.90867362919238,1450.937733276286,248.82995080337196,391.35235099461875,421.0364365443469
162,1027.3338641251173,1006.6272262538852,517.9202653105928,234.0414218666226,1450.4477172918118,250.53861154792503,390.83651875764133,424.09365174581006
163,1023.0892677822637,1009.5108249927287,519.1130938181684,235.2943246983948,1451.3186989113474,252.10792067377173,390.47355646088823,427.20467455048845
164,1020.5754503435755,1012.2754542189117,520.319440647262,236.5316317969154,1451.9388687433884,253.95988969879258,388.7776469539358,430.52118694159765
165,1016.8832462685866,1014.9211139324343,520.4755001653305,237.84783891487845,1453.6055829368954,255.53691718425785,387.1853070718022,433.67915652305646
166,1013.7311215769952,1017.4478041332965,520.4337394930585,239.01494038867003,1455.897731621132,255.40060769522154,387.3511273157758,436.9364325506291
167,1010.0723403837475,1019.8555248214982,520.1689065084786,240.20057131586958,1459.440940810414,257.20304404676676,385.8430347037478,440.316818660639
168,1008.2461134745898,1022.1442759970397,520.0659230271249,241.20435470476977,1472.1948273358244,261.37636857676824,382.0609124359498,443.6732682417636
169,1015.1763867720888,1014.640856057409,519.9698359205446,241.97962469047337,1475.8486589008546,261.0479758185489,382.8765945629529,446.97828245107394
170,1012.7193559706807,1016.6916682076295,519.8642777553139,242.505571602939,1479.9087091170725,264.7971581886795,379.7325096441716,450.68898393242836
171,1010.5354649956172,1018.6235108451896,519.7667840708364,243.07215545880038,1484.2208076707936,262.7826552792792,382.4557286480658,454.6640087191229
172,1007.7953250423834,1020.4363839700892,519.5860349296403,244.55534027341528,1489.4601730528489,270.38695800848546,375.72251627854763,458.520695654777
173,1006.8665130354373,1022.1302875823284,519.0713728173181,245.90581070782977,1502.7097598073965,273.10749320316734,374.3999834732108,462.8161184574609
174,1012.3966174019815,1014.9299087041223,518.5277161075721,247.47734764163363,1508.854308095821,278.2035652852051,371.23025809359564,467.11285431799377
175,1012.2627764693268,1016.3858732910408,517.9792601477612,249.03512693243724,1513.6767327299813,283.0415239395122,368.86403962218833,471.5723835666822
176,1009.9893039366824,1017.7228683652988,517.3556149165747,250.69734249041292,1519.435634822528,292.5652218468513,362.40816481493255,476.1011994268243
177,1008.5564087121287,1018.9408939268965,516.7443989385049,252.40377851483566,1525.4094065780307,299.2459200695573,359.42794302571536,481.0149514846652
178,1006.7198050068884,1020.0399499758337,516.3028833562314,254.362903568212,1538.658993332578,301.8083095895856,361.0136704801167,486.37312602109654
179,1011.9118352960427,1021.0200365121104,515.6511028948505,256.6151324692323,1547.7471580365357,304.88029542894174,362.7354571179037,491.68329460719553
180,1011.7477959063947,1013.3321914181442,515.0275319368689,258.8352146147986,1556.1382451065251,308.28393187856415,364.73078922740393,496.5906995576091
181,1009.1994487482143,1014.0743389291001,514.5408199362867,260.8621799105803,1566.7833354839554,315.29878106488115,363.6046830801254,501.37961789665206
182,1009.7120326590223,1014.3846875867005,513.9310084194944,262.7248667689629,1576.1576896327606,313.32120071892064,372.11756773392085,506.4784813591399
183,1009.3516486350179,1014.8993057889502,513.8351472614034,264.79716688722107,1586.2305523113532,318.1297515081131,373.94018241065436,510.88867771534944
184,1008.2941416443311,1014.7417072414493,513.8088526784848,266.1009631923255,1587.718155614633,319.8942814697733,378.8116751425031,515.2188786997929
185,998.7731250168597,1008.3957934329461,513.7832785170443,267.2418268783118,1589.205758917913,322.3234423286985,383.03186122119246,519.0915662965771
186,989.0808842278217,1002.0658946049986,513.9416851310823,267.91280855462014,1590.6933622211932,325.38614942579187,386.4692818856769,523.2800224878708
187,980.2479753822521,995.7520107576065,514.0852513717061,268.7340211475082,1592.180965524473,332.30320606052766,385.91184925122843,527.056967936056
188,970.1792605049196,989.4541418907701,513.8693719376538,269.33437339687606,1593.668568827754,337.0069905992439,387.7734213956711,530.8274413181363
189,959.9389098210473,983.1722880044891,513.7246068466006,270.11717362963196,1595.1561721310336,344.5634172034391,386.9280758788679,534.4097487501201
190,950.0289896611722,976.9064490987638,513.8043314784913,270.67709502295895,1596.6437754343142,347.95092963578054,390.19029477803,537.8793910583269
191,940.1069191927579,970.6566251735941,513.9348844830209,271.18113685407786,1598.1313787375948,351.1531221211342,393.48890574364816,541.3971583251302
192,929.9782540334271,964.4228162289799,514.003836290206,271.7653499306203,1599.618982040875,353.92910825294786,397.13558381762,545.0495477404672
193,919.8672248014229,958.2050222649212,513.951227593798,272.4286587511594,1601.1065853441555,358.60069256505085,398.9576472837126,548.3786313712246
194,910.6508762868708,952.0032432814181,513.9727941446293,272.6998049366759,1602.5941886474359,365.17103768966496,398.86857082446375,551.7143219441197
195,900.4232691692825,945.8174792784706,513.9748808974414,272.73287455851823,1604.0817919507153,371.3014589712428,399.1958941001036,555.1593731779876
196,891.1525454400773,939.6477302560786,513.9230286974856,273.18875313906926,1605.5693952539955,374.41376329431677,402.6176863688724,558.7244898661988
197,881.9111106312171,933.4939962142422,514.0046010784653,273.6635024524848,1607.0569985572765,377.9093972481991,405.5347624110443,562.2761328354244
198,872.7845227318994,927.3562771529613,513.8753739743969,274.10274593328654,1608.544601860557,381.83246177295763,408.175074325215,566.2823715063637
199,862.8091880218764,921.234573072236,514.0641419395001,274.9193494119678,1610.0322051638373,386.0167758460073,410.3500563293232,570.5401301768795
200,854.4329952639805,915.1288839720662,514.0840773125487,275.5090400117739,1611.5198084671174,390.291088525572,412.4396041885371,574.8868673596421
201,846.3061562030709,909.039209852452,514.2442356197023,276.2722697612762,1613.007411770397,395.0844757223758,413.85298170269203,579.6433896656819
202,838.8400084250362,902.9655507133933,513.925791647094,277.2788307343563,1614.4950150736772,398.13795714257213,417.29714665205944,585.1253308134749
203,831.1726757458757,896.9079065548902,513.9909414294231,278.77083110507476,1615.9826183769574,405.90668743513334,415.9823503020686,590.7346266717974
204,822.4069608800968,890.8662773769427,514.0874687006384,280.32541508922816,1617.4702216802375,410.4962638155849,417.7501805929725,596.34392253012
205,814.3427531425847,884.8406631795507,514.1234270516777,281.8851617477901,1618.9578249835176,414.20347567861586,420.33072779411583,602.2995324374461
206,806.2680246678183,879.8092249605903,514.0415186890585,283.6732125131637,1620.4454282867978,418.91874651291363,422.01575116341957,608.1661320969881
207,798.359044132335,875.8896886742525,513.9677550230967,285.40799321731026,1621.933031590078,423.3703962402711,424.03509682629164,613.5032798565954
208,790.4463019652876,871.802450557857,513.7548540182565,286.8095595900881,1623.4206348933571,427.33702144401104,426.75849297628895,618.8264203434991
209,783.5484346098801,867.3350209356252,513.9150259760781,288.14097140650296,1624.9082381966377,427.68658631166045,432.9112132070808,624.6665922344906
