datetime,STOCK_RRB,STOCK_SOC,STOCK_rate,KRC_COB,KRC_BLR,KRC_BDM,KRC_BVA,KRC_CWO,KRC_HML,KRC_ID4,KRC_KCWA,KRC_KND,KRC_LHL,KRC_RRB,KRC_SMI,KRC_TJC,KRC_WRM,KRC_rate,POSO_NKN,POSO_SFW,POSO_CWO,POSO_SMI,POSO_rate,R21_RRB,R21_ARV,R21_DLE,R21_SOC,R21_BVA,R21_rate,PIO_BLR,PIO_BDM,PIO_BVA,PIO_HML,PIO_ID4,PIO_KCWA,PIO_KND,PIO_LHL,PIO_RRB,PIO_SMI,PIO_TJC,PIO_WRM,PIO_rate,KWB_DLR,KWB_KCWA,KWB_ID4,KWB_SMI,KWB_TJC,KWB_PVT,KWB_WRM,KWB_rate,BRM_BLR,BRM_BDM,BRM_LHL,BRM_WRM,BRM_rate,B2800_COB,B2800_BLR,B2800_BDM,B2800_BVA,B2800_CWO,B2800_HML,B2800_ID4,B2800_KCWA,B2800_KND,B2800_LHL,B2800_RRB,B2800_SMI,B2800_TJC,B2800_WRM,B2800_rate,WKB_WKN,WKB_rate,IVR_SOC,IVR_RRB,IVR_rate,NKB_NKN,NKB_CWO,NKB_DLE,NKB_rate
1905-10-11,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,8.189280000000002,8.189280000000002,8.189280000000002,8.189280000000002,8.189280000000002,0.793388428416,0.3335078672860969,0.6669310931691264,1.2668240554718389,1.866715008208574,2.200093934600985,2.8000655895562607,3.399957027445063,3.73329189888618,4.333183362028055,4.666455854509154,4.999710332703859,5.332363627383935,0.5157024784704,1.1852256810712811,3.3454872715964052,5.084188136359746,5.905961035813534,6.400815945126287,9.25826183623753,12.305454524732157,1.1900826426239999,0.25383857878273064,1.3419685028128958,1.5203976147559326,1.7680756182200774,0.1785123963936,10.2366,10.2366,10.2366,10.2366,10.2366,10.2366,10.2366,10.2366,10.2366,10.2366,10.2366,10.2366,10.2366,10.2366,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,2.928698176886254,5.771258172099383,8.613818167312512,0.8330578498368
1905-10-12,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,8.933760000000001,8.933760000000001,8.933760000000001,8.933760000000001,8.933760000000001,0.793388428416,0.3638324318585769,0.7275704875148366,1.3819992152443774,2.036425710215324,2.400114371403366,3.0546307180966332,3.7090577540178007,4.07269729341243,4.72712429877601,5.090694307883262,5.454244917336303,5.81712395714611,0.5157024784704,1.2929572311272477,3.646827281955267,5.555236593402021,6.451704860722057,6.9689571816888565,10.107834619280714,13.424132208798717,1.1900826426239999,0.2832361276212794,1.4755607386383272,1.6712852169173738,1.9355382947337714,0.1785123963936,11.1672,11.1672,11.1672,11.1672,11.1672,11.1672,11.1672,11.1672,11.1672,11.1672,11.1672,11.1672,11.1672,11.1672,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,3.194943465694095,6.2959180059266,9.396892546159105,0.8330578498368
1905-10-13,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,9.67824,9.67824,9.67824,9.67824,9.67824,0.793388428416,0.3941568095676715,0.7882095753974971,1.4971740669762035,2.2061361041458736,2.60013441573422,3.3091953909104364,4.018158024442938,4.412102182405685,5.1210647299562115,5.51493225594021,5.908779024654678,6.301884286908288,0.5157024784704,1.4006887386360318,3.948287497448499,6.026360180698431,6.997523786384744,7.537173510160024,10.9574075086034,14.542809892865279,1.1900826426239999,0.3126336764598282,1.6091529744637585,1.8221728190788151,2.1030009712474658,0.1785123963936,12.0978,12.0978,12.0978,12.0978,12.0978,12.0978,12.0978,12.0978,12.0978,12.0978,12.0978,12.0978,12.0978,12.0978,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,3.4611887545019364,6.820577839753817,10.179966925005697,0.8330578498368
1905-10-14,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,10.42272,10.42272,10.42272,10.42272,10.42272,0.793388428416,0.4244809777455085,0.8488483196409367,1.6123485732997638,2.375846152628365,2.8001540199839283,3.56375955271476,4.32725778338649,4.7515065045411555,5.5150045942395876,5.939169637371361,6.363312596648325,6.786644616670463,0.5157024784704,1.5084202329481857,4.249784566255087,6.497506801092474,7.543365735995218,8.105412859835393,11.806980430890222,15.661487576931837,1.1900826426239999,0.342031225298377,1.74274521028919,1.9730604212402565,2.2704636477611597,0.1785123963936,13.0284,13.0284,13.0284,13.0284,13.0284,13.0284,13.0284,13.0284,13.0284,13.0284,13.0284,13.0284,13.0284,13.0284,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,3.7274340433097777,7.345237673581034,10.96304130385229,0.8330578498368
1905-10-15,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,11.1672,11.1672,11.1672,11.1672,11.1672,0.793388428416,0.4548049026182937,0.9094866648548499,1.7275226785396056,2.5455557999809315,3.000173113216965,3.818323121141326,4.636356948404082,5.090910168448522,5.908943800249461,6.3634063608278115,6.817845546312436,7.271404946432638,0.5157024784704,1.6161517509606995,4.551290092239888,6.9686588643349365,8.08921314488669,8.673657673719072,12.65655329397542,16.7801652609984,1.1900826426239999,0.37142877413692577,1.8763374461146214,2.123948023401698,2.437926324274854,0.1785123963936,13.959,13.959,13.959,13.959,13.959,13.959,13.959,13.959,13.959,13.959,13.959,13.959,13.959,13.959,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,3.993679332117619,7.8698975074082504,11.746115682698882,0.8330578498368
1905-10-16,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,11.911679999999999,11.911679999999999,11.911679999999999,11.911679999999999,11.911679999999999,0.793388428416,0.4851288730041344,0.9701250847119027,1.8426968588068477,2.715265522369542,3.2001923020416463,4.072886800566142,4.945456224522471,5.430313955485154,6.302883129397175,6.787643207392327,7.272378614583655,7.756165276194814,0.5157024784704,1.7238833392627828,4.852790878277821,7.43980836885831,8.635058043794148,9.241899992231954,13.506125981482827,17.898842945064956,1.1900826426239999,0.40082632297547455,2.009929681940053,2.274835625563139,2.605389000788548,0.1785123963936,14.8896,14.8896,14.8896,14.8896,14.8896,14.8896,14.8896,14.8896,14.8896,14.8896,14.8896,14.8896,14.8896,14.8896,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,4.25992462092546,8.394557341235467,12.529190061545474,0.8330578498368
1905-10-17,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,12.656159999999998,12.656159999999998,12.656159999999998,12.656159999999998,12.656159999999998,0.793388428416,0.5154527746473091,1.0307633918283723,1.9578709257531215,2.884975131424129,3.4002113464852393,4.32745031233982,5.254555332834835,5.76971755654803,6.696822272558343,7.211879868067514,7.726911508237547,8.240925605956992,0.5157024784704,1.8316116169726384,5.155592624006351,7.91221666497564,9.182159438905733,9.811398118676149,14.355706938588074,19.017520629131518,1.1900826426239999,0.43022387181402333,2.1435219177654843,2.42572322772458,2.772851677302242,0.1785123963936,15.8202,15.8202,15.8202,15.8202,15.8202,15.8202,15.8202,15.8202,15.8202,15.8202,15.8202,15.8202,15.8202,15.8202,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,4.5261699097333015,8.919217175062684,13.312264440392067,0.8330578498368
1905-10-18,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,13.400639999999997,13.400639999999997,13.400639999999997,13.400639999999997,13.400639999999997,0.793388428416,0.5457768056130586,1.0914019110387767,2.073045205885183,3.0546849536890637,3.600230662546668,4.582014139508261,5.563654756833345,6.10912150747521,7.090761765608162,7.636116878499306,8.181444732906115,8.725685935719165,0.5157024784704,1.9393349286062354,5.4632842062026805,8.390175056825777,9.73480748653509,10.386441865189829,15.205300300559484,20.13619831319808,1.1900826426239999,0.4596214206525721,2.2771141535909156,2.5766108298860213,2.9403143538159364,0.1785123963936,16.750799999999998,16.750799999999998,16.750799999999998,16.750799999999998,16.750799999999998,16.750799999999998,16.750799999999998,16.750799999999998,16.750799999999998,16.750799999999998,16.750799999999998,16.750799999999998,16.750799999999998,16.750799999999998,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,4.792415198541143,9.443877008889901,14.095338819238659,0.8330578498368
1905-10-19,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,14.145119999999997,14.145119999999997,14.145119999999997,14.145119999999997,14.145119999999997,0.793388428416,0.5760743634379507,1.1522273190896906,2.1884091290418253,3.2245844809305115,3.800557287452815,4.836961884995588,5.873138834160709,6.448964586063456,7.485140042867965,8.060783921203203,8.636328883228742,9.210446265481341,0.5157024784704,2.047161856671999,5.787982261864746,8.888343885017207,10.307737812668167,10.98178943208502,16.05463483686926,21.25487599726464,1.1900826426239999,0.47029547022137386,2.409073072607429,2.7274376050113074,3.1077162032934753,0.1785123963936,17.681399999999996,17.681399999999996,17.681399999999996,17.681399999999996,17.681399999999996,17.681399999999996,17.681399999999996,17.681399999999996,17.681399999999996,17.681399999999996,17.681399999999996,17.681399999999996,17.681399999999996,17.681399999999996,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,5.058660487348984,9.968536842717118,14.878413198085251,0.8330578498368
1905-10-20,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,14.889599999999996,14.889599999999996,14.889599999999996,14.889599999999996,14.889599999999996,0.793388428416,0.6063718867589196,1.2128598285865106,2.30357739256376,3.39428828643019,4.000579689129335,5.091533740027362,6.182246284182069,6.788379555024303,7.879090553781186,8.485031942061878,9.090872409249359,9.69520659524352,0.5157024784704,2.15486819038912,6.11774209697469,9.389402817440585,10.883474629280027,11.579918417868837,16.904270608334734,22.3735536813312,1.1900826426239999,0.4809695197901756,2.5410850668851737,2.8783307242131317,3.2751843968475525,0.1785123963936,18.611999999999995,18.611999999999995,18.611999999999995,18.611999999999995,18.611999999999995,18.611999999999995,18.611999999999995,18.611999999999995,18.611999999999995,18.611999999999995,18.611999999999995,18.611999999999995,18.611999999999995,18.611999999999995,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,5.324905776156825,10.493196676544335,15.661487576931844,0.8330578498368
1905-10-21,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,15.634079999999996,15.634079999999996,15.634079999999996,15.634079999999996,15.634079999999996,0.793388428416,0.6367000189492978,1.2735050739610807,2.418758433486082,3.5640048702642564,4.200607619044621,5.346107569353398,6.491355719578851,7.127794601246422,8.27304114288995,8.909280041658455,9.54541601263879,10.179966925005694,0.5157024784704,2.2625800564644702,6.438214681324748,9.877793266800373,11.446546798673348,12.165383906612544,17.753892560406424,23.49223136539776,1.1900826426239999,0.5103670686287244,2.674677302710605,3.029218326374573,3.4426470733612464,0.1785123963936,19.542599999999993,19.542599999999993,19.542599999999993,19.542599999999993,19.542599999999993,19.542599999999993,19.542599999999993,19.542599999999993,19.542599999999993,19.542599999999993,19.542599999999993,19.542599999999993,19.542599999999993,19.542599999999993,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,5.5911510649646665,11.017856510371551,16.444561955778436,0.8330578498368
1905-10-22,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,16.378559999999997,16.378559999999997,16.378559999999997,16.378559999999997,16.378559999999997,0.793388428416,0.6670270166026921,1.3341484586519046,2.5339376041459136,3.7337195836203696,4.400633166077559,5.600678631745473,6.80046238548539,7.467206578135943,8.666988662455557,9.333525074122,9.999956769328595,10.664727254767872,0.5157024784704,2.370298415632129,6.73860905372514,10.351754867804306,11.995194621678142,12.736426398882962,18.603498293246492,24.61090904946432,1.1900826426239999,0.5397646174672731,2.8082695385360363,3.1801059285360145,3.610109749874941,0.1785123963936,20.47319999999999,20.47319999999999,20.47319999999999,20.47319999999999,20.47319999999999,20.47319999999999,20.47319999999999,20.47319999999999,20.47319999999999,20.47319999999999,20.47319999999999,20.47319999999999,20.47319999999999,20.47319999999999,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,5.857396353772508,11.542516344198768,17.22763633462503,0.8330578498368
1905-10-23,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,17.123039999999996,17.123039999999996,17.123039999999996,17.123039999999996,17.123039999999996,0.793388428416,0.6973507400041818,1.3947864734452406,2.649111377264183,3.903428898813102,4.6006518361578905,5.855241708819375,7.1095610586963724,7.806609696990638,9.060927323375857,9.75776125288625,10.45448921344744,11.149487584530048,0.5157024784704,2.4780187829729248,7.00686534238775,10.812220573628911,12.530347941864816,13.293974805834875,19.453099009828712,25.729586733530876,1.1900826426239999,0.5691621663058218,2.9418617743614677,3.3309935306974556,3.7775724263886348,0.1785123963936,21.40379999999999,21.40379999999999,21.40379999999999,21.40379999999999,21.40379999999999,21.40379999999999,21.40379999999999,21.40379999999999,21.40379999999999,21.40379999999999,21.40379999999999,21.40379999999999,21.40379999999999,21.40379999999999,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,6.123641642580349,12.067176178025985,18.01071071347162,0.8330578498368
1905-10-24,0.0,0.0,0.29752066065599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396694214208,0.0,0.0,0.0,0.0,0.0,17.867519999999995,17.867519999999995,17.867519999999995,17.867519999999995,17.867519999999995,0.793388428416,0.7276601371599793,1.4554127465746658,2.7642733698145237,4.073126432562809,4.800659290794119,6.109793526349325,7.418648461981075,8.146001288224141,9.454854455806226,10.181985906191608,10.909010656874925,11.634247914292224,0.5157024784704,2.5857288451087537,7.2268019203358165,11.27518337946368,13.067991216976713,13.854011025257755,20.30272546799881,26.848264417597434,1.1900826426239999,0.5834009898585321,3.0738214590180055,3.481885428830076,3.945039398873508,0.1785123963936,22.334399999999988,22.334399999999988,22.334399999999988,22.334399999999988,22.334399999999988,22.334399999999988,22.334399999999988,22.334399999999988,22.334399999999988,22.334399999999988,22.334399999999988,22.334399999999988,22.334399999999988,22.334399999999988,0.9917355355199999,1.5107728168134742,0.198347107104,0.0,0.0,0.0,6.38988693138819,12.591836011853202,18.793785092318213,0.8330578498368
