datetime,ORO_cdf_inf,SHA_cdf_inf,FOL_cdf_inf,ORO_cdf_snow,SHA_cdf_snow,FOL_cdf_snow,cdf_year,cdf_month,cdf_day
10/1/1996,1768,4957,1521,0,0,0,1996,10,1
10/2/1996,2213,4683,1488,0,0,0,1996,10,2
10/3/1996,2904,4522,820,0,0,0,1996,10,3
10/4/1996,2904,5373,1110,0,0,0,1996,10,4
10/5/1996,2904,3464,1240,0,0,0,1996,10,5
10/6/1996,2904,4489,986,0,0,0,1996,10,6
10/7/1996,2904,4326,1303,0,0,0,1996,10,7
10/8/1996,3061,4134,1006,0,0,0,1996,10,8
10/9/1996,1922,3685,1823,0,0,0,1996,10,9
10/10/1996,1692,4770,1163,0,0,0,1996,10,10
10/11/1996,2491,4850,937,0,0,0,1996,10,11
10/12/1996,2808,4022,1222,0,0,0,1996,10,12
10/13/1996,1777,2884,952,0,0.01,0,1996,10,13
10/14/1996,1819,3466,935,0,0.01,0,1996,10,14
10/15/1996,2204,4046,1123,0,0.01,0,1996,10,15
10/16/1996,1953,4438,1375,0,0.01,0,1996,10,16
10/17/1996,2727,4248,1234,0,0.01,0,1996,10,17
10/18/1996,2216,4052,1414,1.21,0.2,0.63,1996,10,18
10/19/1996,3270,4259,1251,1.33,0.4,1.08,1996,10,19
10/20/1996,2092,3259,1667,1.33,0.43,1.08,1996,10,20
10/21/1996,3010,2777,1692,1.33,0.43,1.08,1996,10,21
10/22/1996,2416,4572,1056,1.35,0.6,1.08,1996,10,22
10/23/1996,2982,4223,1842,1.37,0.71,1.08,1996,10,23
10/24/1996,3376,4176,1730,1.98,1.17,1.99,1996,10,24
10/25/1996,3049,2707,1776,2.7,1.38,3.26,1996,10,25
10/26/1996,2454,3597,1558,2.93,1.5,3.47,1996,10,26
10/27/1996,2935,4421,1270,2.93,1.5,3.47,1996,10,27
10/28/1996,2768,3592,1309,2.93,1.5,3.47,1996,10,28
10/29/1996,4091,6943,1788,5.21,4.61,4.55,1996,10,29
10/30/1996,3188,3675,1606,6.25,5.24,5.38,1996,10,30
10/31/1996,2565,3583,1606,6.32,5.24,5.87,1996,10,31
11/1/1996,2565,4414,1440,6.32,5.24,5.87,1996,11,1
11/2/1996,2565,4132,1071,6.32,5.24,5.87,1996,11,2
11/3/1996,2872,3795,1167,6.32,5.24,5.87,1996,11,3
11/4/1996,2472,3768,1224,6.32,5.24,5.9,1996,11,4
11/5/1996,2355,4439,1383,6.32,5.24,5.9,1996,11,5
11/6/1996,2932,3806,1100,6.32,5.24,5.9,1996,11,6
11/7/1996,2886,4292,1335,6.32,5.24,5.9,1996,11,7
11/8/1996,3153,4292,1335,6.32,5.24,5.9,1996,11,8
11/9/1996,340,4266,938,6.32,5.24,5.9,1996,11,9
11/10/1996,2576,3529,1277,6.32,5.24,5.9,1996,11,10
11/11/1996,2335,3849,1361,6.32,5.24,5.9,1996,11,11
11/12/1996,2645,3567,1152,6.32,5.28,5.9,1996,11,12
11/13/1996,2355,4429,1082,6.32,5.28,5.9,1996,11,13
11/14/1996,2948,4384,1383,6.32,5.28,5.9,1996,11,14
11/15/1996,2353,4599,1543,6.36,5.28,6.06,1996,11,15
11/16/1996,3513,4645,1561,7.12,5.28,6.65,1996,11,16
11/17/1996,4991,5455,2629,10.47,6.53,12.97,1996,11,17
11/18/1996,9097,15403,8713,11.45,8.38,18.56,1996,11,18
11/19/1996,10021,20367,5747,17.35,16.35,20.67,1996,11,19
11/20/1996,9619,14271,4282,18.86,19.13,21.71,1996,11,20
11/21/1996,5957,11286,3055,19.73,19.89,22.92,1996,11,21
11/22/1996,7350,14690,4392,21.63,21.39,25.62,1996,11,22
11/23/1996,6644,10480,6044,21.87,21.8,26.71,1996,11,23
11/24/1996,3951,8200,3919,22.01,22.12,26.79,1996,11,24
11/25/1996,4008,7063,2953,22.26,22.22,26.85,1996,11,25
11/26/1996,3839,5924,2539,22.29,22.22,26.85,1996,11,26
11/27/1996,3374,5474,2274,22.29,22.22,26.85,1996,11,27
11/28/1996,3610,5737,2438,22.37,22.38,27.07,1996,11,28
11/29/1996,3666,5627,2467,22.37,22.41,27.33,1996,11,29
11/30/1996,3797,5087,1597,22.51,22.43,27.44,1996,11,30
12/1/1996,4007,5058,2511,24.14,22.99,29.35,1996,12,1
12/2/1996,2868,4091,3451,24.66,22.99,29.84,1996,12,2
12/3/1996,3315,6348,2848,24.66,22.99,29.84,1996,12,3
12/4/1996,3580,11342,2386,27.83,23.58,32.05,1996,12,4
12/5/1996,18714,8760,20758,34.57,26.3,39.12,1996,12,5
12/6/1996,10498,7369,12441,35.75,26.36,41.84,1996,12,6
12/7/1996,8257,16757,8412,36.52,29.29,42.08,1996,12,7
12/8/1996,8558,29775,6085,36.61,35.49,42.08,1996,12,8
12/9/1996,18225,65306,6735,39.92,41.91,43.86,1996,12,9
12/10/1996,43783,62701,14139,49.25,47.65,49.31,1996,12,10
12/11/1996,34994,33556,16438,53.77,48.35,54.17,1996,12,11
12/12/1996,30354,28863,46560,56.3,48.77,58.04,1996,12,12
12/13/1996,24668,28031,27517,57.02,49.27,60.37,1996,12,13
12/14/1996,16554,20351,16673,57.02,49.27,60.37,1996,12,14
12/15/1996,12500,16079,11372,57.02,49.27,60.37,1996,12,15
12/16/1996,10397,14546,9494,57.02,49.27,60.37,1996,12,16
12/17/1996,8453,12580,8353,57.02,49.27,60.37,1996,12,17
12/18/1996,6877,11096,7494,57.02,49.27,60.37,1996,12,18
12/19/1996,6161,9829,7178,57.02,49.27,60.37,1996,12,19
12/20/1996,-9999,11265,6454,57.8,49.38,61.67,1996,12,20
12/21/1996,-9999,10531,14620,60.44,50.07,67.09,1996,12,21
12/22/1996,7821,9372,16341,62.59,50.63,72.25,1996,12,22
12/23/1996,8214,10886,11472,65.97,51.04,73.37,1996,12,23
12/24/1996,5901,9201,8268,65.97,51.04,73.39,1996,12,24
12/25/1996,6407,9660,6926,66.05,51.04,73.41,1996,12,25
12/26/1996,15305,11576,8925,70.31,51.89,77.85,1996,12,26
12/27/1996,28061,16241,28515,76.71,53.2,84.24,1996,12,27
12/28/1996,30167,37622,25126,79.04,54.48,85.49,1996,12,28
12/29/1996,43650,75865,19637,82.91,58.68,88.05,1996,12,29
12/30/1996,85653,99838,41254,91.43,64.89,93.61,1996,12,30
12/31/1996,1.70E+05,1.63E+05,55326,102.59,72.57,97.6,1996,12,31
1/1/1997,2.74E+05,2.15E+05,1.27E+05,113.82,81.23,108.22,1997,1,1
1/2/1997,1.82E+05,1.19E+05,2.10E+05,119.4,84.3,119.05,1997,1,2
1/3/1997,1.00E+05,70515,90914,119.95,84.76,121.49,1997,1,3
1/4/1997,70254,56779,48103,119.95,84.76,121.53,1997,1,4
1/5/1997,41178,43752,32278,119.95,84.76,121.59,1997,1,5
1/6/1997,30196,35384,22108,124.75,84.76,121.61,1997,1,6
1/7/1997,25506,29276,17124,124.75,84.76,121.61,1997,1,7
1/8/1997,23177,21027,14569,124.75,84.76,121.61,1997,1,8
1/9/1997,20770,21677,7769,124.75,84.76,121.61,1997,1,9
1/10/1997,19137,18604,11331,124.75,84.76,121.61,1997,1,10
1/11/1997,16379,16560,10618,124.75,84.76,121.61,1997,1,11
1/12/1997,15677,15403,10078,124.77,84.76,121.61,1997,1,12
1/13/1997,13600,12763,9510,124.91,84.76,122.36,1997,1,13
1/14/1997,13166,11664,8659,124.91,84.76,122.36,1997,1,14
1/15/1997,13764,8947,7824,125.52,84.76,122.42,1997,1,15
1/16/1997,12185,10065,7927,125.52,84.76,123.04,1997,1,16
1/17/1997,-9999,9097,7292,125.55,84.9,123.04,1997,1,17
1/18/1997,-9999,10717,6464,125.55,84.9,123.04,1997,1,18
1/19/1997,-9999,9910,6718,125.55,84.9,123.04,1997,1,19
1/20/1997,-9999,10249,7725,126.76,85.07,125.06,1997,1,20
1/21/1997,13172,15192,9354,128.97,86.35,128.39,1997,1,21
1/22/1997,26076,16806,31161,135.01,87.57,134.41,1997,1,22
1/23/1997,21028,14266,41434,135.19,88.06,138.58,1997,1,23
1/24/1997,15914,14149,20006,138.99,88.09,139.44,1997,1,24
1/25/1997,36307,17708,31045,145.92,91.02,145.54,1997,1,25
1/26/1997,59952,51205,62309,150.24,95.59,150.65,1997,1,26
1/27/1997,40231,36682,37575,154.39,96.4,151.06,1997,1,27
1/28/1997,36858,35716,24454,155.08,97.44,151.29,1997,1,28
1/29/1997,31040,28983,19794,155.08,97.56,151.32,1997,1,29
1/30/1997,26643,26378,16480,155.08,97.56,151.32,1997,1,30
1/31/1997,23942,24655,14797,155.12,97.66,151.4,1997,1,31
2/1/1997,22226,23207,13395,155.22,98.23,151.76,1997,2,1
2/2/1997,21599,21792,12854,155.22,98.23,151.81,1997,2,2
2/3/1997,20029,20618,11070,155.22,98.23,151.81,1997,2,3
2/4/1997,18104,20458,11006,155.51,98.35,151.93,1997,2,4
2/5/1997,17125,17657,10067,155.51,98.45,152.05,1997,2,5
2/6/1997,15737,16159,9418,155.51,98.45,152.05,1997,2,6
2/7/1997,15311,15144,8838,155.64,98.55,152.4,1997,2,7
2/8/1997,13893,13660,8885,155.79,98.64,152.78,1997,2,8
2/9/1997,22540,13447,8447,155.8,98.75,152.78,1997,2,9
2/10/1997,12808,12532,8220,155.81,98.89,152.78,1997,2,10
2/11/1997,12177,12382,7688,155.81,98.89,152.78,1997,2,11
2/12/1997,11676,11881,7801,155.81,98.91,152.78,1997,2,12
2/13/1997,11458,11838,7072,155.81,98.91,152.78,1997,2,13
2/14/1997,11136,11736,6737,155.81,98.91,152.78,1997,2,14
2/15/1997,11127,11532,7056,155.81,98.91,152.78,1997,2,15
2/16/1997,10850,11452,6967,155.85,98.91,152.78,1997,2,16
2/17/1997,11521,10643,7373,156.22,99.26,153.99,1997,2,17
2/18/1997,11284,8980,7351,156.55,99.26,154.06,1997,2,18
2/19/1997,11178,11157,7274,156.67,99.48,154.14,1997,2,19
2/20/1997,10882,10475,6530,156.72,99.65,154.14,1997,2,20
2/21/1997,10597,10967,6467,156.72,99.65,154.14,1997,2,21
2/22/1997,10499,8837,6016,156.72,99.65,154.14,1997,2,22
2/23/1997,10000,8903,6368,156.72,99.65,154.14,1997,2,23
2/24/1997,9726,8115,6248,156.72,99.65,154.14,1997,2,24
2/25/1997,9578,9585,6096,156.72,99.65,154.14,1997,2,25
2/26/1997,9080,8363,5212,156.72,99.65,154.14,1997,2,26
2/27/1997,8879,8928,4632,156.8,99.86,154.43,1997,2,27
2/28/1997,7875,8202,5462,156.86,99.89,154.6,1997,2,28
3/1/1997,7875,8696,5572,156.93,99.89,154.6,1997,3,1
3/2/1997,896,9716,5261,158.37,101.79,155.86,1997,3,2
3/3/1997,7979,8292,5916,158.6,101.81,156.35,1997,3,3
3/4/1997,8326,7887,5379,158.6,101.81,156.39,1997,3,4
3/5/1997,7207,8475,4680,158.6,101.81,156.39,1997,3,5
3/6/1997,7986,8477,5145,158.6,101.81,156.39,1997,3,6
3/7/1997,696,7929,5261,158.6,101.81,156.39,1997,3,7
3/8/1997,661,8555,5307,158.6,101.81,156.39,1997,3,8
3/9/1997,6,6194,5292,158.6,101.81,156.39,1997,3,9
3/10/1997,6105,7140,5268,158.6,101.81,156.39,1997,3,10
3/11/1997,6105,7498,5509,158.6,101.81,156.39,1997,3,11
3/12/1997,634,7214,5481,158.6,101.81,156.39,1997,3,12
3/13/1997,6564,7176,5155,158.6,101.81,156.39,1997,3,13
3/14/1997,67,7648,4749,158.6,101.81,156.39,1997,3,14
3/15/1997,606,8187,5067,158.6,101.81,156.39,1997,3,15
3/16/1997,815,9457,5237,161.14,102.88,157.18,1997,3,16
3/17/1997,9537,9610,5720,162.4,104.06,157.71,1997,3,17
3/18/1997,8932,7517,5302,162.4,104.1,157.75,1997,3,18
3/19/1997,8518,8668,5375,162.4,104.1,157.75,1997,3,19
3/20/1997,8171,8073,5560,162.4,104.37,157.75,1997,3,20
3/21/1997,8567,9554,5396,162.4,104.37,157.75,1997,3,21
3/22/1997,9036,8661,5267,162.4,104.37,157.75,1997,3,22
3/23/1997,9388,8432,5636,162.4,104.37,157.75,1997,3,23
3/24/1997,9387,7550,5532,162.4,104.37,157.75,1997,3,24
3/25/1997,9472,8543,5966,162.4,104.37,157.75,1997,3,25
3/26/1997,8602,8570,5405,162.4,104.37,157.75,1997,3,26
3/27/1997,9090,8012,6062,162.4,104.37,157.75,1997,3,27
3/28/1997,9102,7861,5843,162.4,104.37,157.75,1997,3,28
3/29/1997,8510,8758,5382,162.4,104.37,157.75,1997,3,29
3/30/1997,7898,7779,4936,162.61,104.37,157.99,1997,3,30
3/31/1997,7814,7052,5045,162.93,104.56,158.66,1997,3,31
4/1/1997,6881,8217,4784,162.94,104.58,158.66,1997,4,1
4/2/1997,6698,6958,4278,162.94,104.6,158.66,1997,4,2
4/3/1997,6311,7439,4079,162.94,104.6,158.66,1997,4,3
4/4/1997,615,7157,3534,162.94,104.6,158.66,1997,4,4
4/5/1997,609,7445,3657,162.94,104.6,158.66,1997,4,5
4/6/1997,5267,6872,3318,162.94,104.6,158.66,1997,4,6
4/7/1997,5784,6982,3625,162.94,104.6,158.66,1997,4,7
4/8/1997,4977,7384,3284,163,104.73,158.73,1997,4,8
4/9/1997,5721,7043,3550,163.9,104.75,158.87,1997,4,9
4/10/1997,5041,7557,3614,163.9,104.75,158.91,1997,4,10
4/11/1997,525,6060,3405,163.9,104.75,158.91,1997,4,11
4/12/1997,4955,5419,2801,163.9,104.75,158.91,1997,4,12
4/13/1997,5283,6209,2878,163.9,104.78,158.91,1997,4,13
4/14/1997,5109,5928,3027,163.9,104.78,158.91,1997,4,14
4/15/1997,4934,6156,3572,163.9,104.78,158.91,1997,4,15
4/16/1997,4967,7266,3169,163.9,104.79,158.91,1997,4,16
4/17/1997,5426,5856,4118,163.9,104.86,158.91,1997,4,17
4/18/1997,5975,9271,4013,165.79,105.22,159.9,1997,4,18
4/19/1997,10147,6217,5581,166.96,106.67,161.5,1997,4,19
4/20/1997,8894,9227,6386,167.07,107.72,161.54,1997,4,20
4/21/1997,9846,9657,5628,167.68,107.84,161.66,1997,4,21
4/22/1997,9669,10551,5903,168.02,108.01,162.23,1997,4,22
4/23/1997,9646,10605,6231,168.47,108.74,163.29,1997,4,23
4/24/1997,8344,8740,5236,168.47,108.77,163.29,1997,4,24
4/25/1997,7630,9655,4685,168.47,108.77,163.29,1997,4,25
4/26/1997,7150,8616,4298,168.47,108.77,163.29,1997,4,26
4/27/1997,6313,7991,4331,168.47,108.77,163.29,1997,4,27
4/28/1997,6466,9415,4877,168.83,108.85,163.29,1997,4,28
4/29/1997,7003,7260,4159,168.96,108.9,163.29,1997,4,29
4/30/1997,6047,7266,3904,169,108.9,163.37,1997,4,30
5/1/1997,6201,7185,3986,169.04,108.9,163.54,1997,5,1
5/2/1997,5879,7285,3648,169.04,108.9,163.54,1997,5,2
5/3/1997,5404,6572,3216,169.04,108.92,163.54,1997,5,3
5/4/1997,5317,7491,3818,169.04,108.92,163.54,1997,5,4
5/5/1997,4723,7253,4378,169.04,108.92,163.54,1997,5,5
5/6/1997,5376,7320,3850,169.04,108.92,163.54,1997,5,6
5/7/1997,5285,7040,3782,169.04,108.92,163.54,1997,5,7
5/8/1997,4907,6629,4047,169.04,108.92,163.54,1997,5,8
5/9/1997,5320,5890,3855,169.04,108.92,163.54,1997,5,9
5/10/1997,4879,4259,4458,169.04,108.92,163.54,1997,5,10
5/11/1997,4353,4178,4357,169.04,108.92,163.54,1997,5,11
5/12/1997,4288,5141,4379,169.04,108.92,163.54,1997,5,12
5/13/1997,4511,6671,4418,169.04,108.92,163.54,1997,5,13
5/14/1997,4404,5395,4556,169.04,108.92,163.54,1997,5,14
5/15/1997,3965,5356,4542,169.04,108.92,163.54,1997,5,15
5/16/1997,5030,5506,4241,169.04,108.92,163.54,1997,5,16
5/17/1997,3591,3956,4535,169.09,108.92,163.54,1997,5,17
5/18/1997,3836,2663,4896,169.09,108.92,163.54,1997,5,18
5/19/1997,3904,5494,4226,169.09,108.92,163.54,1997,5,19
5/20/1997,3680,5529,3887,169.09,108.92,163.54,1997,5,20
5/21/1997,2242,5723,3760,169.09,108.92,163.54,1997,5,21
5/22/1997,3134,4210,3342,169.09,108.92,163.54,1997,5,22
5/23/1997,3414,8071,3738,170,109.53,164.28,1997,5,23
5/24/1997,4214,7455,3279,170.63,109.57,165.42,1997,5,24
5/25/1997,3152,4828,3537,170.74,109.57,165.42,1997,5,25
5/26/1997,3230,5544,3222,170.74,109.57,165.42,1997,5,26
5/27/1997,2631,4890,3067,170.76,109.6,165.42,1997,5,27
5/28/1997,2775,4534,2813,170.76,109.6,165.42,1997,5,28
5/29/1997,3015,4634,3545,170.76,109.7,165.42,1997,5,29
5/30/1997,3015,5130,3545,170.76,109.7,165.42,1997,5,30
5/31/1997,3015,4828,2894,170.79,109.7,165.42,1997,5,31
6/1/1997,2433,4888,3291,170.79,109.7,165.42,1997,6,1
6/2/1997,2826,4703,3134,170.79,109.73,165.42,1997,6,2
6/3/1997,3704,7191,3278,171.55,110.51,166.52,1997,6,3
6/4/1997,4287,5708,3818,172.54,113.91,168.34,1997,6,4
6/5/1997,3705,4497,6408,172.61,113.91,169.31,1997,6,5
6/6/1997,3450,4938,5825,172.61,113.91,169.4,1997,6,6
6/7/1997,3003,5078,4769,172.61,113.91,169.4,1997,6,7
6/8/1997,3218,4813,3769,172.61,113.91,169.4,1997,6,8
6/9/1997,2060,4784,3220,173.28,113.91,169.4,1997,6,9
6/10/1997,3730,5353,3912,173.48,113.91,169.4,1997,6,10
6/11/1997,2651,4460,2528,173.48,114.56,169.44,1997,6,11
6/12/1997,3047,5012,2695,173.53,114.63,169.59,1997,6,12
6/13/1997,2863,5266,1934,174.09,114.68,169.67,1997,6,13
6/14/1997,2396,6152,2423,174.09,114.68,169.94,1997,6,14
6/15/1997,2952,2998,2074,174.09,114.68,170.26,1997,6,15
6/16/1997,2997,3464,2886,174.09,114.68,170.31,1997,6,16
6/17/1997,2997,4835,3102,174.09,114.68,170.31,1997,6,17
6/18/1997,2510,4827,2450,174.09,114.68,170.31,1997,6,18
6/19/1997,2349,4782,2452,174.09,114.68,170.31,1997,6,19
6/20/1997,2549,4734,2673,174.09,114.68,170.31,1997,6,20
6/21/1997,2703,4857,1888,174.09,114.68,170.31,1997,6,21
6/22/1997,2122,4100,2155,174.09,114.68,170.31,1997,6,22
6/23/1997,1657,2920,2122,174.09,114.68,170.31,1997,6,23
6/24/1997,2056,4443,2423,174.09,114.68,170.31,1997,6,24
6/25/1997,2467,4578,2205,174.09,114.68,170.31,1997,6,25
6/26/1997,2648,4462,2105,174.09,114.68,170.31,1997,6,26
6/27/1997,1377,4415,1337,174.09,114.68,170.31,1997,6,27
6/28/1997,2167,2752,1543,174.09,114.68,170.31,1997,6,28
6/29/1997,1661,2330,1028,174.09,114.68,170.31,1997,6,29
6/30/1997,2630,5190,1474,174.09,117.63,170.59,1997,6,30
7/1/1997,1649,4403,1610,174.34,117.82,170.67,1997,7,1
7/2/1997,1520,4325,1566,174.37,118.13,170.67,1997,7,2
7/3/1997,2515,5648,1662,174.37,118.13,170.67,1997,7,3
7/4/1997,3188,3963,1964,174.37,118.13,170.67,1997,7,4
7/5/1997,1505,2573,1562,174.37,118.13,170.67,1997,7,5
7/6/1997,2313,1264,1788,174.37,118.13,170.67,1997,7,6
7/7/1997,2182,4978,1755,174.37,118.13,170.67,1997,7,7
7/8/1997,1922,4438,2520,174.37,118.13,170.67,1997,7,8
7/9/1997,2463,4622,2102,174.37,118.13,170.67,1997,7,9
7/10/1997,1482,3683,1990,174.37,118.13,170.67,1997,7,10
7/11/1997,1968,4775,1777,174.37,118.13,170.67,1997,7,11
7/12/1997,1832,2114,1921,174.37,118.13,170.67,1997,7,12
7/13/1997,2099,3327,1794,174.37,118.13,170.67,1997,7,13
7/14/1997,2065,4500,1925,174.37,118.13,170.67,1997,7,14
7/15/1997,2208,4292,2242,174.37,118.13,170.67,1997,7,15
7/16/1997,1724,4286,1983,174.37,118.13,170.67,1997,7,16
7/17/1997,1724,4294,1212,174.37,118.31,170.67,1997,7,17
7/18/1997,2158,4396,2106,174.37,118.31,170.67,1997,7,18
7/19/1997,1854,2565,2219,174.37,118.31,170.67,1997,7,19
7/20/1997,1801,2736,1093,174.37,118.31,170.67,1997,7,20
7/21/1997,2112,5032,2020,174.37,118.31,170.67,1997,7,21
7/22/1997,1804,4075,2010,174.37,118.31,170.67,1997,7,22
7/23/1997,1484,4299,1503,174.37,118.31,170.67,1997,7,23
7/24/1997,1764,4046,1949,174.37,118.31,170.67,1997,7,24
7/25/1997,1764,4451,1881,174.37,118.31,170.67,1997,7,25
7/26/1997,1764,2681,2024,174.37,118.31,170.67,1997,7,26
7/27/1997,3577,2435,1638,174.37,118.31,170.67,1997,7,27
7/28/1997,2349,4174,1582,174.37,118.31,170.68,1997,7,28
7/29/1997,2063,4001,1906,174.37,118.35,170.68,1997,7,29
7/30/1997,1997,4781,1968,174.37,118.35,170.68,1997,7,30
7/31/1997,2004,4594,1495,174.37,118.35,170.68,1997,7,31
8/1/1997,2075,4819,1903,174.37,118.35,170.68,1997,8,1
8/2/1997,1863,3794,1812,174.37,118.35,170.68,1997,8,2
8/3/1997,2442,1681,1656,174.37,118.35,170.68,1997,8,3
8/4/1997,2157,4586,1984,174.37,118.35,170.68,1997,8,4
8/5/1997,2166,4223,2186,174.37,118.35,170.68,1997,8,5
8/6/1997,1872,3800,2275,174.37,118.35,170.68,1997,8,6
8/7/1997,3096,3463,2177,174.37,118.35,170.68,1997,8,7
8/8/1997,3096,3816,1989,174.37,118.35,170.68,1997,8,8
8/9/1997,3096,2931,1771,174.37,118.35,170.68,1997,8,9
8/10/1997,3096,2624,1642,174.37,118.35,170.68,1997,8,10
8/11/1997,1627,4443,1493,174.37,118.35,170.68,1997,8,11
8/12/1997,2374,5334,1929,174.37,118.35,170.68,1997,8,12
8/13/1997,2243,3843,1988,174.37,118.35,170.68,1997,8,13
8/14/1997,2174,4340,1940,174.37,118.35,170.68,1997,8,14
8/15/1997,2074,4646,1681,174.37,118.35,170.68,1997,8,15
8/16/1997,2028,3090,1722,174.37,118.35,170.68,1997,8,16
8/17/1997,2963,2649,1641,174.37,118.35,170.68,1997,8,17
8/18/1997,2285,4325,1599,174.37,118.35,170.68,1997,8,18
8/19/1997,2353,4523,1542,174.38,119.55,170.68,1997,8,19
8/20/1997,1747,5658,1878,175.77,120.65,171.59,1997,8,20
8/21/1997,2183,4683,1938,175.77,120.65,171.59,1997,8,21
8/22/1997,2086,4810,2257,175.77,120.65,171.59,1997,8,22
8/23/1997,3196,3289,2051,175.77,120.65,171.59,1997,8,23
8/24/1997,2732,2326,2061,175.77,120.65,171.59,1997,8,24
8/25/1997,2409,4477,2316,175.77,120.65,171.59,1997,8,25
8/26/1997,2403,4470,2752,175.77,120.65,171.59,1997,8,26
8/27/1997,2650,4778,2660,175.77,120.65,171.59,1997,8,27
8/28/1997,2520,4568,2375,175.77,120.65,171.59,1997,8,28
8/29/1997,2969,4593,2552,175.77,120.65,171.59,1997,8,29
8/30/1997,2695,2944,2380,175.77,120.65,171.59,1997,8,30
8/31/1997,2344,2725,2087,175.77,120.65,171.59,1997,8,31
9/1/1997,2425,4068,2461,175.77,120.65,171.59,1997,9,1
9/2/1997,1548,3908,2725,175.77,120.65,171.59,1997,9,2
9/3/1997,2241,6232,2652,175.77,120.65,171.59,1997,9,3
9/4/1997,1774,7457,2676,175.77,120.65,171.59,1997,9,4
9/5/1997,2036,6903,2496,175.77,120.65,171.59,1997,9,5
9/6/1997,2824,2847,2125,175.77,120.65,171.59,1997,9,6
9/7/1997,1920,1520,2373,175.77,120.65,171.59,1997,9,7
9/8/1997,1377,3071,2401,175.77,120.65,171.59,1997,9,8
9/9/1997,2144,4771,2567,175.77,120.65,171.59,1997,9,9
9/10/1997,1456,5007,2867,175.77,120.72,171.59,1997,9,10
9/11/1997,1870,6011,2362,175.77,121.17,171.59,1997,9,11
9/12/1997,1762,4457,2565,175.77,121.17,171.59,1997,9,12
9/13/1997,2826,1739,2625,175.77,121.17,171.59,1997,9,13
9/14/1997,1924,3321,2010,176.66,122.15,171.87,1997,9,14
9/15/1997,1825,4934,1932,176.75,123.37,171.98,1997,9,15
9/16/1997,2435,5472,2428,176.75,123.37,171.98,1997,9,16
9/17/1997,1310,4885,2229,176.75,123.48,171.98,1997,9,17
9/18/1997,1770,3611,1877,176.75,123.53,171.98,1997,9,18
9/19/1997,1146,5094,1782,177.02,123.53,171.98,1997,9,19
9/20/1997,2435,2465,2054,177.02,123.53,171.98,1997,9,20
9/21/1997,2059,3108,1407,177.02,123.53,171.98,1997,9,21
9/22/1997,1572,3859,1587,177.02,123.53,171.98,1997,9,22
9/23/1997,2277,4675,1679,177.02,123.53,171.98,1997,9,23
9/24/1997,1200,4180,1821,177.02,123.53,171.98,1997,9,24
9/25/1997,2538,3350,1697,177.02,123.53,172.03,1997,9,25
9/26/1997,1738,4858,1160,177.02,123.53,172.03,1997,9,26
9/27/1997,1665,3046,1025,177.02,123.53,172.03,1997,9,27
9/28/1997,1677,3311,1449,177.02,123.53,172.03,1997,9,28
9/29/1997,1583,1784,1674,177.02,123.53,172.03,1997,9,29
9/30/1997,790,3821,1865,177.02,123.53,172.03,1997,9,30
10/1/1997,17,4365,1643,0.08,0,0,1997,10,1
10/2/1997,215,3465,1288,1.5,0.52,1.7,1997,10,2
10/3/1997,1240,4142,1097,1.51,0.52,1.7,1997,10,3
10/4/1997,1678,3964,1517,1.51,0.52,1.7,1997,10,4
10/5/1997,1050,2605,941,1.51,0.52,1.7,1997,10,5
10/6/1997,2070,5188,857,1.59,0.61,1.9,1997,10,6
10/7/1997,2485,4336,1334,1.62,0.73,1.9,1997,10,7
10/8/1997,5073,6019,885,4.74,1.45,2.37,1997,10,8
10/9/1997,4511,4249,1720,9.69,3.07,5.19,1997,10,9
10/10/1997,3500,5516,1754,10.29,3.12,6.56,1997,10,10
10/11/1997,3351,3390,859,10.59,3.25,7.1,1997,10,11
10/12/1997,3171,3589,1655,10.59,3.25,7.1,1997,10,12
10/13/1997,2891,3823,1989,10.59,3.25,7.1,1997,10,13
10/14/1997,3158,4577,2092,10.59,3.25,7.1,1997,10,14
10/15/1997,3014,4157,2075,10.59,3.25,7.1,1997,10,15
10/16/1997,3658,3936,1655,10.59,3.25,7.1,1997,10,16
10/17/1997,2405,6288,1897,10.59,3.25,7.1,1997,10,17
10/18/1997,3338,4974,2109,10.59,3.25,7.1,1997,10,18
10/19/1997,3232,4251,1364,10.59,3.25,7.1,1997,10,19
10/20/1997,2542,6340,1559,10.59,3.25,7.1,1997,10,20
10/21/1997,4870,4184,1036,10.59,3.25,7.1,1997,10,21
10/22/1997,2032,4494,1512,10.59,3.25,7.1,1997,10,22
10/23/1997,2065,8114,1724,10.59,3.25,7.1,1997,10,23
10/24/1997,2325,6400,1504,10.59,3.25,7.1,1997,10,24
10/25/1997,1925,822,1552,10.59,3.25,7.1,1997,10,25
10/26/1997,2797,1028,1610,10.59,3.25,7.1,1997,10,26
10/27/1997,2913,2719,1341,10.59,3.25,7.1,1997,10,27
10/28/1997,1383,4307,1839,10.59,3.25,7.1,1997,10,28
10/29/1997,2594,5023,1412,10.65,3.5,7.1,1997,10,29
10/30/1997,1835,4476,1643,10.65,3.5,7.1,1997,10,30
10/31/1997,2173,3858,2173,10.65,3.67,7.1,1997,10,31
11/1/1997,3320,3513,1480,10.65,3.67,7.1,1997,11,1
11/2/1997,2967,3782,775,10.65,3.67,7.1,1997,11,2
11/3/1997,2783,5191,1228,10.65,3.67,7.1,1997,11,3
11/4/1997,2967,4108,434,10.65,3.67,7.1,1997,11,4
