datetime,ORO_cdf_inf,SHA_cdf_inf,FOL_cdf_inf,ORO_cdf_snow,SHA_cdf_snow,FOL_cdf_snow,cdf_year,cdf_month,cdf_day
4/27/2007,2615,5397,3701,95.17,64.61,87.02,2007,4,27
4/28/2007,3733,5736,3706,95.17,64.61,87.02,2007,4,28
4/29/2007,4397,5744,3596,95.17,64.61,87.02,2007,4,29
4/30/2007,3243,5365,3822,95.17,64.61,87.02,2007,4,30
5/1/2007,3865,5438,3603,95.37,64.96,87.02,2007,5,1
5/2/2007,4686,5399,2777,97.05,65.63,88.53,2007,5,2
5/3/2007,5452,4729,3964,97.81,65.67,89.55,2007,5,3
5/4/2007,3848,5204,3317,98.1,66.08,90.36,2007,5,4
5/5/2007,3604,5731,2683,98.1,66.09,90.63,2007,5,5
5/6/2007,3482,5326,2427,98.1,66.09,90.63,2007,5,6
5/7/2007,2570,5225,2893,98.1,66.09,90.63,2007,5,7
5/8/2007,4024,4902,3453,98.1,66.12,90.63,2007,5,8
5/9/2007,2434,5207,2863,98.1,66.18,90.63,2007,5,9
5/10/2007,3809,5383,3636,98.1,66.18,90.63,2007,5,10
5/11/2007,2785,5264,3179,98.1,66.18,90.63,2007,5,11
5/12/2007,2674,4690,2910,98.1,66.18,90.63,2007,5,12
5/13/2007,2762,4296,2610,98.1,66.18,90.63,2007,5,13
5/14/2007,1996,5583,2446,98.1,66.18,90.63,2007,5,14
5/15/2007,2689,4661,2302,98.1,66.18,90.63,2007,5,15
5/16/2007,1571,4605,2981,98.1,66.18,90.63,2007,5,16
5/17/2007,2100,4933,2710,98.1,66.18,90.63,2007,5,17
5/18/2007,2895,4765,3053,98.1,66.18,90.63,2007,5,18
5/19/2007,1305,4702,3285,98.1,66.18,90.63,2007,5,19
5/20/2007,1644,4310,2473,98.1,66.18,90.63,2007,5,20
5/21/2007,2165,3989,2321,98.1,66.18,90.63,2007,5,21
5/22/2007,2964,4215,2333,98.1,66.18,90.63,2007,5,22
5/23/2007,1176,4192,2206,98.1,66.18,90.63,2007,5,23
5/24/2007,2479,3862,2504,98.1,66.18,90.63,2007,5,24
5/25/2007,1997,5125,2307,98.1,66.18,90.63,2007,5,25
5/26/2007,2181,4131,2182,98.1,66.18,90.63,2007,5,26
5/27/2007,2350,3790,1675,98.1,66.18,90.63,2007,5,27
5/28/2007,1604,4169,1589,98.1,66.18,90.63,2007,5,28
5/29/2007,1563,3532,1942,98.1,66.18,90.63,2007,5,29
5/30/2007,3168,3912,2100,98.1,66.18,90.63,2007,5,30
5/31/2007,2096,3979,1921,98.14,66.18,90.63,2007,5,31
6/1/2007,1934,3948,1583,98.14,66.18,90.63,2007,6,1
6/2/2007,1847,3838,1652,98.14,66.18,90.63,2007,6,2
6/3/2007,1820,4260,1586,98.14,66.18,90.63,2007,6,3
6/4/2007,1047,3853,1644,98.22,66.34,90.63,2007,6,4
6/5/2007,2122,3168,1532,98.8,66.54,91.43,2007,6,5
6/6/2007,2174,3516,1582,99.24,66.54,91.7,2007,6,6
6/7/2007,894,3358,1051,99.24,66.54,91.7,2007,6,7
6/8/2007,2175,3976,1325,99.24,66.54,91.7,2007,6,8
6/9/2007,904,3386,1356,99.24,66.54,91.7,2007,6,9
6/10/2007,1742,3810,1261,99.24,66.6,91.7,2007,6,10
6/11/2007,2131,3244,1208,99.24,66.6,91.7,2007,6,11
6/12/2007,1658,3996,1379,99.24,66.6,91.7,2007,6,12
6/13/2007,907,4219,1184,99.24,66.6,91.7,2007,6,13
6/14/2007,1695,4180,1399,99.24,66.6,91.7,2007,6,14
6/15/2007,2105,3852,1435,99.24,66.6,91.7,2007,6,15
6/16/2007,1072,3314,1485,99.24,66.6,91.7,2007,6,16
6/17/2007,1229,2883,1271,99.24,66.6,91.7,2007,6,17
6/18/2007,1185,4357,1039,99.24,66.6,91.7,2007,6,18
6/19/2007,1112,5481,1081,99.24,66.6,91.7,2007,6,19
6/20/2007,2165,5076,911,99.24,66.6,91.7,2007,6,20
6/21/2007,482,3709,966,99.24,66.6,91.7,2007,6,21
6/22/2007,1172,3683,1044,99.24,66.6,91.7,2007,6,22
6/23/2007,1153,2620,1238,99.24,66.6,91.7,2007,6,23
6/24/2007,1021,3229,1204,99.24,66.6,91.7,2007,6,24
6/25/2007,1459,2439,990,99.24,66.6,91.7,2007,6,25
6/26/2007,1710,3566,1095,99.24,66.6,91.7,2007,6,26
6/27/2007,1207,2608,716,99.24,66.6,91.7,2007,6,27
6/28/2007,1373,3504,1049,99.24,66.6,91.7,2007,6,28
6/29/2007,1366,3664,1147,99.24,66.6,91.7,2007,6,29
6/30/2007,1552,2912,1272,99.24,66.6,91.7,2007,6,30
7/1/2007,1338,3381,1134,99.24,66.6,91.7,2007,7,1
7/2/2007,1780,3654,894,99.24,66.6,91.7,2007,7,2
7/3/2007,1756,3255,1505,99.24,66.6,91.7,2007,7,3
7/4/2007,1719,3998,1389,99.24,66.6,91.7,2007,7,4
7/5/2007,2096,3724,1551,99.24,66.6,91.7,2007,7,5
7/6/2007,1714,3468,1803,99.24,66.6,91.7,2007,7,6
7/7/2007,1209,3960,1508,99.24,66.6,91.7,2007,7,7
7/8/2007,1088,3336,1057,99.24,66.6,91.7,2007,7,8
7/9/2007,1033,3930,1378,99.24,66.6,91.7,2007,7,9
7/10/2007,1061,3583,1603,99.24,66.6,91.7,2007,7,10
7/11/2007,1063,3865,1225,99.24,66.63,91.72,2007,7,11
7/12/2007,1296,3375,1372,99.24,66.63,91.72,2007,7,12
7/13/2007,967,3086,1160,99.24,66.63,91.72,2007,7,13
7/14/2007,2177,3250,1899,99.24,66.63,91.72,2007,7,14
7/15/2007,2647,3599,1646,99.24,66.63,91.72,2007,7,15
7/16/2007,1272,3589,1449,99.24,66.63,91.72,2007,7,16
7/17/2007,1589,3258,1136,99.24,66.63,91.72,2007,7,17
7/18/2007,2389,6096,1825,100.05,68.06,91.72,2007,7,18
7/19/2007,3235,3802,1189,100.05,69.84,91.72,2007,7,19
7/20/2007,1899,4579,1445,100.05,69.84,91.72,2007,7,20
7/21/2007,2549,2906,1610,100.05,69.84,91.72,2007,7,21
7/22/2007,1232,3351,1648,100.05,69.84,91.72,2007,7,22
7/23/2007,2150,3795,1371,100.05,69.84,91.72,2007,7,23
7/24/2007,1708,3416,1314,100.05,69.84,91.72,2007,7,24
7/25/2007,1742,3628,1532,100.05,69.84,91.72,2007,7,25
7/26/2007,2109,3560,1464,100.05,69.84,91.72,2007,7,26
7/27/2007,2186,3623,1537,100.05,69.84,91.72,2007,7,27
7/28/2007,1716,3803,1488,100.05,69.84,91.72,2007,7,28
7/29/2007,2024,3270,1137,100.05,69.84,91.72,2007,7,29
7/30/2007,2631,3703,1304,100.05,69.84,91.72,2007,7,30
7/31/2007,2221,3540,1116,100.05,69.84,91.72,2007,7,31
8/1/2007,1531,3626,1370,100.05,69.84,91.72,2007,8,1
8/2/2007,2119,3647,1304,100.05,69.84,91.72,2007,8,2
8/3/2007,1987,3475,1364,100.05,69.84,91.72,2007,8,3
8/4/2007,2892,3521,1356,100.05,69.84,91.72,2007,8,4
8/5/2007,1346,2352,1144,100.05,69.84,91.72,2007,8,5
8/6/2007,656,3275,1090,100.05,69.84,91.72,2007,8,6
8/7/2007,2039,3523,1396,100.05,69.84,91.72,2007,8,7
8/8/2007,2637,3552,1232,100.05,69.84,91.72,2007,8,8
8/9/2007,1197,2909,1131,100.05,69.84,91.72,2007,8,9
8/10/2007,2364,3294,1078,100.05,69.84,91.72,2007,8,10
8/11/2007,1878,3579,1194,100.05,69.84,91.72,2007,8,11
8/12/2007,1084,3578,1539,100.05,69.84,91.72,2007,8,12
8/13/2007,2370,2873,1452,100.05,69.84,91.72,2007,8,13
8/14/2007,1197,3031,1557,100.05,69.84,91.72,2007,8,14
8/15/2007,1678,3519,1269,100.05,69.84,91.72,2007,8,15
8/16/2007,1692,1900,1407,100.05,69.84,91.72,2007,8,16
8/17/2007,2039,2822,1139,100.05,69.84,91.72,2007,8,17
8/18/2007,1289,2999,1448,100.05,69.84,91.72,2007,8,18
8/19/2007,1580,2261,1113,100.05,69.88,91.72,2007,8,19
8/20/2007,1885,3416,1366,100.05,69.88,91.72,2007,8,20
8/21/2007,1504,3549,1483,100.05,69.88,91.72,2007,8,21
8/22/2007,2823,3192,1342,100.05,69.88,91.72,2007,8,22
8/23/2007,1344,3790,1305,100.05,69.88,91.72,2007,8,23
8/24/2007,1577,2985,928,100.05,69.88,91.72,2007,8,24
8/25/2007,2084,2017,1308,100.05,69.88,91.72,2007,8,25
8/26/2007,1772,3513,1379,100.05,69.88,91.72,2007,8,26
8/27/2007,1841,3733,954,100.05,69.88,91.72,2007,8,27
8/28/2007,756,3183,1290,100.05,69.88,91.72,2007,8,28
8/29/2007,1547,3852,1906,100.05,69.88,91.72,2007,8,29
8/30/2007,1858,3512,1525,100.05,69.88,91.72,2007,8,30
8/31/2007,1672,3884,1493,100.05,69.88,91.73,2007,8,31
9/1/2007,1681,3839,1411,100.05,69.88,91.73,2007,9,1
9/2/2007,1670,3352,984,100.05,69.88,91.73,2007,9,2
9/3/2007,994,3181,1211,100.05,69.88,91.73,2007,9,3
9/4/2007,703,3492,1385,100.05,69.88,91.73,2007,9,4
9/5/2007,979,3407,1035,100.05,69.88,91.73,2007,9,5
9/6/2007,668,3242,880,100.05,69.88,91.73,2007,9,6
9/7/2007,575,3370,1386,100.05,69.88,91.73,2007,9,7
9/8/2007,1985,3295,996,100.05,69.88,91.73,2007,9,8
9/9/2007,715,3085,1169,100.05,69.88,91.73,2007,9,9
9/10/2007,1103,3273,990,100.05,69.88,91.73,2007,9,10
9/11/2007,1500,3454,891,100.05,69.88,91.73,2007,9,11
9/12/2007,1510,3127,1286,100.05,69.88,91.73,2007,9,12
9/13/2007,1559,3184,925,100.05,69.88,91.73,2007,9,13
9/14/2007,1502,3101,1322,100.05,69.88,91.73,2007,9,14
9/15/2007,992,3354,1103,100.05,69.88,91.73,2007,9,15
9/16/2007,1677,3019,1185,100.05,69.88,91.73,2007,9,16
9/17/2007,399,3671,1173,100.05,69.88,91.73,2007,9,17
9/18/2007,889,3337,844,100.05,69.88,91.73,2007,9,18
9/19/2007,1820,2951,1281,100.16,69.91,91.73,2007,9,19
9/20/2007,406,3783,1237,100.16,69.91,92.1,2007,9,20
9/21/2007,-108,3179,1207,100.16,69.91,92.1,2007,9,21
9/22/2007,1957,3244,1173,100.32,69.97,92.66,2007,9,22
9/23/2007,1557,3337,1034,100.99,70.01,93.38,2007,9,23
9/24/2007,1507,3337,811,101.34,70.01,93.45,2007,9,24
9/25/2007,1063,2993,1051,101.34,70.01,93.45,2007,9,25
9/26/2007,1631,3696,1213,101.34,70.01,93.45,2007,9,26
9/27/2007,2055,3375,1523,101.34,70.01,93.45,2007,9,27
9/28/2007,2660,4280,1434,101.48,70.17,93.45,2007,9,28
9/29/2007,2050,3641,753,101.65,70.17,94.14,2007,9,29
9/30/2007,1677,2998,702,101.65,70.27,94.14,2007,9,30
10/1/2007,2015,4066,1169,0.73,0.24,0.15,2007,10,1
10/2/2007,1091,3381,1071,0.75,0.24,0.15,2007,10,2
10/3/2007,1895,2983,645,0.75,0.24,0.15,2007,10,3
10/4/2007,2440,3220,732,0.86,0.56,0.79,2007,10,4
10/5/2007,2155,3607,744,2.88,0.61,1.48,2007,10,5
10/6/2007,1301,4784,800,2.91,0.61,1.93,2007,10,6
10/7/2007,1830,4651,849,2.91,0.61,1.93,2007,10,7
10/8/2007,1776,3741,729,2.91,0.61,1.93,2007,10,8
10/9/2007,1712,2723,869,2.91,0.8,1.93,2007,10,9
10/10/2007,2549,4634,1430,5.2,3.12,3.42,2007,10,10
10/11/2007,2648,4634,1430,5.22,3.14,3.46,2007,10,11
10/12/2007,1612,4752,1136,5.27,3.37,3.62,2007,10,12
10/13/2007,2234,3495,789,5.27,3.39,3.63,2007,10,13
10/14/2007,1477,3122,825,5.27,3.39,3.63,2007,10,14
10/15/2007,1603,4195,855,5.34,3.44,3.66,2007,10,15
10/16/2007,2859,4258,960,5.94,3.87,4.24,2007,10,16
10/17/2007,1626,4389,459,6.48,4.28,4.66,2007,10,17
10/18/2007,1776,3919,347,6.52,4.59,5,2007,10,18
10/19/2007,2599,7723,688,8.14,6.34,6.88,2007,10,19
10/20/2007,3646,4497,950,8.69,7.52,7.75,2007,10,20
10/21/2007,1369,4121,1020,8.69,7.52,7.75,2007,10,21
10/22/2007,1830,3387,944,8.69,7.52,7.75,2007,10,22
10/23/2007,2369,3593,809,8.69,7.52,7.75,2007,10,23
10/24/2007,1754,3219,791,8.69,7.52,7.75,2007,10,24
10/25/2007,1187,2969,854,8.69,7.52,7.75,2007,10,25
10/26/2007,1915,3109,1118,8.69,7.52,7.75,2007,10,26
10/27/2007,1670,3588,787,8.69,7.52,7.75,2007,10,27
10/28/2007,2046,3950,872,8.69,7.52,7.75,2007,10,28
10/29/2007,1491,5943,1174,8.73,7.65,8.09,2007,10,29
10/30/2007,1368,3489,773,8.8,7.72,8.1,2007,10,30
10/31/2007,823,4140,794,8.91,7.74,8.1,2007,10,31
11/1/2007,1099,3160,374,8.91,7.74,8.1,2007,11,1
11/2/2007,1848,3301,773,8.91,7.74,8.1,2007,11,2
11/3/2007,2097,2834,680,8.91,7.74,8.1,2007,11,3
11/4/2007,1827,2802,745,8.91,7.74,8.1,2007,11,4
11/5/2007,2100,3409,607,8.91,7.74,8.1,2007,11,5
11/6/2007,1839,3312,692,8.91,7.74,8.1,2007,11,6
11/7/2007,1702,3543,884,8.91,7.74,8.1,2007,11,7
11/8/2007,1837,4331,815,8.91,7.74,8.1,2007,11,8
11/9/2007,1451,4323,853,8.91,7.74,8.1,2007,11,9
11/10/2007,2942,4240,790,9.78,7.8,8.86,2007,11,10
11/11/2007,2093,3099,851,11.11,8.26,11.02,2007,11,11
11/12/2007,1765,3126,756,11.11,8.33,11.03,2007,11,12
11/13/2007,1474,2708,629,11.44,8.37,11.03,2007,11,13
11/14/2007,1745,2767,807,11.44,8.37,11.03,2007,11,14
11/15/2007,2680,3085,588,11.44,8.37,11.03,2007,11,15
11/16/2007,1317,3431,508,11.44,8.39,11.03,2007,11,16
11/17/2007,1855,4194,621,11.44,8.4,11.03,2007,11,17
11/18/2007,2080,3827,620,11.44,8.4,11.03,2007,11,18
11/19/2007,2151,3769,387,11.8,8.92,11.51,2007,11,19
11/20/2007,2650,4349,342,12.01,8.93,11.53,2007,11,20
11/21/2007,2194,4105,380,12.01,8.93,11.53,2007,11,21
11/22/2007,1423,4338,295,12.01,8.93,11.53,2007,11,22
11/23/2007,2089,3385,357,12.01,8.93,11.53,2007,11,23
11/24/2007,663,3595,695,12.01,8.93,11.53,2007,11,24
11/25/2007,1057,3370,554,12.01,8.93,11.53,2007,11,25
11/26/2007,1874,3239,929,12.01,8.93,11.53,2007,11,26
11/27/2007,2510,3827,377,12.03,8.98,11.53,2007,11,27
11/28/2007,3884,3583,384,12.03,8.98,11.53,2007,11,28
11/29/2007,908,3675,469,12.03,8.98,11.53,2007,11,29
11/30/2007,1276,4342,512,12.03,8.98,11.53,2007,11,30
12/1/2007,3399,3627,791,12.03,8.98,11.53,2007,12,1
12/2/2007,-737,4318,953,12.03,10.29,11.53,2007,12,2
12/3/2007,-2614,5246,787,12.71,13.16,11.59,2007,12,3
12/4/2007,6800,4986,704,13.97,14.9,12.11,2007,12,4
12/5/2007,1966,4953,657,13.97,14.91,12.11,2007,12,5
12/6/2007,2666,5847,1062,15.67,15.36,13.53,2007,12,6
12/7/2007,2568,5199,2189,17.42,16.29,17.18,2007,12,7
12/8/2007,1203,4542,1861,17.42,16.3,17.34,2007,12,8
12/9/2007,4167,3097,1051,17.42,16.3,17.34,2007,12,9
12/10/2007,1259,4156,730,17.5,16.3,17.34,2007,12,10
12/11/2007,58,3908,697,17.5,16.3,17.34,2007,12,11
12/12/2007,2039,3682,759,17.5,16.3,17.34,2007,12,12
12/13/2007,2010,3846,621,17.5,16.3,17.34,2007,12,13
12/14/2007,2572,3655,942,17.5,16.3,17.34,2007,12,14
12/15/2007,-308,4814,1080,17.5,16.3,17.34,2007,12,15
12/16/2007,2672,4911,986,18.1,16.63,17.53,2007,12,16
12/17/2007,3680,5652,761,19.3,18.56,18.8,2007,12,17
12/18/2007,980,12568,1161,22.96,22.09,21.09,2007,12,18
12/19/2007,5628,12086,1407,25.31,24.06,22.94,2007,12,19
12/20/2007,2816,11495,2258,28.12,26.94,25.59,2007,12,20
12/21/2007,2728,7115,1738,28.12,26.94,25.86,2007,12,21
12/22/2007,1888,4409,1458,28.12,26.94,25.86,2007,12,22
12/23/2007,3525,4615,1151,28.12,26.94,25.86,2007,12,23
12/24/2007,783,4715,862,28.27,27.03,26.02,2007,12,24
12/25/2007,2242,4607,843,28.27,27.03,26.1,2007,12,25
12/26/2007,2801,4122,852,28.27,27.03,26.1,2007,12,26
12/27/2007,3037,4298,799,28.42,27.08,26.2,2007,12,27
12/28/2007,1783,4630,769,28.72,27.11,26.79,2007,12,28
12/29/2007,1304,4782,1066,29.41,27.24,27.89,2007,12,29
12/30/2007,2789,4158,1125,29.49,27.64,28.41,2007,12,30
12/31/2007,648,4755,983,29.49,27.64,28.42,2007,12,31
1/1/2008,1631,4132,977,29.49,27.64,28.42,2008,1,1
1/2/2008,1732,4998,1061,29.49,27.64,28.42,2008,1,2
1/3/2008,2408,9082,1712,30.16,28.39,28.62,2008,1,3
1/4/2008,3062,9082,1712,34.2,34.66,32.45,2008,1,4
1/5/2008,9691,19527,7072,39.2,36.83,37.84,2008,1,5
1/6/2008,7108,13380,3877,40.7,37.67,40.72,2008,1,6
1/7/2008,2568,11067,2703,43.4,37.92,41.19,2008,1,7
1/8/2008,3591,9959,1928,45.01,39.45,42.7,2008,1,8
1/9/2008,2471,8289,2490,46.53,40.83,43.83,2008,1,9
1/10/2008,5420,9715,1974,46.96,41.87,44.01,2008,1,10
1/11/2008,2424,9387,1728,46.99,41.96,44.06,2008,1,11
1/12/2008,1890,8971,1990,47.23,42.21,44.16,2008,1,12
1/13/2008,2022,8138,1740,47.23,42.23,44.16,2008,1,13
1/14/2008,2081,7644,1514,47.23,42.23,44.16,2008,1,14
1/15/2008,2660,7431,1329,47.23,42.23,44.16,2008,1,15
1/16/2008,1487,6851,1289,47.23,42.23,44.16,2008,1,16
1/17/2008,2141,6651,1217,47.23,42.23,44.16,2008,1,17
1/18/2008,2345,6574,1180,47.23,42.23,44.16,2008,1,18
1/19/2008,724,5766,1432,47.23,42.23,44.16,2008,1,19
1/20/2008,1605,6103,1379,47.24,42.23,44.32,2008,1,20
1/21/2008,2320,5827,1123,48.18,42.26,44.96,2008,1,21
1/22/2008,2573,5352,1120,48.39,42.29,45.29,2008,1,22
1/23/2008,1268,4388,1279,48.45,42.32,45.74,2008,1,23
1/24/2008,2417,5479,1565,49.47,42.83,46.51,2008,1,24
1/25/2008,2186,6701,1550,50.98,44.58,47.14,2008,1,25
1/26/2008,3647,12242,1465,51.96,48.05,47.18,2008,1,26
1/27/2008,3984,12269,1844,54.71,49.09,49.99,2008,1,27
1/28/2008,7116,15078,3984,57.23,49.96,51.95,2008,1,28
1/29/2008,3943,11029,2698,58.43,50.25,53.16,2008,1,29
1/30/2008,3051,8638,2496,59.04,50.85,54.3,2008,1,30
1/31/2008,3566,11665,2167,61.64,53.08,55.74,2008,1,31
2/1/2008,3731,9691,3884,62.66,54.56,57.45,2008,2,1
2/2/2008,3765,11598,3021,65.35,55.19,59.38,2008,2,2
2/3/2008,4290,11185,4991,67.7,58.39,63.05,2008,2,3
2/4/2008,2700,8855,4114,68.15,58.41,63.49,2008,2,4
2/5/2008,3213,8111,2476,68.15,58.41,63.49,2008,2,5
2/6/2008,2070,6506,2228,68.15,58.41,63.49,2008,2,6
2/7/2008,3316,6850,2614,68.15,58.41,63.49,2008,2,7
2/8/2008,2308,6623,2310,68.15,58.41,63.49,2008,2,8
2/9/2008,2255,6459,2259,68.15,58.41,63.49,2008,2,9
2/10/2008,2448,7457,1918,68.15,58.41,63.49,2008,2,10
2/11/2008,2211,7623,1895,68.15,58.41,63.49,2008,2,11
2/12/2008,2881,7935,2118,68.15,58.41,63.49,2008,2,12
2/13/2008,2587,8861,1914,68.15,58.41,63.49,2008,2,13
2/14/2008,3094,9384,2280,68.15,58.41,63.49,2008,2,14
2/15/2008,2263,7298,2034,68.15,58.41,63.49,2008,2,15
2/16/2008,2205,7537,1941,68.15,58.41,63.49,2008,2,16
2/17/2008,3022,7882,1713,68.15,58.41,63.49,2008,2,17
2/18/2008,2403,7337,2180,68.15,58.41,63.49,2008,2,18
2/19/2008,2682,8026,2388,68.35,58.46,63.56,2008,2,19
2/20/2008,2926,7136,2188,68.8,58.47,64.35,2008,2,20
2/21/2008,2929,11321,2237,70.16,59.01,65.36,2008,2,21
2/22/2008,3311,12055,2518,72.55,61.84,66.8,2008,2,22
2/23/2008,4184,12766,3076,73.38,62.56,68.2,2008,2,23
2/24/2008,7036,26567,3811,76.69,66.23,71.09,2008,2,24
2/25/2008,6861,23417,5917,78.39,67.52,72.85,2008,2,25
2/26/2008,5625,16418,3932,78.39,67.53,72.85,2008,2,26
2/27/2008,4130,14600,2782,78.39,67.53,72.85,2008,2,27
2/28/2008,4714,13325,3025,78.39,67.53,72.85,2008,2,28
2/29/2008,4818,11260,2651,78.39,67.53,72.85,2008,2,29
3/1/2008,4434,12250,2770,78.47,67.56,72.9,2008,3,1
3/2/2008,4759,11994,2901,78.47,67.58,72.9,2008,3,2
3/3/2008,4451,11245,2585,78.47,67.58,72.9,2008,3,3
3/4/2008,3700,11236,2364,78.47,67.58,72.9,2008,3,4
3/5/2008,4200,10121,2742,78.47,67.58,72.9,2008,3,5
3/6/2008,3671,8483,2204,78.47,67.58,72.9,2008,3,6
3/7/2008,3170,8348,2274,78.47,67.58,72.9,2008,3,7
3/8/2008,3623,8499,2192,78.47,67.61,72.9,2008,3,8
3/9/2008,4078,8538,2162,78.47,67.61,72.9,2008,3,9
3/10/2008,3386,7874,2328,78.47,67.61,72.9,2008,3,10
3/11/2008,3205,7719,2020,78.47,67.61,72.9,2008,3,11
3/12/2008,3887,7240,2104,78.57,67.68,72.9,2008,3,12
3/13/2008,5359,9790,2791,78.86,67.76,74.66,2008,3,13
3/14/2008,6751,8933,3983,79.35,67.83,75.96,2008,3,14
3/15/2008,5902,8613,3261,79.94,67.93,76.88,2008,3,15
3/16/2008,4946,8811,2842,80.01,67.93,76.99,2008,3,16
3/17/2008,4452,7837,2674,80.23,67.93,76.99,2008,3,17
3/18/2008,4180,8429,2089,80.23,67.93,76.99,2008,3,18
3/19/2008,4496,7830,2073,80.58,67.97,77.35,2008,3,19
3/20/2008,4925,8450,2269,80.87,67.99,77.56,2008,3,20
3/21/2008,4609,8060,2426,80.87,67.99,77.56,2008,3,21
3/22/2008,4267,8368,2520,80.87,67.99,77.56,2008,3,22
3/23/2008,4179,9179,2401,80.87,67.99,77.56,2008,3,23
3/24/2008,5187,7567,2307,80.87,67.99,77.59,2008,3,24
3/25/2008,5520,8019,2597,80.95,68.04,77.59,2008,3,25
3/26/2008,6142,7774,2823,80.95,68.1,77.59,2008,3,26
3/27/2008,5454,8004,2825,80.97,68.11,77.59,2008,3,27
3/28/2008,4699,8172,2875,81.47,68.13,78.03,2008,3,28
3/29/2008,4937,7597,2513,81.93,68.25,78.41,2008,3,29
3/30/2008,4520,7319,2428,81.98,68.25,78.41,2008,3,30
3/31/2008,4194,6865,2369,81.98,68.25,78.41,2008,3,31
4/1/2008,3772,5993,2325,81.98,68.25,78.41,2008,4,1
4/2/2008,3735,6136,2422,81.98,68.25,78.41,2008,4,2
4/3/2008,3588,5963,2464,81.98,68.25,78.41,2008,4,3
4/4/2008,3696,6224,2244,81.98,68.25,78.41,2008,4,4
4/5/2008,3905,5406,2268,81.98,68.25,78.41,2008,4,5
4/6/2008,3812,5849,2362,81.99,68.25,78.41,2008,4,6
4/7/2008,4372,5636,2330,82.03,68.25,78.41,2008,4,7
4/8/2008,3058,5460,2528,82.03,68.25,78.45,2008,4,8
4/9/2008,3812,5107,2155,82.05,68.25,78.46,2008,4,9
4/10/2008,3103,5633,2003,82.05,68.25,78.46,2008,4,10
4/11/2008,3021,5875,2501,82.05,68.25,78.46,2008,4,11
4/12/2008,4551,6016,2786,82.05,68.25,78.46,2008,4,12
4/13/2008,5024,6482,3336,82.05,68.25,78.46,2008,4,13
4/14/2008,5566,6192,3871,82.05,68.25,78.46,2008,4,14
4/15/2008,5277,6244,3276,82.07,68.28,78.49,2008,4,15
4/16/2008,4395,5978,3191,82.07,68.28,78.49,2008,4,16
4/17/2008,3647,5942,3074,82.07,68.28,78.49,2008,4,17
4/18/2008,4424,6017,3210,82.07,68.28,78.49,2008,4,18
4/19/2008,4905,5280,3399,82.07,68.28,78.49,2008,4,19
4/20/2008,4395,6434,2892,82.07,68.28,78.49,2008,4,20
4/21/2008,3592,5589,2891,82.07,68.28,78.49,2008,4,21
4/22/2008,4628,6926,2974,83.07,68.76,78.7,2008,4,22
4/23/2008,3997,5705,3075,83.95,69.48,79.54,2008,4,23
4/24/2008,3429,5166,2726,84.09,69.51,79.61,2008,4,24
4/25/2008,3172,5450,2597,84.09,69.51,79.61,2008,4,25
4/26/2008,2934,5276,2482,84.09,69.51,79.61,2008,4,26
4/27/2008,5349,6169,2839,84.09,69.51,79.61,2008,4,27
4/28/2008,4849,6561,3806,84.09,69.51,79.61,2008,4,28
4/29/2008,6089,6113,3891,84.09,69.53,79.61,2008,4,29
4/30/2008,6332,5013,3646,84.09,69.53,79.61,2008,4,30
5/1/2008,5502,5018,2917,84.09,69.53,79.61,2008,5,1
5/2/2008,3752,5074,2903,84.09,69.53,79.61,2008,5,2
5/3/2008,4723,5603,2916,84.09,69.53,79.61,2008,5,3
5/4/2008,4404,5536,3194,84.13,69.53,79.61,2008,5,4
5/5/2008,5014,5567,2442,84.2,69.53,79.65,2008,5,5
5/6/2008,6329,7179,3660,84.2,69.53,79.68,2008,5,6
5/7/2008,6036,6935,4169,84.23,69.53,79.68,2008,5,7
5/8/2008,5981,6370,3831,84.23,69.53,79.68,2008,5,8
5/9/2008,6102,7196,3095,84.23,69.53,79.68,2008,5,9
5/10/2008,5418,6655,3207,84.23,69.53,79.68,2008,5,10
5/11/2008,5830,6354,3380,84.23,69.53,79.68,2008,5,11
5/12/2008,5859,6540,3394,84.23,69.53,79.68,2008,5,12
5/13/2008,5163,6432,3180,84.23,69.53,79.68,2008,5,13
5/14/2008,5230,6323,3146,84.23,69.53,79.68,2008,5,14
5/15/2008,6373,5996,3274,84.23,69.53,79.68,2008,5,15
5/16/2008,7872,7651,4522,84.23,69.53,79.68,2008,5,16
5/17/2008,7404,7895,4125,84.23,69.53,79.68,2008,5,17
5/18/2008,6430,6642,4370,84.23,69.53,79.68,2008,5,18
5/19/2008,6239,7459,3484,84.23,69.53,79.68,2008,5,19
5/20/2008,5138,8298,3290,84.38,69.53,79.68,2008,5,20
5/21/2008,4652,4574,2680,84.38,69.53,79.69,2008,5,21
5/22/2008,3785,5845,2344,84.38,69.53,79.69,2008,5,22
5/23/2008,3454,5498,1896,84.5,69.56,79.76,2008,5,23
5/24/2008,3924,6523,1964,85.56,70.32,81.18,2008,5,24
5/25/2008,3449,6166,2324,85.61,70.68,82.16,2008,5,25
5/26/2008,3662,6232,1873,85.96,70.96,82.73,2008,5,26
5/27/2008,2465,7098,1992,86.22,71.35,82.83,2008,5,27
5/28/2008,3854,10410,1531,86.28,71.65,83.17,2008,5,28
5/29/2008,2143,7061,2055,86.28,71.87,83.17,2008,5,29
5/30/2008,2638,6956,1796,86.28,71.96,83.17,2008,5,30
