datetime,SRI,SJI
1907-08-14,14.057900387700002,6.198205391
1907-08-15,14.057900387700002,6.198205391
1907-08-16,14.057900387700002,6.198205391
1907-08-17,14.057900387700002,6.198205391
1907-08-18,14.057900387700002,6.198205391
1907-08-19,14.057900387700002,6.198205391
1907-08-20,14.057900387700002,6.198205391
1907-08-21,14.057900387700002,6.198205391
1907-08-22,14.057900387700002,6.198205391
1907-08-23,14.057900387700002,6.198205391
1907-08-24,14.057900387700002,6.198205391
1907-08-25,14.057900387700002,6.198205391
1907-08-26,14.057900387700002,6.198205391
1907-08-27,14.057900387700002,6.198205391
1907-08-28,14.057900387700002,6.198205391
1907-08-29,14.057900387700002,6.198205391
1907-08-30,14.057900387700002,6.198205391
1907-08-31,14.057900387700002,6.198205391
1907-09-01,14.057900387700002,6.198205391
1907-09-02,14.057900387700002,6.198205391
1907-09-03,14.057900387700002,6.198205391
1907-09-04,14.057900387700002,6.198205391
1907-09-05,14.057900387700002,6.198205391
1907-09-06,14.057900387700002,6.198205391
1907-09-07,14.057900387700002,6.198205391
1907-09-08,14.057900387700002,6.198205391
1907-09-09,14.057900387700002,6.198205391
1907-09-10,14.057900387700002,6.198205391
1907-09-11,14.057900387700002,6.198205391
1907-09-12,14.057900387700002,6.198205391
1907-09-13,14.057900387700002,6.198205391
1907-09-14,14.057900387700002,6.198205391
1907-09-15,14.057900387700002,6.198205391
1907-09-16,14.057900387700002,6.198205391
1907-09-17,14.057900387700002,6.198205391
1907-09-18,14.057900387700002,6.198205391
1907-09-19,14.057900387700002,6.198205391
1907-09-20,14.057900387700002,6.198205391
1907-09-21,14.057900387700002,6.198205391
1907-09-22,14.057900387700002,6.198205391
1907-09-23,14.057900387700002,6.198205391
1907-09-24,14.057900387700002,6.198205391
1907-09-25,14.057900387700002,6.198205391
1907-09-26,14.057900387700002,6.198205391
1907-09-27,14.057900387700002,6.198205391
1907-09-28,14.057900387700002,6.198205391
1907-09-29,14.057900387700002,6.198205391
1907-09-30,14.057900387700002,6.198205391
