,alfalfa,almond,corn,cotton,cucumber,field_misc,grain,melon,onion,pistachio,rice,subtropical_misc,tomato,vegetable_small
0,2.0424586322459146,0.0,0.0,11.904191796608497,0.0,1.8005697963243512,1.1992957116359908,1.826984525462879,0.072,0.0,0.3811652207399257,0.0,0.952734316982447,0.321
1,2.3629257496217564,0.024984984984984984,0.235,11.320179298180564,0.0,3.3015426575067677,1.1479596907177947,1.2685113509435486,0.14405628140703516,0.0,0.18091461649782925,0.0,1.3021253701397222,0.102
2,3.792958245060053,0.026,0.0,8.87317093971709,0.0,2.099166094933172,0.488,2.4165923088167527,0.2925142038393497,0.0,0.5647941958887546,0.0,2.2404040117448285,0.08
3,3.4763780628021226,0.026,0.0,11.259536871887141,0.0,1.5224383409166453,0.3062093040220167,1.3363383077935018,0.165,0.0,0.42576986951364176,0.0,2.017954095468643,0.061175147596289024
4,2.647456874561599,0.026,0.0,11.487705729793722,0.0,1.2195313854884515,1.4602187172506942,1.3085485420823777,0.20160766182298542,0.0,0.3328182108626198,0.0,0.7457621795114183,0.2154106986261327
5,3.1252389035068373,0.026,0.15172413793103448,10.119978023900705,0.0,1.0544005502494052,0.3130645641455019,2.347170783100382,0.27263218390804594,0.0,0.519,0.0,1.3091908532580894,0.0
6,2.8289408199771002,0.026,0.2236034530771373,10.702719780177576,0.0,0.9813487695148537,2.9140098754032766,1.9390911776235358,0.2581943605236657,0.0,0.3778026070763501,0.0,0.701289156626506,0.0
7,2.8560342115089097,0.016842105263157894,0.0,10.920566255131124,0.0,0.623434154018896,1.1113773147621904,1.712938877774329,0.35,0.0,0.2495335463258786,0.0,0.7609735352155134,0.0
8,3.298314776937825,0.026,0.18011659807956104,10.99242368534091,0.0,1.680753844059082,1.092277314390885,2.239073520489259,0.0,0.05,0.305105462867829,0.06,0.9640347978346487,0.0
9,4.645372447618453,0.026,0.39802698216025706,9.512923583191307,0.124,1.3441342167933852,1.2518866091778404,1.990496850975968,0.6512863127978343,0.15702439024390244,0.2052744089936287,0.0,0.8664741980474197,0.0
10,4.254774739918677,0.129,0.0,9.465620970935182,0.0,1.1095209006564368,0.7444030349134938,1.156053992125421,0.16024279210925643,0.322,0.0,0.0,1.6514835693415313,0.2
11,5.463993863549402,0.3740941134156577,0.7793494142315193,4.747960486321163,0.04763086082857852,0.9109809610020951,2.263758573813077,1.2951817443321914,0.137,0.5219877547527542,0.0,0.3744923305294408,2.259941099599183,0.2258287976249381
12,5.817080539123361,0.409,0.06994011976047904,2.006816976578026,0.0,0.20222071197411004,2.143585235365084,1.1389554896142433,0.254,0.6771788718456211,0.4592234344243152,0.39229233052944085,2.9988549618320612,0.31084132895325894
13,4.547575973587134,0.2681768025121278,0.0,6.516907248255964,0.091,0.24166666666666664,0.5,1.356515252413669,0.5977594680389574,0.6521788718456211,0.30177615823378307,0.6644923305294409,4.385519898963378,0.31084132895325894
14,4.4084181980580714,0.6105654243278137,0.061276595744680855,10.208039463472907,0.08472505091649696,0.0,0.2889337147642361,0.5016764733277448,0.0,0.939290020411624,0.4575224589426488,1.136018067254428,2.837431535625982,0.44839299715336545
15,4.87111210497985,0.5742345170020408,0.123,6.428147771549824,0.0,0.0,1.2605924659943075,0.6873942894821835,0.11428571428571428,0.7239503004170494,0.38963502195938593,0.7744923305294409,3.321401981428065,0.6607435023721401
16,5.290156038387961,0.344,0.30748888888888887,3.5698522060242492,0.0,0.7239844002088869,2.455696296098367,0.5894972357772795,0.20594516594516601,0.6717805034023814,0.3789100968188105,0.8045953803596128,4.300523788088398,0.8512000000000001
17,3.4805801382816504,1.0530899999999999,0.0,3.5439111931852882,0.0,0.0,0.6665502392344498,0.9564693779904306,0.596,1.0587202963033937,0.224,0.46413943565820914,3.4931985745980105,0.8819307447485678
18,2.4276843494653506,1.6686879773691656,0.0,4.770724033339402,0.0,0.0,1.081026561641391,0.7354497607655501,0.6122902408111535,1.7948153050622668,0.224,0.6228370731707317,4.497694872247586,0.7144098261274021
19,1.9526021252624908,1.6852,0.0,5.729121729048996,0.0,0.3592483285577842,1.364217763554504,0.6771360162692236,0.295,1.7367590619106352,0.1814683544303797,0.51552,4.245786660430983,0.6974599605350025
