datetime,DNP_fnf,DNP_precip,DNP_snow,EXC_fnf,EXC_precip,EXC_snow,FOL_fnf,FOL_precip,FOL_snow,ISB_fnf,ISB_precip,ISB_snow,KWH_fnf,KWH_precip,KWH_snow,MIL_fnf,MIL_precip,MIL_snow,NML_fnf,NML_precip,NML_snow,ORO_fnf,ORO_precip,ORO_snow,PFT_fnf,PFT_precip,PFT_snow,SHA_fnf,SHA_precip,SHA_snow,SUC_fnf,SUC_precip,SUC_snow,YRS_fnf,YRS_precip,YRS_snow
2089-10-01,62.12573088541031,0.0,0.0,24.856759987306596,0.0,0.0,524.0867217727662,0.0,0.0,21.653056258392336,0.00010770931112347171,0.0,6.261276670753956,0.0,0.0,65.13057295246125,0.0,0.0,60.044101594161994,0.0,0.0,742.5422350158692,0.0,0.0,28.594658232593538,0.0,0.0,1610.27800763855,0.03917398303747177,3.177967058346637e-13,0.9662494811922313,0.0,0.0,367.59269551849366,0.0,0.0
2089-10-02,68.4909323504448,0.0,0.0,27.816158278656008,0.03198447450995445,0.0,545.2734370903015,1.1248499155044556,0.0,24.281209109115604,0.0,0.0,7.056434193170071,0.0,0.0,73.22696746330261,0.0,0.0,64.66586447210312,0.6942115426063538,0.0,788.9953639663697,3.1877646446228027,0.0,32.45622266707421,5.7142415244015865e-06,0.0,1601.2937466705323,1.0776149034500122,3.177967058346637e-13,1.0928703951850534,0.0,0.0,389.9699129241944,3.803903102874756,0.0
2089-10-03,189.93408192787172,5.121535778045654,0.0,76.11624719238282,3.4569525718688965,0.0,12735.249108251954,30.233280181884766,0.0,24.103199938201907,0.0,0.0,7.554944730448724,0.15490683913230896,0.0,110.56624897785187,2.545046806335449,0.0,364.9816605400086,6.835285663604736,0.0,10583.936649902345,35.68998718261719,0.0,39.128863205051424,0.20372842252254486,0.0,6220.674718615724,8.915384292602539,3.177967058346637e-13,1.1364949403107167,8.859173249220476e-05,0.0,16907.646463476565,68.2230453491211,0.0
2089-10-04,5287.811671362305,9.633481979370117,0.0,1742.9840366088868,12.58015251159668,0.0,63286.913849414064,17.680898666381836,0.0,689.8114395538331,4.766414642333984,0.0,730.0987276245118,15.186704635620117,0.0,1657.7125167297365,10.068876266479492,0.0,5908.530769262696,9.854568481445312,0.0,88777.81803925782,42.86091232299805,2.3969221274455776e-08,1502.5718879058838,17.224279403686523,0.0,50956.22075126954,17.695762634277344,1.0664435734497602e-07,387.2431778297425,13.412123680114746,0.0,85788.44768964844,64.48439025878906,0.0
2089-10-05,10416.950119482422,3.594358444213867,0.0,4723.73913647461,10.591712951660156,0.0,21457.53722431641,5.6159515380859375,0.0,89.32031417255402,0.920954704284668,0.0,187.3482477973938,2.4372386932373047,0.0,3813.7229876403812,6.218308448791504,9.553826885166927e-07,7334.679256896973,5.504899978637695,0.0,22579.42754047852,9.320648193359375,2.3969221274455776e-08,1363.9134486968994,7.205785751342773,0.0,12655.034992749024,0.8926830291748047,1.0664435734497602e-07,32.26305165395737,3.0927352905273438,0.0,15930.31235317383,7.5135498046875,0.0
2089-10-06,2929.7377616638187,0.0,0.0,1411.6917180633545,0.0,0.0,7290.959576586914,0.0,0.0,84.88161650047303,0.0,0.0,149.24221085929872,0.01963043212890625,0.0,1738.1183524017335,0.0,9.553826885166927e-07,2118.9682638061527,0.0,0.0,9414.430258300781,0.0,2.3969221274455776e-08,926.560263395691,0.08470344543457031,0.0,7027.742079968262,0.0,1.0664435734497602e-07,30.644510907840733,0.22609519958496094,0.0,6018.309070056152,0.0,0.0
2089-10-07,1644.159437210083,0.0,0.0,808.0703183624269,0.0,0.0,4437.161439074707,0.0,0.0,76.3479396806717,0.0,0.0,113.44944977474213,0.0,0.0,1089.7510016738893,0.0,9.553826885166927e-07,1218.7253010955812,0.0,0.0,5990.7457218750005,0.0,2.3969221274455776e-08,627.2580916946412,0.0,0.0,4898.230409289551,0.1494007110595703,1.0664435734497602e-07,27.129783790540696,0.0,0.0,3682.3723601440433,0.0,0.0
2089-10-08,1140.6372086242677,0.0,0.0,563.3537512573242,0.0,0.0,3203.756251556397,0.0,0.0,68.26478855781556,0.0,0.0,89.45206333751679,0.0,0.0,793.6383989318848,0.0,9.553826885166927e-07,856.8950992858887,0.0,0.0,4450.997890356446,0.3522796630859375,2.3969221274455776e-08,468.42561378936773,0.0,0.0,3938.711444787598,0.7023353576660156,1.0664435734497602e-07,23.196142676210407,0.0,0.0,2691.3508994018557,1.1519775390625,0.0
2089-10-09,867.3667613983155,0.0011138916015625,0.0,428.29654495925905,0.0,0.0,2550.459955645752,0.002651214599609375,0.0,61.60101800022126,0.0,0.0,72.9542171321869,0.0,0.0,620.7665269317628,0.0,9.553826885166927e-07,654.9762188415527,0.0027294158935546875,0.0,3792.6222791931154,0.0054931640625,2.3969221274455776e-08,370.8609565887451,0.0,0.0,3486.8490507751467,0.007801055908203125,1.0664435734497602e-07,19.856715095901492,0.0,0.0,2271.7017690856937,0.1970062255859375,0.0
2089-10-10,756.6036067886353,0.0,0.0,354.9953777824402,0.0,0.0,2316.9739151550293,0.0,0.0,56.277718791961675,0.0,0.0,61.362273783588414,0.0,0.0,509.09721061706546,0.0,9.553826885166927e-07,555.3670029808045,0.0,0.0,3892.7255919982913,0.0,2.3969221274455776e-08,306.08742905044556,0.0,0.0,3114.7160609252933,0.0,1.0664435734497602e-07,17.231151845240593,0.0,0.0,2346.4063679809574,0.0,0.0
