,0,1,FR1_contract,FR1_carryover,FR1_turnback,FR1_flood,FR2_contract,FR2_carryover,FR2_turnback,FR2_flood,SLS_contract,SLS_carryover,SLS_turnback,SLS_flood,SLF_contract,SLF_carryover,SLF_turnback,SLF_flood,ECH_contract,ECH_carryover,ECH_turnback,ECH_flood,CVC_contract,CVC_carryover,CVC_turnback,CVC_flood,KRR_contract,KRR_carryover,KRR_turnback,KRR_flood,TRR_contract,TRR_carryover,TRR_turnback,TRR_flood,WRR_contract,WRR_carryover,WRR_turnback,WRR_flood,KGR_contract,KGR_carryover,KGR_turnback,KGR_flood
101,2543.651848,1672.757963,734.5475581,118.3170304,2.021990468,46.38888961,42.81217149,0,0,65.11507205,1716.954306,183.564885,11.21056429,472.5162091,325.3162585,18.80619925,0,330.1094554,954.6640612,0,0,128.6997628,0,7.177722825,0,0,263.9510311,31.27940805,0,37.31615087,68.46761238,0,0,13.45352256,121.2358516,0,19.46456355,55.53233283,121.2358516,0,19.46456355,55.53233283
102,1173.91627,1197.122112,762.7226644,11.90272222,5.896687981,30.40550796,357.6237091,0,2.085307515,47.74247332,1329.298094,383.3401199,0,0,250.566333,0,0,13.69375467,957.46725,0,0,6.448227263,20.96341657,22.32066124,0,0,419.1100538,18.64016656,1.281275349,0,93.20975601,0,0,0,141.8611529,0,51.14589193,66.84272823,141.8611529,0,51.14589193,66.84272823
103,1578.84665,1169.546767,773.1023147,5.333880598,3.22020214,156.9789123,127.9252401,0.161333088,0,80.25724599,1558.234161,16.35883083,0,0,91.85805712,0,0,0,1203.07043,0,0,0,0,0,0,0,227.9357378,59.28400836,13.55500124,0,69.09006113,0,3.213512988,0.101329072,114.1118,0,66.70054727,122.533905,114.1118,0,66.70054727,122.533905
104,2593.948738,2296.986967,721.0000817,4.265288228,6.069233477,125.401518,415.7697455,0.527986966,3.583161326,175.4724096,2292.167292,35.22228613,14.16881931,60.36016182,647.0667315,0,1.554225472,119.7787558,1225.175382,0,0,49.14164386,4.998193944,0,0,0,552.4897325,78.03454325,0,0,121.002693,0,1.703460303,2.584360338,73.79615206,2.78E-17,38.76887571,226.4773232,73.79615206,2.78E-17,38.76887571,226.4773232
105,3449.857387,2303.113804,430.0470617,6.711427649,7.557366021,1052.679795,23.83030783,0.908060527,0,673.3221863,2488.920699,64.31967404,31.51984837,524.0960143,705.4745012,9.891204658,2.030943681,229.4835076,1217.865193,0,0,67.54378898,6.821241649,2.140450129,0,0,427.9186241,28.65914069,0,347.5689656,110.1068659,0,5.130870043,98.69095397,17.03122534,3.47E-17,6.21106272,315.5927406,17.03122534,3.47E-17,6.21106272,315.5927406
106,2511.964388,1748.192064,724.0839648,51.17182342,1.29860432,113.1044833,30.25258567,0,0.084912983,127.859876,1826.71772,276.6930321,23.23993456,462.6509015,327.9839985,18.02862573,4.598020782,376.3528685,1183.507597,0,0,145.9512369,6.27104685,3.365633659,0.719316471,0,334.4762945,16.34868921,0,73.28980346,87.44965261,0,1.714825516,22.21755551,104.5052404,0,24.95680128,132.0496556,104.5052404,0,24.95680128,132.0496556
107,2038.901774,1853.265841,607.423235,8.083157672,0,30.41738089,11.403814,0,0,50.90356039,1685.39641,148.1081933,0,269.0318648,519.1655994,0,0,87.59075202,952.3475795,0,0,38.45211199,0,0,0,0,126.9116257,47.14031393,0,0,51.04000629,0,0,0,116.7113325,0,18.42839947,43.22660212,116.7113325,0,18.42839947,43.22660212
108,1115.254518,942.5049241,477.7093272,5.651907078,0,31.36203596,4.879551468,0,0,44.54657705,1183.753729,9.268591688,0,0,165.3996207,0.931412998,0,0,951.9638424,0,0,0,0,7.237141024,0,0,105.278429,9.152643111,0,0,32.51095389,0,0,0,104.7107003,0,13.93440069,37.49308745,104.7107003,0,13.93440069,37.49308745
109,884.2322952,801.3545314,316.9874374,16.66539515,0,64.03361258,3.848858035,0,0,31.64352177,932.9632822,12.44798243,0,0,15.27963238,0,0,0,947.0239988,0,0,0,0,3.520800379,0,0,68.66194873,1.948183118,0,0,37.64544184,0,0,0,108.5280847,0,54.01726577,23.58037466,108.5280847,0,54.01726577,23.58037466
110,2027.587452,1543.490369,767.1208631,16.26710444,3.526018285,35.01658163,214.5674638,0,0.752504822,37.57241429,1880.280058,39.87015741,9.792566125,0,85.97940389,0,0,0,1259.574273,0,0,0,0,17.75793632,0,0,276.1709082,7.267556687,0,0,86.15170377,0,3.312520938,3.190313944,135.8650812,0.079682734,53.38904247,94.1819462,135.8650812,0.079682734,53.38904247,94.1819462
