datetime,realization,ORO_snow,SHA_snow,FOL_snow,YRS_snow,MHB_snow,PAR_snow,NHG_snow,NML_snow,DNP_snow,EXC_snow,MIL_snow,PFT_snow,KWH_snow,SUC_snow,ISB_snow,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf
9/28/1997,1,94.2,33.87,100.55,100.55,122.16,122.16,122.16,252.63,287.5,47.71,80.86,52.68,50.98,50.98,47.96,2434.2,6816.5,226.04,10.078,11.111,66.662,27.64,141.49,1062.1,195.72,678.68,889.03,83.514,56.754,551.96
9/29/1997,1,94.2,33.87,100.55,100.55,122.16,122.16,122.16,252.63,287.5,47.71,80.86,52.68,50.98,50.98,47.96,2116.5,11494,164.08,10.078,11.111,85.342,177.35,118.99,922.98,139.93,717.64,921.66,77.418,53.844,576.64
9/30/1997,1,94.2,33.87,100.55,100.55,122.16,122.16,122.16,252.63,287.5,47.71,80.86,52.68,50.98,50.98,47.96,2702.9,11798,174.48,10.078,9.2593,85.342,177.35,159.03,561.97,173.03,579.64,995.75,67.055,53.844,576.64
10/1/1997,1,0,0,0,0,0,0,0,0.24,22.15,0.08,0,0,0,0,0,2641.1,11680,0,467.37,7.8629,112.43,23.56,549.18,273.39,89.24,780.47,207.76,29.102,9.0184,243.88
10/2/1997,1,0,0,0,0,0,0,0,0.24,22.15,0.08,0,0,0,0,0,3653.4,8387.3,0,467.37,6.88,35.168,23.56,488.08,134.97,62.832,407.08,185.89,30.866,8.1166,302.2
10/3/1997,1,0,0,0,0,0,0,0,4.08,22.18,0.08,0,0,0,0,0,3932.7,2904.7,0,215.01,7.8629,30.184,23.56,521.81,102.3,49.173,474.47,156.07,39.684,7.2147,247.42
10/4/1997,1,0,0,0,0,0,0,0,4.08,22.2,0.1,0,0,0,0,0,3733.2,2563,0,215.01,7.8629,62.306,0,444.18,57.6,72.849,425.3,190.86,41.448,7.2147,183.8
10/5/1997,1,0,0,0,0,0,0,0,4.08,22.2,0.12,0,0,0,0,0,2754.8,7561.2,0,215.01,7.8629,58.152,9.8167,444.18,81.672,91.061,277.76,301.2,37.039,0,290.72
10/6/1997,1,0,0,0,0,0,0,0,4.2,22.2,0.12,0,0,0,0,0,2650.1,8139.2,0,215.01,7.8629,59.537,10.798,393.27,239,71.938,235.87,288.28,35.275,0,243
10/7/1997,1,0,0,0,0,0,0,0,4.32,22.2,0.12,0,0,0,0,0,2509.4,9812.2,0,215.01,7.8629,51.783,8.835,344.27,0,65.564,281.41,357.86,36.157,0.90184,240.35
10/8/1997,1,0,0,0,0,0,0,0,4.32,22.2,0.12,0,0,0,0,0,3003.1,10751,0,215.01,6.88,61.198,10.798,201.72,218.36,50.994,353.35,379.73,36.157,0.90184,259.79
10/9/1997,1,0,0,0,0,0,0,0,4.32,22.24,0.12,0,0.24,0,0,0.06,2658,10982,0,215.01,7.8629,48.737,58.9,203.63,151.31,0,558.26,257.46,29.984,0,235.93
10/10/1997,1,0,0,0,0,0.1,0.1,0.1,4.32,23.12,0.5,0,0.24,0,0,0.42,2923.4,1216.9,0,221.37,6.88,61.198,117.8,185.18,0,41.888,16.393,202.79,30.866,3.6074,238.58
10/11/1997,1,0,0,0,0,0.1,0.1,0.1,4.32,23.12,0.5,0,0.24,0,0,0.54,2972.2,2041.5,0,221.37,6.88,62.86,11.78,147.63,152.17,63.743,22.767,209.75,31.748,3.6074,255.37
10/12/1997,1,0,0,0,0,0.1,0.1,0.1,4.32,23.12,0.5,0,0.24,0,0,0.54,2212.2,5775.3,0,221.37,7.8629,52.06,18.652,212.54,151.31,75.581,425.3,182.91,28.22,0.90184,249.19
10/13/1997,1,0,0,0,0,0.1,0.1,0.1,4.32,23.12,0.5,0,0.24,0,0,0.55,3299.4,4922.4,0,221.37,6.88,44.307,0,174.36,564.83,67.385,265.92,204.78,30.866,3.6074,241.23
10/14/1997,1,0,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0,0.24,0,0,0.55,2752.8,8171.9,0,221.37,6.88,52.891,0,301,0,30.961,204.91,339.97,29.984,1.8037,203.24
10/15/1997,1,0,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0,0.24,0,0,0.55,2485.5,8583.4,0,221.37,7.8629,62.029,12.762,148.91,277.68,89.24,367.01,268.4,29.984,5.411,225.33
10/16/1997,1,0,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0,0.24,0,0,0.55,2800.7,7558.2,0,221.37,7.8629,33.784,12.762,241.18,159.05,80.134,321.48,221.68,29.984,5.411,224.44
10/17/1997,1,0,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0,0.24,0,0,0.55,3365.2,8458.6,0,1132,8.8458,12.461,3.9267,241.18,0,90.151,300.53,342.95,28.22,11.724,166.12
10/18/1997,1,0,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0.04,0.24,0,0,0.55,1931,8425.9,0,1132,9.8286,32.676,22.578,285.09,339.58,41.888,293.24,211.74,28.22,1.8037,240.35
10/19/1997,1,0,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0.04,0.24,0,0,0.55,1592.8,8608.7,0,1132,58.972,69.229,8.835,189.63,0,0,283.23,170.98,28.22,0,401.17
10/20/1997,1,0,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0.04,0.24,0,0,0.55,1314.6,8296.7,0,1132,151.36,32.676,0,116.45,183.12,62.832,268.66,268.4,28.22,2.7055,237.7
10/21/1997,1,0,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0.04,0.24,0,0,0.55,1460.2,7657.8,0,1132,197.56,17.723,16.688,157.18,387.73,90.151,255,297.22,28.22,4.5092,184.68
10/22/1997,1,0.79,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0.04,0.24,0,0,0.55,1272.7,7767.7,0,1132,96.32,7.7536,0,152.09,71.355,43.709,353.35,449.32,28.22,0,223.56
10/23/1997,1,0.79,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0.04,0.24,0,0,0.55,1548.9,8984.6,0,1132,60.937,11.354,18.652,246.27,76.514,69.207,311.46,611.35,28.22,0,228.86
10/24/1997,1,0.79,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0.04,0.24,0,0,0.55,635.34,10505,0,1608.4,53.075,12.738,0,206.82,28.37,7.2849,225.85,331.02,28.22,6.3129,257.14
10/25/1997,1,0.79,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0.04,0.24,0,0,0.55,1895,6748.5,0,1608.4,52.092,11.354,48.102,162.91,258.77,118.38,241.34,225.65,30.866,5.411,195.28
10/26/1997,1,0.79,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0.04,0.24,0,0,0.55,1647.7,9259.5,0,1608.4,86.492,13.846,114.86,187.72,254.47,112.92,226.76,163.03,29.102,6.3129,456.84
10/27/1997,1,0.79,0,0,0,0.1,0.1,0.1,4.32,23.39,0.5,0.04,0.24,0,0,0.55,2435.6,9020.3,0,1608.4,139.57,19.384,68.717,98.635,104.02,174.84,264.1,259.45,34.393,3.6074,378.2
10/28/1997,1,0.79,0,0,0,0.2,0.2,0.2,4.36,23.46,0.5,0.04,0.94,0,0,0.75,1421.3,7902.9,0,1608.4,104.18,14.123,233.64,116.45,205.47,97.436,179.41,276.35,32.629,8.1166,275.69
10/29/1997,1,0.79,0,0,0,0.5,0.5,0.5,4.7,25.44,1.48,0.04,0.94,0,0,1.45,1453.2,8486.9,0,1608.4,71.749,10.523,171.79,109.45,270.81,101.99,281.41,276.35,32.629,15.331,328.71
10/30/1997,1,2.73,0.1,1.66,1.66,0.5,0.5,0.5,4.82,25.65,1.51,0.04,0.94,0,0,1.45,3503.8,8584.9,0,1608.4,57.989,11.907,88.35,148.91,276.82,53.726,254.08,415.52,32.629,11.724,250.95
10/31/1997,1,3.45,0.1,1.78,1.78,0.72,0.72,0.72,5.42,25.66,1.51,0.04,0.94,0,0,1.45,4410.5,11178,0,612.7,50.126,11.63,38.285,47.09,255.33,163.91,215.84,449.32,32.629,11.724,309.27
11/1/1997,1,3.57,0.1,1.78,1.78,0.84,0.84,0.84,5.54,25.66,1.51,0.08,0.94,0,0,1.45,1895.3,5169.8,100.41,354.61,34.762,20.748,5.7028,328.86,486.94,132.18,331.58,393.6,49.995,12.899,327.29
11/2/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,25.66,1.51,0.08,0.94,0,0,1.45,3376.5,3040.9,248.26,354.61,33.823,95.004,11.406,200.02,46.635,125.48,249.97,440.41,49.995,29.767,260.71
11/3/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,25.66,1.51,0.08,0.94,0,0,1.45,1837.1,3209.1,233.06,354.61,32.883,56.784,14.664,182.9,316.15,164.75,282.32,350.61,60.571,42.667,228.82
11/4/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,25.76,1.51,0.08,0.94,0,0,1.45,2863.7,4002.3,93.96,354.61,31.944,39.858,8.9615,163.98,0,84.292,274.23,304.75,52.88,27.783,426.7
11/5/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,25.76,1.58,0.08,0.94,0,0,1.45,5929.3,4278.5,131.27,354.61,31.944,39.312,14.664,218.49,0,74.713,493.33,333.41,54.803,28.775,272.9
11/6/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,25.76,1.58,0.08,0.94,0,0,1.45,3312.6,5310.8,154.3,713.53,32.883,31.668,4.0734,155.87,0,171.46,359.52,305.71,50.957,23.814,334.79
11/7/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,25.86,1.58,0.08,0.94,0,0,1.45,1958.3,8881.1,175.48,713.53,50.734,30.576,64.36,242.82,156.26,124.52,219.09,278.96,53.841,20.837,318.85
11/8/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,25.86,1.59,0.08,0.94,0,0,1.45,3448.8,5364.4,164.43,713.53,113.68,33.306,40.734,209.48,155.05,16.284,261,360.16,49.995,18.853,407
11/9/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,25.86,1.92,0.08,0.94,0,0,1.45,832.15,5370.2,258.85,713.53,81.738,69.342,31.773,155.42,158.68,120.69,247.03,314.31,52.88,21.829,289.78
11/10/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,25.86,1.92,0.08,0.94,0,0,1.45,2333,7044,255.63,713.53,58.25,49.14,30.958,148.21,221.06,77.587,157.34,278,54.803,36.713,323.54
11/11/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,25.86,1.92,0.08,0.94,0,0,1.45,1573.2,5714,165.35,713.53,49.795,55.146,32.587,204.08,30.888,3.8314,224.24,296.16,52.88,28.775,301.97
11/12/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,26.06,1.92,0.08,0.94,0,0,1.45,1470.8,4429.4,180.09,713.53,45.097,46.956,13.035,152.27,211.37,68.966,544.06,297.11,52.88,25.798,387.31
11/13/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,26.06,1.92,0.08,0.94,0,0,1.45,546.62,4008.9,225.69,1167.9,43.218,41.496,3.2587,177.5,0,116.86,375.69,278.96,56.726,24.806,371.37
11/14/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,26.06,1.92,0.08,0.94,0,0,1.45,3222.5,3700.5,185.62,1167.9,43.218,21.84,21.996,216.24,195.02,117.82,401.43,331.5,149.99,26.791,318.85
11/15/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,26.06,1.92,0.08,0.94,0,0,1.45,1934.8,3780.5,149.69,1167.9,45.097,111.38,9.7762,165.78,228.94,117.82,322.76,363.03,185.56,26.791,334.79
11/16/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,26.06,1.92,0.08,0.94,0,0,1.45,3384,4468.1,225.69,1167.9,62.008,174.72,17.108,159.93,205.92,85.249,291.88,324.82,118.26,23.814,166.93
11/17/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,26.06,1.92,0.08,0.94,0,0,1.45,2565,6028.2,251.94,1167.9,110.86,153.43,7.3321,160.83,0,97.702,360.99,323.86,92.299,23.814,269.15
11/18/1997,1,3.69,0.1,1.78,1.78,1.08,1.08,1.08,5.54,26.06,1.92,0.08,0.94,0,0,1.45,2886.2,4417,168.11,1167.9,85.496,167.62,8.1468,99.11,499.66,115.9,179.39,363.03,84.608,19.845,295.41
11/19/1997,1,3.69,0.5,1.78,1.78,1.08,1.08,1.08,5.54,26.06,1.92,0.08,0.94,0,0,1.45,1654.9,3854.7,259.31,1167.9,85.496,152.88,58.657,163.08,203.5,115.9,185.27,363.98,81.723,17.86,324.48
11/20/1997,1,3.69,0.9,1.78,1.78,1.18,1.18,1.18,5.54,26.56,1.92,0.08,1.29,0,0,1.45,3808.5,5448.5,316.42,492.19,85.496,185.64,127.91,138.75,193.2,66.092,274.23,306.66,68.263,17.86,287.9
11/21/1997,1,3.69,1.4,1.78,1.78,1.92,1.92,1.92,6.69,28.08,1.92,0.08,1.29,0,0,1.45,2828.9,9220.8,252.4,492.19,85.496,175.81,211,116.68,205.32,106.32,351.43,298.07,64.417,21.829,321.66
11/22/1997,1,3.69,1.4,1.78,1.78,2.02,2.02,2.02,6.69,28.1,2.14,0.08,1.29,0,0,1.62,2977.3,6933.5,261.61,492.19,72.343,186.73,184.93,168.94,0,14.368,199.98,310.49,62.494,20.837,284.15
11/23/1997,1,3.69,1.6,1.78,1.78,2.72,2.72,2.72,6.69,28.4,2.14,0.08,1.29,0,0,2.84,3114.4,21322,439.4,492.19,62.948,145.24,448.08,175.69,297.98,56.514,246.3,448.05,64.417,17.86,300.1
11/24/1997,1,3.69,1.72,1.78,1.78,2.84,2.84,2.84,6.69,28.49,2.14,0.08,1.29,0,0,2.99,3100.4,12977,289.71,492.19,57.311,91.728,358.46,139.65,248.92,157.09,280.85,418.44,57.687,17.86,299.16
11/25/1997,1,3.69,2.08,1.78,1.78,2.84,2.84,2.84,6.81,28.55,2.14,0.08,1.29,0,0,2.99,2710.6,10760,234.44,492.19,55.432,117.94,179.23,122.99,99.933,28.736,548.47,274.18,56.726,18.853,256.96
11/26/1997,1,3.69,2.44,1.78,1.78,2.96,2.96,2.96,6.81,28.61,2.14,0.12,1.29,0,0,3.11,2991.4,11961,186.54,492.19,53.553,101.01,88.8,114.88,125.37,23.946,387.46,283.74,61.533,34.729,238.2
11/27/1997,1,3.69,2.56,1.78,1.78,3.08,3.08,3.08,6.81,28.73,2.19,0.12,1.29,0,0,3.11,2005.2,11374,243.65,876.85,52.613,85.176,143.38,104.07,157.47,85.249,447.74,287.56,64.417,35.721,316.04
11/28/1997,1,3.69,2.56,1.78,1.78,3.08,3.08,3.08,6.81,28.77,2.38,0.12,1.29,0,0,3.11,3093.8,9838.3,230.75,876.85,50.734,87.906,306.32,120.73,153.84,117.82,467.6,357.3,66.34,36.713,162.24
11/29/1997,1,3.69,2.56,1.78,1.78,3.18,3.18,3.18,6.81,28.86,2.51,0.12,1.29,0,0,3.11,2774.4,12847,230.75,876.85,58.25,76.986,184.93,123.89,155.65,176.25,221.3,238.83,62.494,33.736,292.59
11/30/1997,1,3.69,2.56,1.78,1.78,3.18,3.18,3.18,6.81,29.05,2.51,0.12,1.29,3.62,3.62,3.11,3101.3,31883,272.21,876.85,94.892,84.63,97.762,137.85,153.23,99.617,881.52,271.32,60.571,29.767,341.36
12/1/1997,1,3.69,2.56,1.78,1.78,3.18,3.18,3.18,6.81,29.1,2.51,0.12,1.29,3.62,3.62,3.11,427.82,3548.2,605.84,547.88,111.44,104.96,45.032,169.9,0,120.68,395.67,225.94,21.523,33.906,326.61
12/2/1997,1,3.69,2.56,1.78,1.78,3.18,3.18,3.18,6.81,29.1,2.51,0.16,1.29,3.62,3.62,3.11,230.78,3587.1,432.97,547.88,85.219,116.74,37.238,183.47,139.76,57.466,456.09,255.18,21.523,35.645,277.72
12/3/1997,1,3.69,2.56,1.78,1.78,3.18,3.18,3.18,6.81,29.59,2.78,0.6,1.65,3.62,3.62,3.11,966.6,2930.6,324.53,547.88,80.537,115.37,33.774,165.37,236.77,166.65,297.24,259.61,23.245,35.645,313.9
12/4/1997,1,3.69,2.56,1.95,1.95,3.7,3.7,3.7,7.53,33.05,4.09,0.6,1.65,3.62,3.62,3.11,1165.4,3581.1,534.9,547.88,68.363,107.15,25.98,176.89,245.06,73.748,457.07,302.14,34.437,34.776,234.69
12/5/1997,1,3.69,2.56,2.72,2.72,3.7,3.7,3.7,7.85,33.36,4.09,0.6,1.65,3.62,3.62,3.11,299.12,3762.4,439.5,547.88,61.808,107.42,47.63,222.14,196.56,44.058,445.37,325.17,44.768,33.037,297.28
12/6/1997,1,3.83,2.56,3.56,3.56,3.82,3.82,3.82,8.09,33.36,4.09,0.68,1.65,3.62,3.62,3.11,2069,6418.1,463.14,547.88,58.998,108.52,46.764,170.72,412.91,119.72,388.85,389.85,217.81,33.906,295.32
12/7/1997,1,4.55,2.56,3.56,3.56,5.72,5.72,5.72,10.54,36.15,5.35,1.2,2.01,9.07,9.07,3.11,47.93,9778,571.59,1523,56.189,86.047,231.22,274.39,123.17,69.917,447.32,367.7,173.91,30.429,367.68
12/8/1997,1,4.55,2.56,3.56,3.56,5.72,5.72,5.72,11.01,36.44,5.49,1.2,2.02,9.07,9.07,3.71,979.02,27535,582.19,1523,58.062,81.388,282.31,205.69,134.66,92.904,287.49,297.71,91.257,33.906,231.76
12/9/1997,1,4.55,2.56,3.56,3.56,5.82,5.82,5.82,11.37,36.47,5.54,1.2,2.02,9.07,9.07,3.71,5851.1,15992,356.33,1523,59.935,75.907,180.13,250.94,134.66,113.02,446.35,352.64,76.622,36.515,362.79
12/10/1997,1,4.55,2.56,3.56,3.56,5.82,5.82,5.82,11.49,36.5,5.54,1.28,2.02,9.07,9.07,3.71,2764.9,10440,379.16,1523,64.617,70.153,99.589,220.91,0,87.157,413.21,379.22,66.291,38.253,487.96
12/11/1997,1,4.55,2.56,3.56,3.56,6.06,6.06,6.06,11.61,36.5,5.54,1.36,2.02,9.07,9.07,3.71,1717.5,8638.4,457.44,1523,62.744,84.403,81.403,191.29,137.21,158.99,780.62,231.25,61.986,37.384,326.61
12/12/1997,1,4.55,2.56,3.56,3.56,6.06,6.06,6.06,11.73,36.5,5.54,1.36,2.02,9.07,9.07,3.83,2590,7276.7,622.14,1523,61.808,79.196,49.362,229.14,137.21,0,575.96,263.15,65.43,38.253,266.96
12/13/1997,1,4.55,2.56,3.64,3.64,6.06,6.06,6.06,11.85,36.51,5.54,1.36,2.02,16.09,16.09,3.83,2546.5,5783.5,632.74,1523,62.744,66.59,30.31,204.04,128.91,177.19,640.28,300.36,55.96,37.384,340.3
12/14/1997,1,4.55,2.56,3.64,3.64,6.16,6.16,6.16,12.09,36.56,5.54,1.4,2.02,16.09,16.09,3.83,1302.1,5177.9,582.19,723.21,67.426,47.134,99.589,227.49,127.64,104.4,427.83,335.81,56.821,39.123,328.57
12/15/1997,1,4.55,2.56,3.64,3.64,6.28,6.28,6.28,12.09,36.59,5.54,1.52,2.02,16.09,16.09,3.83,1128.1,5784.5,575.67,723.21,64.617,26.307,38.97,193.35,0,111.1,554.52,318.09,54.238,37.384,295.32
12/16/1997,1,4.55,2.56,3.64,3.64,6.4,6.4,6.4,12.09,36.59,5.54,1.56,2.02,16.09,16.09,4.03,1438.8,5418.9,534.08,723.21,62.744,52.615,57.156,204.87,124.45,146.54,342.07,407.57,61.125,37.384,394.09
12/17/1997,1,4.55,2.56,3.64,3.64,6.4,6.4,6.4,12.21,36.62,5.54,1.6,2.02,16.09,16.09,4.13,2162.2,5423.9,357.14,723.21,60.871,77.004,39.836,236.54,690.52,185.81,620.79,586.55,108.48,39.992,320.74
12/18/1997,1,4.55,2.56,3.76,3.76,6.52,6.52,6.52,12.45,36.7,5.57,1.6,2.02,16.09,16.09,4.2,2913.1,4802.3,335.13,723.21,59.935,80.84,44.166,147.27,439.71,109.19,618.84,665.41,354.7,37.384,215.13
12/19/1997,1,4.56,2.56,3.76,3.76,6.52,6.52,6.52,12.46,37.1,5.66,1.6,2.03,16.09,16.09,4.41,2024.6,4704.7,306.59,723.21,59.935,81.662,45.898,200.34,407.8,90.988,586.68,436.81,305.63,45.208,266.96
12/20/1997,1,4.56,2.56,3.76,3.76,6.62,6.62,6.62,12.46,37.1,5.69,1.6,2.03,16.09,16.09,4.73,5474.7,5310.4,431.34,723.21,59.935,65.768,34.64,183.89,407.16,116.85,392.75,449.22,0,36.515,246.43
12/21/1997,1,4.56,2.56,3.88,3.88,6.84,6.84,6.84,12.77,37.1,5.69,1.6,2.03,16.09,16.09,4.73,10277,4644.9,534.9,66.168,58.998,37.269,45.898,194.17,123.81,130.26,639.31,299.48,105.03,36.515,205.35
12/22/1997,1,4.56,2.56,4,4,6.84,6.84,6.84,12.89,37.1,5.69,1.6,2.03,16.09,16.09,4.85,6125.3,4390.9,475.37,66.168,58.062,32.61,28.578,198.7,123.81,131.21,456.09,288.85,26.688,36.515,551.52
12/23/1997,1,4.56,2.56,4,4,6.84,6.84,6.84,13.01,37.1,5.7,1.6,2.03,16.09,16.09,4.85,3958.7,4457.7,296.8,66.168,57.125,28.774,35.506,209.8,0,110.14,341.09,312.77,116.22,34.776,301.19
12/24/1997,1,4.56,2.56,4,4,6.84,6.84,6.84,13.01,37.1,5.7,1.6,2.03,16.09,16.09,4.85,3015.2,4068.2,287.02,66.168,57.125,30.144,27.712,177.3,125.09,137.92,306.01,372.13,128.28,38.253,304.12
12/25/1997,1,4.68,2.56,4,4,6.96,6.96,6.96,13.01,37.15,5.7,1.6,2.03,16.09,16.09,4.85,2523.5,4553.3,230.76,66.168,57.125,24.115,35.506,184.71,123.17,85.242,371.31,322.52,105.89,33.037,303.14
12/26/1997,1,4.68,2.56,4,4,6.96,6.96,6.96,13.25,37.16,5.7,1.6,2.03,16.09,16.09,4.85,2108.9,7427.1,260.93,66.168,56.189,16.99,25.98,176.48,130.83,95.777,549.65,335.81,93.84,33.906,309.01
12/27/1997,1,4.68,2.56,4.12,4.12,6.96,6.96,6.96,13.37,37.16,5.7,1.6,2.03,16.09,16.09,4.85,2065.4,11967,351.43,66.168,56.189,18.36,25.98,151.8,122.53,0,383.98,406.69,83.509,33.906,454.71
12/28/1997,1,4.68,2.56,4.12,4.12,7.08,7.08,7.08,13.37,37.16,5.7,1.6,2.03,16.09,16.09,4.85,1777.9,11021,489.24,1026.3,55.252,12.606,35.506,181.42,123.17,80.453,361.56,314.54,84.37,30.429,370.62
12/29/1997,1,4.68,2.56,4.12,4.12,7.08,7.08,7.08,13.37,37.16,5.7,1.6,2.03,16.09,16.09,4.85,1626.1,11971,516.96,1026.3,54.316,17.264,25.114,169.49,122.53,125.47,345.97,268.47,76.622,32.168,369.64
12/30/1997,1,4.68,2.56,4.12,4.12,7.32,7.32,7.32,13.49,37.16,5.75,1.6,2.03,16.09,16.09,4.97,1518.7,16531,293.54,1026.3,53.379,16.442,25.114,178.13,0,97.693,360.59,256.06,77.483,32.168,309.99
12/31/1997,1,4.68,2.56,4.12,4.12,7.32,7.32,7.32,13.49,37.16,5.75,1.6,2.03,16.09,16.09,4.97,827.24,14187,320.45,1026.3,54.316,17.264,25.114,186.35,405.89,57.466,443.42,386.31,72.317,31.298,225.89
1/1/1998,1,4.68,2.56,4.12,4.12,7.32,7.32,7.32,13.53,37.16,5.75,1.6,2.03,16.09,16.09,4.97,2115.3,11029,744.08,1049.3,24.228,158.1,1308.9,302.49,54.89,115.32,473.5,217.29,38.271,38.865,182.12
1/2/1998,1,4.68,2.56,4.12,4.12,7.32,7.32,7.32,14.02,37.16,5.75,1.6,2.03,16.09,16.09,4.97,1407.3,10403,836.48,1049.3,23.762,158.1,641.75,276.68,54.89,65.112,310.94,264.77,37.643,38.285,194.39
1/3/1998,1,4.68,2.56,4.12,4.12,7.32,7.32,7.32,14.43,37.16,5.75,1.6,2.03,16.09,16.09,4.97,2545.4,8442.7,760.15,1049.3,23.296,142.34,323.81,265.93,55.223,60.406,178.07,233.38,40.153,37.705,198.16
1/4/1998,1,4.68,2.56,4.12,4.12,7.44,7.44,7.44,14.43,37.18,5.75,1.6,2.03,16.09,16.09,4.97,2191.4,6611.9,691.41,877.14,23.296,116.08,249.46,248.01,105.79,65.112,294.08,250.28,49.564,40.605,274.59
1/5/1998,1,4.68,2.56,4.12,4.12,7.44,7.44,7.44,14.43,37.18,5.75,1.6,2.03,16.09,16.09,4.97,1558.4,6940.8,749.89,877.14,22.83,200.12,198.59,240.84,87.159,60.406,264.4,250.28,50.191,93.972,301.96
1/6/1998,1,4.68,2.56,4.12,4.12,7.44,7.44,7.44,14.43,37.18,5.75,1.6,2.03,16.09,16.09,4.97,2810.7,6379.7,730.25,877.14,22.83,137.09,132.07,253.74,195.61,65.112,198.98,161.76,50.191,59.747,258.55
1/7/1998,1,4.68,2.56,4.12,4.12,7.56,7.56,7.56,14.55,37.18,5.75,1.6,2.03,16.09,16.09,4.97,2058.8,6541.4,690.52,877.14,22.364,184.36,144.79,259.48,55.223,65.112,160.53,132.79,47.682,48.146,258.55
1/8/1998,1,4.68,2.56,4.12,4.12,7.56,7.56,7.56,14.55,37.18,5.75,1.6,2.03,16.09,16.09,4.97,2583.4,6351.6,639.63,877.14,22.364,207.47,138.92,210.74,186.29,83.94,250.24,216.48,50.818,44.665,195.33
1/9/1998,1,4.68,2.56,4.12,4.12,7.56,7.56,7.56,14.55,37.18,5.75,1.6,2.03,16.09,16.09,4.97,3021.3,6122.2,573.57,877.14,21.898,194.87,104.68,263.78,315.04,74.526,261.71,140.83,54.583,42.345,240.62
1/10/1998,1,4.68,2.56,4.12,4.12,7.56,7.56,7.56,14.55,37.21,5.85,1.6,2.03,16.09,16.09,4.97,3295.4,5409.8,631.15,877.14,22.364,189.62,104.68,198.55,102.13,88.647,285.99,394.33,61.484,37.125,241.57
1/11/1998,1,4.68,2.66,4.12,4.12,7.56,7.56,7.56,14.55,37.21,5.85,1.6,2.03,16.09,16.09,4.97,3651.3,5902.3,520.01,701.82,21.898,261.05,104.68,209.3,192.61,105.12,234.05,445.84,183.82,39.445,219.86
1/12/1998,1,4.68,2.66,4.12,4.12,7.66,7.66,7.66,14.55,37.75,5.9,1.6,2.03,16.09,16.09,4.97,3228.1,5169.2,594.55,701.82,21.898,178.59,93.915,157.69,224.22,105.91,268.45,375.82,109.79,35.384,189.67
1/13/1998,1,4.68,2.66,4.12,4.12,7.76,7.76,7.76,14.55,37.75,5.9,1.6,2.03,16.09,16.09,4.97,2907.2,6761.3,507.51,701.82,21.898,187.51,72.393,281.7,228.54,98.845,219.89,247.87,91.599,29.584,218.92
1/14/1998,1,5.16,2.66,4.12,4.12,8,8,8,14.91,37.75,6.01,1.64,2.03,16.09,16.09,4.97,2461.5,7075.2,540.99,701.82,21.432,160.2,72.393,208.59,233.2,88.647,416.84,222.11,79.051,29.004,234.96
1/15/1998,1,5.16,2.88,4.12,4.12,8,8,8,15.27,37.75,6.01,1.64,2.03,16.09,16.09,4.97,2365,6660.8,545.01,701.82,21.432,211.15,82.175,283.85,218.56,94.139,69.473,258.33,74.032,25.523,226.47
1/16/1998,1,5.16,2.88,4.12,4.12,8,8,8,15.27,37.75,6.01,1.64,2.03,16.09,16.09,4.97,1742.8,7993.5,514.65,701.82,20.966,106.1,77.284,179.92,242.85,100.41,142.32,231.77,69.013,31.904,233.07
