datetime,PAR_fnf,CNS_fnf,DNP_fnf,FOL_fnf,ISB_fnf,KWH_fnf,EXC_fnf,MIL_fnf,yuba_fnf,NHG_fnf,NML_fnf,ORO_fnf,PFT_fnf,SHA_fnf,SUC_fnf,YRS_fnf
11/15/2006,9.986730938,3.49791452,18.22815481,27.31143908,10.87508677,6.396049663,10.96255039,21.45794463,11.71220695,3.840439904,14.60644972,49.2966137,12.73301114,73.86356091,0.308521802,15.73031814
11/16/2006,5.224019865,1.649212806,11.66742181,14.76419529,12.80686981,5.711873671,7.398646922,18.28395289,10.85511573,2.09790737,7.676612554,112.8840723,15.76633186,502.8391494,0.330667148,12.94071017
11/17/2006,5.918290592,1.271834478,10.01638743,23.87174301,12.35220378,4.723820877,6.286086872,16.51758173,28.31997975,1.394173576,7.101448521,152.1994864,16.21222132,356.4968079,0.33723107,33.15301783
11/18/2006,7.320151395,1.138934942,10.1188513,22.66701724,11.39261556,4.062335756,5.984659932,16.20858457,21.90451628,1.062266032,7.074300769,109.774137,16.41211987,206.5775846,0.335037212,28.87456152
11/19/2006,6.038935423,0.92031957,8.985362023,14.13175901,10.65015096,3.602687662,5.693528918,15.49320825,9.387682684,0.839101157,6.140741174,61.79944111,16.62926467,141.7066439,0.329255552,13.63944096
11/20/2006,4.33713227,0.709107936,8.663830581,9.442372264,9.87781978,3.249496153,5.443816774,14.61321644,11.24506281,0.677857784,5.530097117,112.4283204,17.0897754,455.0287446,0.321258007,15.20074612
11/21/2006,9.046303691,6.524727448,12.3837709,121.1784591,8.741652517,2.9761524,6.110273867,14.26376936,101.5336291,4.528469432,11.83596069,322.1224298,17.23010179,366.7906897,0.312811814,151.031264
11/22/2006,10.15939958,4.233105415,12.25053878,67.84868926,7.819765529,2.786336879,5.701387323,13.30400554,46.28016122,1.94968885,13.41490355,163.0492612,14.27840247,507.7006383,0.305152743,70.7648324
11/23/2006,7.088637519,4.437899299,11.64824869,49.42944704,7.691408867,2.877734324,5.771731972,13.31595596,40.93529585,2.999002568,10.59608185,151.0077258,13.02588682,386.7965108,0.722056389,62.29687965
11/24/2006,5.294481326,2.862971283,10.14633003,26.67847327,7.213966079,2.947776863,5.221830568,13.28852825,17.11917604,1.642888411,8.723551442,86.14857291,12.10510523,202.3814137,0.343094472,25.98832641
11/25/2006,4.068230467,1.949420352,8.483763286,17.28004699,6.985454552,2.951645805,4.496351254,12.41519785,10.49762893,1.261964871,7.082601771,57.64196505,11.48022514,140.6960584,0.312361454,15.94663408
11/26/2006,3.343239398,1.444858032,7.153918685,12.85915944,7.387409369,2.854805797,3.941871615,11.29701451,7.86003331,1.005862921,5.825650386,46.27011285,11.19159623,128.3812071,0.313726322,11.94371502
11/27/2006,3.57257289,2.023096755,7.279153845,13.32259503,6.614549482,2.861723019,4.080521371,10.8793466,8.027911037,4.378172999,5.946324625,53.05206863,10.43996427,136.6510496,0.435385825,12.97518655
11/28/2006,3.303264252,1.8467656,6.693208017,12.41596854,6.511393625,2.945274456,3.585591969,11.01767751,7.215394387,3.044477242,5.475491742,47.13945706,10.01910593,115.1002038,0.530588999,11.75532981
