dv,seed,project,share_FRS,share_COF,share_TUL,share_KWD,share_EXE,share_LDS,share_LND,share_PRT,share_LWT,share_TPD,share_SAU,share_TBA,share_PIX,share_DLE,share_KRT,share_SSJ,share_SFW,share_NKN,share_ARV,share_DLR,share_ID4,share_SMI,share_TJC,share_BLR,share_LHL,share_BDM,share_WRM,share_COB,share_BVA,share_CWO,share_HML,share_KND,share_RRB,share_CNS,share_ALT,share_CWC,share_MAD,share_SOC,share_SOB,share_CCA,obj0,obj1,obj2,obj3,obj4,share_OTL,share_OFK
1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000980465192284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300520992288449,0.0,0.3993809611923225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.239059,-24.322095,-20.967175,125.663485,-3.0,,
1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23256320337030179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22668000576882652,0.0,0.31419618346250877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2265606073983629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.220089,-22.006433,-7.304584,109.292846,-4.0,,
1,1,3,0.0,0.0,0.0,0.2805622519357454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34436553846757556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375072209596679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.319074,-38.475368,-0.336993,119.32034,-3.0,,
1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48958469966486884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5104153003351313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.073646,-32.238262,-6.993942,113.792392,-2.0,,
1,2,3,0.0,0.0,0.0,0.2419355133464999,0.0,0.0,0.0,0.0,0.25101627634675705,0.0,0.0,0.0,0.24881520361423923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2582330066925038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.493978,-39.061824,-2.782071,116.028866,-4.0,,
1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33753360100369556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33493596525837105,0.0,0.32753043373793334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.021085,-26.136268,-20.346648,137.213009,-3.0,,
1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2841159582710456,0.0,0.0,0.0,0.33378806115853543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3820959805704191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.310692,-38.033754,-10.006811,117.602109,-3.0,,
1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2613985192470562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26967243122148454,0.0,0.2612862333688495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2076428161626096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.703424,-24.100488,-5.433069,119.133047,-4.0,,
2,0,3,0.09067577161287467,0.0,0.05160117554478409,0.03638808530753854,0.03439158987672332,0.07842711364720076,0.08394445898536429,0.032256229459354545,0.04443947722791393,0.03332932061406671,0.02577238381477824,0.0475005403763356,0.0,0.0,0.03725048475851426,0.06314928359553436,0.012932161006386158,0.0,0.010522326760422559,0.0,0.08358542116840616,0.0,0.05370550682032987,0.0,0.0,0.0,0.01250005147581398,0.0,0.0,0.0,0.0,0.09144288095238778,0.0,0.04182498472245725,0.03436075227281281,0.0,0.0,0.0,0.0,0.0,-66.197865,-47.756198,-2.000734,769.318247,-21.0,,
2,0,3,0.14245835092391126,0.013065884382092609,0.0,0.01648253390922179,0.05465383546765678,0.025050281990495672,0.07049322176396511,0.0,0.03290964396670239,0.0572404262151932,0.030179153270764997,0.03410645276523885,0.0,0.07103187232307485,0.0508379610084543,0.08066234389489674,0.016359273572276525,0.0,0.016897635465491796,0.0,0.13919830264454042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031201752201979526,0.0,0.05884944991105481,0.058321624322988264,0.0,0.0,0.0,0.0,0.0,-73.316745,-53.099999,-4.353869,408.797266,-19.0,,
2,0,3,0.0,0.0,0.0,0.14557521876270096,0.0,0.03229062683409851,0.0,0.054196102599689266,0.05749109664313191,0.0427095305617212,0.03889128285987505,0.0870407627191562,0.0,0.13805642045530064,0.03670750330356337,0.092919146816722,0.018019722745514746,0.0,0.027800124097859626,0.0,0.17115448784449575,0.0,0.0,0.0,0.0,0.0,0.015376522279902934,0.0,0.0,0.0,0.0,0.04177145147626786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.091315,-53.589554,3.438848,238.670144,-15.0,,
2,0,3,0.13194461532166404,0.0,0.0,0.03142323782118504,0.04512356657820372,0.11941516031293709,0.0,0.02316270279132431,0.0637922983325486,0.06884392045578644,0.03142586433844804,0.03961548340220799,0.049942949280292796,0.0,0.05838443752579862,0.025222030563260774,0.011312686327208202,0.0,0.01475812402525106,0.0,0.136999693388669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033407640732250894,0.021204841528389747,0.06321377334593692,0.030806973928636693,0.0,0.0,0.0,0.0,0.0,-84.305559,-59.442895,3.769529,478.859141,-19.0,,
2,0,3,0.11931236399232728,0.0,0.0,0.06023660984856012,0.03559010185063761,0.10284266347021918,0.024660597221725485,0.045455569030633705,0.04897317857344562,0.05256797779538328,0.026017738694030106,0.017710997265365954,0.0,0.0,0.022613565465939664,0.023046237099479193,0.018332729423441267,0.0,0.019398934445250055,0.0,0.11619599627610978,0.0,0.05424567921438488,0.11246728921768562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026647298198662635,0.0,0.0461328151389071,0.027551657777811496,0.0,0.0,0.0,0.0,0.0,-69.079036,-45.241847,-6.468428,636.107796,-20.0,,
2,0,3,0.11450617810995942,0.0,0.0,0.0,0.04153914286650082,0.10870682538451697,0.06996707079568973,0.0,0.06320136923679438,0.06127133098875234,0.03931222949161149,0.040177520408240394,0.053609265303345914,0.06896097064869385,0.07461125594835018,0.0747369484820177,0.015098640645046244,0.0,0.012866268463015463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02534888076257576,0.0,0.0,0.0,0.0,0.06510901237861502,0.0,0.039557735843563466,0.03141935424271088,0.0,0.0,0.0,0.0,0.0,-74.506624,-68.114772,7.23637,409.232824,-18.0,,
2,0,3,0.12660304638259345,0.0,0.06802409215924322,0.015506857702529832,0.02878904725688728,0.10269642410783413,0.02238313929311556,0.05753687816739696,0.061372407951533633,0.046213923490540085,0.02192417942375997,0.01874544797159141,0.0,0.0,0.025943851161559072,0.08934067922763356,0.017411179724702706,0.0,0.017394566366624346,0.0,0.11271199627759322,0.0,0.0,0.0,0.0,0.0,0.013488778564354757,0.03600926340555325,0.0,0.0,0.0,0.03704677395852316,0.0,0.0488349026615741,0.03202256474485623,0.0,0.0,0.0,0.0,0.0,-78.928945,-51.27237,5.869081,468.941762,-21.0,,
2,0,3,0.0924993053452998,0.0,0.062037723836424204,0.036747720092682894,0.029224531857214794,0.0809185164199248,0.07947326493935684,0.03276873018677456,0.04509272180888862,0.03375379725111321,0.025922587057551655,0.04825524921564339,0.0,0.0,0.03679373853430583,0.06898174128334829,0.013150280469267465,0.0,0.013431061066569324,0.0,0.09712819628723603,0.0,0.04351291746412508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08524775239315355,0.0,0.04015347393507684,0.034906690556042876,0.0,0.0,0.0,0.0,0.0,-68.682252,-48.041926,-6.077994,842.867922,-20.0,,
2,0,3,0.1261693238382873,0.0,0.0,0.0,0.044976673576184366,0.11309357364422667,0.0,0.0,0.06846673338626841,0.04390899184434488,0.06368426242435817,0.10276247551929876,0.04569239857056726,0.0678930120529257,0.059007696996569485,0.0701277780793328,0.01146009358704831,0.0,0.020266178563366214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016189611781897772,0.0,0.0,0.0,0.0,0.061564691891206086,0.0,0.051156221678066556,0.03358028256605128,0.0,0.0,0.0,0.0,0.0,-76.126487,-68.522792,8.669995,413.571164,-17.0,,
2,0,3,0.14342312591242892,0.0,0.0,0.07942908313257759,0.05073396681720041,0.13265352660054763,0.0,0.024258176507240364,0.07098885776311926,0.0382677302869823,0.032799266181054845,0.010418442104122783,0.0,0.0,0.03499555527745233,0.015650310928227107,0.0402741205387586,0.0,0.015010258428979312,0.0,0.15283634937838483,0.0,0.0,0.0,0.0,0.0,0.0145311529832875,0.06000180870866762,0.0,0.0,0.0,0.041025777522919006,0.0,0.04270249092804966,0.0,0.0,0.0,0.0,0.0,0.0,-80.619321,-48.626139,3.119863,348.416454,-18.0,,
2,0,3,0.12794898060167828,0.0,0.07311867896567989,0.01571542958934885,0.038070989657570074,0.11391324800111048,0.0641231940590471,0.0,0.06217243723788874,0.05605926043978783,0.027552480088219762,0.018212804460341597,0.0,0.06759851784637887,0.027358535428638267,0.01177163112728245,0.017538689324818106,0.0,0.01584125584629404,0.0,0.12757535758948252,0.0,0.0,0.0,0.0,0.0,0.013670206681515624,0.0,0.0,0.0,0.0,0.04004693743517506,0.0,0.04925808777506019,0.032453277844682334,0.0,0.0,0.0,0.0,0.0,-76.186246,-55.602924,0.794947,407.609355,-20.0,,
2,0,3,0.1168162762016288,0.0,0.06082473708250988,0.014643786232218172,0.03547490897559005,0.10245500636051103,0.021192322164973767,0.0,0.04851126197281471,0.011774310721083866,0.02621150908783014,0.06253576365294293,0.0,0.06410319668673783,0.024528027566126678,0.023710538424265126,0.016401399863328652,0.0,0.014761032330941067,0.0,0.11777795768553566,0.0,0.053635000319762094,0.0,0.0,0.0,0.012619344911675006,0.05016839605660292,0.0,0.0,0.0,0.03731611584154076,0.0,0.045902027291634284,0.03863708056974658,0.0,0.0,0.0,0.0,0.0,-81.141503,-53.887637,9.417343,678.080558,-22.0,,
2,0,3,0.10728587475125531,0.0,0.058705040003966986,0.017768617313708285,0.05023306002858813,0.10326726013250574,0.0,0.0,0.05095153601866206,0.01437609550071255,0.06619314445625436,0.025652233905167642,0.015917072886775085,0.10435322069124614,0.04585321314536176,0.054930588643659635,0.01899848866715967,0.0,0.014214721373609672,0.0,0.10438114046340355,0.0,0.0,0.0,0.0,0.0,0.01319818295104446,0.014883394526862272,0.0,0.0,0.0,0.034855410075696,0.0,0.05916555454704212,0.024816149917318668,0.0,0.0,0.0,0.0,0.0,-85.69012,-66.341654,9.91774,763.790195,-21.0,,
2,0,3,0.09297304420539919,0.0,0.0,0.05329030028587209,0.03473826071718667,0.08946777192183204,0.0931418696413124,0.022496767007041747,0.0,0.021449408314450052,0.042611031003080425,0.04493169733850612,0.039402499351704666,0.0,0.038079892042213716,0.03640709685197591,0.01428182121452321,0.0,0.01294601705353708,0.0,0.08430940546204486,0.0,0.06716556421111909,0.0,0.0,0.0,0.011526035832656758,0.02512407161328022,0.0,0.0,0.0,0.08124094896296784,0.03050254270336183,0.04297941168624561,0.02093454257968848,0.0,0.0,0.0,0.0,0.0,-92.073808,-57.957979,19.805801,791.560146,-22.0,,
2,0,3,0.121687979076958,0.0,0.0,0.021312368987813024,0.04489725769816055,0.12163110412861321,0.06302264700966019,0.0,0.0661890575325417,0.04627923220554483,0.0289969303636267,0.04035655512279103,0.0,0.0720077736530705,0.03209432270300484,0.012974303303567124,0.0480538792865775,0.0,0.01537519436920664,0.0,0.1147517135901512,0.0,0.0,0.0,0.0,0.0,0.017886613656901813,0.0,0.0,0.0,0.0,0.06622276120563492,0.0,0.04934378824576966,0.01691651786040657,0.0,0.0,0.0,0.0,0.0,-75.610404,-55.404287,3.60021,357.070373,-19.0,,
2,0,3,0.1311513229564329,0.0,0.0,0.023422424277312594,0.04630679064927646,0.07603230387738341,0.03023005181649194,0.0,0.0592685647830025,0.029299672166506478,0.032278956499942064,0.03476434098472466,0.0,0.0792893613331361,0.030466581605327527,0.017658121912670518,0.014607572596646757,0.0,0.016301901201084566,0.0,0.14248056061786302,0.0,0.0,0.0,0.0,0.0,0.014562685859147457,0.052921754983994526,0.0,0.0,0.0,0.04396277024038451,0.0,0.09582822953153838,0.029166032107133567,0.0,0.0,0.0,0.0,0.0,-82.860608,-53.267915,6.278994,420.448859,-20.0,,
2,0,3,0.1624517162996374,0.0,0.0,0.01863355557473696,0.06179269365816551,0.027336002666831574,0.0,0.0,0.04030531501295316,0.015757704710407123,0.041096031227905915,0.023066363542467383,0.038836305916126974,0.07983802555256721,0.06725232315719963,0.014235013064113445,0.018494209382502198,0.0,0.0201192078935865,0.0,0.16199206966787472,0.0,0.0,0.0,0.0,0.0,0.018902457828604512,0.0,0.0,0.0,0.0,0.03561143689583676,0.0,0.11282668646013516,0.04145288148834787,0.0,0.0,0.0,0.0,0.0,-81.989033,-63.855643,-0.978081,394.242367,-19.0,,
2,0,3,0.12042277858843406,0.0,0.06485907380385532,0.03237948954253386,0.05864142538975501,0.0955846965158846,0.0,0.0,0.06049919361032179,0.01664068299925761,0.06037234723395541,0.030459130123134427,0.02038732304226506,0.0,0.054296649002892765,0.06662737116964904,0.02249865601720298,0.0,0.016864168138647828,0.0,0.12393543762639837,0.0,0.0,0.0,0.0,0.0,0.011804776898855696,0.017693213526866855,0.0,0.0,0.0,0.03836469293193047,0.0,0.058207126948775056,0.029461766889383817,0.0,0.0,0.0,0.0,0.0,-86.455847,-63.139322,5.793536,478.7895,-20.0,,
2,0,3,0.08760528262325742,0.0,0.0,0.052436315952725215,0.03444328851346342,0.0886207838631288,0.09310417141690806,0.03447512796940275,0.0,0.021246347566223733,0.02610863398276486,0.04459671360792203,0.03902947736046615,0.0,0.06308021806199114,0.036062432224442574,0.014146615745946164,0.0,0.012305622922615554,0.0,0.08351125146615557,0.0,0.05485760853753069,0.0,0.0,0.0,0.011416919281470312,0.02488622296470713,0.0,0.0,0.0,0.08047184393026989,0.03384384773008955,0.0424945625492181,0.021256711729300756,0.0,0.0,0.0,0.0,0.0,-92.18489,-58.125516,19.886778,972.404621,-22.0,,
2,0,3,0.13121912128295138,0.0,0.0,0.021632637670030715,0.04427008619671246,0.10573745548823708,0.0,0.011050678013298681,0.05290531546393493,0.025818800207580928,0.03202539596482938,0.03182841559219631,0.031944573362135895,0.06957468061227934,0.06571734608634017,0.052262030833361464,0.020365581859452527,0.0,0.020355956981807137,0.0,0.13128385847368956,0.0,0.0,0.0,0.0,0.0,0.01607868772572316,0.0,0.0,0.0,0.0,0.040254138961082805,0.0,0.045267513585580725,0.05040772563877544,0.0,0.0,0.0,0.0,0.0,-82.270526,-66.339283,0.843191,495.026333,-20.0,,
2,0,3,0.0,0.0,0.0574015150189614,0.05796041812894097,0.0,0.11593087557471504,0.0,0.0,0.044115196284420156,0.057996129413104405,0.0368312416655743,0.10654483142983107,0.0119130836105858,0.05368725462834019,0.12345448302824806,0.10022163943191235,0.015065572514989418,0.0,0.010105002648945456,0.0,0.12971385365487068,0.0,0.0,0.0,0.0,0.0,0.014931619344673554,0.026805549619610285,0.0,0.0,0.0,0.03732173400227692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.446451,-63.762972,15.679794,313.532164,-17.0,,
2,0,3,0.11276964647833564,0.0,0.0,0.0587783338788156,0.04156940677860504,0.09670194525110912,0.0752723229233673,0.0,0.035781540811542716,0.03911239308652385,0.024698972096495832,0.01681327621907284,0.0,0.0,0.04777361499042424,0.05156607901288706,0.01309351776159228,0.0,0.018415656571834294,0.0,0.11160235634620697,0.0,0.06638955481673796,0.07801261395825672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030014251891173484,0.0,0.039337025846256764,0.04229749128076226,0.0,0.0,0.0,0.0,0.0,-67.751374,-45.008101,-8.15383,759.849768,-19.0,,
2,0,3,0.12301431371372548,0.0,0.0,0.021544662542151934,0.04547254320036907,0.12295681885851294,0.06169623852122731,0.0,0.06713081758059897,0.046783651369235596,0.029312981574214147,0.04079642023753768,0.0,0.0727926203161265,0.032444133852532336,0.01311571635019653,0.04678866181413429,0.0,0.015540020114431048,0.0,0.11600244660024403,0.0,0.0,0.0,0.0,0.0,0.010685525313206044,0.0,0.0,0.0,0.0,0.0669445542914899,0.0,0.04987697478856862,0.01710089896149761,0.0,0.0,0.0,0.0,0.0,-76.382384,-55.698986,3.549452,365.098837,-19.0,,
2,0,3,0.16304993309107435,0.0,0.0,0.021819908024202295,0.0,0.0318575378400589,0.0,0.0,0.06376708316919623,0.018131064774036684,0.01814766290884895,0.04616291696358886,0.04206815710540333,0.0983297481362139,0.07452580973078564,0.017512507616699643,0.015092130713631276,0.0,0.021212600713793568,0.0,0.18427378365179625,0.0,0.0,0.0,0.0,0.0,0.024245264367714344,0.0,0.0,0.0,0.0,0.03970993099602088,0.0,0.0641386969652708,0.055955263231664235,0.0,0.0,0.0,0.0,0.0,-84.491948,-63.448528,-2.699394,421.141676,-18.0,,
