7.316246299999999814e+06,1.195384200000000000e+07,5.097601589999999851e+06,3.954308008999999613e+06,9.635364949000000488e+05,1.427657444000000134e+06,1.428896334999999963e+06,2.495401098999999929e+06,3.716696821000000462e+06,2.082298038000000175e+06,4.427286936999999918e+06,3.841364759999999776e+06,1.120371245000000112e+06,6.947271909999999916e+05,1.463174550000000047e+06,4.043648413000000268e+07,1.154692467999999970e+07
9.388442169999999925e+06,1.369213180000000075e+07,5.658535690000000410e+06,4.376904629999999888e+06,1.051333999000000069e+06,1.659500689999999944e+06,1.659496868999999948e+06,2.784202160000000149e+06,3.702907618000000250e+06,2.101601615999999922e+06,3.096898540000000037e+06,2.669847720000000205e+06,5.984394170000000158e+05,1.810405589999999793e+05,1.056714722999999998e+06,4.607505724000000209e+07,7.602940958999999799e+06
3.388237660000000149e+06,7.568713500000000000e+06,1.413161409999999916e+06,1.643209671999999788e+06,1.285939027000000060e+05,4.682872045999999973e+05,4.675010860000000102e+05,5.955550659000000451e+05,9.987974438999999547e+05,4.990974450000000070e+05,1.115080199999999953e+06,1.004925060000000056e+06,2.474248969999999972e+05,7.306503999999999360e+04,3.984120100000000093e+05,1.717115439000000060e+07,2.838907206999999937e+06
8.156463299999999814e+06,1.560211650000000000e+07,5.283556776000000536e+06,4.615323700000000186e+06,6.771999090000001015e+05,1.303598842999999877e+06,1.303598084999999963e+06,2.114597538999999873e+06,3.041096013999999966e+06,1.601900566999999806e+06,3.136698490000000224e+06,2.845298209999999963e+06,8.512686230000000214e+05,3.373782135000000126e+05,1.233034080000000075e+06,4.369945122999999672e+07,8.403677617000000551e+06
4.043879080000000075e+06,8.334592700000000186e+06,2.991291560000000056e+06,2.153785259999999776e+06,3.882701599000000278e+05,7.989677323999999790e+05,8.004007667000000365e+05,1.230857763000000035e+06,1.785592013999999966e+06,9.610074198000000324e+05,1.829200169999999925e+06,1.612488820000000065e+06,3.592095810000000056e+05,1.033888601000000053e+05,4.444088699999999953e+05,2.348864446000000089e+07,4.348696300999999978e+06
6.991071400000000373e+06,9.775871300000000745e+06,5.449879628999999724e+06,3.540014919999999925e+06,8.774000243999999948e+05,1.515510163000000175e+06,1.515499763999999966e+06,2.353001919999999925e+06,3.377103573999999557e+06,2.105997663999999873e+06,3.578300370000000112e+06,2.758337620000000112e+06,5.461107010000000009e+05,1.731329200000000128e+05,9.817463299999999581e+05,3.750135035999999940e+07,8.037627941000000574e+06
2.366475830000000075e+06,6.986523799999999814e+06,1.410686044999999925e+06,1.284462600000000093e+06,1.369045719999999856e+05,4.285086879999999655e+05,4.290340830999999889e+05,5.941725169999999925e+05,1.061910769000000088e+06,5.019424249999999884e+05,1.016941140000000014e+06,9.315521800000000512e+05,2.005706089999999967e+05,4.485017538000000059e+04,3.107401199999999953e+05,1.520062133000000007e+07,2.504654223999999929e+06
2.976199859999999870e+06,7.283535599999999627e+06,1.544900659999999916e+06,1.559000500000000000e+06,1.382302097000000067e+05,4.157017547999999952e+05,4.154988501999999862e+05,5.995999459999999963e+05,1.069808074000000022e+06,4.404011810000000405e+05,8.886007700000000186e+05,9.587454599999999627e+05,2.294196889999999839e+05,5.286968499999999767e+04,5.652593810000000522e+05,1.644287664000000060e+07,2.694894984999999870e+06
6.814839200000000186e+06,1.321847759999999963e+07,3.943857279999999795e+06,2.917295339999999851e+06,5.366191698000000324e+05,1.082498935000000056e+06,1.082499699999999953e+06,1.767999681999999797e+06,2.609447279000000097e+06,1.411303254999999888e+06,2.898102209999999963e+06,2.485655080000000075e+06,4.817495659999999916e+05,1.344350230000000156e+05,8.758078199999999488e+05,3.538483743999999762e+07,6.875749699000000022e+06
5.581000780000000261e+06,1.301584430000000075e+07,3.169601500000000000e+06,2.760708790000000037e+06,4.146093938000000198e+05,8.422038599999999860e+05,8.422006470999999437e+05,1.303799999000000069e+06,2.045998946999999927e+06,1.100903257999999914e+06,1.954397620000000112e+06,1.773859540000000037e+06,3.704298489999999874e+05,9.508637552000000142e+04,5.781573100000000559e+05,3.107687148000000045e+07,4.771930695000000298e+06
