label, proj, share_FRS, share_COF, share_TUL, share_KWD, share_EXE, share_LDS, share_LND, share_PRT, share_LWT, share_TPD, share_SAU, share_TBA, share_PIX, share_DLE, share_KRT, share_SSJ, share_SFW, share_NKN, share_ARV, share_DLR, share_ID4, share_SMI, share_TJC, share_BLR, share_LHL, share_BDM, share_WRM, share_COB, share_BVA, share_CWO, share_HML, share_KND, share_RRB, share_CNS, share_ALT, share_CWC, share_MAD, share_SOC, share_SOB, share_CCA, share_OTL, share_OFK, cwg_p, ap_p, cwg_np, cog_wp_p90, n_p, cog_wp_p50, cog_p_p90, cog_p_p50
soln1, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.28138977639109464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3021054731639741, 0.0, 0.4165047504449312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 65.28650631868712, 25.517769406164813, 23.58195321122005, 119.51592469521736, 3, 89.15815496855367, 99.56356987684799, 77.70177131870724
soln100, 3.0, 0.2296125841676334, 0.0, 0.0, 0.028463915958370736, 0.0, 0.04200623564229823, 0.0, 0.0, 0.05991678520774019, 0.06175425862711734, 0.021198372151629827, 0.02959821344891001, 0.020130200794346687, 0.0, 0.10730240782433566, 0.04188934338311711, 0.03583906252928815, 0.0, 0.023492740704331834, 0.0, 0.2603073459365231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038488533624357744, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 83.51996870225277, 60.98801058589969, 10.534397567481, 261.605829224757, 14, 193.64528629981373, 80.75569854356486, 61.6386163219627
soln1001, 3.0, 0.15714884746978142, 0.0, 0.0, 0.021554522195660807, 0.0, 0.058443057996387965, 0.0, 0.015334289838850733, 0.04086906463373334, 0.04911657673415425, 0.0, 0.04934198350221346, 0.02310861346661797, 0.12054096519399068, 0.0, 0.0, 0.047061673612104775, 0.0, 0.016216856779964876, 0.0, 0.2757556237054994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011896007924594805, 0.0, 0.0, 0.0, 0.0, 0.06637069137448959, 0.0, 0.016634522261956917, 0.030606703309998942, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 88.82879740187148, 64.90714600801667, 5.730220648934974, 1000000.0, 16, 250.0402119936823, 79.66108849753255, 57.443357590259296
soln1004, 3.0, 0.1841610790660602, 0.0, 0.0, 0.015032516400925297, 0.0, 0.0822723046230508, 0.0, 0.03364199344055068, 0.05770982070261502, 0.0, 0.08797116921475004, 0.0, 0.012812822914942072, 0.11368668565121842, 0.0, 0.10089817199871307, 0.015144670498076527, 0.0, 0.01372681435034693, 0.0, 0.1757099271477187, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010391104725223381, 0.018615554355234563, 0.0, 0.0, 0.0, 0.048503608360102674, 0.0, 0.010568083522205864, 0.01915367302826559, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 92.46068131116135, 68.45576325025563, -9.32536222460914, 1000000.0, 17, 234.51493317482738, 76.3532675218278, 54.874292817286175
soln1005, 3.0, 0.2308797351737922, 0.0, 0.0, 0.02190053741087833, 0.0, 0.0, 0.0, 0.0137293184480215, 0.06473763640803494, 0.0, 0.0, 0.03413008707011927, 0.06111162742221502, 0.0, 0.04313359117115538, 0.0, 0.0, 0.0, 0.03619161070126043, 0.0, 0.35800526988501147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011610603433063317, 0.0, 0.0, 0.0, 0.0, 0.09932976965793908, 0.0, 0.02524021321850909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 92.65104653688815, 58.407270266893555, 13.067463295070352, 1000000.0, 12, 167.60648780865415, 78.17553719286272, 55.62777106823574
soln1006, 3.0, 0.1498923275805379, 0.0, 0.0, 0.050491303104034505, 0.0, 0.027450431979915577, 0.0, 0.014655158301070455, 0.037904964696043576, 0.0, 0.0, 0.035539806331154916, 0.013674022686541321, 0.1148866519218854, 0.0, 0.13217445012981455, 0.038828108980415305, 0.0, 0.012064416436574271, 0.0, 0.2535161752803215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021108566706816646, 0.0, 0.0, 0.0, 0.0, 0.06554962601141458, 0.0, 0.03226398985345951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 87.79643607230183, 67.04755327158631, 6.390468317280121, 1000000.0, 15, 195.45152065003734, 78.92146605180963, 58.01539692094126
soln1007, 3.0, 0.18108196572803772, 0.0, 0.03966831636770643, 0.035507172681338205, 0.0, 0.016978731077649897, 0.0, 0.010618365835947757, 0.04559567425654489, 0.0, 0.0, 0.061499863403272556, 0.022575351113412884, 0.1241862239280433, 0.0580509028630617, 0.0, 0.0, 0.0, 0.015373755139469673, 0.0, 0.265723793155806, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10546948110051096, 0.0, 0.017670403349197925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 84.88788154078367, 60.67844891404118, 10.234035395129395, 282.1193661991232, 14, 171.3552815927348, 80.08167050869238, 58.99655589640375
soln1009, 3.0, 0.20528749052356235, 0.0, 0.051023744625196044, 0.0, 0.0, 0.0, 0.0, 0.059974999565964686, 0.039427406147097464, 0.0, 0.0, 0.05762578343374017, 0.0, 0.0, 0.016266196751101004, 0.0, 0.07721307372234472, 0.0, 0.03384788219702888, 0.0, 0.3352608118196497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09190914772825919, 0.0, 0.03216346348605589, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 73.73635121111948, 36.97097667921937, 20.448077512999966, 247.9171116269493, 11, 149.18562102610463, 90.63622069872885, 67.7059282124788
soln1010, 3.0, 0.1413136452531353, 0.0, 0.0, 0.031082466257323794, 0.0, 0.030754175417742557, 0.0, 0.014098937020364069, 0.04251717754209551, 0.02496290413907484, 0.020591214656027496, 0.024523175124589885, 0.04414206660589437, 0.0, 0.024623820863635813, 0.0, 0.056158063505704424, 0.0, 0.020317136982615638, 0.0, 0.24180025861688154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0225027307372589, 0.0, 0.0, 0.0, 0.0, 0.03915972604280028, 0.15009140942184668, 0.039553775445049934, 0.03180731636795881, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 95.94960645308774, 59.47633691761059, -7.0901764339365085, 1000000.0, 18, 240.04338865030718, 74.66429438517693, 52.72193677099641
soln1012, 3.0, 0.18089364997056698, 0.0, 0.05106327992197484, 0.01344605268034556, 0.0, 0.0, 0.0, 0.015888179059884856, 0.05656657866241327, 0.0, 0.0, 0.04841480488198226, 0.023522745599147358, 0.0, 0.06212563828682531, 0.0, 0.0, 0.0, 0.022139408220089214, 0.0, 0.32095130071444056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016355301674729737, 0.03001972332584624, 0.0, 0.0, 0.0, 0.1134974395069536, 0.0, 0.04511589749480038, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 95.65143692242273, 58.67522025938693, 5.6270847862617845, 1000000.0, 14, 188.90217669917678, 73.18832330714285, 53.66648398684557
