label, proj, share_FRS, share_COF, share_TUL, share_KWD, share_EXE, share_LDS, share_LND, share_PRT, share_LWT, share_TPD, share_SAU, share_TBA, share_PIX, share_DLE, share_KRT, share_SSJ, share_SFW, share_NKN, share_ARV, share_DLR, share_ID4, share_SMI, share_TJC, share_BLR, share_LHL, share_BDM, share_WRM, share_COB, share_BVA, share_CWO, share_HML, share_KND, share_RRB, share_CNS, share_ALT, share_CWC, share_MAD, share_SOC, share_SOB, share_CCA, share_OFK, cwg_p, cwg_np, cog_wp_p90, n_p
s1/soln116, 3.0, 0.0, 0.016498618568356674, 0.07935427920103894, 0.01388499641239619, 0.07850657454072975, 0.09495563368316906, 0.02791621373315572, 0.04330162043823376, 0.013382330011686476, 0.056101013475459975, 0.10532291573189738, 0.09175139232706786, 0.07400222351357626, 0.0, 0.020254872191052906, 0.05590918063742978, 0.09365645024459529, 0.0, 0.05363894301286498, 0.0, 0.0, 0.0, 0.04600773248864423, 0.0, 0.023337418589646084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012217591198998755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 62.64724299175811, 14.593497611459604, 866.0227160029787, 19
s1/soln117, 3.0, 0.0, 0.09057453407051792, 0.06090653823608481, 0.0, 0.0, 0.10003405150487414, 0.03466437958804482, 0.08674577146837904, 0.0, 0.06325750369241598, 0.06785957067803908, 0.10216260526165134, 0.0973086294646072, 0.0, 0.0754744407389454, 0.058469361798854896, 0.09453084335389683, 0.0, 0.03288753959630797, 0.0, 0.013555743791343612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010900248363181556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010668238392855463, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 81.51494276986446, -3.67195012822833, 341.653410578787, 16
s1/soln118, 3.0, 0.0, 0.03212484340551163, 0.0713547429154698, 0.10324009136159198, 0.03790814289153175, 0.08650155182287685, 0.02304479253652176, 0.07967425177112022, 0.0, 0.07793375868294054, 0.06212697854096462, 0.0846117513763415, 0.0726178799103765, 0.0, 0.07008911748668933, 0.050134440705723794, 0.08018565833050569, 0.0, 0.044175891619599686, 0.0, 0.014052545833874311, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010223560808360073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 71.56947897182033, 5.96819318764416, 360.96307858007464, 17
s1/soln119, 3.0, 0.0, 0.028056809501658193, 0.04529508054901471, 0.03374693824818742, 0.04620545445571194, 0.10194173599300843, 0.02547904136410458, 0.08999990006925931, 0.0, 0.05933557281880885, 0.028192526177709034, 0.10687118316312967, 0.07827586452801043, 0.09442710268871805, 0.09952645750455996, 0.06371179037972212, 0.07212929194447742, 0.0, 0.01618630562442295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010618944989496804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 75.9153790465975, 2.640262944982604, 344.76823505216595, 17
s1/soln12, 3.0, 0.0, 0.029171594506532204, 0.05824562464688813, 0.012137788477204713, 0.0, 0.10260668462307318, 0.06202079014862753, 0.09132498718887153, 0.019952397808655185, 0.09481184212924526, 0.11404683868217794, 0.09732025880833163, 0.08119148697516722, 0.0, 0.03032499449642866, 0.0, 0.09708986326768718, 0.0, 0.05980037187583689, 0.0, 0.0, 0.0, 0.04995447636527272, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 61.93288592629847, 17.695504057649387, 450.9860664407253, 15
s1/soln120, 3.0, 0.09693350082863986, 0.0, 0.0, 0.16794864027167508, 0.0, 0.1390741383695196, 0.0, 0.12667690623016115, 0.03422483934026088, 0.0852117568137533, 0.0, 0.05157289370982905, 0.07064106783563857, 0.0, 0.0, 0.0, 0.09195661230939435, 0.0, 0.06922629286344507, 0.0, 0.0, 0.0, 0.06653335142768302, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 61.37503270614164, 19.103188443986603, 574.6200888960925, 11
s1/soln121, 3.0, 0.0, 0.024871508330496284, 0.0475139168111461, 0.029682268950640977, 0.03119061560563808, 0.08154058941324271, 0.04349790882420569, 0.07456294386888783, 0.014499039260280483, 0.050586096375079624, 0.09186153644159524, 0.07493665876567675, 0.09892330831883586, 0.0, 0.06816903876663738, 0.03952867098874129, 0.047782520875451776, 0.0, 0.024793057853119447, 0.0, 0.0, 0.0, 0.043378775902814665, 0.0, 0.02805460675687203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08462693789063779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 61.88941589374967, 15.286620218865309, 808.1600959682889, 19
s1/soln122, 3.0, 0.0, 0.019954966870659445, 0.06455918967969887, 0.012638100572762333, 0.011102539080103805, 0.10585781603193037, 0.030835619057479165, 0.09155033388985057, 0.0, 0.06715996099997339, 0.11360092769079291, 0.03935721154219439, 0.08850809560564131, 0.11025093059933902, 0.024178284977527775, 0.058903316943879985, 0.06738875556944746, 0.0, 0.04361787646811082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012557365595896434, 0.0, 0.0, 0.0, 0.0, 0.025993674555334828, 0.011985034269377075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 77.38043934054392, -0.32506652224014426, 743.0880195565043, 19
s1/soln123, 3.0, 0.0, 0.027485082519901328, 0.0, 0.020668740453888, 0.0, 0.12728433648626952, 0.0, 0.11130746674760666, 0.022625834282986527, 0.06431283176137235, 0.0, 0.07937678113091078, 0.0971514309053738, 0.0, 0.09614142044814214, 0.0, 0.08332313707096309, 0.0, 0.09724796975548587, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013076872926587088, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15999809551051292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 72.84150177736129, 11.06852958842976, 468.475826392253, 13
s1/soln124, 3.0, 0.0, 0.08456559448598737, 0.05795963551480995, 0.010315789661000172, 0.0, 0.09627728160650077, 0.02852910575371954, 0.08286446950659938, 0.0, 0.08990540209631341, 0.10295469310234884, 0.037566114322910585, 0.0736946548895564, 0.0, 0.07874922236720187, 0.055974500597516914, 0.061570263308762946, 0.0, 0.039919979221801474, 0.0, 0.01239258631383827, 0.0, 0.051239495456879815, 0.0, 0.0, 0.0, 0.012429910570505695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010819980492202686, 0.012271320731543857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 80.75588346411689, -3.6917898297891782, 732.8692280641421, 19
s1/soln125, 3.0, 0.0, 0.02930352720554486, 0.06131133561624314, 0.015420682483530408, 0.0, 0.1055661689809932, 0.03623342671091671, 0.09418347637875146, 0.0, 0.059937280157931615, 0.036029604996210905, 0.10951044837535232, 0.08077097919414739, 0.09870223943265949, 0.018802746645440672, 0.062474237503171784, 0.06744709252713048, 0.0, 0.06252339779149613, 0.0, 0.014270404624756945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021007709751850377, 0.011897006842535625, 0.014608234781336498, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 73.32567298356742, 3.9780523287977054, 766.400427226875, 19
s1/soln126, 3.0, 0.0, 0.03385478751316361, 0.0, 0.0, 0.0, 0.11474375831247896, 0.03744481988310654, 0.10297442650821122, 0.0, 0.043443852848944316, 0.0, 0.1249357329255329, 0.08579688536353694, 0.11807738744137883, 0.1080466614480724, 0.09624529436873033, 0.10947228808364451, 0.0, 0.012075875312365007, 0.0, 0.012888229990834514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 67.46579595366238, 12.741358171763324, 231.75985276961273, 13
s1/soln127, 3.0, 0.0, 0.022381208830033816, 0.05951656716909639, 0.01594594609906351, 0.0, 0.1021078531758144, 0.03022259320477839, 0.08907983108842137, 0.0, 0.09677991865469507, 0.07174277960980122, 0.10377478201087524, 0.08342182639695049, 0.0, 0.08315251918649881, 0.058952210612226295, 0.09859052791372554, 0.0, 0.04841388951977131, 0.0, 0.0, 0.0, 0.03591754652824822, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 64.53022551437084, 15.11201742319725, 356.84598765254043, 15
s1/soln128, 3.0, 0.0, 0.03489197448630762, 0.0, 0.0, 0.0, 0.10493174134198861, 0.030700460099540042, 0.09216134172400599, 0.0, 0.05367965704197198, 0.11800233233499038, 0.0704136074186413, 0.08077023998511403, 0.09961150576996432, 0.10154025182958398, 0.05017930180020014, 0.10199306574469134, 0.0, 0.0500281604608637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011096359962136497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 76.25656873056029, 4.340526244729788, 259.4419529809992, 14
s1/soln129, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12298828171036165, 0.035543070796368634, 0.10540376572066333, 0.0, 0.0707769807360402, 0.0, 0.11986586553480728, 0.09314704080391177, 0.0, 0.11321555020889403, 0.06870226217598448, 0.13324844423497514, 0.0, 0.08018557863313157, 0.0, 0.0, 0.0, 0.05692315944486189, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 59.496264022673046, 19.419155734979828, 265.39562261084615, 11
s1/soln13, 3.0, 0.0, 0.026581168621348298, 0.07944437319883764, 0.041216986394874595, 0.0, 0.09571676869569307, 0.02891801549550394, 0.08659831456132527, 0.0, 0.05630256920908629, 0.09498529532319859, 0.06123262880971583, 0.06535397414651443, 0.0, 0.011179861185040304, 0.06041929971118684, 0.06273519586271947, 0.0, 0.052508851006700226, 0.0, 0.024757019675462132, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01843464043154743, 0.010817424848946365, 0.12279761282229941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 71.21725209927216, 7.89791174608703, 712.6279024882027, 18
s1/soln130, 3.0, 0.10222721186960812, 0.0, 0.0, 0.0, 0.0, 0.1270893731941585, 0.03825883124882419, 0.05550832832486052, 0.014312739755187242, 0.07741025610057686, 0.028007323490575997, 0.0, 0.09747053244206308, 0.0, 0.02067719807192161, 0.028879337248577573, 0.1210265680390772, 0.0, 0.06577391175697572, 0.0, 0.0, 0.0, 0.06424466968076187, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15911371877683153, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 57.56524381248387, 21.1968909274997, 549.57507600964, 14
s1/soln131, 3.0, 0.0, 0.031011680077947103, 0.05681951175229894, 0.03436806375752741, 0.040978517025187046, 0.0938493126301608, 0.023436574412307114, 0.07951636599241807, 0.0, 0.08792258649245743, 0.027288936794354485, 0.09429103717696624, 0.1009562471461574, 0.0, 0.08899291576377513, 0.05072654661345259, 0.09144037455374036, 0.0, 0.042723271674152526, 0.0, 0.0, 0.0, 0.033412668109212645, 0.0, 0.0, 0.0, 0.011952358510493989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010313031517390684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 76.48488575507372, 0.012367370417021482, 427.2321170647391, 18
s1/soln132, 3.0, 0.0, 0.117668437903522, 0.0, 0.0480525443616359, 0.0, 0.12768764034819247, 0.03749995743076748, 0.11434178617203372, 0.0, 0.0746895301494805, 0.02844428738144038, 0.08298351375145249, 0.09556214270260265, 0.0, 0.014126365416327322, 0.0739335132701614, 0.08148328874964475, 0.0, 0.06294386997409011, 0.0, 0.01574741996157061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0113339833236415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013501719103436702, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 83.03757766930084, -3.667018934270015, 345.3872440164212, 16
s1/soln133, 3.0, 0.0, 0.013387832089223662, 0.05959808850854289, 0.013402918529985396, 0.04957703709388878, 0.10308657713050515, 0.032157760118364166, 0.09545498140247, 0.020784660665705588, 0.09803738505789192, 0.032170831597697194, 0.1114024317015078, 0.08221045450482303, 0.0, 0.015986596653950063, 0.05928059506577547, 0.06726575518090049, 0.0, 0.05445960602919216, 0.0, 0.0, 0.0, 0.0510881415333038, 0.0, 0.040648347136272536, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 62.91833262589149, 16.714177400915005, 734.527264065511, 18
