,KER11,KER06,KER12,KER13,KER16,KER07,KER14,KER01,KER02,KER03,KER05,KeT01,TUL07,KeT02,TUL03,TUL06,TUL01,TUL05,TUL04,KER15,KER10,TUL09,TUL08,TUL02
1905,0.0,0.0,0.0,0.0,0.0,0.0,452.7471012413721,15.83838968605488,0.0,0.0,372.2246864218951,15.291178289954397,0.0,0.0,0.0,0.0,278.0290302813825,0.0,0.0,0.0,0.0,0.0,0.0,87.49236843180016
1906,0.0,0.0,0.0,0.0,0.0,0.0,378.2837884033343,31.065876707352327,0.0,0.0,192.71530865342828,7.9833415452070895,0.0,0.0,0.0,0.0,178.11426355889697,0.0,0.0,0.0,0.0,0.0,0.0,47.44821145905927
1907,0.0,0.0,0.0,0.0,0.0,0.0,189.1783771600957,18.711641416328085,0.0,0.0,8.260585912158177,0.0,0.0,0.0,0.0,0.0,26.006143515030487,0.0,0.0,0.0,0.0,0.0,0.0,10.75622885894118
1908,0.0,0.0,0.0,0.0,0.0,0.0,151.0601415320502,16.614483268606406,0.0,0.0,200.88461519775865,7.727534684222638,0.0,0.0,0.0,0.0,196.8453530734922,0.0,0.0,0.0,0.0,0.0,0.0,58.42313859743366
1909,0.0,0.0,0.0,0.0,0.0,0.0,245.6574022025771,8.159517870743192,0.0,0.0,170.4033714264072,6.777982152070479,0.0,0.0,0.0,0.0,154.44481614621097,0.0,0.0,0.0,0.0,0.0,0.0,43.77274703616507
1910,0.0,0.0,0.0,0.0,0.0,0.0,246.54709972991594,25.735067252634554,0.0,0.0,200.8810113859748,8.362620703631272,0.0,0.0,0.0,0.0,175.67582267371444,0.0,0.0,0.0,0.0,0.0,0.0,52.51373331107273
1911,0.0,0.0,0.0,0.0,0.0,0.0,114.18436538489927,17.878207551250128,0.0,0.0,4.233342530414065,0.0,0.0,0.0,0.0,0.0,21.224379432503017,0.0,0.0,0.0,0.0,0.0,0.0,5.494655650834434
1912,0.0,0.0,0.0,0.0,0.0,0.0,3.5574955545145284,13.211779818255282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24927783888796443,0.0,0.0,0.0,0.0,0.0,0.0,0.8134757114616349
1913,0.0,0.0,0.0,0.0,0.0,0.0,130.0902710405452,21.153732324519645,0.0,0.0,72.04393009649823,3.077003984404564,0.0,0.0,0.0,0.0,80.01190713208425,0.0,0.0,0.0,0.0,0.0,0.0,29.60027824210677
1914,0.0,0.0,0.0,0.0,0.0,0.0,184.2494870438022,24.886961411051978,0.0,0.0,8.214042713529786,0.2857548142001279,0.0,0.0,0.0,0.0,27.628170085875066,0.0,0.0,0.0,0.0,0.0,0.0,16.932565920538178
