,KER11,KER06,KER12,KER13,KER16,KER07,KER14,KER01,KER02,KER03,KER05,KeT01,TUL07,KeT02,TUL03,TUL06,TUL01,TUL05,TUL04,KER15,KER10,TUL09,TUL08,TUL02
1905,4.114632080419079,5.658015693834998,0.0005690008548287505,38.39555917390653,7.842916062416095,11.716330029993363,89.51968452580189,111.27362532806521,20.955485454994765,52.14301979868151,86.26987660679718,16.25687750424008,6.571611634969154,19.390171136784655,16.96279552664897,12.188289469619614,44.666791968252895,0.8213932839748875,6.594801006271048,11.878839048847151,18.64511284063829,2.3743480264685286,5.17573373051346,5.160593776458889
1906,11.757684467969892,22.24507457299732,2.0041557474647775e-19,61.296373906783536,8.718622344824091,15.589343551308176,89.51968452580189,87.71163967037816,20.955485454994765,66.84383056497713,54.06036850918264,1.796144333785934,11.75983017550924,38.057464366950114,24.51501795736051,12.352772286161315,90.17557065692053,2.608567167560099,12.43100108260722,22.647281894975343,12.96436679230678,2.7992888265900024,3.5655742224360045,39.59116942125984
1907,20.180913653443326,31.555510120459218,0.003693885827331331,90.84952479558264,10.94450177600742,25.778852502192215,89.134068357595,338.68890054794804,21.014958882414117,67.96981809806086,174.95901334745497,45.233212322890196,30.9204535711289,60.331656025713144,54.2766785914773,26.84585705681843,264.9102694913141,21.981903056552465,43.90406175319192,67.74796381460739,77.16344136690724,6.230670332347284,15.957820606647832,135.18054770735492
1908,1.3231597767320198e-17,1.4299220052097827,0.002342746743635485,68.40896475247038,4.660514391131844,5.416866715131286,85.91663809212457,187.98249217593323,20.955485454994765,73.111952001858,109.42202101073222,6.088082967777034,13.410549441752012,41.09049942976817,22.95715341073004,12.354691013750623,95.93489581381453,7.80038056547455,14.972898714770183,26.801617374890178,18.62243352762068,2.495644331178635,0.5000368051963237,27.104219271307347
1909,19.804638434575992,31.499614164941576,0.010922905334940525,87.86452799971374,7.519357838570829,24.99341467494901,89.51968452580189,184.86424358324228,20.955485454994765,76.43360909387938,151.84759564382034,21.390223730853904,14.74175814677359,45.87683977840727,24.60545369546027,15.09419840677706,146.19382674190538,14.98209227847518,19.224238971255488,30.24744255919834,36.567342290365694,2.9887106698294725,5.133241822009782,67.78897386566443
1910,7.502349835102126,14.413617182010821,7.713173010993683e-19,66.89448164877993,9.137705277332113,10.658250551977025,89.51968452580189,106.80794800739348,20.955485454994765,55.39086733793059,58.515683867333536,4.106642233536494,6.612370841846223,37.34087456565029,15.63329125108482,11.20970461770758,45.2344327453426,2.0250116616028078,7.2703569931920144,12.176622421062495,6.558327110290029,2.4539440032303044,4.424039017079421,28.423602266822538
1911,28.836791739097833,41.797837619853915,3.1904437105962136,95.12133940832709,9.44748859942218,33.644936353840706,90.55290220292981,331.6533123784023,21.014958882414117,78.43148501359019,199.3106624544746,39.71707938469615,28.758632250287732,61.06020122982634,48.14708632231739,24.197704282007955,261.99251601452477,24.689911910940864,40.2728806935776,59.27345432955835,71.81684373979614,5.7230426954380995,15.497529655735079,140.48416718578912
1912,11.299919762622572,21.01168299828548,0.6092312614935357,98.49022749692922,11.099649372715671,16.443920055172818,87.59589643243851,240.40499010718742,20.955485454994765,77.40363665090673,258.4241755485807,88.70204439421474,30.20483016994661,58.41135822312346,55.81645538069305,27.72007059521124,268.69917001905515,27.518942449750604,43.02622829926147,70.14368283289821,86.22644492201646,5.85134367967139,12.300696816942526,127.39411258053846
1913,4.958776502329503,11.289761702392841,5.08531965267872e-19,77.00973634474383,6.0028431759462055,7.3934147301523305,85.91663809212457,194.29304205633957,20.955485454994765,73.16659118637821,106.20512681304074,2.0128863943046906,15.522507920255936,47.257953127983214,28.38198832950356,15.871310384964602,126.0474035698678,8.876577457659494,15.926403173313812,23.2413585314816,10.684247219306176,3.0059018222278997,1.6214133407331925,83.68532193364175
1914,11.993325550193013,19.874318442830226,7.17377956035177e-19,90.15678151386116,6.486511487193742,17.900620615074974,89.51968452580189,176.1436005066787,20.955485454994765,74.83762739056209,122.62802037133166,10.183251455805035,16.62943110008806,58.70843501409935,29.858567682352117,18.0251554322115,148.13732474794799,14.012137116618748,20.327291662846484,35.3202579881729,40.29923364704464,3.554358187143912,4.654493665281846,92.95271896206621
