,alfalfa,almond,apple,corn,cotton,deciduous_misc,field_misc,grain,grape,melon,onion,pasture,peach,pepper,pistachio,potatoe,squash,strawberry,subtropical_misc,tomato,vegetable_small
0,9.249021645279708,0.457799573257468,0.03,6.470335956659462,26.515350341485554,0.08349999999999999,5.283353671746359,8.904312317552565,2.9887192836489023,0.5389106285683198,0.8998131619114024,0.0,0.0,0.0,0.0,1.0469953068296092,0.0,0.00367,0.004,0.463,0.8786981130606386
1,13.939234676647857,0.67142100731648,0.03,11.232472537680147,20.572342247652582,0.0735,5.382952232215198,7.734446892328128,3.1146053989497773,0.2610984378590214,0.5430948682808846,0.0,0.0035,0.01,0.0,1.3521624077200687,0.0,0.001,0.0,0.0,0.9433292933498557
2,16.368758825468117,0.6221488499452354,0.03,8.757702755664234,20.40567498519374,0.11908455948337178,6.0156840313047075,7.177364040609702,3.1088072312306436,0.47273782845539675,1.3723000000000005,0.0,0.0032525047190358636,0.0,0.0,1.6200208199106225,0.014951644100580273,0.0035,0.002323217656454189,0.14,0.5698287062581676
3,12.064347665687604,0.6565132412772264,0.0,8.782055860620671,22.308566497391126,0.11019577242116473,5.373302433141562,3.20043067727444,2.982557719054242,0.20933742331288346,1.6360834860609925,0.0,0.003,0.0,0.0,0.9387092237580853,0.0,0.0045,0.0025,0.53,0.421
4,14.177000684272405,0.7267164456233421,0.0,8.590166416977656,19.34647680607772,0.124,1.925116931982634,5.6595035543910965,3.1237000000000004,0.433,1.0037798408488063,0.0,0.003,0.0,0.0,0.6391693198263387,0.0,0.0,0.0,0.496,0.0545
5,17.601177214017653,0.6694191201807597,0.0,13.750140117778459,13.802516900214405,0.06559101654846336,3.621352512953023,5.322431583894913,3.009830023640662,0.316,0.46703211752786233,0.0,0.001,0.0,0.0,1.2979693932437986,0.0,0.0025,0.0,1.098,0.624
6,16.89566552365325,0.6908000000000002,0.0,12.529598068414423,18.388921916592395,0.049758530183727036,3.8332466589501313,7.729594703929275,2.899947065664592,0.294,1.560911858000891,0.0,0.0,0.0,0.0,1.197155674611321,0.0,0.0,0.0,1.1,0.41400000000000003
7,14.243894880895004,0.7348411156311951,0.0,9.735883861326379,16.52498960027959,0.04986996904024768,3.396247263820605,6.080355332614031,2.949490716423226,0.4057316768872473,1.6545680668214273,0.028,0.0,0.0,0.0,1.1382775162610486,0.0,0.0015,0.0,0.639,0.238
8,19.456305850204707,0.7918826446280991,0.0,10.66840644207405,17.964152312883,0.04748717948717949,4.2385500497009465,8.539617612488263,2.39949231140302,0.5182172043010753,0.6654464217374666,0.0,0.0,0.05,0.0,0.9756886467030316,0.0,0.0015,0.0,1.3853877415056632,0.8381455828834957
9,17.049887831830418,0.9246327502429544,0.0,10.601857637308399,13.427482748858601,0.052848531684698614,7.062604810609557,5.987245571126021,2.3237289618844623,0.5081622641509433,0.3997689335394127,0.0,0.002,0.152,0.0,0.8526078472055847,0.0,0.0,0.002,1.908994880316712,1.3453172312422357
10,16.143761434672076,1.3443183535762482,0.0,8.535302608266417,11.568362225723453,0.016805855161787366,8.261164931743224,8.494257148453428,3.4045403672346914,0.5637042942319288,0.624582381107278,0.0,0.0,0.08,0.0,0.8639787895415237,0.0,0.003,0.002,2.365,1.5872016102879476
11,16.628751342942888,1.297808190576646,0.0,9.878326338196564,7.060066386673891,0.037000000000000005,11.107330093224544,12.948621061702664,2.6751561631975833,0.28061798006479505,0.6329831566845677,0.0,0.0,0.075,0.18,0.6073052309857405,0.0,0.0,0.003,2.6295757279521643,1.1468883277979496
12,14.821996895958604,1.0657,0.0,12.061080719312844,7.410337576709006,0.037000000000000005,4.603445854280916,10.034076176028465,2.699165467625899,0.22,0.6685,0.0,0.0,0.075,0.15,0.55252,0.0,0.0,0.006,2.8,0.6538473100842676
13,19.482268128516186,1.0954415628336274,0.0,13.99029101212066,8.818830107947583,0.044,6.846764707804215,12.143150753864186,2.627,0.33453580246913583,1.0499337802688942,0.0,0.0,0.058,0.03,0.75966,0.06,0.0025,0.0,2.7316542671703963,0.9196198770051176
14,16.929669938793882,2.205779103834885,0.0,15.582013987181424,10.610712712171383,0.03361702127659574,8.144657418299042,17.453859041754885,3.434555945585874,0.21053797486307968,1.331400921104242,0.0,0.0,0.193,0.15,1.1734339310444055,0.05,0.0,0.0,1.215263880902179,0.5931881231881233
15,18.078226520602822,3.270256704926497,0.0,14.307596985781885,8.613742027397741,0.1316,11.490053490589908,16.50156597286092,3.617109226537008,0.23653924050632913,0.6967088607594938,0.0,0.0,0.124,0.18,0.8776262175272717,0.0,0.0025,0.0,1.385,0.5910747525101314
16,16.441226112608824,4.8058360333407775,0.0,13.7758195648601,8.917264003706746,0.2812849872773537,10.630561958562065,17.08396412751804,3.4112220809248557,0.13909859154929577,0.5913002019895977,0.0,0.0,0.072,0.33,0.32666233766233765,0.0,0.0,0.0,1.245,0.33799999999999997
